r,rr,length_miles,USD2004perMW
p79,p45,368.06,222675.98
p79,p46,178.53,111162.49
p79,p47,1147.95,683135.74
p79,p48,1035.12,622123.63
p79,p49,870.64,516303.08
p79,p50,772.32,459586.65
p79,p51,686.24,405150.44
p79,p52,794.84,471863.29
p79,p53,627.52,382347.73
p79,p54,449.25,275710.73
p79,p55,547.25,327322.52
p79,p56,650.57,389470.82
p79,p57,923.55,561066.75
p79,p58,1027.91,616287.52
p79,p59,1316.44,800502.0
p79,p60,1126.37,675902.46
p79,p61,1252.69,768694.34
p79,p62,1173.7,704858.22
p79,p63,948.24,600365.06
p79,p64,1154.87,775282.03
p79,p65,1234.84,848211.02
p79,p66,1078.9,652485.72
p79,p67,1157.79,726562.28
p79,p68,320.18,199255.13
p79,p69,241.96,147916.87
p79,p70,320.7,193436.6
p79,p71,318.98,193587.07
p79,p72,369.42,214268.71
p79,p73,455.71,271565.16
p79,p74,277.96,175276.7
p79,p75,113.37,67883.75
p79,p76,99.54,59882.84
p79,p77,151.33,91935.59
p79,p78,74.02,46176.11
p79,p80,95.42,58374.79
p79,p81,176.22,105685.27
p79,p82,208.6,121533.23
p79,p83,220.6,132389.93
p79,p84,507.51,298568.39
p79,p85,700.73,412074.89
p79,p86,853.21,499989.62
p79,p87,838.46,492813.12
p79,p88,700.86,440379.75
p79,p89,763.49,569699.24
p79,p90,1019.52,659628.66
p79,p91,1050.26,718065.17
p79,p92,541.32,360676.69
p79,p93,486.69,306137.4
p79,p94,772.42,606574.16
p79,p95,765.22,659427.41
p79,p96,974.9,866913.64
p79,p97,803.37,702440.61
p79,p98,901.56,805455.17
p79,p99,1051.07,941369.74
p79,p100,751.09,876713.18
p79,p101,1247.31,1051215.68
p79,p102,1455.05,1242769.89
p79,p103,352.74,212454.7
p79,p104,226.33,139016.61
p79,p105,243.21,168184.57
p79,p106,278.02,165424.37
p79,p107,390.81,229887.37
p79,p108,413.09,245011.94
p79,p109,407.82,273051.04
p79,p110,637.6,502910.15
p79,p111,441.46,341501.47
p79,p112,388.52,310648.15
p79,p113,341.38,251937.4
p79,p114,367.57,290095.1
p79,p115,554.07,526301.15
p79,p116,501.26,457179.98
p79,p117,555.12,531521.5
p79,p118,821.59,706460.91
p79,p119,676.28,733501.69
p79,p120,714.28,835960.12
p79,p121,724.64,840940.52
p79,p122,846.85,1041918.02
p79,p123,793.7,960404.81
p79,p124,984.95,1179574.1
p79,p125,858.52,1044154.53
p79,p126,872.26,1060317.84
p79,p127,930.22,988658.43
p79,p128,965.87,1259615.94
p79,p129,1051.16,1141818.64
p79,p130,1069.71,1293181.11
p79,p131,1084.12,1323956.24
p79,p132,1058.8,1205438.49
p79,p133,1096.65,1308088.19
p79,p134,1176.0,1500019.18
p80,p1,1845.08,1267161.0
p80,p2,1742.88,1175944.06
p80,p3,1593.47,1064635.66
p80,p4,1683.53,1122452.73
p80,p5,1887.37,1285120.72
p80,p6,1834.03,1260796.39
p80,p7,1530.44,998402.06
p80,p8,1816.32,1247872.88
p80,p9,1904.71,1503244.93
p80,p10,1835.79,1358093.33
p80,p11,1931.69,1299402.12
p80,p12,1688.13,1156266.26
p80,p13,1637.95,1086214.26
p80,p14,1568.07,1053593.27
p80,p15,1481.52,966899.68
p80,p16,1257.58,818973.0
p80,p17,1400.25,882720.09
p80,p18,1269.74,766208.55
p80,p19,1061.39,625246.96
p80,p20,1127.59,669266.5
p80,p21,1048.61,643579.9
p80,p22,984.67,599307.46
p80,p23,925.48,551780.81
p80,p24,857.66,518556.54
p80,p25,1246.35,812365.44
p80,p26,1140.24,730876.94
p80,p27,1603.2,1059110.26
p80,p28,1545.37,1007916.72
p80,p29,1286.22,814114.8
p80,p30,1536.36,947730.37
p80,p31,1178.41,722828.98
p80,p32,810.4,474812.16
p80,p33,912.7,547057.01
p80,p34,936.82,559725.5
p80,p35,990.44,580239.88
p80,p36,761.2,447620.31
p80,p37,592.93,364234.17
p80,p38,485.32,284253.43
p80,p39,786.8,473759.57
p80,p40,553.05,328021.91
p80,p41,426.72,256030.23
p80,p42,598.03,370815.03
p80,p43,376.68,235502.98
p80,p44,463.05,273932.93
p80,p45,370.23,218444.43
p80,p46,232.42,143405.06
p80,p47,1123.1,660514.48
p80,p48,1009.92,597213.25
p80,p49,848.26,498193.33
p80,p50,702.09,426452.08
p80,p51,615.07,371298.04
p80,p52,773.22,455506.6
p80,p53,602.16,357558.1
p80,p54,420.03,249224.11
p80,p55,466.45,283529.13
p80,p56,565.73,346258.49
p80,p57,841.02,511488.68
p80,p58,944.9,565467.93
p80,p59,1292.36,776363.27
p80,p60,1101.18,650992.08
p80,p61,1227.49,743783.96
p80,p62,1148.51,679947.83
p80,p63,877.06,566437.08
p80,p64,1083.7,741354.05
p80,p65,1168.87,813559.39
p80,p66,996.53,602515.08
p80,p67,1075.42,676591.65
p80,p68,371.71,222732.07
p80,p69,246.16,145550.89
p80,p70,300.14,178862.34
p80,p71,286.06,168759.32
p80,p72,287.2,166662.31
p80,p73,374.05,225243.48
p80,p74,373.47,233538.77
p80,p75,208.89,126145.82
p80,p76,195.14,117918.33
p80,p77,217.64,132313.22
p80,p78,124.17,76438.25
p80,p79,95.42,58374.79
p80,p81,147.58,86425.84
p80,p82,130.0,78460.71
p80,p83,132.55,77533.65
p80,p84,425.28,249346.33
p80,p85,618.2,362496.82
p80,p86,770.91,450139.81
p80,p87,755.45,441993.53
p80,p88,609.53,387829.2
p80,p89,675.07,514531.59
p80,p90,936.51,608809.06
p80,p91,948.47,667216.78
p80,p92,446.17,302706.28
p80,p93,391.55,248166.99
p80,p94,677.28,548603.75
p80,p95,669.7,601275.04
p80,p96,879.39,808761.28
p80,p97,707.85,644288.24
p80,p98,806.04,747302.8
p80,p99,955.56,883217.37
p80,p100,657.73,819671.67
p80,p101,1152.17,993245.27
p80,p102,1359.9,1184799.48
p80,p103,259.38,155413.19
p80,p104,132.97,81975.1
p80,p105,149.85,111143.06
p80,p106,182.6,107153.55
p80,p107,295.67,171916.96
p80,p108,317.95,187041.53
p80,p109,312.31,214898.67
p80,p110,542.08,444757.79
p80,p111,348.1,284459.96
p80,p112,295.46,253471.99
p80,p113,247.17,194408.4
p80,p114,272.21,231943.6
p80,p115,460.71,469259.63
p80,p116,407.05,399650.98
p80,p117,460.91,473992.5
p80,p118,726.08,648308.54
p80,p119,582.92,676460.18
p80,p120,620.92,778918.61
p80,p121,631.28,783899.01
p80,p122,753.5,984876.51
p80,p123,700.35,903363.3
p80,p124,891.59,1122532.59
p80,p125,765.16,987113.02
p80,p126,778.9,1003276.33
p80,p127,836.86,931616.92
p80,p128,872.51,1202574.43
p80,p129,957.8,1084777.13
p80,p130,976.35,1236139.6
p80,p131,990.76,1266914.73
p80,p132,965.44,1148396.98
p80,p133,1003.3,1251046.68
p80,p134,1082.64,1442977.67
p81,p1,1720.29,1191986.67
p81,p2,1618.1,1100769.73
p81,p3,1468.69,989461.33
p81,p4,1558.75,1047278.4
p81,p5,1757.77,1205834.47
p81,p6,1704.43,1181510.15
p81,p7,1400.84,919115.81
p81,p8,1686.72,1168586.64
p81,p9,1775.11,1423958.69
p81,p10,1689.16,1272505.97
p81,p11,1778.76,1220229.62
p81,p12,1558.53,1076980.01
p81,p13,1508.35,1006928.02
p81,p14,1443.28,978418.94
p81,p15,1351.92,887613.44
p81,p16,1127.98,739686.76
p81,p17,1275.47,807545.77
p81,p18,1144.91,691329.06
p81,p19,941.87,551381.96
p81,p20,1002.81,594092.17
p81,p21,917.83,566889.84
p81,p22,859.89,524101.63
p81,p23,800.7,476574.99
p81,p24,715.86,436148.59
p81,p25,1116.75,733079.2
p81,p26,993.27,651142.97
p81,p27,1456.57,973522.9
p81,p28,1398.93,925157.84
p81,p29,1139.59,728527.44
p81,p30,1383.43,868557.87
p81,p31,1031.87,639190.74
p81,p32,685.61,399606.34
p81,p33,766.08,461469.65
p81,p34,790.2,474138.14
p81,p35,865.61,505360.39
p81,p36,642.04,374081.34
p81,p37,513.97,298686.44
p81,p38,360.54,209159.04
p81,p39,657.2,394473.33
p81,p40,404.89,243911.46
p81,p41,280.98,170868.76
p81,p42,547.49,320052.42
p81,p43,309.97,181802.95
p81,p44,343.48,199730.21
p81,p45,243.64,142170.26
p81,p46,190.39,122636.79
p81,p47,978.91,581453.64
p81,p48,867.23,519775.14
p81,p49,701.76,415122.8
p81,p50,593.67,358558.04
p81,p51,510.58,305019.35
p81,p52,625.96,370683.02
p81,p53,459.54,279797.78
p81,p54,277.31,171669.28
p81,p55,375.44,228525.31
p81,p56,476.95,289675.69
p81,p57,755.75,481154.96
p81,p58,903.78,543765.09
p81,p59,1150.16,698661.08
p81,p60,958.49,573553.97
p81,p61,1084.8,666345.85
p81,p62,1005.81,602509.73
p81,p63,774.61,500569.93
p81,p64,981.25,675486.9
p81,p65,1061.22,748415.89
p81,p66,950.02,579548.03
p81,p67,1028.91,653624.6
p81,p68,264.95,154475.47
p81,p69,119.71,70546.84
p81,p70,155.65,94012.72
p81,p71,143.87,88749.21
p81,p72,222.36,132303.35
p81,p73,283.5,173345.07
p81,p74,434.17,266397.45
p81,p75,275.89,162659.09
p81,p76,248.3,146622.73
p81,p77,193.06,124534.49
p81,p78,140.55,83890.05
p81,p79,176.22,105685.27
p81,p80,147.58,86425.84
p81,p82,74.88,44764.24
p81,p83,160.73,93841.59
p81,p84,378.63,225630.71
p81,p85,534.6,338066.5
p81,p86,724.33,427051.94
p81,p87,714.34,420290.69
p81,p88,582.62,370113.66
p81,p89,691.69,504768.92
p81,p90,895.4,587106.22
p81,p91,926.14,645542.73
p81,p92,466.67,314484.06
p81,p93,411.88,261086.5
p81,p94,697.61,561523.25
p81,p95,694.71,617797.87
p81,p96,904.4,825284.1
p81,p97,732.86,660811.07
p81,p98,831.05,763825.63
p81,p99,980.57,899740.2
p81,p100,792.66,897317.93
p81,p101,1251.17,994022.45
p81,p102,1471.75,1186987.7
p81,p103,394.32,233059.45
p81,p104,268.51,160557.91
p81,p105,274.93,182133.45
p81,p106,271.02,156505.54
p81,p107,315.82,184596.25
p81,p108,338.68,200247.05
p81,p109,359.27,240035.41
p81,p110,567.09,461280.62
p81,p111,483.03,362106.22
p81,p112,416.45,318613.48
p81,p113,365.92,259062.03
p81,p114,381.0,289382.32
p81,p115,595.65,546905.89
p81,p116,525.25,464671.95
p81,p117,579.48,538985.42
p81,p118,751.09,664831.37
p81,p119,717.86,754106.44
p81,p120,755.86,856564.87
p81,p121,766.22,861545.27
p81,p122,888.43,1062522.77
p81,p123,835.28,981009.56
p81,p124,1026.52,1200178.85
p81,p125,900.09,1064759.28
p81,p126,913.84,1080922.59
p81,p127,971.79,1009263.18
p81,p128,1007.44,1280220.69
p81,p129,1092.74,1162423.39
p81,p130,1111.29,1313785.86
p81,p131,1125.69,1344560.99
p81,p132,1100.38,1226043.24
p81,p133,1138.23,1328692.94
p81,p134,1217.57,1520623.93
p82,p1,1789.67,1233806.52
p82,p2,1687.48,1142589.59
p82,p3,1538.07,1031281.18
p82,p4,1628.13,1089098.25
p82,p5,1819.02,1244182.68
p82,p6,1770.22,1219277.93
p82,p7,1462.08,957464.02
p82,p8,1752.51,1206354.42
p82,p9,1840.9,1461726.47
p82,p10,1710.87,1286786.18
p82,p11,1806.93,1224611.49
p82,p12,1624.33,1114747.79
p82,p13,1570.33,1043193.44
p82,p14,1512.66,1020238.79
p82,p15,1413.16,925961.64
p82,p16,1189.22,778034.97
p82,p17,1344.84,849365.62
p82,p18,1213.29,734038.32
p82,p19,1014.36,595268.2
p82,p20,1072.19,635912.02
p82,p21,986.86,606869.14
p82,p22,929.39,565274.88
p82,p23,870.08,518394.84
p82,p24,768.47,466336.63
p82,p25,1178.73,769344.62
p82,p26,1060.57,686694.52
p82,p27,1478.28,987803.11
p82,p28,1420.53,934185.13
p82,p29,1161.3,742807.65
p82,p30,1411.6,872939.74
p82,p31,1053.57,649097.4
p82,p32,754.99,441426.19
p82,p33,791.58,482057.73
p82,p34,812.27,491098.59
p82,p35,934.14,547765.38
p82,p36,714.53,417967.57
p82,p37,589.3,342629.47
p82,p38,429.92,250978.89
p82,p39,722.76,433564.49
p82,p40,438.43,267664.75
p82,p41,326.34,200143.23
p82,p42,623.09,364341.67
p82,p43,384.26,226114.86
p82,p44,415.97,243616.45
p82,p45,312.99,183356.24
p82,p46,260.09,157917.06
p82,p47,998.51,585830.71
p82,p48,884.91,522191.02
p82,p49,723.42,424461.74
p82,p50,576.59,350486.21
p82,p51,484.35,294794.25
p82,p52,648.18,381866.68
p82,p53,477.57,283781.06
p82,p54,294.97,175584.54
p82,p55,340.31,210417.98
p82,p56,439.6,273147.34
p82,p57,722.61,446038.2
p82,p58,831.72,501674.22
p82,p59,1167.61,701572.63
p82,p60,976.16,575969.85
p82,p61,1102.48,668761.73
p82,p62,1023.49,604925.6
p82,p63,746.81,489832.7
p82,p64,953.45,664749.67
p82,p65,1033.42,737678.66
p82,p66,877.95,537457.16
p82,p67,956.84,611533.73
p82,p68,337.7,198410.89
p82,p69,191.6,114133.54
p82,p70,220.22,130954.37
p82,p71,161.01,95119.74
p82,p72,161.2,96326.12
p82,p73,247.43,152216.24
p82,p74,469.93,287316.83
p82,p75,311.23,182203.51
p82,p76,284.06,167534.44
p82,p77,261.77,157735.28
p82,p78,177.87,106521.74
p82,p79,208.6,121533.23
p82,p80,130.0,78460.71
p82,p81,74.88,44764.24
p82,p83,91.45,53360.32
p82,p84,306.56,183539.84
p82,p85,499.79,297046.34
p82,p86,652.27,384961.07
p82,p87,642.28,378199.82
p82,p88,510.56,328022.79
p82,p89,619.63,462678.05
p82,p90,823.34,545015.35
p82,p91,854.08,603451.86
p82,p92,392.34,270836.93
p82,p93,337.1,216953.82
p82,p94,622.83,517390.57
p82,p95,621.11,573837.66
p82,p96,830.8,781323.9
p82,p97,659.26,616850.86
p82,p98,757.45,719865.42
p82,p99,906.97,855779.99
p82,p100,668.21,878676.5
p82,p101,1179.11,951931.58
p82,p102,1399.69,1144896.83
p82,p103,371.56,216705.18
p82,p104,246.29,145919.53
p82,p105,242.35,160156.76
p82,p106,202.03,117219.91
p82,p107,241.17,140619.42
p82,p108,263.64,155947.05
p82,p109,285.67,196075.2
p82,p110,493.49,417320.41
p82,p111,460.27,345751.94
p82,p112,348.17,280661.28
p82,p113,297.08,220929.81
p82,p114,312.01,250096.69
p82,p115,572.89,530551.62
p82,p116,456.97,426719.74
p82,p117,510.82,500946.56
p82,p118,677.49,620871.16
p82,p119,695.1,737752.16
p82,p120,673.72,839039.53
p82,p121,684.07,844019.93
p82,p122,865.67,1046168.5
p82,p123,753.14,963484.22
p82,p124,1003.76,1183824.58
p82,p125,877.33,1048405.0
p82,p126,891.08,1064568.31
p82,p127,949.03,992908.9
p82,p128,984.69,1263866.41
p82,p129,1069.98,1146069.11
p82,p130,1088.53,1297431.58
p82,p131,1102.94,1328206.71
p82,p132,1077.62,1209688.96
p82,p133,1115.47,1312338.66
p82,p134,1194.81,1504269.66
p83,p1,1880.79,1285337.65
p83,p2,1778.6,1194120.72
p83,p3,1629.19,1082812.31
p83,p4,1719.25,1140629.38
p83,p5,1912.27,1293714.99
p83,p6,1859.08,1268084.13
p83,p7,1555.34,1006996.33
p83,p8,1841.38,1255160.62
p83,p9,1929.77,1510532.67
p83,p10,1771.41,1320491.15
p83,p11,1866.13,1257205.16
p83,p12,1713.19,1163554.0
p83,p13,1623.6,1079081.62
p83,p14,1603.78,1071769.92
p83,p15,1506.42,975493.96
p83,p16,1282.48,827567.28
p83,p17,1435.97,900896.75
p83,p18,1305.58,784675.52
p83,p19,1102.53,644728.43
p83,p20,1163.31,687443.15
p83,p21,1077.79,658796.7
p83,p22,1020.32,617202.44
p83,p23,961.2,569925.97
p83,p24,857.33,515142.83
p83,p25,1267.59,818150.83
p83,p26,1149.44,735500.72
p83,p27,1538.81,1021508.08
p83,p28,1479.98,966863.67
p83,p29,1221.84,776512.62
p83,p30,1470.8,905533.41
p83,p31,1113.02,682134.17
p83,p32,846.12,492957.32
p83,p33,863.21,525394.08
p83,p34,873.69,529305.59
p83,p35,1026.27,598706.85
p83,p36,802.7,467427.8
p83,p37,666.25,388531.7
p83,p38,521.04,302510.02
p83,p39,815.61,484762.56
p83,p40,524.89,316089.41
p83,p41,417.47,249715.09
p83,p42,699.77,409897.67
p83,p43,462.31,271550.81
p83,p44,504.15,293076.68
p83,p45,403.93,235492.22
p83,p46,328.92,196826.33
p83,p47,1057.71,618424.38
p83,p48,944.11,554784.68
p83,p49,782.86,457498.52
p83,p50,631.41,377306.78
p83,p51,517.14,319403.22
p83,p52,707.83,415167.66
p83,p53,536.77,316374.73
p83,p54,354.94,209713.44
p83,p55,351.83,218100.76
p83,p56,446.27,280889.09
p83,p57,708.51,434447.75
p83,p58,812.4,488427.0
p83,p59,1226.81,734166.3
p83,p60,1035.36,608563.51
p83,p61,1161.68,701355.39
p83,p62,1082.69,637519.27
p83,p63,744.18,504642.77
p83,p64,954.32,665441.2
p83,p65,1036.36,736518.46
p83,p66,864.03,525474.15
p83,p67,942.92,599550.72
p83,p68,415.26,244672.2
p83,p69,280.37,163894.39
p83,p70,311.1,182860.43
p83,p71,225.4,136066.6
p83,p72,154.73,90494.97
p83,p73,248.1,151499.2
p83,p74,498.15,307330.5
p83,p75,333.56,199937.55
p83,p76,324.0,189251.0
p83,p77,330.72,195059.16
p83,p78,243.3,140482.38
p83,p79,220.6,132389.93
p83,p80,132.55,77533.65
p83,p81,160.73,93841.59
p83,p82,91.45,53360.32
p83,p84,292.78,172305.4
p83,p85,485.7,285455.89
p83,p86,638.41,373098.88
p83,p87,622.95,364952.6
p83,p88,476.99,310572.35
p83,p89,543.12,437428.98
p83,p90,804.01,531768.13
p83,p91,815.92,589959.94
p83,p92,323.1,230222.74
p83,p93,267.99,175806.16
p83,p94,553.72,476242.92
p83,p95,548.32,530189.65
p83,p96,758.0,737675.88
p83,p97,586.47,573202.85
p83,p98,684.66,676217.41
p83,p99,834.17,812131.98
p83,p100,602.99,840618.97
p83,p101,1028.61,920884.45
p83,p102,1236.34,1112438.65
p83,p103,318.34,186681.12
p83,p104,218.23,126478.89
p83,p105,181.07,124599.33
p83,p106,110.74,65039.64
p83,p107,172.06,99471.77
p83,p108,194.53,114784.12
p83,p109,194.37,147124.19
p83,p110,420.7,373672.39
p83,p111,407.06,315727.89
p83,p112,277.41,238601.7
p83,p113,213.34,173649.85
p83,p114,220.9,198075.28
p83,p115,467.56,500365.46
p83,p116,377.93,383563.3
p83,p117,415.97,453357.4
p83,p118,604.69,577223.15
p83,p119,589.77,707566.0
p83,p120,608.5,800982.0
p83,p121,618.86,805962.4
p83,p122,760.35,1015982.33
p83,p123,687.92,925426.69
p83,p124,884.0,1152825.49
p83,p125,757.57,1017405.91
p83,p126,785.75,1034382.15
p83,p127,895.82,962884.84
p83,p128,879.36,1233680.25
p83,p129,1016.76,1116045.05
p83,p130,1035.31,1267407.53
p83,p131,1049.72,1298182.66
p83,p132,1024.4,1179664.91
p83,p133,1062.25,1282314.61
p83,p134,1141.6,1474245.6
p84,p1,1906.06,1331387.49
p84,p2,1843.96,1233216.57
p84,p3,1654.45,1128862.15
p84,p4,1744.51,1186679.22
p84,p5,1918.7,1303307.2
p84,p6,1865.51,1277676.33
p84,p7,1561.76,1016588.54
p84,p8,1847.8,1264752.83
p84,p9,1936.2,1520124.88
p84,p10,1645.53,1251778.58
p84,p11,1667.5,1163623.51
p84,p12,1719.62,1173146.2
p84,p13,1497.73,1010369.05
p84,p14,1629.05,1117819.76
p84,p15,1512.85,985086.16
p84,p16,1288.91,837159.49
p84,p17,1461.23,946946.58
p84,p18,1329.46,832266.8
p84,p19,1185.16,725470.44
p84,p20,1166.76,730307.64
p84,p21,1087.79,677753.11
p84,p22,1033.67,646512.77
p84,p23,979.35,603606.13
p84,p24,864.33,523635.59
p84,p25,1274.02,827743.03
p84,p26,1155.87,745092.93
p84,p27,1393.15,947855.07
p84,p28,1283.9,875641.42
p84,p29,1083.1,703384.22
p84,p30,1272.17,811951.75
p84,p31,927.16,593301.49
p84,p32,868.87,532714.67
p84,p33,840.43,513078.9
p84,p34,809.76,491782.92
p84,p35,1055.35,650263.63
p84,p36,946.03,569861.29
p84,p37,870.71,518678.6
p84,p38,627.18,385970.69
p84,p39,822.58,497039.44
p84,p40,534.2,334000.61
p84,p41,449.91,287083.15
p84,p42,904.58,541272.62
p84,p43,667.53,405594.6
p84,p44,673.4,406611.06
p84,p45,509.85,316036.7
p84,p46,564.56,340772.06
p84,p47,858.91,525169.5
p84,p48,744.26,458330.83
p84,p49,599.36,371880.72
p84,p50,417.52,267310.08
p84,p51,317.16,207024.27
p84,p52,580.89,353082.81
p84,p53,388.09,242848.15
p84,p54,296.82,193388.43
p84,p55,164.96,110630.36
p84,p56,220.64,146911.01
p84,p57,416.53,263675.06
p84,p58,528.29,324908.59
p84,p59,1025.98,638633.57
p84,p60,835.52,512109.65
p84,p61,961.83,604903.4
p84,p62,882.85,541067.27
p84,p63,487.65,346604.0
p84,p64,662.34,494668.51
p84,p65,744.38,565745.77
p84,p66,571.93,355198.86
p84,p67,650.82,429275.43
p84,p68,619.23,375507.57
p84,p69,464.88,287242.16
p84,p70,420.45,263496.8
p84,p71,297.93,189003.51
p84,p72,144.96,98207.22
p84,p73,119.79,80832.02
p84,p74,770.28,465688.01
p84,p75,610.6,360445.54
p84,p76,584.41,345905.62
p84,p77,568.14,341097.5
p84,p78,484.24,289935.49
p84,p79,507.51,298568.39
p84,p80,425.28,249346.33
p84,p81,378.63,225630.71
p84,p82,306.56,183539.84
p84,p83,292.78,172305.4
p84,p85,193.72,114683.2
p84,p86,346.24,202702.77
p84,p87,338.85,201434.19
p84,p88,233.87,158984.55
p84,p89,334.48,294861.65
p84,p90,522.15,368252.23
p84,p91,578.73,426848.02
p84,p92,240.17,183134.89
p84,p93,251.5,171308.34
p84,p94,430.96,402223.1
p84,p95,520.92,528764.69
p84,p96,710.23,686357.27
p84,p97,596.89,597272.88
p84,p98,725.02,703075.67
p84,p99,874.54,838990.24
p84,p100,831.95,870232.14
p84,p101,890.95,777518.01
p84,p102,1111.53,970483.26
p84,p103,610.89,358108.17
p84,p104,511.01,298546.91
p84,p105,447.34,285773.56
p84,p106,322.04,195186.46
p84,p107,183.25,112422.23
p84,p108,203.29,123854.99
p84,p109,288.46,202111.96
p84,p110,461.51,401072.75
p84,p111,610.11,478728.61
p84,p112,487.32,376447.13
p84,p113,419.04,299927.98
p84,p114,389.22,308069.69
p84,p115,689.71,652020.04
p84,p116,588.56,516425.93
p84,p117,599.15,579262.51
p84,p118,645.06,604081.41
p84,p119,811.92,859220.58
p84,p120,819.8,943066.88
p84,p121,879.94,929504.4
p84,p122,973.38,1159829.65
p84,p123,883.65,955993.39
p84,p124,1149.94,1277129.52
p84,p125,1023.51,1141709.95
p84,p126,992.58,1182576.42
p84,p127,1088.73,1124364.64
p84,p128,1101.51,1385334.83
p84,p129,1209.67,1277524.85
p84,p130,1228.22,1428887.32
p84,p131,1242.63,1459662.45
p84,p132,1217.31,1341144.7
p84,p133,1255.16,1443794.4
p84,p134,1334.5,1635725.4
p85,p1,1945.99,1343756.58
p85,p2,1813.94,1220196.41
p85,p3,1729.29,1163129.98
p85,p4,1812.81,1220104.59
p85,p5,1888.68,1290287.04
p85,p6,1835.49,1264656.18
p85,p7,1531.74,1003568.38
p85,p8,1817.78,1251732.67
p85,p9,1906.18,1507104.72
p85,p10,1537.65,1172973.24
p85,p11,1533.87,1080164.95
p85,p12,1689.6,1160126.05
p85,p13,1389.85,931563.7
p85,p14,1703.89,1152087.59
p85,p15,1482.83,972066.01
p85,p16,1258.89,824139.33
p85,p17,1536.07,981214.42
p85,p18,1406.05,867262.63
p85,p19,1287.6,769594.05
p85,p20,1198.22,757195.21
p85,p21,1071.36,674265.91
p85,p22,1045.98,654293.26
p85,p23,1003.1,613669.66
p85,p24,836.71,508791.02
p85,p25,1244.0,814722.88
p85,p26,1118.16,729170.32
p85,p27,1267.38,867844.03
p85,p28,1158.13,795630.39
p85,p29,969.46,629370.71
p85,p30,1138.54,728493.2
p85,p31,811.66,517481.88
p85,p32,920.19,559594.73
p85,p33,807.58,492686.95
p85,p34,777.42,469827.89
p85,p35,1143.94,686272.24
p85,p36,1058.61,635067.07
p85,p37,985.66,594861.33
p85,p38,739.69,452140.8
p85,p39,801.0,489785.17
p85,p40,584.14,358030.25
p85,p41,555.88,345548.51
p85,p42,1021.55,621388.17
p85,p43,790.18,493626.17
p85,p44,787.24,483623.44
p85,p45,624.2,390185.2
p85,p46,757.79,454278.56
p85,p47,725.28,441710.95
p85,p48,610.58,374871.88
p85,p49,546.62,330224.15
p85,p50,303.52,191758.87
p85,p51,237.09,150585.8
p85,p52,547.75,330808.7
p85,p53,359.25,228275.29
p85,p54,370.57,237069.39
p85,p55,206.51,141048.39
p85,p56,143.96,97610.44
p85,p57,223.01,149238.81
p85,p58,431.34,259858.16
p85,p59,892.3,555174.62
p85,p60,701.84,428650.71
p85,p61,828.15,521444.45
p85,p62,749.16,457608.32
p85,p63,306.74,234380.07
p85,p64,468.82,380232.26
p85,p65,550.86,451309.52
p85,p66,378.57,255557.4
p85,p67,443.35,324854.54
p85,p68,737.6,457161.24
p85,p69,602.93,378118.76
p85,p70,538.82,343319.16
p85,p71,421.6,275906.92
p85,p72,334.65,211386.48
p85,p73,252.03,165589.49
p85,p74,963.51,579194.51
p85,p75,803.82,473952.04
p85,p76,777.64,459412.12
p85,p77,761.37,454604.0
p85,p78,677.47,403441.99
p85,p79,700.73,412074.89
p85,p80,618.2,362496.82
p85,p81,534.6,338066.5
p85,p82,499.79,297046.34
p85,p83,485.7,285455.89
p85,p84,193.72,114683.2
p85,p86,176.49,112174.47
p85,p87,228.46,138810.08
p85,p88,219.21,148518.11
p85,p89,347.68,283697.54
p85,p90,414.02,306036.19
p85,p91,470.6,364631.97
p85,p92,345.92,281051.26
p85,p93,415.54,272127.53
p85,p94,473.89,420785.31
p85,p95,597.82,561174.11
p85,p96,753.16,704919.48
p85,p97,692.61,666798.28
p85,p98,889.01,804109.99
p85,p99,1038.52,940024.56
p85,p100,995.93,971266.46
p85,p101,843.82,748458.73
p85,p102,1064.4,941423.98
p85,p103,803.81,471258.66
p85,p104,703.93,411697.39
p85,p105,640.35,398352.81
p85,p106,513.45,306084.78
p85,p107,364.49,219319.44
p85,p108,373.69,225625.94
p85,p109,454.54,305055.13
p85,p110,625.49,502107.07
p85,p111,801.42,590505.4
p85,p112,673.21,486883.32
p85,p113,604.8,410268.35
p85,p114,573.58,415864.15
p85,p115,880.86,762889.18
p85,p116,774.45,626862.12
p85,p117,783.51,687056.97
p85,p118,809.05,705115.73
p85,p119,1003.07,970089.72
p85,p120,1005.69,1053503.07
p85,p121,1043.93,1030538.71
p85,p122,1188.46,1263525.49
p85,p123,1047.63,1057027.71
p85,p124,1313.92,1378163.84
p85,p125,1187.5,1242744.26
p85,p126,1223.29,1288597.66
p85,p127,1279.88,1235233.78
p85,p128,1325.39,1496084.44
p85,p129,1400.82,1388393.99
p85,p130,1419.37,1539756.46
p85,p131,1433.78,1570531.59
p85,p132,1408.46,1452013.84
p85,p133,1446.31,1554663.54
p85,p134,1525.66,1746594.53
p86,p1,2053.26,1419532.81
p86,p2,1921.2,1295972.64
p86,p3,1887.09,1264592.47
p86,p4,1920.08,1295880.82
p86,p5,1995.95,1366063.27
p86,p6,1942.76,1340432.4
p86,p7,1639.01,1079344.61
p86,p8,1925.05,1327508.9
p86,p9,1945.46,1556347.76
p86,p10,1601.98,1211484.41
p86,p11,1599.54,1118366.3
p86,p12,1796.86,1235902.27
p86,p13,1454.17,970074.87
