,interface,r,rr,MW_f0,MW_r0,MW_f1,MW_r1
4070,p34007||p34011,p34007,p34011,1220.5463,1620.2748,0.0,0.0
4071,p34007||p34015,p34007,p34015,649.5181,1440.6653,0.0,0.0
4072,p34007||p34021,p34007,p34021,2656.0,2656.0,0.0,0.0
4073,p34007||p34033,p34007,p34033,1916.9614,3203.6903,0.0,0.0
4074,p34007||p42101,p34007,p42101,761.0347,527.0137,0.0,0.0
4075,p34009||p34011,p34009,p34011,368.5204,400.6626,0.0,0.0
4076,p34011||p34015,p34011,p34015,167.7836,360.25,0.0,0.0
4077,p34011||p34033,p34011,p34033,1657.8031,2036.5259,0.0,0.0
4078,p34013||p34017,p34013,p34017,786.6375,709.9927,0.0,0.0
4079,p34013||p34023,p34013,p34023,369.08,369.08,0.0,0.0
4080,p34013||p34027,p34013,p34027,1603.1725,1779.011,0.0,0.0
4081,p34013||p34031,p34013,p34031,1468.3314,1496.2424,0.0,0.0
4082,p34013||p34035,p34013,p34035,337.4272,666.0,0.0,0.0
4083,p34013||p34037,p34013,p34037,2650.0,2406.0411,0.0,0.0
4084,p34013||p34039,p34013,p34039,979.0936,1279.104,0.0,0.0
4085,p34015||p34033,p34015,p34033,445.2187,462.4663,0.0,0.0
4086,p34015||p42045,p34015,p42045,448.6831,320.4826,0.0,0.0
4087,p34017||p34039,p34017,p34039,981.2966,1093.5903,0.0,0.0
4088,p34017||p36047,p34017,p36047,1612.0,1002.0,0.0,0.0
4089,p34017||p36061,p34017,p36061,684.0,684.0,0.0,0.0
4090,p34019||p34021,p34019,p34021,185.7745,369.08,0.0,0.0
4091,p34019||p34027,p34019,p34027,1028.122,846.6149,0.0,0.0
4092,p34019||p34035,p34019,p34035,287.3325,322.5441,0.0,0.0
4093,p34019||p34041,p34019,p34041,724.707,949.4424,0.0,0.0
4094,p34019||p42017,p34019,p42017,1129.0313,430.7682,0.0,0.0
4095,p34019||p42095,p34019,p42095,118.1702,18.1794,0.0,0.0
4096,p34021||p34023,p34021,p34023,2847.8187,3280.3804,0.0,0.0
4097,p34021||p34025,p34021,p34025,544.345,821.2308,0.0,0.0
4098,p34021||p34035,p34021,p34035,1.5002,6.8921,0.0,0.0
4099,p34021||p42017,p34021,p42017,426.853,262.216,0.0,0.0
4100,p34023||p34025,p34023,p34025,1967.1956,2941.9705,0.0,0.0
4101,p34023||p34035,p34023,p34035,4844.8146,4703.6829,0.0,0.0
4102,p34023||p34039,p34023,p34039,1698.3399,2353.3858,0.0,0.0
4103,p34023||p36085,p34023,p36085,31.4295,31.4295,0.0,0.0
4104,p34025||p34029,p34025,p34029,1216.1761,2135.3993,0.0,0.0
4105,p34027||p34031,p34027,p34031,67.5749,88.7594,0.0,0.0
4106,p34027||p34035,p34027,p34035,1149.231,1356.4717,0.0,0.0
4107,p34027||p34037,p34027,p34037,385.9527,924.8598,0.0,0.0
4108,p34027||p34039,p34027,p34039,119.6819,64.2593,0.0,0.0
4109,p34027||p34041,p34027,p34041,841.6096,519.4649,0.0,0.0
4110,p34027||p42095,p34027,p42095,286.9132,554.8637,0.0,0.0
4111,p34031||p36087,p34031,p36087,23.0,23.0,0.0,0.0
4112,p34035||p34037,p34035,p34037,2654.0,2654.0,0.0,0.0
4113,p34035||p34039,p34035,p34039,17.1005,4.4008,0.0,0.0
4114,p34035||p42077,p34035,p42077,2939.0,2692.4471,0.0,0.0
4115,p34035||p42091,p34035,p42091,2677.0,2677.0,0.0,0.0
4116,p34037||p34041,p34037,p34041,732.1051,494.9741,0.0,0.0
4117,p34037||p36071,p34037,p36071,92.0,92.0,0.0,0.0
4118,p34037||p36087,p34037,p36087,1048.0,1048.0,0.0,0.0
4119,p34037||p42069,p34037,p42069,2650.0,2543.2308,0.0,0.0
4120,p34039||p36085,p34039,p36085,436.4424,406.6894,0.0,0.0
4121,p34041||p42089,p34041,p42089,653.0,484.9521,0.0,0.0
4122,p34041||p42095,p34041,p42095,1447.5086,1131.537,0.0,0.0
4123,p35001||p35006,p35001,p35006,19.3118,91.8669,0.0,0.0
4124,p35001||p35013,p35001,p35013,892.8855,892.7794,0.0,0.0
4125,p35001||p35031,p35001,p35031,78.2888,254.711,0.0,0.0
4126,p35001||p35043,p35001,p35043,1537.5783,1781.5003,0.0,0.0
4127,p35001||p35045,p35001,p35045,713.2182,686.4165,0.0,0.0
4128,p35001||p35061,p35001,p35061,123.3704,256.2002,0.0,0.0
4129,p35003||p35029,p35003,p35029,364.6301,405.9286,0.0,0.0
4130,p35005||p35015,p35005,p35015,45.701,114.0155,0.0,0.0
4131,p35005||p35041,p35005,p35041,59.2329,146.5583,0.0,0.0
4132,p35006||p35031,p35006,p35031,163.0254,46.6084,0.0,0.0
4133,p35006||p35043,p35006,p35043,334.0,334.0,0.0,0.0
4134,p35007||p35033,p35007,p35033,80.0,74.8379,0.0,0.0
4135,p35007||p35055,p35007,p35055,230.0,93.9996,0.0,0.0
4136,p35007||p35059,p35007,p35059,169.0,169.0,0.0,0.0
4137,p35009||p35037,p35009,p35037,22.7222,159.0,0.0,0.0
4138,p35009||p35041,p35009,p35041,202.4557,59.079,0.0,0.0
4139,p35009||p48017,p35009,p48017,13.9348,51.9072,0.0,0.0
4140,p35009||p48117,p35009,p48117,41.4847,18.2921,0.0,0.0
4141,p35009||p48279,p35009,p48279,208.8737,324.256,0.0,0.0
4142,p35011||p35019,p35011,p35019,1076.0,1076.0,0.0,0.0
4143,p35013||p35029,p35013,p35029,1170.3815,1349.9697,0.0,0.0
4144,p35013||p35035,p35013,p35035,79.1088,84.5103,0.0,0.0
4145,p35013||p35051,p35013,p35051,34.4323,44.0139,0.0,0.0
4146,p35013||p48141,p35013,p48141,1295.5766,1330.6094,0.0,0.0
4147,p35015||p35025,p35015,p35025,211.7658,409.7859,0.0,0.0
4148,p35015||p35041,p35015,p35041,224.1781,453.0003,0.0,0.0
4149,p35017||p35023,p35017,p35023,31.4505,100.5453,0.0,0.0
4150,p35017||p35029,p35017,p35029,35.9565,64.7769,0.0,0.0
4151,p35019||p35043,p35019,p35043,1076.0,1076.0,0.0,0.0
4152,p35021||p35059,p35021,p35059,1.446,1.446,0.0,0.0
4153,p35023||p35029,p35023,p35029,717.1,717.1,0.0,0.0
4154,p35025||p48165,p35025,p48165,79.5036,342.9295,0.0,0.0
4155,p35025||p48501,p35025,p48501,851.6641,768.5762,0.0,0.0
4156,p35027||p35035,p35027,p35035,130.8861,27.0886,0.0,0.0
4157,p35027||p35057,p35027,p35057,32.0,32.0,0.0,0.0
4158,p35028||p35043,p35028,p35043,68.7359,2.0405,0.0,0.0
4159,p35028||p35049,p35028,p35049,2.5757,115.2989,0.0,0.0
4160,p35029||p35051,p35029,p35051,47.5772,57.5551,0.0,0.0
4161,p35031||p35045,p35031,p35045,1428.49,1449.4059,0.0,0.0
4162,p35033||p35047,p35033,p35047,80.0,74.6535,0.0,0.0
4163,p35035||p48141,p35035,p48141,86.6402,109.4029,0.0,0.0
4164,p35039||p35043,p35039,p35043,28.1,17.2152,0.0,0.0
4165,p35039||p35045,p35039,p35045,241.78,183.2387,0.0,0.0
4166,p35039||p35049,p35039,p35049,29.3398,33.5118,0.0,0.0
4167,p35039||p35055,p35039,p35055,124.3719,230.8688,0.0,0.0
4168,p35041||p48279,p35041,p48279,222.6309,454.0346,0.0,0.0
4169,p35043||p35045,p35043,p35045,2160.6353,1919.453,0.0,0.0
4170,p35043||p35049,p35043,p35049,337.7926,123.3661,0.0,0.0
4171,p35043||p35057,p35043,p35057,42.259,68.4751,0.0,0.0
4172,p35045||p49037,p35045,p49037,429.8313,580.8314,0.0,0.0
4173,p35047||p35049,p35047,p35049,102.0,47.6061,0.0,0.0
4174,p35051||p35053,p35051,p35053,44.1142,43.2146,0.0,0.0
4175,p35053||p35057,p35053,p35057,92.809,23.6686,0.0,0.0
4176,p35053||p35061,p35053,p35061,204.2811,78.4712,0.0,0.0
4177,p36001||p36021,p36001,p36021,142.4969,142.975,0.0,0.0
4178,p36001||p36039,p36001,p36039,2742.4153,2789.3571,0.0,0.0
4179,p36001||p36065,p36001,p36065,2059.1912,2802.4656,0.0,0.0
4180,p36001||p36083,p36001,p36083,1563.7937,1745.8364,0.0,0.0
4181,p36001||p36091,p36001,p36091,129.5512,100.2724,0.0,0.0
4182,p36001||p36093,p36001,p36093,353.2925,520.6196,0.0,0.0
4183,p36001||p36095,p36001,p36095,514.9209,1428.0,0.0,0.0
4184,p36003||p36009,p36003,p36009,187.5479,88.7188,0.0,0.0
4185,p36003||p36051,p36003,p36051,125.0,81.1445,0.0,0.0
4186,p36003||p36101,p36003,p36101,88.5972,144.0351,0.0,0.0
4187,p36003||p36121,p36003,p36121,66.4224,103.5621,0.0,0.0
4188,p36005||p36081,p36005,p36081,1705.8945,2141.3556,0.0,0.0
4189,p36005||p36119,p36005,p36119,2061.9822,2166.8681,0.0,0.0
4190,p36007||p36015,p36007,p36015,926.0,926.0,0.0,0.0
4191,p36007||p36017,p36007,p36017,61.8666,45.0476,0.0,0.0
4192,p36007||p36023,p36007,p36023,1054.4773,1209.1513,0.0,0.0
4193,p36007||p36025,p36007,p36025,1269.0375,1276.429,0.0,0.0
4194,p36007||p36107,p36007,p36107,155.0188,157.5435,0.0,0.0
4195,p36007||p42115,p36007,p42115,67.7967,73.3463,0.0,0.0
4196,p36009||p36013,p36009,p36013,90.1801,177.1029,0.0,0.0
4197,p36009||p36029,p36009,p36029,452.1573,367.1134,0.0,0.0
4198,p36009||p36121,p36009,p36121,101.1392,76.4603,0.0,0.0
4199,p36009||p42083,p36009,p42083,605.0,605.0,0.0,0.0
4200,p36011||p36023,p36011,p36023,7.7149,7.7149,0.0,0.0
4201,p36011||p36067,p36011,p36067,220.7128,130.8587,0.0,0.0
4202,p36011||p36099,p36011,p36099,6.9426,7.4013,0.0,0.0
4203,p36011||p36109,p36011,p36109,77.1115,131.4293,0.0,0.0
4204,p36011||p36117,p36011,p36117,53.7016,40.576,0.0,0.0
4205,p36013||p36029,p36013,p36029,1149.4869,587.0599,0.0,0.0
4206,p36013||p42049,p36013,p42049,475.0,475.0,0.0,0.0
4207,p36013||p42123,p36013,p42123,116.0,116.0,0.0,0.0
4208,p36015||p36097,p36015,p36097,118.7093,213.845,0.0,0.0
4209,p36015||p36101,p36015,p36101,340.8216,508.2464,0.0,0.0
4210,p36015||p36107,p36015,p36107,189.321,102.3831,0.0,0.0
4211,p36015||p42015,p36015,p42015,341.3034,483.0,0.0,0.0
4212,p36015||p42117,p36015,p42117,926.0,926.0,0.0,0.0
4213,p36017||p36023,p36017,p36023,30.6549,72.959,0.0,0.0
4214,p36017||p36025,p36017,p36025,29.3506,42.7638,0.0,0.0
4215,p36017||p36053,p36017,p36053,24.1445,13.7117,0.0,0.0
4216,p36017||p36077,p36017,p36077,36.0872,33.7025,0.0,0.0
4217,p36019||p36031,p36019,p36031,37.1581,7.5544,0.0,0.0
4218,p36019||p36033,p36019,p36033,798.6631,449.7402,0.0,0.0
4219,p36019||p50013,p36019,p50013,181.6639,178.1399,0.0,0.0
4220,p36021||p36027,p36021,p36027,236.6051,298.9287,0.0,0.0
4221,p36021||p36039,p36021,p36039,223.7899,69.5679,0.0,0.0
4222,p36021||p36083,p36021,p36083,174.8669,257.3238,0.0,0.0
4223,p36023||p36053,p36023,p36053,39.3881,95.3465,0.0,0.0
4224,p36023||p36067,p36023,p36067,971.9729,1233.456,0.0,0.0
4225,p36023||p36107,p36023,p36107,2.3834,0.9813,0.0,0.0
4226,p36023||p36109,p36023,p36109,145.6623,333.933,0.0,0.0
4227,p36025||p36039,p36025,p36039,4.7103,4.7103,0.0,0.0
4228,p36025||p36065,p36025,p36065,1613.2368,2137.3465,0.0,0.0
4229,p36025||p36077,p36025,p36077,106.5982,135.0072,0.0,0.0
4230,p36025||p36095,p36025,p36095,1428.0,1428.0,0.0,0.0
4231,p36025||p36105,p36025,p36105,2419.1102,2406.8791,0.0,0.0
4232,p36025||p36111,p36025,p36111,7.9993,7.9993,0.0,0.0
4233,p36027||p36039,p36027,p36039,2738.2411,2673.6753,0.0,0.0
4234,p36027||p36071,p36027,p36071,2159.5987,2279.6348,0.0,0.0
4235,p36027||p36079,p36027,p36079,3780.1167,5135.4762,0.0,0.0
4236,p36027||p36111,p36027,p36111,243.7869,338.533,0.0,0.0
4237,p36027||p36119,p36027,p36119,2424.1679,3186.5985,0.0,0.0
4238,p36029||p36037,p36029,p36037,92.6897,256.4493,0.0,0.0
4239,p36029||p36063,p36029,p36063,1239.7031,1300.0933,0.0,0.0
4240,p36029||p36121,p36029,p36121,483.5905,521.5009,0.0,0.0
4241,p36031||p36033,p36031,p36033,0.1837,26.9011,0.0,0.0
4242,p36031||p36041,p36031,p36041,0.7143,0.7143,0.0,0.0
4243,p36031||p36115,p36031,p36115,63.7,69.9268,0.0,0.0
4244,p36033||p36089,p36033,p36089,738.2931,510.2036,0.0,0.0
4245,p36035||p36041,p36035,p36041,4.2971,4.2971,0.0,0.0
4246,p36035||p36043,p36035,p36043,106.2853,201.9122,0.0,0.0
4247,p36035||p36057,p36035,p36057,254.7482,80.4966,0.0,0.0
4248,p36037||p36051,p36037,p36051,130.2828,93.8934,0.0,0.0
4249,p36037||p36055,p36037,p36055,121.2583,53.946,0.0,0.0
4250,p36037||p36063,p36037,p36063,137.2766,106.6185,0.0,0.0
4251,p36037||p36073,p36037,p36073,23.8605,61.2178,0.0,0.0
4252,p36037||p36121,p36037,p36121,10.3134,0.111,0.0,0.0
4253,p36039||p36095,p36039,p36095,885.6054,1428.0,0.0,0.0
4254,p36039||p36111,p36039,p36111,1523.2664,1406.4382,0.0,0.0
4255,p36041||p36043,p36041,p36043,5.5714,5.5714,0.0,0.0
4256,p36041||p36113,p36041,p36113,1.8795,1.8795,0.0,0.0
4257,p36043||p36049,p36043,p36049,49.0,1.0,0.0,0.0
4258,p36043||p36053,p36043,p36053,6.8224,4.8438,0.0,0.0
4259,p36043||p36057,p36043,p36057,66.6734,44.0759,0.0,0.0
4260,p36043||p36065,p36043,p36065,313.8124,226.1045,0.0,0.0
4261,p36043||p36077,p36043,p36077,76.514,46.6835,0.0,0.0
4262,p36045||p36049,p36045,p36049,173.2824,168.9928,0.0,0.0
4263,p36045||p36075,p36045,p36075,230.7197,104.4191,0.0,0.0
4264,p36047||p36059,p36047,p36059,1254.8708,1254.8708,0.0,0.0
4265,p36047||p36061,p36047,p36061,1979.0712,1535.7662,0.0,0.0
4266,p36047||p36081,p36047,p36081,1991.5178,2622.1364,0.0,0.0
4267,p36047||p36085,p36047,p36085,605.6946,549.5261,0.0,0.0
4268,p36049||p36065,p36049,p36065,736.3416,149.126,0.0,0.0
4269,p36049||p36089,p36049,p36089,404.8335,242.3731,0.0,0.0
4270,p36051||p36055,p36051,p36055,267.435,119.6198,0.0,0.0
4271,p36051||p36069,p36051,p36069,67.0392,108.0,0.0,0.0
4272,p36051||p36101,p36051,p36101,501.1968,263.4,0.0,0.0
4273,p36051||p36121,p36051,p36121,329.9307,604.4311,0.0,0.0
4274,p36053||p36065,p36053,p36065,176.9466,80.5465,0.0,0.0
4275,p36053||p36067,p36053,p36067,86.2945,63.7585,0.0,0.0
4276,p36055||p36063,p36055,p36063,968.2309,2514.3889,0.0,0.0
4277,p36055||p36067,p36055,p36067,2388.1697,1582.0911,0.0,0.0
4278,p36055||p36069,p36055,p36069,93.4346,142.3193,0.0,0.0
4279,p36055||p36073,p36055,p36073,51.9597,75.7227,0.0,0.0
4280,p36055||p36117,p36055,p36117,207.1099,1046.5809,0.0,0.0
4281,p36057||p36091,p36057,p36091,4.1429,4.1429,0.0,0.0
4282,p36057||p36093,p36057,p36093,230.0173,181.9806,0.0,0.0
4283,p36057||p36095,p36057,p36095,51.4624,2.7079,0.0,0.0
4284,p36059||p36081,p36059,p36081,288.4171,564.235,0.0,0.0
4285,p36059||p36103,p36059,p36103,1175.814,1303.4326,0.0,0.0
4286,p36059||p36119,p36059,p36119,1032.8113,1172.4907,0.0,0.0
4287,p36061||p36081,p36061,p36081,123.3988,881.2126,0.0,0.0
4288,p36061||p36119,p36061,p36119,1579.7556,1690.0,0.0,0.0
4289,p36063||p36073,p36063,p36073,142.6109,90.0844,0.0,0.0
4290,p36065||p36067,p36065,p36067,1698.9081,2653.7609,0.0,0.0
4291,p36065||p36075,p36065,p36075,1144.7986,2827.6821,0.0,0.0
4292,p36065||p36077,p36065,p36077,2.4849,0.8804,0.0,0.0
4293,p36065||p36089,p36065,p36089,369.08,441.42,0.0,0.0
4294,p36065||p36093,p36065,p36093,880.0,833.2218,0.0,0.0
4295,p36065||p36105,p36065,p36105,1997.6282,1599.2256,0.0,0.0
4296,p36067||p36069,p36067,p36069,56.2263,147.152,0.0,0.0
4297,p36067||p36075,p36067,p36075,1386.6217,4585.0396,0.0,0.0
4298,p36067||p36099,p36067,p36099,50.4606,81.0474,0.0,0.0
4299,p36069||p36099,p36069,p36099,90.8388,35.9937,0.0,0.0
4300,p36069||p36101,p36069,p36101,6.2195,0.7737,0.0,0.0
4301,p36069||p36117,p36069,p36117,153.0054,60.796,0.0,0.0
4302,p36069||p36123,p36069,p36123,71.5018,284.7399,0.0,0.0
4303,p36071||p36087,p36071,p36087,3820.9511,3509.481,0.0,0.0
4304,p36071||p36105,p36071,p36105,3582.7846,4678.3686,0.0,0.0
4305,p36071||p36111,p36071,p36111,1722.728,1651.4581,0.0,0.0
4306,p36077||p36095,p36077,p36095,13.0,13.0,0.0,0.0
4307,p36079||p36119,p36079,p36119,4851.4021,3741.1285,0.0,0.0
4308,p36083||p36091,p36083,p36091,352.1253,231.2945,0.0,0.0
4309,p36083||p36093,p36083,p36093,443.0,443.0,0.0,0.0
4310,p36083||p36115,p36083,p36115,9.641,6.0219,0.0,0.0
4311,p36083||p50003,p36083,p50003,45.986,111.0552,0.0,0.0
4312,p36087||p36119,p36087,p36119,3128.2094,3586.0,0.0,0.0
4313,p36091||p36093,p36091,p36093,476.5953,532.0025,0.0,0.0
4314,p36091||p36113,p36091,p36113,322.2199,209.1658,0.0,0.0
4315,p36091||p36115,p36091,p36115,104.3179,101.1926,0.0,0.0
4316,p36093||p36095,p36093,p36095,24.8306,7.4601,0.0,0.0
4317,p36097||p36101,p36097,p36101,59.3109,117.8389,0.0,0.0
4318,p36097||p36109,p36097,p36109,111.1144,84.2284,0.0,0.0
4319,p36097||p36123,p36097,p36123,61.9589,223.7051,0.0,0.0
4320,p36099||p36109,p36099,p36109,1.9712,0.6967,0.0,0.0
4321,p36099||p36117,p36099,p36117,7.085,2.5856,0.0,0.0
4322,p36099||p36123,p36099,p36123,1.646,8.9104,0.0,0.0
4323,p36101||p36123,p36101,p36123,4.9557,2.0177,0.0,0.0
4324,p36105||p36111,p36105,p36111,73.7856,34.709,0.0,0.0
4325,p36107||p36109,p36107,p36109,1.9205,1.0161,0.0,0.0
4326,p36107||p42015,p36107,p42015,75.4664,104.8993,0.0,0.0
4327,p36113||p36115,p36113,p36115,115.2659,89.4827,0.0,0.0
4328,p36115||p50003,p36115,p50003,1.6667,1.6667,0.0,0.0
4329,p36115||p50021,p36115,p50021,203.8289,190.005,0.0,0.0
4330,p37001||p37081,p37001,p37081,175.3014,34.2273,0.0,0.0
4331,p37001||p37135,p37001,p37135,244.945,156.8147,0.0,0.0
4332,p37001||p37157,p37001,p37157,100.24,227.024,0.0,0.0
4333,p37003||p37035,p37003,p37035,40.4818,83.2552,0.0,0.0
4334,p37003||p37193,p37003,p37193,28.28,3.7928,0.0,0.0
4335,p37005||p37193,p37005,p37193,1635.0,1683.4012,0.0,0.0
4336,p37005||p51640,p37005,p51640,1644.8494,1635.0,0.0,0.0
4337,p37007||p37153,p37007,p37153,909.6521,479.9542,0.0,0.0
4338,p37007||p37167,p37007,p37167,514.9201,533.8695,0.0,0.0
4339,p37009||p37193,p37009,p37193,70.774,70.774,0.0,0.0
4340,p37011||p37189,p37011,p37189,143.576,143.576,0.0,0.0
4341,p37011||p47019,p37011,p47019,190.949,190.949,0.0,0.0
4342,p37013||p37049,p37013,p37049,171.7981,436.6218,0.0,0.0
4343,p37013||p37095,p37013,p37095,15.5769,15.5769,0.0,0.0
4344,p37013||p37107,p37013,p37107,287.4123,627.6699,0.0,0.0
4345,p37013||p37147,p37013,p37147,841.0467,610.9674,0.0,0.0
4346,p37013||p37153,p37013,p37153,54.6857,54.6857,0.0,0.0
4347,p37015||p37091,p37015,p37091,144.2735,274.9271,0.0,0.0
4348,p37015||p37117,p37015,p37117,12.9655,12.9655,0.0,0.0
4349,p37015||p37187,p37015,p37187,244.3041,145.9793,0.0,0.0
4350,p37017||p37047,p37017,p37047,905.3996,991.4708,0.0,0.0
4351,p37017||p37051,p37017,p37051,475.0,478.0,0.0,0.0
4352,p37017||p37155,p37017,p37155,76.8603,82.4039,0.0,0.0
4353,p37017||p37163,p37017,p37163,478.0,450.7116,0.0,0.0
4354,p37019||p37047,p37019,p37047,1178.7948,859.4598,0.0,0.0
4355,p37019||p37061,p37019,p37061,392.8307,199.3869,0.0,0.0
4356,p37019||p37129,p37019,p37129,1215.2997,563.6147,0.0,0.0
4357,p37019||p37141,p37019,p37141,478.0,205.1909,0.0,0.0
4358,p37019||p37155,p37019,p37155,478.0,432.4674,0.0,0.0
4359,p37021||p37087,p37021,p37087,108.7843,201.8746,0.0,0.0
4360,p37021||p37089,p37021,p37089,70.4394,57.5529,0.0,0.0
4361,p37021||p37111,p37021,p37111,16.9714,16.9714,0.0,0.0
4362,p37021||p37115,p37021,p37115,67.1229,48.0135,0.0,0.0
4363,p37021||p37175,p37021,p37175,842.0,768.0668,0.0,0.0
4364,p37021||p37199,p37021,p37199,446.675,429.756,0.0,0.0
4365,p37023||p37027,p37023,p37027,178.1074,203.4338,0.0,0.0
4366,p37023||p37035,p37023,p37035,305.0901,308.4501,0.0,0.0
4367,p37023||p37109,p37023,p37109,390.9965,357.248,0.0,0.0
4368,p37023||p37111,p37023,p37111,69.262,50.4589,0.0,0.0
4369,p37025||p37035,p37025,p37035,685.7304,507.0313,0.0,0.0
4370,p37025||p37071,p37025,p37071,803.7357,302.3933,0.0,0.0
4371,p37025||p37097,p37025,p37097,48.0605,48.0605,0.0,0.0
4372,p37025||p37119,p37025,p37119,246.1653,51.2208,0.0,0.0
4373,p37025||p37159,p37025,p37159,386.9579,888.2164,0.0,0.0
4374,p37025||p37167,p37025,p37167,28.3937,26.1171,0.0,0.0
4375,p37027||p37035,p37027,p37035,17.615,22.1876,0.0,0.0
4376,p37029||p37053,p37029,p37053,208.8786,208.8786,0.0,0.0
4377,p37029||p37055,p37029,p37055,200.0404,200.0404,0.0,0.0
4378,p37031||p37049,p37031,p37049,0.5016,274.2517,0.0,0.0
4379,p37033||p37145,p37033,p37145,713.9591,322.8173,0.0,0.0
4380,p37033||p51143,p37033,p51143,290.1856,425.8347,0.0,0.0
4381,p37035||p37067,p37035,p37067,352.0886,343.9814,0.0,0.0
4382,p37035||p37097,p37035,p37097,470.3393,225.1113,0.0,0.0
4383,p37035||p37109,p37035,p37109,37.2027,16.2077,0.0,0.0
4384,p37035||p37119,p37035,p37119,1006.0,395.8034,0.0,0.0
4385,p37037||p37085,p37037,p37085,55.9219,12.138,0.0,0.0
4386,p37037||p37105,p37037,p37105,632.2286,185.8925,0.0,0.0
4387,p37037||p37125,p37037,p37125,52.1367,28.8392,0.0,0.0
4388,p37037||p37151,p37037,p37151,469.5951,422.5059,0.0,0.0
4389,p37037||p37183,p37037,p37183,412.7928,1302.4614,0.0,0.0
4390,p37039||p37043,p37039,p37043,42.5054,16.1,0.0,0.0
4391,p37039||p37113,p37039,p37113,1.2296,1.2296,0.0,0.0
4392,p37039||p47123,p37039,p47123,135.5282,103.0704,0.0,0.0
4393,p37039||p47139,p37039,p47139,148.241,142.2748,0.0,0.0
4394,p37041||p37083,p37041,p37083,216.4317,243.6551,0.0,0.0
4395,p37041||p37187,p37041,p37187,219.5041,229.7598,0.0,0.0
4396,p37045||p37071,p37045,p37071,1237.566,633.6378,0.0,0.0
4397,p37045||p37161,p37045,p37161,609.057,735.9609,0.0,0.0
4398,p37045||p45021,p37045,p45021,1247.5873,1850.9067,0.0,0.0
4399,p37047||p37129,p37047,p37129,461.9194,626.7212,0.0,0.0
4400,p37047||p45067,p37047,p45067,698.8321,683.6223,0.0,0.0
4401,p37049||p37103,p37049,p37103,989.1096,834.9982,0.0,0.0
4402,p37049||p37107,p37049,p37107,875.642,942.8745,0.0,0.0
4403,p37049||p37137,p37049,p37137,32.0571,32.0571,0.0,0.0
4404,p37051||p37085,p37051,p37085,363.3214,415.6829,0.0,0.0
4405,p37051||p37093,p37051,p37093,171.5086,322.204,0.0,0.0
4406,p37051||p37105,p37051,p37105,199.3787,739.3406,0.0,0.0
4407,p37051||p37125,p37051,p37125,24.5143,24.5143,0.0,0.0
4408,p37051||p37153,p37051,p37153,2586.9089,2654.361,0.0,0.0
4409,p37051||p37155,p37051,p37155,525.6448,516.1101,0.0,0.0
4410,p37051||p37163,p37051,p37163,537.4296,516.3551,0.0,0.0
4411,p37051||p37183,p37051,p37183,2183.8571,2165.0,0.0,0.0
4412,p37053||p37055,p37053,p37055,188.4429,188.4429,0.0,0.0
4413,p37053||p37139,p37053,p37139,208.9572,89.222,0.0,0.0
4414,p37053||p51550,p37053,p51550,93.0669,680.9871,0.0,0.0
4415,p37057||p37067,p37057,p37067,52.9226,82.0258,0.0,0.0
4416,p37057||p37081,p37057,p37081,44.8863,59.8823,0.0,0.0
4417,p37057||p37151,p37057,p37151,163.2504,38.6592,0.0,0.0
4418,p37057||p37159,p37057,p37159,190.48,264.0527,0.0,0.0
4419,p37059||p37067,p37059,p37067,29.4,61.8735,0.0,0.0
4420,p37059||p37097,p37059,p37097,17.5633,29.3108,0.0,0.0
4421,p37059||p37159,p37059,p37159,18.0429,24.1622,0.0,0.0
4422,p37059||p37197,p37059,p37197,10.7433,8.6997,0.0,0.0
4423,p37061||p37129,p37061,p37129,486.3143,469.144,0.0,0.0
4424,p37061||p37133,p37061,p37133,412.7096,346.0813,0.0,0.0
4425,p37061||p37141,p37061,p37141,38.293,32.0154,0.0,0.0
4426,p37061||p37163,p37061,p37163,527.4726,542.0,0.0,0.0
4427,p37061||p37191,p37061,p37191,89.4942,65.7042,0.0,0.0
4428,p37063||p37077,p37063,p37077,8.8007,8.8007,0.0,0.0
4429,p37063||p37081,p37063,p37081,1055.3302,1099.6603,0.0,0.0
4430,p37063||p37135,p37063,p37135,328.7576,1469.2722,0.0,0.0
4431,p37063||p37145,p37063,p37145,750.3937,2474.8052,0.0,0.0
4432,p37063||p37183,p37063,p37183,3856.5517,1494.0367,0.0,0.0
4433,p37065||p37117,p37065,p37117,164.1588,137.153,0.0,0.0
4434,p37065||p37127,p37065,p37127,286.5481,267.2774,0.0,0.0
4435,p37065||p37147,p37065,p37147,11.9527,59.8322,0.0,0.0
4436,p37067||p37081,p37067,p37081,777.7251,235.2119,0.0,0.0
4437,p37067||p37159,p37067,p37159,405.9425,611.3942,0.0,0.0
4438,p37067||p37169,p37067,p37169,451.9248,1851.598,0.0,0.0
4439,p37067||p37171,p37067,p37171,890.1915,235.4008,0.0,0.0
4440,p37067||p37197,p37067,p37197,11.7701,6.8285,0.0,0.0
4441,p37069||p37127,p37069,p37127,20.6582,38.8594,0.0,0.0
4442,p37069||p37181,p37069,p37181,34.5903,134.3227,0.0,0.0
4443,p37069||p37183,p37069,p37183,55.6698,109.303,0.0,0.0
4444,p37071||p37109,p37071,p37109,277.5275,463.8716,0.0,0.0
4445,p37071||p37119,p37071,p37119,2312.2742,639.0075,0.0,0.0
4446,p37071||p45091,p37071,p45091,1281.5614,977.1587,0.0,0.0
