,interface,r,rr,MW_f0,MW_r0,MW_f1,MW_r1
5775,p48013||p48297,p48013,p48297,168.5135,123.9824,0.0,0.0
5776,p48013||p48311,p48013,p48311,179.6297,99.2502,0.0,0.0
5777,p48013||p48479,p48013,p48479,466.9164,861.8507,0.0,0.0
5778,p48013||p48493,p48013,p48493,106.0,106.0,0.0,0.0
5779,p48015||p48089,p48015,p48089,40.519,218.5527,0.0,0.0
5780,p48015||p48149,p48015,p48149,2.3786,104.2623,0.0,0.0
5781,p48015||p48201,p48015,p48201,12.4359,9.7246,0.0,0.0
5782,p48015||p48473,p48015,p48473,157.0312,159.8361,0.0,0.0
5783,p48015||p48477,p48015,p48477,245.5156,153.9829,0.0,0.0
5784,p48015||p48481,p48015,p48481,20.9836,20.9836,0.0,0.0
5785,p48017||p48279,p48017,p48279,140.711,35.5653,0.0,0.0
5786,p48017||p48369,p48017,p48369,26.2348,1.0187,0.0,0.0
5787,p48019||p48259,p48019,p48259,51.1336,56.5772,0.0,0.0
5788,p48019||p48265,p48019,p48265,102.7632,90.9843,0.0,0.0
5789,p48019||p48325,p48019,p48325,48.9806,88.138,0.0,0.0
5790,p48019||p48385,p48019,p48385,29.4056,42.0,0.0,0.0
5791,p48021||p48055,p48021,p48055,1320.0,1059.9565,0.0,0.0
5792,p48021||p48149,p48021,p48149,1599.9773,2274.0631,0.0,0.0
5793,p48021||p48453,p48021,p48453,3964.5546,2518.1002,0.0,0.0
5794,p48021||p48491,p48021,p48491,187.2721,177.7883,0.0,0.0
5795,p48023||p48275,p48023,p48275,38.0,28.0,0.0,0.0
5796,p48023||p48503,p48023,p48503,100.01,21.1304,0.0,0.0
5797,p48025||p48175,p48025,p48175,76.4156,29.7117,0.0,0.0
5798,p48025||p48255,p48025,p48255,38.0,48.9951,0.0,0.0
5799,p48025||p48297,p48025,p48297,78.0,51.9232,0.0,0.0
5800,p48025||p48409,p48025,p48409,185.8908,74.2999,0.0,0.0
5801,p48027||p48049,p48027,p48049,2178.6949,2815.9248,0.0,0.0
5802,p48027||p48099,p48027,p48099,153.1822,102.3451,0.0,0.0
5803,p48027||p48145,p48027,p48145,14.1937,42.9838,0.0,0.0
5804,p48027||p48281,p48027,p48281,214.0,214.0,0.0,0.0
5805,p48027||p48309,p48027,p48309,2216.6216,2237.674,0.0,0.0
5806,p48027||p48331,p48027,p48331,2177.805,2664.0,0.0,0.0
5807,p48027||p48395,p48027,p48395,2390.0,2790.0,0.0,0.0
5808,p48027||p48491,p48027,p48491,2929.8004,3346.0436,0.0,0.0
5809,p48029||p48091,p48029,p48091,162.8882,28.7502,0.0,0.0
5810,p48029||p48187,p48029,p48187,4364.5288,3565.1235,0.0,0.0
5811,p48029||p48255,p48029,p48255,1058.0,1058.0,0.0,0.0
5812,p48029||p48259,p48029,p48259,1264.1754,1275.1668,0.0,0.0
5813,p48029||p48325,p48029,p48325,406.581,448.4815,0.0,0.0
5814,p48029||p48493,p48029,p48493,220.0,127.0874,0.0,0.0
5815,p48031||p48053,p48031,p48053,7.5606,19.889,0.0,0.0
5816,p48031||p48091,p48031,p48091,6.5235,18.7375,0.0,0.0
5817,p48031||p48171,p48031,p48171,138.1841,164.5418,0.0,0.0
5818,p48031||p48209,p48031,p48209,141.1824,136.2395,0.0,0.0
5819,p48033||p48115,p48033,p48115,116.5524,186.0,0.0,0.0
5820,p48033||p48317,p48033,p48317,824.912,1127.5531,0.0,0.0
5821,p48033||p48335,p48033,p48335,79.642,76.5368,0.0,0.0
5822,p48033||p48415,p48033,p48415,1376.7414,1366.9631,0.0,0.0
5823,p48033||p48431,p48033,p48431,675.0142,515.1823,0.0,0.0
5824,p48035||p48099,p48035,p48099,17.6466,29.8912,0.0,0.0
5825,p48035||p48133,p48035,p48133,1268.6947,2986.8301,0.0,0.0
5826,p48035||p48143,p48035,p48143,214.0,214.0,0.0,0.0
5827,p48035||p48193,p48035,p48193,36.9567,93.4119,0.0,0.0
5828,p48035||p48217,p48035,p48217,1703.8597,1132.1655,0.0,0.0
5829,p48035||p48309,p48035,p48309,1161.3408,292.8225,0.0,0.0
5830,p48035||p48349,p48035,p48349,1392.9416,685.4638,0.0,0.0
5831,p48035||p48425,p48035,p48425,64.8332,7.0705,0.0,0.0
5832,p48037||p48067,p48037,p48067,54.369,49.0156,0.0,0.0
5833,p48037||p48449,p48037,p48449,1530.4709,1421.1225,0.0,0.0
5834,p48039||p48157,p48039,p48157,2191.5449,2121.9779,0.0,0.0
5835,p48039||p48167,p48039,p48167,1078.839,1289.2611,0.0,0.0
5836,p48039||p48201,p48039,p48201,39.8688,39.8688,0.0,0.0
5837,p48039||p48321,p48039,p48321,2042.7599,1876.6167,0.0,0.0
5838,p48041||p48051,p48041,p48051,21.9914,21.9914,0.0,0.0
5839,p48041||p48185,p48041,p48185,1671.2179,1560.2485,0.0,0.0
5840,p48041||p48395,p48041,p48395,1466.9662,1357.793,0.0,0.0
5841,p48043||p48371,p48043,p48371,49.7815,33.3725,0.0,0.0
5842,p48043||p48377,p48043,p48377,33.5549,47.2182,0.0,0.0
5843,p48045||p48125,p48045,p48125,1801.0,1801.0,0.0,0.0
5844,p48045||p48191,p48045,p48191,3584.0,3584.0,0.0,0.0
5845,p48047||p48131,p48047,p48131,104.5088,174.9876,0.0,0.0
5846,p48047||p48215,p48047,p48215,211.0,89.7665,0.0,0.0
5847,p48047||p48249,p48047,p48249,32.1431,38.0,0.0,0.0
5848,p48047||p48273,p48047,p48273,198.9224,45.3561,0.0,0.0
5849,p48049||p48083,p48049,p48083,80.9239,238.5127,0.0,0.0
5850,p48049||p48093,p48049,p48093,1240.1894,1714.3595,0.0,0.0
5851,p48049||p48333,p48049,p48333,198.4554,91.0472,0.0,0.0
5852,p48049||p48441,p48049,p48441,2880.4148,2163.5702,0.0,0.0
5853,p48049||p48451,p48049,p48451,2971.2539,1956.319,0.0,0.0
5854,p48051||p48287,p48051,p48287,11.4083,71.3027,0.0,0.0
5855,p48051||p48477,p48051,p48477,44.5486,44.1929,0.0,0.0
5856,p48053||p48281,p48053,p48281,339.4295,310.1939,0.0,0.0
5857,p48053||p48299,p48053,p48299,355.3411,1195.4255,0.0,0.0
5858,p48053||p48453,p48053,p48453,594.6763,477.0647,0.0,0.0
5859,p48053||p48491,p48053,p48491,13.1515,15.9658,0.0,0.0
5860,p48055||p48149,p48055,p48149,957.6844,1930.9467,0.0,0.0
5861,p48055||p48177,p48055,p48177,143.5121,247.4845,0.0,0.0
5862,p48055||p48187,p48055,p48187,1239.5574,1231.6923,0.0,0.0
5863,p48055||p48209,p48055,p48209,399.7062,160.5017,0.0,0.0
5864,p48055||p48453,p48055,p48453,671.2116,295.8327,0.0,0.0
5865,p48057||p48239,p48057,p48239,452.3779,442.7605,0.0,0.0
5866,p48057||p48321,p48057,p48321,62.1707,68.9116,0.0,0.0
5867,p48057||p48409,p48057,p48409,154.0,154.0,0.0,0.0
5868,p48057||p48469,p48057,p48469,262.2562,273.5148,0.0,0.0
5869,p48059||p48083,p48059,p48083,30.0,29.6464,0.0,0.0
5870,p48059||p48093,p48059,p48093,61.0,61.0,0.0,0.0
5871,p48059||p48133,p48059,p48133,172.4658,197.9177,0.0,0.0
5872,p48059||p48417,p48059,p48417,36.4023,131.0,0.0,0.0
5873,p48059||p48441,p48059,p48441,283.5009,170.4185,0.0,0.0
5874,p48061||p48215,p48061,p48215,1346.2837,1379.9994,0.0,0.0
5875,p48061||p48261,p48061,p48261,1852.0,1852.0,0.0,0.0
5876,p48061||p48479,p48061,p48479,196.7169,206.0,0.0,0.0
5877,p48061||p48489,p48061,p48489,112.1681,228.013,0.0,0.0
5878,p48063||p48343,p48063,p48343,11.3821,91.4501,0.0,0.0
5879,p48063||p48449,p48063,p48449,23.1678,3.6436,0.0,0.0
5880,p48063||p48459,p48063,p48459,6.0781,3.2689,0.0,0.0
5881,p48065||p48179,p48065,p48179,77.6612,101.3856,0.0,0.0
5882,p48065||p48233,p48065,p48233,177.1911,38.5509,0.0,0.0
5883,p48065||p48375,p48065,p48375,312.9777,19.4871,0.0,0.0
5884,p48065||p48483,p48065,p48483,33.1463,39.0,0.0,0.0
5885,p48067||p48315,p48067,p48315,49.1096,131.1185,0.0,0.0
5886,p48067||p48343,p48067,p48343,1.5246,4.8809,0.0,0.0
5887,p48069||p48117,p48069,p48117,32.8759,24.9326,0.0,0.0
5888,p48069||p48189,p48069,p48189,17.6032,46.2339,0.0,0.0
5889,p48069||p48279,p48069,p48279,479.7347,462.3475,0.0,0.0
5890,p48069||p48381,p48069,p48381,313.0056,478.0,0.0,0.0
5891,p48069||p48437,p48069,p48437,343.5597,127.2647,0.0,0.0
5892,p48071||p48245,p48071,p48245,353.9108,403.6221,0.0,0.0
5893,p48071||p48291,p48071,p48291,26.4892,38.1085,0.0,0.0
5894,p48073||p48401,p48073,p48401,780.4149,1015.2169,0.0,0.0
5895,p48073||p48213,p48073,p48213,899.5841,410.0075,0.0,0.0
5896,p48073||p48423,p48073,p48423,474.7735,136.6942,0.0,0.0
5897,p48075||p48101,p48075,p48101,50.0,35.7696,0.0,0.0
5898,p48075||p48155,p48075,p48155,2357.7223,262.8843,0.0,0.0
5899,p48075||p48191,p48075,p48191,188.4538,3567.8768,0.0,0.0
5900,p48075||p48197,p48075,p48197,120.9745,76.1468,0.0,0.0
5901,p48075||p48487,p48075,p48487,3578.5532,283.4965,0.0,0.0
5902,p48077||p48237,p48077,p48237,1425.3208,928.736,0.0,0.0
5903,p48077||p48337,p48077,p48337,204.665,247.013,0.0,0.0
5904,p48077||p48485,p48077,p48485,43.0,39.5708,0.0,0.0
5905,p48079||p48219,p48079,p48219,10.0991,30.0404,0.0,0.0
5906,p48079||p48501,p48079,p48501,14.4845,9.9418,0.0,0.0
5907,p48081||p48399,p48081,p48399,195.798,92.2701,0.0,0.0
5908,p48081||p48431,p48081,p48431,1737.5662,1914.457,0.0,0.0
5909,p48081||p48441,p48081,p48441,72.2014,34.3931,0.0,0.0
5910,p48081||p48451,p48081,p48451,1871.2342,1710.403,0.0,0.0
5911,p48083||p48399,p48083,p48399,178.0,129.7834,0.0,0.0
5912,p48085||p48113,p48085,p48113,2732.2007,1182.757,0.0,0.0
5913,p48085||p48121,p48085,p48121,1990.3777,1637.0043,0.0,0.0
5914,p48085||p48147,p48085,p48147,443.1087,2712.1441,0.0,0.0
5915,p48085||p48181,p48085,p48181,104.005,665.2873,0.0,0.0
5916,p48085||p48231,p48085,p48231,60.7366,96.2931,0.0,0.0
5917,p48085||p48397,p48085,p48397,2332.8485,2558.6485,0.0,0.0
5918,p48087||p48483,p48087,p48483,40.1594,24.8353,0.0,0.0
5919,p48089||p48149,p48089,p48149,471.919,228.6783,0.0,0.0
5920,p48089||p48481,p48089,p48481,257.0,217.8752,0.0,0.0
5921,p48091||p48187,p48091,p48187,65.594,480.203,0.0,0.0
5922,p48091||p48209,p48091,p48209,144.2865,195.1208,0.0,0.0
5923,p48091||p48259,p48091,p48259,42.8046,24.9105,0.0,0.0
5924,p48093||p48133,p48093,p48133,34.296,28.0,0.0,0.0
5925,p48093||p48143,p48093,p48143,184.6978,215.8175,0.0,0.0
5926,p48093||p48193,p48093,p48193,56.7655,28.0999,0.0,0.0
5927,p48093||p48425,p48093,p48425,1072.0,1072.0,0.0,0.0
5928,p48095||p48307,p48095,p48307,57.1343,8.7981,0.0,0.0
5929,p48095||p48327,p48095,p48327,60.0,24.7708,0.0,0.0
5930,p48095||p48399,p48095,p48399,30.0,30.0,0.0,0.0
5931,p48097||p48121,p48097,p48121,472.3443,162.6219,0.0,0.0
5932,p48097||p48181,p48097,p48181,240.5188,355.4218,0.0,0.0
5933,p48097||p48337,p48097,p48337,153.2519,263.9566,0.0,0.0
5934,p48097||p48497,p48097,p48497,137.2001,194.384,0.0,0.0
5935,p48099||p48193,p48099,p48193,17.8416,67.8182,0.0,0.0
5936,p48099||p48309,p48099,p48309,10.0,10.0,0.0,0.0
5937,p48101||p48155,p48101,p48155,21.3393,60.0,0.0,0.0
5938,p48101||p48275,p48101,p48275,72.0,5.9626,0.0,0.0
5939,p48101||p48345,p48101,p48345,18.6797,88.0951,0.0,0.0
5940,p48103||p48105,p48103,p48105,518.078,248.2481,0.0,0.0
5941,p48103||p48135,p48103,p48135,29.0,29.0,0.0,0.0
5942,p48103||p48329,p48103,p48329,194.9114,104.4983,0.0,0.0
5943,p48103||p48461,p48103,p48461,506.1204,208.3723,0.0,0.0
5944,p48103||p48475,p48103,p48475,33.0099,20.7098,0.0,0.0
5945,p48105||p48235,p48105,p48235,23.2302,68.5336,0.0,0.0
5946,p48105||p48371,p48105,p48371,518.6192,1029.4616,0.0,0.0
5947,p48105||p48383,p48105,p48383,237.3868,209.5065,0.0,0.0
5948,p48105||p48435,p48105,p48435,186.9998,208.0,0.0,0.0
5949,p48105||p48461,p48105,p48461,884.4331,381.5182,0.0,0.0
5950,p48105||p48465,p48105,p48465,165.1914,272.3121,0.0,0.0
5951,p48107||p48125,p48107,p48125,10.0,10.0,0.0,0.0
5952,p48109||p48301,p48109,p48301,396.7815,41.4676,0.0,0.0
5953,p48109||p48389,p48109,p48389,478.0,18.9327,0.0,0.0
5954,p48111||p48205,p48111,p48205,43.0037,44.4799,0.0,0.0
5955,p48111||p48341,p48111,p48341,0.5432,3.9511,0.0,0.0
5956,p48113||p48121,p48113,p48121,2627.6346,2753.1132,0.0,0.0
5957,p48113||p48139,p48113,p48139,1372.5302,2065.938,0.0,0.0
5958,p48113||p48213,p48113,p48213,1352.8372,3023.3666,0.0,0.0
5959,p48113||p48257,p48113,p48257,1343.6136,1914.7938,0.0,0.0
5960,p48113||p48349,p48113,p48349,1631.833,2297.7341,0.0,0.0
5961,p48113||p48397,p48113,p48397,468.0611,805.6091,0.0,0.0
5962,p48113||p48423,p48113,p48423,222.6307,264.3662,0.0,0.0
5963,p48113||p48439,p48113,p48439,2757.8464,2318.2249,0.0,0.0
5964,p48115||p48227,p48115,p48227,148.0213,123.5418,0.0,0.0
5965,p48117||p48279,p48117,p48279,319.0,319.0,0.0,0.0
5966,p48117||p48369,p48117,p48369,19.0757,11.2092,0.0,0.0
5967,p48117||p48381,p48117,p48381,338.4787,474.6652,0.0,0.0
5968,p48119||p48231,p48119,p48231,116.8209,120.4744,0.0,0.0
5969,p48119||p48277,p48119,p48277,118.0486,134.2454,0.0,0.0
5970,p48121||p48237,p48121,p48237,899.0446,1135.538,0.0,0.0
5971,p48121||p48439,p48121,p48439,2185.6608,2497.1453,0.0,0.0
5972,p48121||p48487,p48121,p48487,945.7503,1755.6351,0.0,0.0
5973,p48121||p48497,p48121,p48497,235.8974,305.8188,0.0,0.0
5974,p48123||p48177,p48123,p48177,213.2924,120.3161,0.0,0.0
5975,p48123||p48255,p48123,p48255,220.0,223.0,0.0,0.0
5976,p48123||p48285,p48123,p48285,200.2154,308.3637,0.0,0.0
5977,p48123||p48469,p48123,p48469,211.0,211.0,0.0,0.0
5978,p48125||p48155,p48125,p48155,3579.7533,556.1949,0.0,0.0
5979,p48125||p48263,p48125,p48263,146.3131,59.4566,0.0,0.0
5980,p48125||p48345,p48125,p48345,38.1703,60.0,0.0,0.0
5981,p48125||p48415,p48125,p48415,3584.0,897.4478,0.0,0.0
5982,p48125||p48433,p48125,p48433,66.0626,101.6376,0.0,0.0
5983,p48127||p48163,p48127,p48163,211.0,98.5657,0.0,0.0
5984,p48127||p48283,p48127,p48283,29.3072,14.0311,0.0,0.0
5985,p48127||p48323,p48127,p48323,213.0,185.6048,0.0,0.0
5986,p48127||p48479,p48127,p48479,122.0,122.0,0.0,0.0
5987,p48127||p48507,p48127,p48507,164.5904,191.7175,0.0,0.0
5988,p48129||p48179,p48129,p48179,8.6036,8.6036,0.0,0.0
5989,p48131||p48249,p48131,p48249,4.896,52.324,0.0,0.0
5990,p48131||p48479,p48131,p48479,91.1255,221.5985,0.0,0.0
5991,p48133||p48143,p48133,p48143,239.3433,391.2079,0.0,0.0
5992,p48133||p48363,p48133,p48363,6.294,6.294,0.0,0.0
5993,p48133||p48417,p48133,p48417,1283.4881,2972.9988,0.0,0.0
5994,p48133||p48429,p48133,p48429,199.6238,178.8411,0.0,0.0
5995,p48135||p48227,p48135,p48227,2118.918,1818.0608,0.0,0.0
5996,p48135||p48317,p48135,p48317,1009.4208,729.8836,0.0,0.0
5997,p48135||p48329,p48135,p48329,1505.0545,1568.0051,0.0,0.0
5998,p48135||p48461,p48135,p48461,1521.0,1521.0,0.0,0.0
5999,p48135||p48475,p48135,p48475,425.9732,757.0528,0.0,0.0
6000,p48135||p48495,p48135,p48495,132.6065,136.8323,0.0,0.0
6001,p48137||p48385,p48137,p48385,37.0,34.335,0.0,0.0
6002,p48137||p48435,p48137,p48435,37.0,31.6002,0.0,0.0
6003,p48139||p48217,p48139,p48217,2239.5128,2190.8633,0.0,0.0
6004,p48139||p48251,p48139,p48251,993.3776,1875.8769,0.0,0.0
6005,p48139||p48349,p48139,p48349,2036.2729,2930.1303,0.0,0.0
6006,p48139||p48439,p48139,p48439,3696.8664,2734.8699,0.0,0.0
6007,p48109||p48229,p48109,p48229,16.453,16.453,0.0,0.0
6008,p48143||p48221,p48143,p48221,162.9399,302.7668,0.0,0.0
6009,p48143||p48363,p48143,p48363,154.5316,229.5792,0.0,0.0
6010,p48143||p48425,p48143,p48425,191.0,90.6199,0.0,0.0
6011,p48145||p48293,p48145,p48293,25.6202,135.0473,0.0,0.0
6012,p48145||p48309,p48145,p48309,102.9195,52.7679,0.0,0.0
6013,p48145||p48331,p48145,p48331,16.7574,60.469,0.0,0.0
6014,p48147||p48181,p48147,p48181,258.6349,836.578,0.0,0.0
6015,p48147||p48231,p48147,p48231,33.681,114.7595,0.0,0.0
6016,p48147||p48277,p48147,p48277,184.8118,2080.7096,0.0,0.0
6017,p48149||p48177,p48149,p48177,25.9836,42.0,0.0,0.0
6018,p48149||p48285,p48149,p48285,269.8827,363.0,0.0,0.0
6019,p48149||p48287,p48149,p48287,87.6939,4.2851,0.0,0.0
6020,p48149||p48477,p48149,p48477,417.8839,297.9407,0.0,0.0
6021,p48149||p48481,p48149,p48481,1080.0,1080.0,0.0,0.0
6022,p48151||p48207,p48151,p48207,2084.0118,973.9668,0.0,0.0
6023,p48151||p48253,p48151,p48253,48.3039,38.2451,0.0,0.0
6024,p48151||p48263,p48151,p48263,27.0525,38.0,0.0,0.0
6025,p48151||p48353,p48151,p48353,38.0,39.0,0.0,0.0
6026,p48151||p48415,p48151,p48415,970.0223,2067.581,0.0,0.0
6027,p48151||p48433,p48151,p48433,30.0,38.0,0.0,0.0
6028,p48153||p48189,p48153,p48189,367.0159,67.4903,0.0,0.0
6029,p48153||p48437,p48153,p48437,0.4637,0.4637,0.0,0.0
6030,p48155||p48197,p48155,p48197,38.0,28.7311,0.0,0.0
6031,p48155||p48275,p48155,p48275,1347.2716,824.1951,0.0,0.0
6032,p48155||p48487,p48155,p48487,3510.4393,997.499,0.0,0.0
6033,p48157||p48201,p48157,p48201,4122.3186,5758.5817,0.0,0.0
6034,p48157||p48321,p48157,p48321,1045.6786,1028.9995,0.0,0.0
6035,p48157||p48473,p48157,p48473,20.8786,52.3918,0.0,0.0
6036,p48157||p48481,p48157,p48481,2341.9613,2027.1745,0.0,0.0
6037,p48159||p48085,p48159,p48085,167.9745,96.3918,0.0,0.0
6038,p48159||p48499,p48159,p48499,117.5998,115.7853,0.0,0.0
6039,p48161||p48213,p48161,p48213,2225.8661,2161.8759,0.0,0.0
6040,p48161||p48289,p48161,p48289,3237.9035,3156.0558,0.0,0.0
6041,p48161||p48293,p48161,p48293,96.9328,14.9325,0.0,0.0
6042,p48161||p48349,p48161,p48349,2531.0515,1142.993,0.0,0.0
6043,p48163||p48283,p48163,p48283,188.2795,147.7624,0.0,0.0
6044,p48163||p48325,p48163,p48325,160.1858,112.525,0.0,0.0
6045,p48163||p48463,p48163,p48463,92.4101,122.0,0.0,0.0
6046,p48163||p48507,p48163,p48507,122.0678,153.3212,0.0,0.0
6047,p48165||p48305,p48165,p48305,2.7092,3.4019,0.0,0.0
6048,p48165||p48445,p48165,p48445,24.4658,72.2057,0.0,0.0
6049,p48165||p48501,p48165,p48501,83.9549,268.8778,0.0,0.0
6050,p48167||p48201,p48167,p48201,891.4772,1306.0,0.0,0.0
6051,p48169||p48305,p48169,p48305,0.0548,33.4098,0.0,0.0
6052,p48171||p48259,p48171,p48259,345.2579,374.8516,0.0,0.0
6053,p48171||p48265,p48171,p48265,194.8914,161.7668,0.0,0.0
6054,p48171||p48299,p48171,p48299,367.8101,325.7043,0.0,0.0
6055,p48171||p48319,p48171,p48319,107.4028,165.8921,0.0,0.0
6056,p48173||p48227,p48173,p48227,255.6476,324.7554,0.0,0.0
6057,p48173||p48329,p48173,p48329,168.5516,164.4064,0.0,0.0
6058,p48173||p48383,p48173,p48383,103.7553,162.2603,0.0,0.0
6059,p48175||p48255,p48175,p48255,1300.624,1165.5768,0.0,0.0
6060,p48175||p48355,p48175,p48355,841.2713,841.0096,0.0,0.0
6061,p48175||p48469,p48175,p48469,768.3104,876.0262,0.0,0.0
6062,p48177||p48187,p48177,p48187,209.8026,132.5812,0.0,0.0
6063,p48177||p48255,p48177,p48255,87.9218,180.7303,0.0,0.0
6064,p48177||p48285,p48177,p48285,13.0375,36.0,0.0,0.0
6065,p48177||p48493,p48177,p48493,28.2232,4.6382,0.0,0.0
6066,p48179||p48211,p48179,p48211,5.5646,5.5646,0.0,0.0
6067,p48179||p48233,p48179,p48233,120.0,29.4452,0.0,0.0
6068,p48179||p48375,p48179,p48375,431.9532,173.4264,0.0,0.0
6069,p48179||p48393,p48179,p48393,72.3834,460.2083,0.0,0.0
6070,p48179||p48483,p48179,p48483,30.2613,0.1301,0.0,0.0
6071,p48183||p48203,p48183,p48203,160.4435,275.2221,0.0,0.0
6072,p48183||p48365,p48183,p48365,171.6396,52.1878,0.0,0.0
6073,p48183||p48459,p48183,p48459,337.9782,157.9654,0.0,0.0
6074,p48185||p48201,p48185,p48201,3305.5679,6144.2545,0.0,0.0
6075,p48185||p48289,p48185,p48289,2274.0,1606.1551,0.0,0.0
6076,p48185||p48293,p48185,p48293,1849.1135,1301.5696,0.0,0.0
6077,p48185||p48395,p48185,p48395,1126.6242,1151.5419,0.0,0.0
6078,p48185||p48471,p48185,p48471,227.7801,227.0933,0.0,0.0
6079,p48187||p48209,p48187,p48209,1778.0637,2269.0667,0.0,0.0
6080,p48187||p48321,p48187,p48321,1919.6449,1998.0,0.0,0.0
6081,p48187||p48453,p48187,p48453,2343.5506,2108.576,0.0,0.0
6082,p48187||p48491,p48187,p48491,1281.241,1766.9085,0.0,0.0
6083,p48187||p48493,p48187,p48493,76.9776,114.3205,0.0,0.0
6084,p48189||p48279,p48189,p48279,210.4032,447.5641,0.0,0.0
6085,p48189||p48303,p48189,p48303,721.6663,658.4716,0.0,0.0
6086,p48189||p48437,p48189,p48437,451.2398,417.6164,0.0,0.0
6087,p48189||p48483,p48189,p48483,1158.1147,1149.3089,0.0,0.0
6088,p48189||p48501,p48189,p48501,967.0993,781.9195,0.0,0.0
6089,p48191||p48345,p48191,p48345,30.0,30.0,0.0,0.0
6090,p48195||p48233,p48195,p48233,44.2894,70.5856,0.0,0.0
6091,p48195||p48357,p48195,p48357,19.5801,9.3828,0.0,0.0
6092,p48197||p48275,p48197,p48275,60.0839,121.4758,0.0,0.0
6093,p48197||p48487,p48197,p48487,180.816,73.1481,0.0,0.0
6094,p48199||p48241,p48199,p48241,111.6088,105.5568,0.0,0.0
6095,p48199||p48245,p48199,p48245,644.2298,695.805,0.0,0.0
6096,p48199||p48291,p48199,p48291,111.6971,105.5116,0.0,0.0
6097,p48199||p48351,p48199,p48351,1280.9846,1269.7763,0.0,0.0
6098,p48199||p48361,p48199,p48361,132.7516,183.6391,0.0,0.0
6099,p48199||p48373,p48199,p48373,175.3271,118.5001,0.0,0.0
6100,p48199||p48457,p48199,p48457,128.5396,134.0,0.0,0.0
6101,p48201||p48473,p48201,p48473,67.5569,22.5343,0.0,0.0
6102,p48201||p48477,p48201,p48477,10.3592,27.7805,0.0,0.0
6103,p48203||p48315,p48203,p48315,89.9519,25.7428,0.0,0.0
6104,p48203||p48343,p48203,p48343,92.3747,22.6921,0.0,0.0
6105,p48203||p48365,p48203,p48365,68.0,7.9497,0.0,0.0
6106,p48203||p48449,p48203,p48449,1166.3968,1549.8305,0.0,0.0
6107,p48203||p48459,p48203,p48459,311.9428,343.21,0.0,0.0
6108,p48205||p48341,p48205,p48341,0.144,7.8375,0.0,0.0
6109,p48205||p48375,p48205,p48375,3.5214,74.3538,0.0,0.0
6110,p48205||p48421,p48205,p48421,0.6758,11.2292,0.0,0.0
6111,p48207||p48253,p48207,p48253,285.3948,190.67,0.0,0.0
6112,p48207||p48275,p48207,p48275,924.2926,1565.6423,0.0,0.0
6113,p48207||p48417,p48207,p48417,1367.4199,2266.2715,0.0,0.0
6114,p48207||p48433,p48207,p48433,126.04,128.222,0.0,0.0
6115,p48207||p48441,p48207,p48441,151.0,58.0315,0.0,0.0
6116,p48207||p48503,p48207,p48503,3125.6106,1554.8492,0.0,0.0
6117,p48209||p48259,p48209,p48259,1086.0,1086.0,0.0,0.0
6118,p48209||p48453,p48209,p48453,604.5878,258.1029,0.0,0.0
6119,p48213||p48257,p48213,p48257,132.4344,83.0153,0.0,0.0
6120,p48213||p48349,p48213,p48349,235.6418,555.4854,0.0,0.0
6121,p48213||p48401,p48213,p48401,478.6298,1072.0,0.0,0.0
6122,p48213||p48423,p48213,p48423,75.0367,40.4882,0.0,0.0
6123,p48215||p48247,p48215,p48247,1216.6545,1329.0,0.0,0.0
6124,p48215||p48355,p48215,p48355,1998.0,1308.3037,0.0,0.0
6125,p48215||p48427,p48215,p48427,230.3973,283.4688,0.0,0.0
6126,p48215||p48479,p48215,p48479,229.0,194.7496,0.0,0.0
6127,p48217||p48251,p48217,p48251,412.6106,139.7259,0.0,0.0
6128,p48217||p48309,p48217,p48309,2875.1677,2699.976,0.0,0.0
6129,p48217||p48349,p48217,p48349,77.838,120.0,0.0,0.0
6130,p48219||p48279,p48219,p48279,202.053,526.6622,0.0,0.0
6131,p48219||p48303,p48219,p48303,474.5276,546.1061,0.0,0.0
6132,p48219||p48445,p48219,p48445,42.2676,39.2315,0.0,0.0
6133,p48219||p48501,p48219,p48501,368.7319,188.4695,0.0,0.0
6134,p48221||p48251,p48221,p48251,364.5989,476.7619,0.0,0.0
6135,p48221||p48363,p48221,p48363,71.1456,207.0,0.0,0.0
6136,p48221||p48367,p48221,p48367,185.3543,306.7028,0.0,0.0
6137,p48221||p48425,p48221,p48425,1449.4462,2125.6128,0.0,0.0
6138,p48221||p48439,p48221,p48439,2669.4953,855.4006,0.0,0.0
6139,p48223||p48231,p48223,p48231,63.0162,203.8659,0.0,0.0
6140,p48223||p48379,p48223,p48379,94.5108,159.4516,0.0,0.0
6141,p48223||p48397,p48223,p48397,1072.0,427.8675,0.0,0.0
6142,p48225||p48401,p48225,p48401,641.2955,717.0,0.0,0.0
6143,p48225||p48289,p48225,p48289,84.0,52.5188,0.0,0.0
6144,p48227||p48317,p48227,p48317,129.7556,210.6123,0.0,0.0
6145,p48227||p48329,p48227,p48329,922.1119,954.0,0.0,0.0
6146,p48227||p48335,p48227,p48335,3691.4404,2928.7659,0.0,0.0
6147,p48227||p48431,p48227,p48431,37.5819,38.0,0.0,0.0
6148,p48231||p48257,p48231,p48257,12.7528,12.7528,0.0,0.0
6149,p48231||p48397,p48231,p48397,150.738,70.019,0.0,0.0
6150,p48233||p48341,p48233,p48341,41.4527,1.7627,0.0,0.0
6151,p48233||p48375,p48233,p48375,460.0226,199.3614,0.0,0.0
