t,r,i,UnitCT,value
2056,p54,coaloldscr,once,712.9
2052,p69,coaloldscr,once,252.3
2058,p70,coaloldscr,once,163.1
2034,p72,coaloldscr,once,972
2012,p75,coaloldscr,once,9.5
2018,p75,coaloldscr,once,211.6
2022,p75,coaloldscr,once,22
2030,p75,coaloldscr,once,22
2034,p79,coaloldscr,once,202.205882352941
2036,p79,coaloldscr,once,204.963235294118
2040,p79,coaloldscr,once,275
2042,p79,coaloldscr,once,275
2060,p79,coaloldscr,once,398.2
2034,p80,coaloldscr,once,328
2038,p80,coaloldscr,once,361
2048,p89,coaloldscr,once,703
2034,p90,coaloldscr,once,80
2044,p90,coaloldscr,once,362
2046,p90,coaloldscr,once,726.5
2024,p91,coaloldscr,once,75
2026,p91,coaloldscr,once,75
2030,p92,coaloldscr,once,1398
2032,p92,coaloldscr,once,450
2034,p92,coaloldscr,once,526
2042,p92,coaloldscr,once,870
2048,p92,coaloldscr,once,2470
2028,p93,coaloldscr,once,134
2030,p93,coaloldscr,once,134
2040,p93,coaloldscr,once,116
2044,p93,coaloldscr,once,225
2046,p94,coaloldscr,once,510
2054,p94,coaloldscr,once,138.5
2046,p96,coaloldscr,once,342
2048,p96,coaloldscr,once,605
2040,p97,coaloldscr,once,380
2042,p97,coaloldscr,once,380
2044,p97,coaloldscr,once,658
2046,p97,coaloldscr,once,660
2050,p97,coaloldscr,once,2220
2018,p99,coaloldscr,once,260
2040,p99,coaloldscr,once,319.111111111111
2044,p99,coaloldscr,once,670
2018,p101,coalolduns,once,869
2014,p103,coalolduns,once,126.6
2016,p103,coalolduns,once,1469
2018,p103,coalolduns,once,198.5
2020,p103,coalolduns,once,200.4
2022,p103,coalolduns,once,2008
2030,p103,coalolduns,once,1270.002
2056,p103,coalolduns,once,809
2012,p105,coalolduns,once,515
2016,p105,coalolduns,once,668
2016,p106,coalolduns,once,210
2012,p107,coalolduns,once,400
2016,p107,coalolduns,once,714
2016,p108,coalolduns,once,161
2014,p109,coalolduns,once,71
2016,p109,coalolduns,once,758
2012,p111,coalolduns,once,1548
2016,p111,coalolduns,once,885
2010,p112,coalolduns,once,512
2012,p112,coalolduns,once,283
2014,p112,coalolduns,once,7
2016,p112,coalolduns,once,885
2018,p112,coalolduns,once,577
2020,p112,coalolduns,once,8
2026,p112,coalolduns,once,20
2034,p112,coalolduns,once,15.2
2036,p112,coalolduns,once,46
2014,p113,coalolduns,once,63
2016,p113,coalolduns,once,302
2012,p114,coalolduns,once,94
2014,p114,coalolduns,once,1024
2016,p114,coalolduns,once,163
2030,p114,coalolduns,once,25
2012,p115,coalolduns,once,744
2014,p115,coalolduns,once,449
2016,p115,coalolduns,once,146
2012,p116,coalolduns,once,655
2016,p116,coalolduns,once,600
2032,p116,coalolduns,once,82
2012,p117,coalolduns,once,440
2016,p117,coalolduns,once,980
2016,p118,coalolduns,once,325
2012,p121,coalolduns,once,115
2012,p122,coalolduns,once,775
2014,p122,coalolduns,once,759
2016,p122,coalolduns,once,305
2018,p123,coalolduns,once,385
2042,p123,coalolduns,once,305
2010,p125,coalolduns,once,89
2012,p125,coalolduns,once,91
2014,p125,coalolduns,once,153
2014,p126,coalolduns,once,113
2018,p126,coalolduns,once,1252
2010,p127,coalolduns,once,92.2
2012,p127,coalolduns,once,80.8
2014,p127,coalolduns,once,358.5
2016,p127,coalolduns,once,379
2010,p131,coalolduns,once,109.058
2012,p131,coalolduns,once,157.709
2014,p131,coalolduns,once,293.419
2018,p131,coalolduns,once,1019.15168331847
2012,p132,coalolduns,once,181
2044,p132,coalolduns,once,399.5
2016,p20,coalolduns,once,130
2028,p24,coalolduns,once,210
2010,p33,coalolduns,once,72.7
2018,p36,coalolduns,once,188.1
2054,p40,coalolduns,once,665
2058,p40,coalolduns,once,700
2044,p41,coalolduns,once,172
2010,p43,coalolduns,once,371.25
2016,p43,coalolduns,once,307.9
2018,p43,coalolduns,once,135.7
2020,p43,coalolduns,once,8
2028,p43,coalolduns,once,69
2036,p43,coalolduns,once,17
2016,p45,coalolduns,once,536.2
2012,p46,coalolduns,once,55.8
2014,p46,coalolduns,once,102.5
2024,p46,coalolduns,once,23
2012,p53,coalolduns,once,92
2016,p53,coalolduns,once,157
2016,p54,coalolduns,once,134.3
2018,p54,coalolduns,once,461
2018,p57,coalolduns,once,1865
2058,p58,coalolduns,once,588
2010,p69,coalolduns,once,11
2014,p69,coalolduns,once,29.4
2016,p69,coalolduns,once,49.4
2010,p70,coalolduns,once,95.71
2014,p70,coalolduns,once,68.4
2016,p70,coalolduns,once,125
2018,p70,coalolduns,once,11.8
2024,p70,coalolduns,once,61.6
2034,p70,coalolduns,once,73
2044,p70,coalolduns,once,212.9
2014,p72,coalolduns,once,63
2022,p72,coalolduns,once,594
2042,p72,coalolduns,once,166
2044,p72,coalolduns,once,273
2046,p72,coalolduns,once,1186
2048,p72,coalolduns,once,1186
2052,p72,coalolduns,once,1180
2058,p72,coalolduns,once,694
2010,p74,coalolduns,once,116
2020,p74,coalolduns,once,289
2016,p75,coalolduns,once,232.9
2014,p76,coalolduns,once,20
2012,p78,coalolduns,once,87.2
2014,p79,coalolduns,once,120
2016,p79,coalolduns,once,167.2
2018,p79,coalolduns,once,302.4
2010,p80,coalolduns,once,299
2012,p80,coalolduns,once,858
2016,p80,coalolduns,once,1601
2024,p80,coalolduns,once,510
2010,p81,coalolduns,once,124
2012,p81,coalolduns,once,225.2
2016,p81,coalolduns,once,465
2020,p81,coalolduns,once,66
2028,p81,coalolduns,once,318
2030,p81,coalolduns,once,630
2034,p81,coalolduns,once,218
2010,p82,coalolduns,once,76
2016,p82,coalolduns,once,95
2044,p82,coalolduns,once,240
2048,p82,coalolduns,once,315
2012,p83,coalolduns,once,151
2048,p84,coalolduns,once,575
2052,p84,coalolduns,once,579
2016,p87,coalolduns,once,236
2014,p89,coalolduns,once,666
2016,p89,coalolduns,once,3639
2012,p9,coalolduns,once,63
2016,p90,coalolduns,once,654
2016,p91,coalolduns,once,449
2012,p92,coalolduns,once,352
2014,p92,coalolduns,once,352
2016,p92,coalolduns,once,778
2018,p92,coalolduns,once,1169
2010,p93,coalolduns,once,124
2028,p93,coalolduns,once,268
2030,p93,coalolduns,once,670
2014,p94,coalolduns,once,325
2016,p94,coalolduns,once,1620
2014,p95,coalolduns,once,200
2012,p96,coalolduns,once,397
2018,p96,coalolduns,once,250
2012,p97,coalolduns,once,587
2014,p97,coalolduns,once,710
2012,p99,coalolduns,once,482
2014,p99,coalolduns,once,595
2018,p99,coalolduns,once,323
2064,p96,cofirenew,once,85
2050,p90,cofireold,once,56.1
2054,p10,gas-cc,once,224
2062,p10,gas-cc,once,107.4
2066,p10,gas-cc,once,550
2074,p10,gas-cc,once,510
2060,p101,gas-cc,once,222
2062,p101,gas-cc,once,1432
2064,p101,gas-cc,once,1630
2070,p101,gas-cc,once,1105
2074,p102,gas-cc,once,2422
2076,p102,gas-cc,once,1277
2072,p122,gas-cc,once,126.4
2078,p122,gas-cc,once,1064
2078,p126,gas-cc,once,717
2064,p127,gas-cc,once,219.2
2066,p127,gas-cc,once,454.08
2056,p133,gas-cc,once,340.4
2062,p43,gas-cc,once,270
2068,p43,gas-cc,once,486
2070,p43,gas-cc,once,470
2060,p54,gas-cc,once,232
2060,p58,gas-cc,once,732
2074,p58,gas-cc,once,561
2074,p64,gas-cc,once,516
2064,p65,gas-cc,once,190
2070,p65,gas-cc,once,633
2066,p79,gas-cc,once,539.3
2068,p79,gas-cc,once,545
2062,p81,gas-cc,once,513
2062,p9,gas-cc,once,1126
2072,p92,gas-cc,once,878
2078,p92,gas-cc,once,1052.1
2062,p96,gas-cc,once,458
2072,p97,gas-cc,once,1240
2050,p99,gas-cc,once,197
2052,p99,gas-cc,once,200
2064,p99,gas-cc,once,559
2014,p101,nuclear,once,837.999
2056,p102,nuclear,once,981
2064,p102,nuclear,once,987.001
2056,p104,nuclear,once,1009
2058,p104,nuclear,once,1060
2014,p11,nuclear,once,2250
2054,p122,nuclear,once,2250.8
2036,p123,nuclear,once,866
2038,p123,nuclear,once,841.8
2018,p126,nuclear,once,607.7
2020,p127,nuclear,once,1020.1
2022,p127,nuclear,once,1040.6
2030,p127,nuclear,once,581.7
2014,p129,nuclear,once,619.422
2050,p130,nuclear,once,1246.224
2020,p131,nuclear,once,677.6
2036,p132,nuclear,once,870.855
2046,p132,nuclear,once,1225.001
2016,p41,nuclear,once,478
2034,p41,nuclear,once,765.9
2054,p43,nuclear,once,1040
2046,p58,nuclear,once,1163.8
2014,p75,nuclear,once,566
2030,p75,nuclear,once,596.4
2032,p75,nuclear,once,596.8
2032,p81,nuclear,once,1819
2054,p89,nuclear,once,1100.8
2056,p89,nuclear,once,1103.7
2058,p89,nuclear,once,1104.9
2024,p9,nuclear,once,1150
2026,p9,nuclear,once,1150
2054,p95,nuclear,once,2554
2066,p95,nuclear,once,2290.2
2062,p97,nuclear,once,1158
2064,p97,nuclear,once,1157.6
2056,p98,nuclear,once,932
2058,p98,nuclear,once,938
2052,p99,nuclear,once,838
2054,p99,nuclear,once,838
2058,p99,nuclear,once,948
2060,p99,nuclear,once,944
2014,p10,o-g-s,once,1317
2016,p10,o-g-s,once,780
2018,p10,o-g-s,once,1946.56
2020,p10,o-g-s,once,4113.88
2024,p10,o-g-s,once,444
2010,p101,o-g-s,once,445
2012,p101,o-g-s,once,138
2014,p101,o-g-s,once,1112.2
2016,p101,o-g-s,once,213
2050,p101,o-g-s,once,521
2052,p101,o-g-s,once,1336
2054,p101,o-g-s,once,520
2010,p102,o-g-s,once,792
2012,p102,o-g-s,once,770
2014,p102,o-g-s,once,1238
2016,p102,o-g-s,once,69
2028,p102,o-g-s,once,22
2010,p103,o-g-s,once,44
2012,p103,o-g-s,once,480
2014,p103,o-g-s,once,110
2016,p103,o-g-s,once,393
2020,p103,o-g-s,once,22
2030,p103,o-g-s,once,7.5
2030,p105,o-g-s,once,174.7
2072,p105,o-g-s,once,161
2014,p106,o-g-s,once,70
2036,p106,o-g-s,once,210
2012,p107,o-g-s,once,40
2014,p107,o-g-s,once,78
2010,p11,o-g-s,once,692.6
2018,p11,o-g-s,once,950
2058,p112,o-g-s,once,53
2020,p114,o-g-s,once,35
2014,p115,o-g-s,once,82
2012,p122,o-g-s,once,372.4
2030,p122,o-g-s,once,239
2034,p122,o-g-s,once,540
2036,p122,o-g-s,once,338
2040,p122,o-g-s,once,130
2050,p122,o-g-s,once,380
2052,p122,o-g-s,once,380
2016,p123,o-g-s,once,74
2028,p123,o-g-s,once,97
2032,p123,o-g-s,once,126
2046,p123,o-g-s,once,153
2048,p123,o-g-s,once,397
2020,p125,o-g-s,once,86
2022,p125,o-g-s,once,66
2042,p125,o-g-s,once,174
2048,p125,o-g-s,once,450
2012,p126,o-g-s,once,355
2014,p126,o-g-s,once,160.1
2018,p126,o-g-s,once,450.6
2010,p127,o-g-s,once,890
2012,p127,o-g-s,once,106.7
2016,p127,o-g-s,once,5
2020,p127,o-g-s,once,307.2
2026,p127,o-g-s,once,1116.9
2028,p127,o-g-s,once,106.3
2030,p127,o-g-s,once,172.8
2034,p127,o-g-s,once,1069.2
2038,p127,o-g-s,once,1121.5
2044,p127,o-g-s,once,515.7
2048,p127,o-g-s,once,1130.7
2050,p127,o-g-s,once,2031.1
2054,p127,o-g-s,once,823.5
2012,p128,o-g-s,once,223.7
2020,p128,o-g-s,once,773.6
2042,p128,o-g-s,once,399.5
2044,p128,o-g-s,once,396.5
2048,p128,o-g-s,once,399.5
2052,p128,o-g-s,once,380.2
2014,p131,o-g-s,once,455.232
2018,p131,o-g-s,once,430.348
2026,p131,o-g-s,once,27.2
2032,p131,o-g-s,once,94.276
2044,p131,o-g-s,once,584.6
2050,p131,o-g-s,once,574.547
2052,p131,o-g-s,once,553
2014,p132,o-g-s,once,460.5
2020,p132,o-g-s,once,81
2024,p132,o-g-s,once,236
2034,p132,o-g-s,once,117
2046,p132,o-g-s,once,414.9
2050,p132,o-g-s,once,447.894
2020,p134,o-g-s,once,120.9
2040,p134,o-g-s,once,110.87
2054,p134,o-g-s,once,632.4
2016,p33,o-g-s,once,60
2016,p40,o-g-s,once,38.5
2020,p40,o-g-s,once,22.3
2026,p40,o-g-s,once,12.5
2028,p40,o-g-s,once,25
2032,p40,o-g-s,once,54
2034,p40,o-g-s,once,115
2036,p43,o-g-s,once,88.9
2010,p51,o-g-s,once,170.5
2012,p51,o-g-s,once,65
2014,p53,o-g-s,once,38
2016,p53,o-g-s,once,54
2036,p53,o-g-s,once,72
2046,p53,o-g-s,once,85
2020,p54,o-g-s,once,96.3
2012,p58,o-g-s,once,140
2014,p58,o-g-s,once,75
2016,p58,o-g-s,once,2277.1
2020,p58,o-g-s,once,206
2032,p58,o-g-s,once,109
2034,p58,o-g-s,once,108
2036,p58,o-g-s,once,116
2042,p58,o-g-s,once,410.7
2044,p58,o-g-s,once,519.7
2046,p58,o-g-s,once,328
2048,p58,o-g-s,once,1218.9
2050,p58,o-g-s,once,778.4
2068,p58,o-g-s,once,659.1
2016,p63,o-g-s,once,529
2020,p63,o-g-s,once,234
2028,p63,o-g-s,once,153
2036,p63,o-g-s,once,208
2038,p63,o-g-s,once,41
2044,p63,o-g-s,once,390
2046,p63,o-g-s,once,107
2048,p63,o-g-s,once,120
2052,p63,o-g-s,once,146
2046,p64,o-g-s,once,315
2054,p64,o-g-s,once,420
2012,p65,o-g-s,once,368
2016,p66,o-g-s,once,213.2
2022,p66,o-g-s,once,213
2038,p66,o-g-s,once,377.7
2046,p66,o-g-s,once,745
2048,p66,o-g-s,once,749
2050,p66,o-g-s,once,500.4
2010,p68,o-g-s,once,11.58
2018,p68,o-g-s,once,98.4
2020,p68,o-g-s,once,4.7
2026,p68,o-g-s,once,13.2
2036,p69,o-g-s,once,49.4
2010,p70,o-g-s,once,8.76
2018,p70,o-g-s,once,68.6
2036,p70,o-g-s,once,125
2042,p70,o-g-s,once,122.1
2022,p72,o-g-s,once,239
2030,p72,o-g-s,once,35
2036,p75,o-g-s,once,64.7
2010,p78,o-g-s,once,149.6
2020,p78,o-g-s,once,52.1
2022,p78,o-g-s,once,51.4
2044,p79,o-g-s,once,240
2020,p80,o-g-s,once,28.2
2036,p80,o-g-s,once,314
2040,p80,o-g-s,once,518
2042,p80,o-g-s,once,518
2012,p81,o-g-s,once,272.01
2012,p83,o-g-s,once,3
2014,p85,o-g-s,once,801
2016,p85,o-g-s,once,188
2026,p85,o-g-s,once,522.3
2042,p85,o-g-s,once,122
2048,p85,o-g-s,once,134
2012,p86,o-g-s,once,212
2016,p87,o-g-s,once,76
2036,p87,o-g-s,once,236
2036,p89,o-g-s,once,1517
2010,p9,o-g-s,once,311
2014,p9,o-g-s,once,1336
2016,p9,o-g-s,once,1509.33
2018,p9,o-g-s,once,1311
2020,p90,o-g-s,once,405
2014,p96,o-g-s,once,84
2018,p96,o-g-s,once,95
2028,p96,o-g-s,once,250
2018,p99,o-g-s,once,316
2050,p99,o-g-s,once,790
2064,p107,biopower,pond,13.2
2072,p101,coal-igcc,pond,220
2040,p116,coal-new,pond,27.6907697434189
2042,p116,coal-new,pond,23.7274412170579
2086,p58,coal-new,pond,631.3
2086,p65,coal-new,pond,775
2050,p76,coal-new,pond,45.6463195691203
2054,p76,coal-new,pond,44.1097122302158
2084,p82,coal-new,pond,208
2050,p107,coaloldscr,pond,630
2052,p107,coaloldscr,pond,630
2054,p107,coaloldscr,pond,1252
2058,p107,coaloldscr,pond,1603
2040,p116,coaloldscr,pond,526.309230256581
2042,p116,coaloldscr,pond,531.272558782942
2048,p116,coaloldscr,pond,520
2024,p28,coaloldscr,pond,116
2044,p31,coaloldscr,pond,770
2046,p31,coaloldscr,pond,770
2030,p33,coaloldscr,pond,280
2042,p36,coaloldscr,pond,222
2046,p36,coaloldscr,pond,237
2052,p36,coaloldscr,pond,447
2022,p5,coaloldscr,pond,585
2048,p53,coaloldscr,pond,736.1
2052,p53,coaloldscr,pond,662.3
2018,p55,coaloldscr,pond,164
2054,p56,coaloldscr,pond,528
2060,p57,coaloldscr,pond,720.999
2052,p63,coaloldscr,pond,800
2054,p63,coaloldscr,pond,1610
2054,p64,coaloldscr,pond,604
2056,p64,coaloldscr,pond,599
2064,p64,coaloldscr,pond,437
2068,p65,coaloldscr,pond,560
2050,p76,coaloldscr,pond,519.35368043088
2054,p76,coaloldscr,pond,500.890287769784
2028,p81,coaloldscr,pond,120
2040,p81,coaloldscr,pond,330
2046,p81,coaloldscr,pond,576
2048,p81,coaloldscr,pond,1146
2052,p81,coaloldscr,pond,410
2054,p81,coaloldscr,pond,170
2034,p82,coaloldscr,pond,73
2038,p82,coaloldscr,pond,65
2050,p82,coaloldscr,pond,769
2054,p82,coaloldscr,pond,188
2042,p83,coaloldscr,pond,579
2044,p83,coaloldscr,pond,579
2052,p87,coaloldscr,pond,510
2050,p96,coaloldscr,pond,275
2052,p96,coaloldscr,pond,285
2056,p96,coaloldscr,pond,570
2020,p97,coaloldscr,pond,378
2024,p97,coaloldscr,pond,324
2034,p97,coaloldscr,pond,261
2036,p97,coaloldscr,pond,542
2042,p98,coaloldscr,pond,379
2044,p98,coaloldscr,pond,671
2048,p98,coaloldscr,pond,691
2056,p98,coaloldscr,pond,698
2016,p28,coalolduns,pond,260
2014,p31,coalolduns,pond,560
2018,p33,coalolduns,pond,184
2038,p36,coalolduns,pond,74.8
2054,p50,coalolduns,pond,520.5
2056,p50,coalolduns,pond,520.5
2016,p55,coalolduns,pond,170
2018,p55,coalolduns,pond,176
2058,p58,coalolduns,pond,496.1
2018,p63,coalolduns,pond,1808
2052,p65,coalolduns,pond,420
2054,p65,coalolduns,pond,420
2056,p65,coalolduns,pond,635
2052,p67,coalolduns,pond,659
2054,p67,coalolduns,pond,658
2048,p82,coalolduns,pond,769
2016,p83,coalolduns,pond,600
2052,p83,coalolduns,pond,595
2056,p87,coalolduns,pond,510
2012,p96,coalolduns,pond,343
2012,p98,coalolduns,pond,170
2060,p101,gas-cc,pond,462
2062,p101,gas-cc,pond,470
2064,p101,gas-cc,pond,490
2066,p101,gas-cc,pond,488
2068,p101,gas-cc,pond,472
2078,p101,gas-cc,pond,1063
2018,p102,gas-cc,pond,884
2054,p102,gas-cc,pond,938
2066,p102,gas-cc,pond,1105
2050,p103,gas-cc,pond,1479.4
2056,p12,gas-cc,pond,104
2068,p12,gas-cc,pond,553
2076,p5,gas-cc,pond,440
2018,p50,gas-cc,pond,222
2034,p50,gas-cc,pond,260
2070,p58,gas-cc,pond,507
2048,p64,gas-cc,pond,113.8
2062,p64,gas-cc,pond,528
2060,p65,gas-cc,pond,490
2074,p98,gas-cc,pond,625
2052,p102,nuclear,pond,802
2054,p102,nuclear,pond,802
2046,p53,nuclear,pond,1175
2050,p63,nuclear,pond,1205
2054,p63,nuclear,pond,1195
2068,p65,nuclear,pond,1286
2070,p65,nuclear,pond,1295
2030,p80,nuclear,pond,883.5
2032,p80,nuclear,pond,895
2042,p80,nuclear,pond,1135.4
2044,p80,nuclear,pond,1136.2
2048,p80,nuclear,pond,2330
2048,p83,nuclear,pond,1065
2032,p96,nuclear,pond,741
2044,p96,nuclear,pond,971
2052,p101,o-g-s,pond,812
2014,p102,o-g-s,pond,392
2016,p102,o-g-s,pond,396
2056,p102,o-g-s,pond,1652
2054,p103,o-g-s,pond,785
2014,p12,o-g-s,pond,136
2022,p12,o-g-s,pond,113
2026,p12,o-g-s,pond,113
2050,p12,o-g-s,pond,108
2020,p50,o-g-s,pond,224
2024,p50,o-g-s,pond,167.8
2042,p50,o-g-s,pond,295
2046,p50,o-g-s,pond,475
2048,p50,o-g-s,pond,480.5
2050,p50,o-g-s,pond,482
2050,p57,o-g-s,pond,342
2050,p58,o-g-s,pond,419.2
2010,p63,o-g-s,pond,1798
2012,p63,o-g-s,pond,1566
2016,p63,o-g-s,pond,625
2026,p63,o-g-s,pond,255
2030,p63,o-g-s,pond,26
2032,p63,o-g-s,pond,122
2034,p63,o-g-s,pond,285
2038,p63,o-g-s,pond,395
2040,p63,o-g-s,pond,502
2042,p63,o-g-s,pond,568
2046,p63,o-g-s,pond,392
2048,p63,o-g-s,pond,523
2052,p63,o-g-s,pond,870
2014,p64,o-g-s,pond,463
2040,p64,o-g-s,pond,136
2044,p64,o-g-s,pond,136
2048,p64,o-g-s,pond,336
2054,p64,o-g-s,pond,110
2016,p65,o-g-s,pond,10
2018,p65,o-g-s,pond,61
2026,p65,o-g-s,pond,640
2028,p65,o-g-s,pond,230
2046,p65,o-g-s,pond,412
2050,p65,o-g-s,pond,410
2030,p66,o-g-s,pond,254.8
2032,p66,o-g-s,pond,253.3
2034,p67,o-g-s,pond,338
2044,p67,o-g-s,pond,552
2012,p87,o-g-s,pond,192
2016,p87,o-g-s,pond,76
2020,p87,o-g-s,pond,243.7
2022,p87,o-g-s,pond,107
2050,p87,o-g-s,pond,734.2
2012,p1,biopower,recirc,42
2060,p1,biopower,recirc,55
2012,p10,biopower,recirc,19.08
2040,p10,biopower,recirc,92.72
2042,p10,biopower,recirc,47
2044,p10,biopower,recirc,22
2062,p10,biopower,recirc,2
2066,p10,biopower,recirc,2.4
2068,p10,biopower,recirc,3.828
2012,p101,biopower,recirc,7.5
2036,p101,biopower,recirc,13.7
2044,p101,biopower,recirc,47.1
2064,p101,biopower,recirc,104.1
2046,p102,biopower,recirc,74.9
2056,p102,biopower,recirc,30
2038,p103,biopower,recirc,35.7
2040,p103,biopower,recirc,16.3
2042,p103,biopower,recirc,38
2044,p103,biopower,recirc,38
2046,p103,biopower,recirc,35
2062,p103,biopower,recirc,2.814
2064,p105,biopower,recirc,1.112
2066,p105,biopower,recirc,1
2062,p11,biopower,recirc,1.8
2044,p111,biopower,recirc,7.2
2012,p112,biopower,recirc,0.9
2012,p122,biopower,recirc,16
2014,p122,biopower,recirc,12
2062,p126,biopower,recirc,18.8
2016,p127,biopower,recirc,18.2
2040,p127,biopower,recirc,55
2042,p127,biopower,recirc,19.3
2058,p127,biopower,recirc,1.2
2062,p127,biopower,recirc,15
2068,p127,biopower,recirc,23
2080,p127,biopower,recirc,19
2034,p129,biopower,recirc,53.52
2042,p129,biopower,recirc,20
2010,p130,biopower,recirc,11
2036,p130,biopower,recirc,15.239
2038,p130,biopower,recirc,70.576
2064,p130,biopower,recirc,58.7
2012,p131,biopower,recirc,8.65
2042,p131,biopower,recirc,16.2
2064,p132,biopower,recirc,37.5
2064,p133,biopower,recirc,1.682
2012,p134,biopower,recirc,40
2014,p134,biopower,recirc,17
2038,p134,biopower,recirc,72.687
2040,p134,biopower,recirc,130.024
2042,p134,biopower,recirc,35.3
2044,p134,biopower,recirc,34
2062,p134,biopower,recirc,1
2040,p137,biopower,recirc,56.25
2042,p137,biopower,recirc,56.25
2062,p137,biopower,recirc,2
2066,p138,biopower,recirc,39.999
2044,p139,biopower,recirc,65
2032,p14,biopower,recirc,5.77
2070,p141,biopower,recirc,41.5
2032,p144,biopower,recirc,153
2064,p144,biopower,recirc,279
2062,p146,biopower,recirc,1.6
2062,p149,biopower,recirc,9.4
2064,p149,biopower,recirc,25
2034,p15,biopower,recirc,5.8
2060,p15,biopower,recirc,3.6
2062,p15,biopower,recirc,4.35
2064,p150,biopower,recirc,4.6
2030,p152,biopower,recirc,63.3
2048,p152,biopower,recirc,38.5
2064,p153,biopower,recirc,60
2062,p16,biopower,recirc,1.8
2062,p179,biopower,recirc,25
2060,p186,biopower,recirc,1.049
2062,p186,biopower,recirc,2.746
2058,p194,biopower,recirc,96.42
2062,p25,biopower,recirc,3
2058,p28,biopower,recirc,22.2
2034,p3,biopower,recirc,50
2038,p31,biopower,recirc,2.2
2052,p31,biopower,recirc,4.2
2036,p33,biopower,recirc,4.8
2050,p33,biopower,recirc,5
2042,p42,biopower,recirc,11.2
2020,p43,biopower,recirc,15
2030,p43,biopower,recirc,16.5
2054,p43,biopower,recirc,33
2058,p43,biopower,recirc,75
2060,p43,biopower,recirc,20.3
2064,p43,biopower,recirc,7.6
2024,p46,biopower,recirc,16
2064,p46,biopower,recirc,3.124
2036,p5,biopower,recirc,17.5
2052,p5,biopower,recirc,1.2
2058,p5,biopower,recirc,10
2062,p5,biopower,recirc,5.163
2064,p5,biopower,recirc,2.382
2064,p54,biopower,recirc,2.4
2020,p58,biopower,recirc,61.5
2034,p58,biopower,recirc,10.9
2036,p58,biopower,recirc,67.7
2058,p58,biopower,recirc,55
2062,p58,biopower,recirc,4.31
2036,p6,biopower,recirc,22.5
2038,p6,biopower,recirc,7.8
2060,p6,biopower,recirc,14
2010,p66,biopower,recirc,12.6
2062,p66,biopower,recirc,105
2064,p70,biopower,recirc,1
2010,p74,biopower,recirc,17.7
2016,p77,biopower,recirc,50
2064,p78,biopower,recirc,2
2036,p8,biopower,recirc,10.5
2040,p8,biopower,recirc,30
2060,p80,biopower,recirc,3
2048,p85,biopower,recirc,8
2040,p88,biopower,recirc,64
2014,p89,biopower,recirc,62
2012,p9,biopower,recirc,1.1
2018,p9,biopower,recirc,5.5
2036,p9,biopower,recirc,63.8
2038,p9,biopower,recirc,80.7
2040,p9,biopower,recirc,139.8
2058,p9,biopower,recirc,21.3
2062,p9,biopower,recirc,20.3
2066,p9,biopower,recirc,1.028
2040,p90,biopower,recirc,55.5
2042,p90,biopower,recirc,68.7
2020,p91,biopower,recirc,36.5
2056,p92,biopower,recirc,1.8
2010,p94,biopower,recirc,4.1
2020,p94,biopower,recirc,17.6
2048,p94,biopower,recirc,82.7
2060,p94,biopower,recirc,16
2062,p94,biopower,recirc,52.3
2064,p94,biopower,recirc,54.5
2066,p94,biopower,recirc,56
2038,p96,biopower,recirc,74.8
2042,p96,biopower,recirc,57
2062,p96,biopower,recirc,16
2064,p97,biopower,recirc,1.4
2016,p98,biopower,recirc,27
2036,p98,biopower,recirc,25
2038,p98,biopower,recirc,154
2040,p98,biopower,recirc,47
2060,p98,biopower,recirc,0.002
2014,p99,biopower,recirc,0.16056338028169
2042,p99,biopower,recirc,165.160563380282
2044,p99,biopower,recirc,83
2064,p99,biopower,recirc,44.3
2064,p142,coal-ccs,recirc,115
2016,p105,coal-igcc,recirc,274
2046,p105,coal-igcc,recirc,257
2072,p101,coal-new,recirc,456
2018,p102,coal-new,recirc,330
2080,p109,coal-new,recirc,268
2084,p109,coal-new,recirc,268
2086,p109,coal-new,recirc,732
2088,p116,coal-new,recirc,700
2088,p118,coal-new,recirc,610
2084,p12,coal-new,recirc,218.4
2074,p121,coal-new,recirc,180
2020,p122,coal-new,recirc,110
2070,p122,coal-new,recirc,112
2080,p122,coal-new,recirc,521
2014,p127,coal-new,recirc,11
2030,p141,coal-new,recirc,434.549356223176
2062,p141,coal-new,recirc,450
2060,p153,coal-new,recirc,150
2072,p165,coal-new,recirc,65
2030,p168,coal-new,recirc,700
2094,p172,coal-new,recirc,460.5
2080,p174,coal-new,recirc,520
2082,p18,coal-new,recirc,107
2086,p185,coal-new,recirc,678.4
2086,p23,coal-new,recirc,480
2056,p25,coal-new,recirc,12.8154437024512
2082,p29,coal-new,recirc,417
2084,p29,coal-new,recirc,415
2012,p33,coal-new,recirc,0.4
2074,p34,coal-new,recirc,15
2086,p34,coal-new,recirc,750
2090,p37,coal-new,recirc,83.5
2076,p40,coal-new,recirc,61
2086,p40,coal-new,recirc,232
2084,p41,coal-new,recirc,664.2
2062,p43,coal-new,recirc,36.4554170661553
2076,p43,coal-new,recirc,4
2082,p45,coal-new,recirc,813.6
2064,p54,coal-new,recirc,4.8
2086,p55,coal-new,recirc,275
2072,p58,coal-new,recirc,60
2018,p63,coal-new,recirc,600
2084,p63,coal-new,recirc,840
2086,p63,coal-new,recirc,825
2088,p63,coal-new,recirc,970
2086,p65,coal-new,recirc,286.2
