*i,month,r,value
hydSD,SEP,p77,1.0
hydSD,SEP,p78,1.0
hydSD,SEP,p79,1.0
hydSD,SEP,p8,1.0
hydSD,SEP,p80,1.0
hydSD,SEP,p81,1.0
hydSD,SEP,p82,1.0
hydSD,SEP,p83,1.0
hydSD,SEP,p84,1.0
hydSD,SEP,p85,1.0
hydSD,SEP,p86,1.0
hydSD,SEP,p87,1.0
hydSD,SEP,p88,1.0
hydSD,SEP,p89,1.0
hydSD,SEP,p9,1.0
hydSD,SEP,p90,1.0
hydSD,SEP,p91,1.0
hydSD,SEP,p92,1.0
hydSD,SEP,p93,1.0
hydSD,SEP,p94,1.0
hydSD,SEP,p95,1.0
hydSD,SEP,p96,1.0
hydSD,SEP,p97,1.0
hydSD,SEP,p98,1.0
hydSD,SEP,p99,1.0
hydSD,OCT,p1,1.0
hydSD,OCT,p10,1.0
hydSD,OCT,p100,1.0
hydSD,OCT,p101,1.0
hydSD,OCT,p102,1.0
hydSD,OCT,p103,1.0
hydSD,OCT,p104,1.0
hydSD,OCT,p105,1.0
hydSD,OCT,p106,1.0
hydSD,OCT,p107,1.0
hydSD,OCT,p108,1.0
hydSD,OCT,p109,1.0
hydSD,OCT,p11,1.0
hydSD,OCT,p110,1.0
hydSD,OCT,p111,1.0
hydSD,OCT,p112,1.0
hydSD,OCT,p113,1.0
hydSD,OCT,p114,1.0
hydSD,OCT,p115,1.0
hydSD,OCT,p116,1.0
hydSD,OCT,p117,1.0
hydSD,OCT,p118,1.0
hydSD,OCT,p119,1.0
hydSD,OCT,p12,1.0
hydSD,OCT,p120,1.0
hydSD,OCT,p121,1.0
hydSD,OCT,p122,1.0
hydSD,OCT,p123,1.0
hydSD,OCT,p124,1.0
hydSD,OCT,p125,1.0
hydSD,OCT,p126,1.0
hydSD,OCT,p127,1.0
hydSD,OCT,p128,1.0
hydSD,OCT,p129,1.0
hydSD,OCT,p13,1.0
hydSD,OCT,p130,1.0
hydSD,OCT,p131,1.0
hydSD,OCT,p132,1.0
hydSD,OCT,p133,1.0
hydSD,OCT,p134,1.0
hydSD,OCT,p135,1.0
hydSD,OCT,p136,1.0
hydSD,OCT,p137,1.0
hydSD,OCT,p138,1.0
hydSD,OCT,p139,1.0
hydSD,OCT,p14,1.0
hydSD,OCT,p140,1.0
hydSD,OCT,p141,1.0
hydSD,OCT,p142,1.0
hydSD,OCT,p143,1.0
hydSD,OCT,p144,1.0
hydSD,OCT,p145,1.0
hydSD,OCT,p146,1.0
hydSD,OCT,p147,1.0
hydSD,OCT,p148,1.0
hydSD,OCT,p149,1.0
hydSD,OCT,p15,1.0
hydSD,OCT,p150,1.0
hydSD,OCT,p151,1.0
hydSD,OCT,p152,1.0
hydSD,OCT,p153,1.0
hydSD,OCT,p154,1.0
hydSD,OCT,p155,1.0
hydSD,OCT,p156,1.0
hydSD,OCT,p157,1.0
hydSD,OCT,p158,1.0
hydSD,OCT,p159,1.0
hydSD,OCT,p16,1.0
hydSD,OCT,p160,1.0
hydSD,OCT,p161,1.0
hydSD,OCT,p162,1.0
hydSD,OCT,p163,1.0
hydSD,OCT,p164,1.0
hydSD,OCT,p165,1.0
hydSD,OCT,p166,1.0
hydSD,OCT,p167,1.0
hydSD,OCT,p168,1.0
hydSD,OCT,p169,1.0
hydSD,OCT,p17,1.0
hydSD,OCT,p170,1.0
hydSD,OCT,p171,1.0
hydSD,OCT,p172,1.0
hydSD,OCT,p173,1.0
hydSD,OCT,p174,1.0
hydSD,OCT,p175,1.0
hydSD,OCT,p176,1.0
hydSD,OCT,p177,1.0
hydSD,OCT,p178,1.0
hydSD,OCT,p179,1.0
hydSD,OCT,p18,1.0
hydSD,OCT,p180,1.0
hydSD,OCT,p181,1.0
hydSD,OCT,p182,1.0
hydSD,OCT,p183,1.0
hydSD,OCT,p184,1.0
hydSD,OCT,p185,1.0
hydSD,OCT,p186,1.0
hydSD,OCT,p187,1.0
hydSD,OCT,p188,1.0
hydSD,OCT,p189,1.0
hydSD,OCT,p19,1.0
hydSD,OCT,p190,1.0
hydSD,OCT,p191,1.0
hydSD,OCT,p192,1.0
hydSD,OCT,p193,1.0
hydSD,OCT,p194,1.0
hydSD,OCT,p195,1.0
hydSD,OCT,p196,1.0
hydSD,OCT,p197,1.0
hydSD,OCT,p198,1.0
hydSD,OCT,p199,1.0
hydSD,OCT,p2,1.0
hydSD,OCT,p20,1.0
hydSD,OCT,p200,1.0
hydSD,OCT,p201,1.0
hydSD,OCT,p202,1.0
hydSD,OCT,p203,1.0
hydSD,OCT,p204,1.0
hydSD,OCT,p205,1.0
hydSD,OCT,p21,1.0
hydSD,OCT,p22,1.0
hydSD,OCT,p23,1.0
hydSD,OCT,p24,1.0
hydSD,OCT,p25,1.0
hydSD,OCT,p26,1.0
hydSD,OCT,p27,1.0
hydSD,OCT,p28,1.0
hydSD,OCT,p29,1.0
hydSD,OCT,p3,1.0
hydSD,OCT,p30,1.0
hydSD,OCT,p31,1.0
hydSD,OCT,p32,1.0
hydSD,OCT,p33,1.0
hydSD,OCT,p34,1.0
hydSD,OCT,p35,1.0
hydSD,OCT,p36,1.0
hydSD,OCT,p37,1.0
hydSD,OCT,p38,1.0
hydSD,OCT,p39,1.0
hydSD,OCT,p4,1.0
hydSD,OCT,p40,1.0
hydSD,OCT,p41,1.0
hydSD,OCT,p42,1.0
hydSD,OCT,p43,1.0
hydSD,OCT,p44,1.0
hydSD,OCT,p45,1.0
hydSD,OCT,p46,1.0
hydSD,OCT,p47,1.0
hydSD,OCT,p48,1.0
hydSD,OCT,p49,1.0
hydSD,OCT,p5,1.0
hydSD,OCT,p50,1.0
hydSD,OCT,p51,1.0
hydSD,OCT,p52,1.0
hydSD,OCT,p53,1.0
hydSD,OCT,p54,1.0
hydSD,OCT,p55,1.0
hydSD,OCT,p56,1.0
hydSD,OCT,p57,1.0
hydSD,OCT,p58,1.0
hydSD,OCT,p59,1.0
hydSD,OCT,p6,1.0
hydSD,OCT,p60,1.0
hydSD,OCT,p61,1.0
hydSD,OCT,p62,1.0
hydSD,OCT,p63,1.0
hydSD,OCT,p64,1.0
hydSD,OCT,p65,1.0
hydSD,OCT,p66,1.0
hydSD,OCT,p67,1.0
hydSD,OCT,p68,1.0
hydSD,OCT,p69,1.0
hydSD,OCT,p7,1.0
hydSD,OCT,p70,1.0
hydSD,OCT,p71,1.0
hydSD,OCT,p72,1.0
hydSD,OCT,p73,1.0
hydSD,OCT,p74,1.0
hydSD,OCT,p75,1.0
hydSD,OCT,p76,1.0
hydSD,OCT,p77,1.0
hydSD,OCT,p78,1.0
hydSD,OCT,p79,1.0
hydSD,OCT,p8,1.0
hydSD,OCT,p80,1.0
hydSD,OCT,p81,1.0
hydSD,OCT,p82,1.0
hydSD,OCT,p83,1.0
hydSD,OCT,p84,1.0
hydSD,OCT,p85,1.0
hydSD,OCT,p86,1.0
hydSD,OCT,p87,1.0
hydSD,OCT,p88,1.0
hydSD,OCT,p89,1.0
hydSD,OCT,p9,1.0
hydSD,OCT,p90,1.0
hydSD,OCT,p91,1.0
hydSD,OCT,p92,1.0
hydSD,OCT,p93,1.0
hydSD,OCT,p94,1.0
hydSD,OCT,p95,1.0
hydSD,OCT,p96,1.0
hydSD,OCT,p97,1.0
hydSD,OCT,p98,1.0
hydSD,OCT,p99,1.0
hydSD,NOV,p1,1.0
hydSD,NOV,p10,1.0
hydSD,NOV,p100,1.0
hydSD,NOV,p101,1.0
hydSD,NOV,p102,1.0
hydSD,NOV,p103,1.0
hydSD,NOV,p104,1.0
hydSD,NOV,p105,1.0
hydSD,NOV,p106,1.0
hydSD,NOV,p107,1.0
hydSD,NOV,p108,1.0
hydSD,NOV,p109,1.0
hydSD,NOV,p11,1.0
hydSD,NOV,p110,1.0
hydSD,NOV,p111,1.0
hydSD,NOV,p112,1.0
hydSD,NOV,p113,1.0
hydSD,NOV,p114,1.0
hydSD,NOV,p115,1.0
hydSD,NOV,p116,1.0
hydSD,NOV,p117,1.0
hydSD,NOV,p118,1.0
hydSD,NOV,p119,1.0
hydSD,NOV,p12,1.0
hydSD,NOV,p120,1.0
hydSD,NOV,p121,1.0
hydSD,NOV,p122,1.0
hydSD,NOV,p123,1.0
hydSD,NOV,p124,1.0
hydSD,NOV,p125,1.0
hydSD,NOV,p126,1.0
hydSD,NOV,p127,1.0
hydSD,NOV,p128,1.0
hydSD,NOV,p129,1.0
hydSD,NOV,p13,1.0
hydSD,NOV,p130,1.0
hydSD,NOV,p131,1.0
hydSD,NOV,p132,1.0
hydSD,NOV,p133,1.0
hydSD,NOV,p134,1.0
hydSD,NOV,p135,1.0
hydSD,NOV,p136,1.0
hydSD,NOV,p137,1.0
hydSD,NOV,p138,1.0
hydSD,NOV,p139,1.0
hydSD,NOV,p14,1.0
hydSD,NOV,p140,1.0
hydSD,NOV,p141,1.0
hydSD,NOV,p142,1.0
hydSD,NOV,p143,1.0
hydSD,NOV,p144,1.0
hydSD,NOV,p145,1.0
hydSD,NOV,p146,1.0
hydSD,NOV,p147,1.0
hydSD,NOV,p148,1.0
hydSD,NOV,p149,1.0
hydSD,NOV,p15,1.0
hydSD,NOV,p150,1.0
hydSD,NOV,p151,1.0
hydSD,NOV,p152,1.0
hydSD,NOV,p153,1.0
hydSD,NOV,p154,1.0
hydSD,NOV,p155,1.0
hydSD,NOV,p156,1.0
hydSD,NOV,p157,1.0
hydSD,NOV,p158,1.0
hydSD,NOV,p159,1.0
hydSD,NOV,p16,1.0
hydSD,NOV,p160,1.0
hydSD,NOV,p161,1.0
hydSD,NOV,p162,1.0
hydSD,NOV,p163,1.0
hydSD,NOV,p164,1.0
hydSD,NOV,p165,1.0
hydSD,NOV,p166,1.0
hydSD,NOV,p167,1.0
hydSD,NOV,p168,1.0
hydSD,NOV,p169,1.0
hydSD,NOV,p17,1.0
hydSD,NOV,p170,1.0
hydSD,NOV,p171,1.0
hydSD,NOV,p172,1.0
hydSD,NOV,p173,1.0
hydSD,NOV,p174,1.0
hydSD,NOV,p175,1.0
hydSD,NOV,p176,1.0
hydSD,NOV,p177,1.0
hydSD,NOV,p178,1.0
hydSD,NOV,p179,1.0
hydSD,NOV,p18,1.0
hydSD,NOV,p180,1.0
hydSD,NOV,p181,1.0
hydSD,NOV,p182,1.0
hydSD,NOV,p183,1.0
hydSD,NOV,p184,1.0
hydSD,NOV,p185,1.0
hydSD,NOV,p186,1.0
hydSD,NOV,p187,1.0
hydSD,NOV,p188,1.0
hydSD,NOV,p189,1.0
hydSD,NOV,p19,1.0
hydSD,NOV,p190,1.0
hydSD,NOV,p191,1.0
hydSD,NOV,p192,1.0
hydSD,NOV,p193,1.0
hydSD,NOV,p194,1.0
hydSD,NOV,p195,1.0
hydSD,NOV,p196,1.0
hydSD,NOV,p197,1.0
hydSD,NOV,p198,1.0
hydSD,NOV,p199,1.0
hydSD,NOV,p2,1.0
hydSD,NOV,p20,1.0
hydSD,NOV,p200,1.0
hydSD,NOV,p201,1.0
hydSD,NOV,p202,1.0
hydSD,NOV,p203,1.0
hydSD,NOV,p204,1.0
hydSD,NOV,p205,1.0
hydSD,NOV,p21,1.0
hydSD,NOV,p22,1.0
hydSD,NOV,p23,1.0
hydSD,NOV,p24,1.0
hydSD,NOV,p25,1.0
hydSD,NOV,p26,1.0
hydSD,NOV,p27,1.0
hydSD,NOV,p28,1.0
hydSD,NOV,p29,1.0
hydSD,NOV,p3,1.0
hydSD,NOV,p30,1.0
hydSD,NOV,p31,1.0
hydSD,NOV,p32,1.0
hydSD,NOV,p33,1.0
hydSD,NOV,p34,1.0
hydSD,NOV,p35,1.0
hydSD,NOV,p36,1.0
hydSD,NOV,p37,1.0
hydSD,NOV,p38,1.0
hydSD,NOV,p39,1.0
hydSD,NOV,p4,1.0
hydSD,NOV,p40,1.0
hydSD,NOV,p41,1.0
hydSD,NOV,p42,1.0
hydSD,NOV,p43,1.0
hydSD,NOV,p44,1.0
hydSD,NOV,p45,1.0
hydSD,NOV,p46,1.0
hydSD,NOV,p47,1.0
hydSD,NOV,p48,1.0
hydSD,NOV,p49,1.0
hydSD,NOV,p5,1.0
hydSD,NOV,p50,1.0
hydSD,NOV,p51,1.0
hydSD,NOV,p52,1.0
hydSD,NOV,p53,1.0
hydSD,NOV,p54,1.0
hydSD,NOV,p55,1.0
hydSD,NOV,p56,1.0
hydSD,NOV,p57,1.0
hydSD,NOV,p58,1.0
hydSD,NOV,p59,1.0
hydSD,NOV,p6,1.0
hydSD,NOV,p60,1.0
hydSD,NOV,p61,1.0
hydSD,NOV,p62,1.0
hydSD,NOV,p63,1.0
hydSD,NOV,p64,1.0
hydSD,NOV,p65,1.0
hydSD,NOV,p66,1.0
hydSD,NOV,p67,1.0
hydSD,NOV,p68,1.0
hydSD,NOV,p69,1.0
hydSD,NOV,p7,1.0
hydSD,NOV,p70,1.0
hydSD,NOV,p71,1.0
hydSD,NOV,p72,1.0
hydSD,NOV,p73,1.0
hydSD,NOV,p74,1.0
hydSD,NOV,p75,1.0
hydSD,NOV,p76,1.0
hydSD,NOV,p77,1.0
hydSD,NOV,p78,1.0
hydSD,NOV,p79,1.0
hydSD,NOV,p8,1.0
hydSD,NOV,p80,1.0
hydSD,NOV,p81,1.0
hydSD,NOV,p82,1.0
hydSD,NOV,p83,1.0
hydSD,NOV,p84,1.0
hydSD,NOV,p85,1.0
hydSD,NOV,p86,1.0
hydSD,NOV,p87,1.0
hydSD,NOV,p88,1.0
hydSD,NOV,p89,1.0
hydSD,NOV,p9,1.0
hydSD,NOV,p90,1.0
hydSD,NOV,p91,1.0
hydSD,NOV,p92,1.0
hydSD,NOV,p93,1.0
hydSD,NOV,p94,1.0
hydSD,NOV,p95,1.0
hydSD,NOV,p96,1.0
hydSD,NOV,p97,1.0
hydSD,NOV,p98,1.0
hydSD,NOV,p99,1.0
hydSD,DEC,p1,1.0
hydSD,DEC,p10,1.0
hydSD,DEC,p100,1.0
hydSD,DEC,p101,1.0
hydSD,DEC,p102,1.0
hydSD,DEC,p103,1.0
hydSD,DEC,p104,1.0
hydSD,DEC,p105,1.0
hydSD,DEC,p106,1.0
hydSD,DEC,p107,1.0
hydSD,DEC,p108,1.0
hydSD,DEC,p109,1.0
hydSD,DEC,p11,1.0
hydSD,DEC,p110,1.0
hydSD,DEC,p111,1.0
hydSD,DEC,p112,1.0
hydSD,DEC,p113,1.0
hydSD,DEC,p114,1.0
hydSD,DEC,p115,1.0
hydSD,DEC,p116,1.0
hydSD,DEC,p117,1.0
hydSD,DEC,p118,1.0
hydSD,DEC,p119,1.0
hydSD,DEC,p12,1.0
hydSD,DEC,p120,1.0
hydSD,DEC,p121,1.0
hydSD,DEC,p122,1.0
hydSD,DEC,p123,1.0
hydSD,DEC,p124,1.0
hydSD,DEC,p125,1.0
hydSD,DEC,p126,1.0
hydSD,DEC,p127,1.0
hydSD,DEC,p128,1.0
hydSD,DEC,p129,1.0
hydSD,DEC,p13,1.0
hydSD,DEC,p130,1.0
hydSD,DEC,p131,1.0
hydSD,DEC,p132,1.0
hydSD,DEC,p133,1.0
hydSD,DEC,p134,1.0
hydSD,DEC,p135,1.0
hydSD,DEC,p136,1.0
hydSD,DEC,p137,1.0
hydSD,DEC,p138,1.0
hydSD,DEC,p139,1.0
hydSD,DEC,p14,1.0
hydSD,DEC,p140,1.0
hydSD,DEC,p141,1.0
hydSD,DEC,p142,1.0
hydSD,DEC,p143,1.0
hydSD,DEC,p144,1.0
hydSD,DEC,p145,1.0
hydSD,DEC,p146,1.0
hydSD,DEC,p147,1.0
hydSD,DEC,p148,1.0
hydSD,DEC,p149,1.0
hydSD,DEC,p15,1.0
hydSD,DEC,p150,1.0
hydSD,DEC,p151,1.0
hydSD,DEC,p152,1.0
hydSD,DEC,p153,1.0
hydSD,DEC,p154,1.0
hydSD,DEC,p155,1.0
hydSD,DEC,p156,1.0
hydSD,DEC,p157,1.0
hydSD,DEC,p158,1.0
hydSD,DEC,p159,1.0
hydSD,DEC,p16,1.0
hydSD,DEC,p160,1.0
hydSD,DEC,p161,1.0
hydSD,DEC,p162,1.0
hydSD,DEC,p163,1.0
hydSD,DEC,p164,1.0
hydSD,DEC,p165,1.0
hydSD,DEC,p166,1.0
hydSD,DEC,p167,1.0
hydSD,DEC,p168,1.0
hydSD,DEC,p169,1.0
hydSD,DEC,p17,1.0
hydSD,DEC,p170,1.0
hydSD,DEC,p171,1.0
hydSD,DEC,p172,1.0
hydSD,DEC,p173,1.0
hydSD,DEC,p174,1.0
hydSD,DEC,p175,1.0
hydSD,DEC,p176,1.0
hydSD,DEC,p177,1.0
hydSD,DEC,p178,1.0
hydSD,DEC,p179,1.0
hydSD,DEC,p18,1.0
hydSD,DEC,p180,1.0
hydSD,DEC,p181,1.0
hydSD,DEC,p182,1.0
hydSD,DEC,p183,1.0
hydSD,DEC,p184,1.0
hydSD,DEC,p185,1.0
hydSD,DEC,p186,1.0
hydSD,DEC,p187,1.0
hydSD,DEC,p188,1.0
hydSD,DEC,p189,1.0
hydSD,DEC,p19,1.0
hydSD,DEC,p190,1.0
hydSD,DEC,p191,1.0
hydSD,DEC,p192,1.0
hydSD,DEC,p193,1.0
hydSD,DEC,p194,1.0
hydSD,DEC,p195,1.0
hydSD,DEC,p196,1.0
hydSD,DEC,p197,1.0
hydSD,DEC,p198,1.0
hydSD,DEC,p199,1.0
hydSD,DEC,p2,1.0
hydSD,DEC,p20,1.0
hydSD,DEC,p200,1.0
hydSD,DEC,p201,1.0
hydSD,DEC,p202,1.0
hydSD,DEC,p203,1.0
hydSD,DEC,p204,1.0
hydSD,DEC,p205,1.0
hydSD,DEC,p21,1.0
hydSD,DEC,p22,1.0
hydSD,DEC,p23,1.0
hydSD,DEC,p24,1.0
hydSD,DEC,p25,1.0
hydSD,DEC,p26,1.0
hydSD,DEC,p27,1.0
hydSD,DEC,p28,1.0
hydSD,DEC,p29,1.0
hydSD,DEC,p3,1.0
hydSD,DEC,p30,1.0
hydSD,DEC,p31,1.0
hydSD,DEC,p32,1.0
hydSD,DEC,p33,1.0
hydSD,DEC,p34,1.0
hydSD,DEC,p35,1.0
hydSD,DEC,p36,1.0
hydSD,DEC,p37,1.0
hydSD,DEC,p38,1.0
hydSD,DEC,p39,1.0
hydSD,DEC,p4,1.0
hydSD,DEC,p40,1.0
hydSD,DEC,p41,1.0
hydSD,DEC,p42,1.0
hydSD,DEC,p43,1.0
hydSD,DEC,p44,1.0
hydSD,DEC,p45,1.0
hydSD,DEC,p46,1.0
hydSD,DEC,p47,1.0
hydSD,DEC,p48,1.0
hydSD,DEC,p49,1.0
hydSD,DEC,p5,1.0
hydSD,DEC,p50,1.0
hydSD,DEC,p51,1.0
hydSD,DEC,p52,1.0
hydSD,DEC,p53,1.0
hydSD,DEC,p54,1.0
hydSD,DEC,p55,1.0
hydSD,DEC,p56,1.0
hydSD,DEC,p57,1.0
hydSD,DEC,p58,1.0
hydSD,DEC,p59,1.0
hydSD,DEC,p6,1.0
hydSD,DEC,p60,1.0
hydSD,DEC,p61,1.0
hydSD,DEC,p62,1.0
hydSD,DEC,p63,1.0
hydSD,DEC,p64,1.0
hydSD,DEC,p65,1.0
hydSD,DEC,p66,1.0
hydSD,DEC,p67,1.0
hydSD,DEC,p68,1.0
hydSD,DEC,p69,1.0
hydSD,DEC,p7,1.0
hydSD,DEC,p70,1.0
hydSD,DEC,p71,1.0
hydSD,DEC,p72,1.0
hydSD,DEC,p73,1.0
hydSD,DEC,p74,1.0
hydSD,DEC,p75,1.0
hydSD,DEC,p76,1.0
hydSD,DEC,p77,1.0
hydSD,DEC,p78,1.0
hydSD,DEC,p79,1.0
hydSD,DEC,p8,1.0
hydSD,DEC,p80,1.0
hydSD,DEC,p81,1.0
hydSD,DEC,p82,1.0
hydSD,DEC,p83,1.0
hydSD,DEC,p84,1.0
hydSD,DEC,p85,1.0
hydSD,DEC,p86,1.0
hydSD,DEC,p87,1.0
hydSD,DEC,p88,1.0
hydSD,DEC,p89,1.0
hydSD,DEC,p9,1.0
hydSD,DEC,p90,1.0
hydSD,DEC,p91,1.0
hydSD,DEC,p92,1.0
hydSD,DEC,p93,1.0
hydSD,DEC,p94,1.0
hydSD,DEC,p95,1.0
hydSD,DEC,p96,1.0
hydSD,DEC,p97,1.0
hydSD,DEC,p98,1.0
hydSD,DEC,p99,1.0
hydUD,JAN,p1,0.926758
hydUD,JAN,p10,1.0
hydUD,JAN,p100,1.0
hydUD,JAN,p101,1.0
hydUD,JAN,p102,1.0
hydUD,JAN,p103,1.0
hydUD,JAN,p104,1.0
hydUD,JAN,p105,1.0
hydUD,JAN,p106,1.0
hydUD,JAN,p107,1.0
hydUD,JAN,p108,1.0
hydUD,JAN,p109,1.0
hydUD,JAN,p11,1.0
hydUD,JAN,p110,1.0
hydUD,JAN,p111,1.0
hydUD,JAN,p112,1.0
hydUD,JAN,p113,1.0
hydUD,JAN,p114,1.0
hydUD,JAN,p115,1.0
hydUD,JAN,p116,1.0
hydUD,JAN,p117,1.0
hydUD,JAN,p118,1.0
hydUD,JAN,p119,1.0
hydUD,JAN,p12,1.0
hydUD,JAN,p120,1.0
hydUD,JAN,p121,1.0
hydUD,JAN,p122,1.0
hydUD,JAN,p123,1.0
hydUD,JAN,p124,1.0
hydUD,JAN,p125,1.0
hydUD,JAN,p126,1.0
hydUD,JAN,p127,1.0
hydUD,JAN,p128,1.0
hydUD,JAN,p129,1.0
hydUD,JAN,p13,1.0
hydUD,JAN,p130,1.0
hydUD,JAN,p131,1.0
hydUD,JAN,p132,1.0
hydUD,JAN,p133,1.0
hydUD,JAN,p134,1.0
hydUD,JAN,p135,1.0
hydUD,JAN,p136,1.0
hydUD,JAN,p137,1.0
hydUD,JAN,p138,1.0
hydUD,JAN,p139,1.0
hydUD,JAN,p14,0.991514
hydUD,JAN,p140,1.0
hydUD,JAN,p141,1.0
hydUD,JAN,p142,1.0
hydUD,JAN,p143,1.0
hydUD,JAN,p144,1.0
hydUD,JAN,p145,1.0
hydUD,JAN,p146,1.0
hydUD,JAN,p147,1.0
hydUD,JAN,p148,1.0
hydUD,JAN,p149,1.0
hydUD,JAN,p15,1.164834
hydUD,JAN,p150,1.0
hydUD,JAN,p151,1.0
hydUD,JAN,p152,1.0
hydUD,JAN,p153,1.0
hydUD,JAN,p154,1.0
hydUD,JAN,p155,1.0
hydUD,JAN,p156,1.0
hydUD,JAN,p157,1.0
hydUD,JAN,p158,1.0
hydUD,JAN,p159,1.0
hydUD,JAN,p16,1.005758
hydUD,JAN,p160,1.0
hydUD,JAN,p161,1.0
hydUD,JAN,p162,1.0
hydUD,JAN,p163,1.0
hydUD,JAN,p164,1.0
hydUD,JAN,p165,1.0
hydUD,JAN,p166,1.0
hydUD,JAN,p167,1.0
hydUD,JAN,p168,1.0
hydUD,JAN,p169,1.0
hydUD,JAN,p17,1.158301
hydUD,JAN,p170,1.0
hydUD,JAN,p171,1.0
hydUD,JAN,p172,1.0
hydUD,JAN,p173,1.0
hydUD,JAN,p174,1.0
hydUD,JAN,p175,1.0
hydUD,JAN,p176,1.0
hydUD,JAN,p177,1.0
hydUD,JAN,p178,1.0
hydUD,JAN,p179,1.0
hydUD,JAN,p18,1.0
hydUD,JAN,p180,1.0
hydUD,JAN,p181,1.0
hydUD,JAN,p182,1.0
hydUD,JAN,p183,1.0
hydUD,JAN,p184,1.0
hydUD,JAN,p185,1.0
hydUD,JAN,p186,1.0
hydUD,JAN,p187,1.0
hydUD,JAN,p188,1.0
hydUD,JAN,p189,1.0
hydUD,JAN,p19,1.0
hydUD,JAN,p190,1.0
hydUD,JAN,p191,1.0
hydUD,JAN,p192,1.0
hydUD,JAN,p193,1.0
hydUD,JAN,p194,1.0
hydUD,JAN,p195,1.0
hydUD,JAN,p196,1.0
hydUD,JAN,p197,1.0
hydUD,JAN,p198,1.0
hydUD,JAN,p199,1.0
hydUD,JAN,p2,0.973705
hydUD,JAN,p20,1.0
hydUD,JAN,p200,1.0
hydUD,JAN,p201,1.0
hydUD,JAN,p202,1.0
hydUD,JAN,p203,1.0
hydUD,JAN,p204,1.0
hydUD,JAN,p205,1.0
hydUD,JAN,p21,1.0
hydUD,JAN,p22,1.0
hydUD,JAN,p23,1.0
hydUD,JAN,p24,1.0
hydUD,JAN,p25,1.0
hydUD,JAN,p26,1.0
hydUD,JAN,p27,1.0
hydUD,JAN,p28,0.973714
hydUD,JAN,p29,1.0
hydUD,JAN,p3,1.029509
hydUD,JAN,p30,1.0
hydUD,JAN,p31,1.0
hydUD,JAN,p32,1.0
hydUD,JAN,p33,1.0
hydUD,JAN,p34,1.0
hydUD,JAN,p35,1.0
hydUD,JAN,p36,1.0
hydUD,JAN,p37,1.0
hydUD,JAN,p38,1.0
hydUD,JAN,p39,1.0
hydUD,JAN,p4,0.84599
hydUD,JAN,p40,1.0
hydUD,JAN,p41,1.0
hydUD,JAN,p42,1.0
hydUD,JAN,p43,1.0
hydUD,JAN,p44,1.0
hydUD,JAN,p45,1.0
hydUD,JAN,p46,1.0
hydUD,JAN,p47,1.0
hydUD,JAN,p48,1.0
hydUD,JAN,p49,1.0
hydUD,JAN,p5,1.002497
hydUD,JAN,p50,1.0
hydUD,JAN,p51,1.0
hydUD,JAN,p52,1.0
hydUD,JAN,p53,1.0
hydUD,JAN,p54,1.0
hydUD,JAN,p55,1.0
hydUD,JAN,p56,1.0
hydUD,JAN,p57,1.0
hydUD,JAN,p58,1.0
hydUD,JAN,p59,1.0
hydUD,JAN,p6,1.0
hydUD,JAN,p60,1.0
hydUD,JAN,p61,1.0
hydUD,JAN,p62,1.0
hydUD,JAN,p63,1.0
hydUD,JAN,p64,1.0
hydUD,JAN,p65,1.0
hydUD,JAN,p66,1.0
hydUD,JAN,p67,1.0
hydUD,JAN,p68,1.0
hydUD,JAN,p69,1.0
hydUD,JAN,p7,1.168421
hydUD,JAN,p70,1.0
hydUD,JAN,p71,1.0
hydUD,JAN,p72,1.0
hydUD,JAN,p73,1.0
hydUD,JAN,p74,1.0
hydUD,JAN,p75,1.0
hydUD,JAN,p76,1.0
hydUD,JAN,p77,1.0
hydUD,JAN,p78,1.0
hydUD,JAN,p79,1.0
hydUD,JAN,p8,1.0
hydUD,JAN,p80,1.0
hydUD,JAN,p81,1.0
hydUD,JAN,p82,1.0
hydUD,JAN,p83,1.0
hydUD,JAN,p84,1.0
hydUD,JAN,p85,1.0
hydUD,JAN,p86,1.0
hydUD,JAN,p87,1.0
hydUD,JAN,p88,1.0
hydUD,JAN,p89,1.0
hydUD,JAN,p9,0.899887
hydUD,JAN,p90,1.0
hydUD,JAN,p91,1.0
hydUD,JAN,p92,1.0
hydUD,JAN,p93,1.0
hydUD,JAN,p94,1.0
hydUD,JAN,p95,1.0
hydUD,JAN,p96,1.0
hydUD,JAN,p97,1.0
hydUD,JAN,p98,1.0
hydUD,JAN,p99,1.0
hydUD,FEB,p1,0.926758
hydUD,FEB,p10,1.0
hydUD,FEB,p100,1.0
hydUD,FEB,p101,1.0
hydUD,FEB,p102,1.0
hydUD,FEB,p103,1.0
hydUD,FEB,p104,1.0
hydUD,FEB,p105,1.0
hydUD,FEB,p106,1.0
hydUD,FEB,p107,1.0
hydUD,FEB,p108,1.0
hydUD,FEB,p109,1.0
hydUD,FEB,p11,1.0
hydUD,FEB,p110,1.0
hydUD,FEB,p111,1.0
hydUD,FEB,p112,1.0
hydUD,FEB,p113,1.0
hydUD,FEB,p114,1.0
hydUD,FEB,p115,1.0
hydUD,FEB,p116,1.0
hydUD,FEB,p117,1.0
hydUD,FEB,p118,1.0
hydUD,FEB,p119,1.0
hydUD,FEB,p12,1.0
hydUD,FEB,p120,1.0
hydUD,FEB,p121,1.0
hydUD,FEB,p122,1.0
hydUD,FEB,p123,1.0
