*i,r,quarter,value
hydUD,p33,wint,0.5
hydUD,p34,wint,0.5
hydUD,p35,wint,0.5
hydUD,p36,wint,0.5
hydUD,p37,wint,0.5
hydUD,p38,wint,0.5
hydUD,p39,wint,0.5
hydUD,p40,wint,0.5
hydUD,p41,wint,0.5
hydUD,p42,wint,0.5
hydUD,p43,wint,0.5
hydUD,p44,wint,0.5
hydUD,p45,wint,0.5
hydUD,p46,wint,0.5
hydUD,p47,wint,0.5
hydUD,p48,wint,0.5
hydUD,p49,wint,0.5
hydUD,p50,wint,0.5
hydUD,p51,wint,0.5
hydUD,p52,wint,0.5
hydUD,p53,wint,0.5
hydUD,p54,wint,0.5
hydUD,p55,wint,0.5
hydUD,p56,wint,0.5
hydUD,p57,wint,0.5
hydUD,p58,wint,0.5
hydUD,p59,wint,0.5
hydUD,p60,wint,0.5
hydUD,p61,wint,0.5
hydUD,p62,wint,0.5
hydUD,p63,wint,0.5
hydUD,p64,wint,0.5
hydUD,p65,wint,0.5
hydUD,p66,wint,0.5
hydUD,p67,wint,0.5
hydUD,p68,wint,0.5
hydUD,p69,wint,0.5
hydUD,p70,wint,0.5
hydUD,p71,wint,0.5
hydUD,p72,wint,0.5
hydUD,p73,wint,0.5
hydUD,p74,wint,0.5
hydUD,p75,wint,0.5
hydUD,p76,wint,0.5
hydUD,p77,wint,0.5
hydUD,p78,wint,0.5
hydUD,p79,wint,0.5
hydUD,p80,wint,0.5
hydUD,p81,wint,0.5
hydUD,p82,wint,0.5
hydUD,p83,wint,0.5
hydUD,p84,wint,0.5
hydUD,p85,wint,0.5
hydUD,p86,wint,0.5
hydUD,p87,wint,0.5
hydUD,p88,wint,0.5
hydUD,p89,wint,0.5
hydUD,p90,wint,0.5
hydUD,p91,wint,0.5
hydUD,p92,wint,0.5
hydUD,p93,wint,0.5
hydUD,p94,wint,0.5
hydUD,p95,wint,0.5
hydUD,p96,wint,0.5
hydUD,p97,wint,0.5
hydUD,p98,wint,0.5
hydUD,p99,wint,0.5
hydUD,p100,wint,0.5
hydUD,p101,wint,0.5
hydUD,p102,wint,0.5
hydUD,p103,wint,0.5
hydUD,p104,wint,0.5
hydUD,p105,wint,0.5
hydUD,p106,wint,0.5
hydUD,p107,wint,0.5
hydUD,p108,wint,0.5
hydUD,p109,wint,0.5
hydUD,p110,wint,0.5
hydUD,p111,wint,0.5
hydUD,p112,wint,0.5
hydUD,p113,wint,0.5
hydUD,p114,wint,0.5
hydUD,p115,wint,0.5
hydUD,p116,wint,0.5
hydUD,p117,wint,0.5
hydUD,p118,wint,0.5
hydUD,p119,wint,0.5
hydUD,p120,wint,0.5
hydUD,p121,wint,0.5
hydUD,p122,wint,0.5
hydUD,p123,wint,0.5
hydUD,p124,wint,0.5
hydUD,p125,wint,0.5
hydUD,p126,wint,0.5
hydUD,p127,wint,0.5
hydUD,p128,wint,0.5
hydUD,p129,wint,0.5
hydUD,p130,wint,0.5
hydUD,p131,wint,0.5
hydUD,p132,wint,0.5
hydUD,p133,wint,0.5
hydUD,p134,wint,0.5
hydUD,p135,wint,0.5
hydUD,p136,wint,0.5
hydUD,p137,wint,0.5
hydUD,p138,wint,0.5
hydUD,p139,wint,0.5
hydUD,p140,wint,0.5
hydUD,p141,wint,0.5
hydUD,p142,wint,0.5
hydUD,p143,wint,0.5
hydUD,p144,wint,0.5
hydUD,p145,wint,0.5
hydUD,p146,wint,0.5
hydUD,p147,wint,0.5
hydUD,p148,wint,0.5
hydUD,p149,wint,0.5
hydUD,p150,wint,0.5
hydUD,p151,wint,0.5
hydUD,p152,wint,0.5
hydUD,p153,wint,0.5
hydUD,p154,wint,0.5
hydUD,p155,wint,0.5
hydUD,p156,wint,0.5
hydUD,p157,wint,0.5
hydUD,p158,wint,0.5
hydUD,p159,wint,0.5
hydUD,p160,wint,0.5
hydUD,p161,wint,0.5
hydUD,p162,wint,0.5
hydUD,p163,wint,0.5
hydUD,p164,wint,0.5
hydUD,p165,wint,0.5
hydUD,p166,wint,0.5
hydUD,p167,wint,0.5
hydUD,p168,wint,0.5
hydUD,p169,wint,0.5
hydUD,p170,wint,0.5
hydUD,p171,wint,0.5
hydUD,p172,wint,0.5
hydUD,p173,wint,0.5
hydUD,p174,wint,0.5
hydUD,p175,wint,0.5
hydUD,p176,wint,0.5
hydUD,p177,wint,0.5
hydUD,p178,wint,0.5
hydUD,p179,wint,0.5
hydUD,p180,wint,0.5
hydUD,p181,wint,0.5
hydUD,p182,wint,0.5
hydUD,p183,wint,0.5
hydUD,p184,wint,0.5
hydUD,p185,wint,0.5
hydUD,p186,wint,0.5
hydUD,p187,wint,0.5
hydUD,p188,wint,0.5
hydUD,p189,wint,0.5
hydUD,p190,wint,0.5
hydUD,p191,wint,0.5
hydUD,p192,wint,0.5
hydUD,p193,wint,0.5
hydUD,p194,wint,0.5
hydUD,p195,wint,0.5
hydUD,p196,wint,0.5
hydUD,p197,wint,0.5
hydUD,p198,wint,0.5
hydUD,p199,wint,0.5
hydUD,p200,wint,0.5
hydUD,p201,wint,0.5
hydUD,p202,wint,0.5
hydUD,p203,wint,0.5
hydUD,p204,wint,0.5
hydUD,p205,wint,0.5
hydUD,p1,spri,0.082883
hydUD,p2,spri,0.12976
hydUD,p3,spri,0.5
hydUD,p4,spri,0.122608
hydUD,p5,spri,0.187675
hydUD,p6,spri,0.5
hydUD,p7,spri,0.5
hydUD,p8,spri,0.5
hydUD,p9,spri,0.015606
hydUD,p10,spri,0.5
hydUD,p11,spri,0.5
hydUD,p12,spri,0.5
hydUD,p13,spri,0.02185
hydUD,p14,spri,0.5
hydUD,p15,spri,0.5
hydUD,p16,spri,0.5
hydUD,p17,spri,0.5
hydUD,p18,spri,0.5
hydUD,p19,spri,0.5
hydUD,p20,spri,0.5
hydUD,p21,spri,0.5
hydUD,p22,spri,0.5
hydUD,p23,spri,0.5
hydUD,p24,spri,0.5
hydUD,p25,spri,0.5
hydUD,p26,spri,0.5
hydUD,p27,spri,0.01717
hydUD,p28,spri,0.034286
hydUD,p29,spri,0.5
hydUD,p30,spri,0.5
hydUD,p31,spri,0.5
hydUD,p32,spri,0.5
hydUD,p33,spri,0.5
hydUD,p34,spri,0.5
hydUD,p35,spri,0.5
hydUD,p36,spri,0.5
hydUD,p37,spri,0.5
hydUD,p38,spri,0.5
hydUD,p39,spri,0.5
hydUD,p40,spri,0.5
hydUD,p41,spri,0.5
hydUD,p42,spri,0.5
hydUD,p43,spri,0.5
hydUD,p44,spri,0.5
hydUD,p45,spri,0.5
hydUD,p46,spri,0.5
hydUD,p47,spri,0.5
hydUD,p48,spri,0.5
hydUD,p49,spri,0.5
hydUD,p50,spri,0.5
hydUD,p51,spri,0.5
hydUD,p52,spri,0.5
hydUD,p53,spri,0.5
hydUD,p54,spri,0.5
hydUD,p55,spri,0.5
hydUD,p56,spri,0.5
hydUD,p57,spri,0.5
hydUD,p58,spri,0.5
hydUD,p59,spri,0.5
hydUD,p60,spri,0.5
hydUD,p61,spri,0.5
hydUD,p62,spri,0.5
hydUD,p63,spri,0.5
hydUD,p64,spri,0.5
hydUD,p65,spri,0.5
hydUD,p66,spri,0.5
hydUD,p67,spri,0.5
hydUD,p68,spri,0.5
hydUD,p69,spri,0.5
hydUD,p70,spri,0.5
hydUD,p71,spri,0.5
hydUD,p72,spri,0.5
hydUD,p73,spri,0.5
hydUD,p74,spri,0.5
hydUD,p75,spri,0.5
hydUD,p76,spri,0.5
hydUD,p77,spri,0.5
hydUD,p78,spri,0.5
hydUD,p79,spri,0.5
hydUD,p80,spri,0.5
hydUD,p81,spri,0.5
hydUD,p82,spri,0.5
hydUD,p83,spri,0.5
hydUD,p84,spri,0.5
hydUD,p85,spri,0.5
hydUD,p86,spri,0.5
hydUD,p87,spri,0.5
hydUD,p88,spri,0.5
hydUD,p89,spri,0.5
hydUD,p90,spri,0.5
hydUD,p91,spri,0.5
hydUD,p92,spri,0.5
hydUD,p93,spri,0.5
hydUD,p94,spri,0.5
hydUD,p95,spri,0.5
hydUD,p96,spri,0.5
hydUD,p97,spri,0.5
hydUD,p98,spri,0.5
hydUD,p99,spri,0.5
hydUD,p100,spri,0.5
hydUD,p101,spri,0.5
hydUD,p102,spri,0.5
hydUD,p103,spri,0.5
hydUD,p104,spri,0.5
hydUD,p105,spri,0.5
hydUD,p106,spri,0.5
hydUD,p107,spri,0.5
hydUD,p108,spri,0.5
hydUD,p109,spri,0.5
hydUD,p110,spri,0.5
hydUD,p111,spri,0.5
hydUD,p112,spri,0.5
hydUD,p113,spri,0.5
hydUD,p114,spri,0.5
hydUD,p115,spri,0.5
hydUD,p116,spri,0.5
hydUD,p117,spri,0.5
hydUD,p118,spri,0.5
hydUD,p119,spri,0.5
hydUD,p120,spri,0.5
hydUD,p121,spri,0.5
hydUD,p122,spri,0.5
hydUD,p123,spri,0.5
hydUD,p124,spri,0.5
hydUD,p125,spri,0.5
hydUD,p126,spri,0.5
hydUD,p127,spri,0.5
hydUD,p128,spri,0.5
hydUD,p129,spri,0.5
hydUD,p130,spri,0.5
hydUD,p131,spri,0.5
hydUD,p132,spri,0.5
hydUD,p133,spri,0.5
hydUD,p134,spri,0.5
hydUD,p135,spri,0.5
hydUD,p136,spri,0.5
hydUD,p137,spri,0.5
hydUD,p138,spri,0.5
hydUD,p139,spri,0.5
hydUD,p140,spri,0.5
hydUD,p141,spri,0.5
hydUD,p142,spri,0.5
hydUD,p143,spri,0.5
hydUD,p144,spri,0.5
hydUD,p145,spri,0.5
hydUD,p146,spri,0.5
hydUD,p147,spri,0.5
hydUD,p148,spri,0.5
hydUD,p149,spri,0.5
hydUD,p150,spri,0.5
hydUD,p151,spri,0.5
hydUD,p152,spri,0.5
hydUD,p153,spri,0.5
hydUD,p154,spri,0.5
hydUD,p155,spri,0.5
hydUD,p156,spri,0.5
hydUD,p157,spri,0.5
hydUD,p158,spri,0.5
hydUD,p159,spri,0.5
hydUD,p160,spri,0.5
hydUD,p161,spri,0.5
hydUD,p162,spri,0.5
hydUD,p163,spri,0.5
hydUD,p164,spri,0.5
hydUD,p165,spri,0.5
hydUD,p166,spri,0.5
hydUD,p167,spri,0.5
hydUD,p168,spri,0.5
hydUD,p169,spri,0.5
hydUD,p170,spri,0.5
hydUD,p171,spri,0.5
hydUD,p172,spri,0.5
hydUD,p173,spri,0.5
hydUD,p174,spri,0.5
hydUD,p175,spri,0.5
hydUD,p176,spri,0.5
hydUD,p177,spri,0.5
hydUD,p178,spri,0.5
hydUD,p179,spri,0.5
hydUD,p180,spri,0.5
hydUD,p181,spri,0.5
hydUD,p182,spri,0.5
hydUD,p183,spri,0.5
hydUD,p184,spri,0.5
hydUD,p185,spri,0.5
hydUD,p186,spri,0.5
hydUD,p187,spri,0.5
hydUD,p188,spri,0.5
hydUD,p189,spri,0.5
hydUD,p190,spri,0.5
hydUD,p191,spri,0.5
hydUD,p192,spri,0.5
hydUD,p193,spri,0.5
hydUD,p194,spri,0.5
hydUD,p195,spri,0.5
hydUD,p196,spri,0.5
hydUD,p197,spri,0.5
hydUD,p198,spri,0.5
hydUD,p199,spri,0.5
hydUD,p200,spri,0.5
hydUD,p201,spri,0.5
hydUD,p202,spri,0.5
hydUD,p203,spri,0.5
hydUD,p204,spri,0.5
hydUD,p205,spri,0.5
hydNPD,p1,summ,0.5
hydNPD,p2,summ,0.5
hydNPD,p3,summ,0.5
hydNPD,p4,summ,0.5
hydNPD,p5,summ,0.5
hydNPD,p6,summ,0.5
hydNPD,p7,summ,0.5
hydNPD,p8,summ,0.5
hydNPD,p9,summ,0.5
hydNPD,p10,summ,0.5
hydNPD,p11,summ,0.5
hydNPD,p12,summ,0.5
hydNPD,p13,summ,0.5
hydNPD,p14,summ,0.5
hydNPD,p15,summ,0.5
hydNPD,p16,summ,0.5
hydNPD,p17,summ,0.5
hydNPD,p18,summ,0.5
hydNPD,p19,summ,0.5
hydNPD,p20,summ,0.5
hydNPD,p21,summ,0.5
hydNPD,p22,summ,0.5
hydNPD,p23,summ,0.5
hydNPD,p24,summ,0.5
hydNPD,p25,summ,0.5
hydNPD,p26,summ,0.5
hydNPD,p27,summ,0.5
hydNPD,p28,summ,0.5
hydNPD,p29,summ,0.5
hydNPD,p30,summ,0.5
hydNPD,p31,summ,0.5
hydNPD,p32,summ,0.5
hydNPD,p33,summ,0.5
hydNPD,p34,summ,0.5
hydNPD,p35,summ,0.5
hydNPD,p36,summ,0.5
hydNPD,p37,summ,0.5
hydNPD,p38,summ,0.5
hydNPD,p39,summ,0.5
hydNPD,p40,summ,0.5
hydNPD,p41,summ,0.5
hydNPD,p42,summ,0.5
hydNPD,p43,summ,0.5
hydNPD,p44,summ,0.5
hydNPD,p45,summ,0.5
hydNPD,p46,summ,0.5
hydNPD,p47,summ,0.5
hydNPD,p48,summ,0.5
hydNPD,p49,summ,0.5
hydNPD,p50,summ,0.5
hydNPD,p51,summ,0.5
hydNPD,p52,summ,0.5
hydNPD,p53,summ,0.5
hydNPD,p54,summ,0.5
hydNPD,p55,summ,0.5
hydNPD,p56,summ,0.5
hydNPD,p57,summ,0.5
hydNPD,p58,summ,0.5
hydNPD,p59,summ,0.5
hydNPD,p60,summ,0.5
hydNPD,p61,summ,0.5
hydNPD,p62,summ,0.5
hydNPD,p63,summ,0.5
hydNPD,p64,summ,0.5
hydNPD,p65,summ,0.5
hydNPD,p66,summ,0.5
hydNPD,p67,summ,0.5
hydNPD,p68,summ,0.5
hydNPD,p69,summ,0.5
hydNPD,p70,summ,0.5
hydNPD,p71,summ,0.5
hydNPD,p72,summ,0.5
hydNPD,p73,summ,0.5
hydNPD,p74,summ,0.5
hydNPD,p75,summ,0.5
hydNPD,p76,summ,0.5
hydNPD,p77,summ,0.5
hydNPD,p78,summ,0.5
hydNPD,p79,summ,0.5
hydNPD,p80,summ,0.5
hydNPD,p81,summ,0.5
hydNPD,p82,summ,0.5
hydNPD,p83,summ,0.5
hydNPD,p84,summ,0.5
hydNPD,p85,summ,0.5
hydNPD,p86,summ,0.5
hydNPD,p87,summ,0.5
hydNPD,p88,summ,0.5
hydNPD,p89,summ,0.5
hydNPD,p90,summ,0.5
hydNPD,p91,summ,0.5
hydNPD,p92,summ,0.5
hydNPD,p93,summ,0.5
hydNPD,p94,summ,0.5
hydNPD,p95,summ,0.5
hydNPD,p96,summ,0.5
hydNPD,p97,summ,0.5
hydNPD,p98,summ,0.5
hydNPD,p99,summ,0.5
hydNPD,p100,summ,0.5
hydNPD,p101,summ,0.5
hydNPD,p102,summ,0.5
hydNPD,p103,summ,0.5
hydNPD,p104,summ,0.5
hydNPD,p105,summ,0.5
hydNPD,p106,summ,0.5
hydNPD,p107,summ,0.5
hydNPD,p108,summ,0.5
hydNPD,p109,summ,0.5
hydNPD,p110,summ,0.5
hydNPD,p111,summ,0.5
hydNPD,p112,summ,0.5
hydNPD,p113,summ,0.5
hydNPD,p114,summ,0.5
hydNPD,p115,summ,0.5
hydNPD,p116,summ,0.5
hydNPD,p117,summ,0.5
hydNPD,p118,summ,0.5
hydNPD,p119,summ,0.5
hydNPD,p120,summ,0.5
hydNPD,p121,summ,0.5
hydNPD,p122,summ,0.5
hydNPD,p123,summ,0.5
hydNPD,p124,summ,0.5
hydNPD,p125,summ,0.5
hydNPD,p126,summ,0.5
hydNPD,p127,summ,0.5
hydNPD,p128,summ,0.5
hydNPD,p129,summ,0.5
hydNPD,p130,summ,0.5
hydNPD,p131,summ,0.5
hydNPD,p132,summ,0.5
hydNPD,p133,summ,0.5
hydNPD,p134,summ,0.5
hydNPD,p135,summ,0.5
hydNPD,p136,summ,0.5
hydNPD,p137,summ,0.5
hydNPD,p138,summ,0.5
hydNPD,p139,summ,0.5
hydNPD,p140,summ,0.5
hydNPD,p141,summ,0.5
hydNPD,p142,summ,0.5
hydNPD,p143,summ,0.5
hydNPD,p144,summ,0.5
hydNPD,p145,summ,0.5
hydNPD,p146,summ,0.5
hydNPD,p147,summ,0.5
hydNPD,p148,summ,0.5
hydNPD,p149,summ,0.5
hydNPD,p150,summ,0.5
hydNPD,p151,summ,0.5
hydNPD,p152,summ,0.5
hydNPD,p153,summ,0.5
hydNPD,p154,summ,0.5
hydNPD,p155,summ,0.5
hydNPD,p156,summ,0.5
hydNPD,p157,summ,0.5
hydNPD,p158,summ,0.5
hydNPD,p159,summ,0.5
hydNPD,p160,summ,0.5
hydNPD,p161,summ,0.5
hydNPD,p162,summ,0.5
hydNPD,p163,summ,0.5
hydNPD,p164,summ,0.5
hydNPD,p165,summ,0.5
hydNPD,p166,summ,0.5
hydNPD,p167,summ,0.5
hydNPD,p168,summ,0.5
hydNPD,p169,summ,0.5
hydNPD,p170,summ,0.5
hydNPD,p171,summ,0.5
hydNPD,p172,summ,0.5
hydNPD,p173,summ,0.5
hydNPD,p174,summ,0.5
hydNPD,p175,summ,0.5
hydNPD,p176,summ,0.5
hydNPD,p177,summ,0.5
hydNPD,p178,summ,0.5
hydNPD,p179,summ,0.5
hydNPD,p180,summ,0.5
hydNPD,p181,summ,0.5
hydNPD,p182,summ,0.5
hydNPD,p183,summ,0.5
hydNPD,p184,summ,0.5
hydNPD,p185,summ,0.5
hydNPD,p186,summ,0.5
hydNPD,p187,summ,0.5
hydNPD,p188,summ,0.5
hydNPD,p189,summ,0.5
hydNPD,p190,summ,0.5
hydNPD,p191,summ,0.5
hydNPD,p192,summ,0.5
hydNPD,p193,summ,0.5
hydNPD,p194,summ,0.5
hydNPD,p195,summ,0.5
hydNPD,p196,summ,0.5
hydNPD,p197,summ,0.5
hydNPD,p198,summ,0.5
hydNPD,p199,summ,0.5
hydNPD,p200,summ,0.5
hydNPD,p201,summ,0.5
hydNPD,p202,summ,0.5
hydNPD,p203,summ,0.5
hydNPD,p204,summ,0.5
hydNPD,p205,summ,0.5
hydNPD,p1,fall,0.5
hydNPD,p2,fall,0.5
hydNPD,p3,fall,0.5
hydNPD,p4,fall,0.5
hydNPD,p5,fall,0.5
hydNPD,p6,fall,0.5
hydNPD,p7,fall,0.5
hydNPD,p8,fall,0.5
hydNPD,p9,fall,0.5
hydNPD,p10,fall,0.5
hydNPD,p11,fall,0.5
hydNPD,p12,fall,0.5
hydNPD,p13,fall,0.5
hydNPD,p14,fall,0.5
hydNPD,p15,fall,0.5
hydNPD,p16,fall,0.5
hydNPD,p17,fall,0.5
hydNPD,p18,fall,0.5
hydNPD,p19,fall,0.5
hydNPD,p20,fall,0.5
hydNPD,p21,fall,0.5
hydNPD,p22,fall,0.5
hydNPD,p23,fall,0.5
hydNPD,p24,fall,0.5
hydNPD,p25,fall,0.5
hydNPD,p26,fall,0.5
hydNPD,p27,fall,0.5
hydNPD,p28,fall,0.5
hydNPD,p29,fall,0.5
hydNPD,p30,fall,0.5
hydNPD,p31,fall,0.5
hydNPD,p32,fall,0.5
hydNPD,p33,fall,0.5
hydNPD,p34,fall,0.5
hydNPD,p35,fall,0.5
hydNPD,p36,fall,0.5
hydNPD,p37,fall,0.5
hydNPD,p38,fall,0.5
hydNPD,p39,fall,0.5
hydNPD,p40,fall,0.5
hydNPD,p41,fall,0.5
hydNPD,p42,fall,0.5
hydNPD,p43,fall,0.5
hydNPD,p44,fall,0.5
hydNPD,p45,fall,0.5
hydNPD,p46,fall,0.5
hydNPD,p47,fall,0.5
hydNPD,p48,fall,0.5
hydNPD,p49,fall,0.5
hydNPD,p50,fall,0.5
hydNPD,p51,fall,0.5
hydNPD,p52,fall,0.5
hydNPD,p53,fall,0.5
hydNPD,p54,fall,0.5
hydNPD,p55,fall,0.5
hydNPD,p56,fall,0.5
hydNPD,p57,fall,0.5
hydNPD,p58,fall,0.5
hydNPD,p59,fall,0.5
hydNPD,p60,fall,0.5
hydNPD,p61,fall,0.5
hydNPD,p62,fall,0.5
hydNPD,p63,fall,0.5
hydNPD,p64,fall,0.5
hydNPD,p65,fall,0.5
hydNPD,p66,fall,0.5
hydNPD,p67,fall,0.5
hydNPD,p68,fall,0.5
hydNPD,p69,fall,0.5
hydNPD,p70,fall,0.5
hydNPD,p71,fall,0.5
hydNPD,p72,fall,0.5
hydNPD,p73,fall,0.5
hydNPD,p74,fall,0.5
hydNPD,p75,fall,0.5
hydNPD,p76,fall,0.5
hydNPD,p77,fall,0.5
hydNPD,p78,fall,0.5
hydNPD,p79,fall,0.5
hydNPD,p80,fall,0.5
hydNPD,p81,fall,0.5
hydNPD,p82,fall,0.5
hydNPD,p83,fall,0.5
hydNPD,p84,fall,0.5
hydNPD,p85,fall,0.5
hydNPD,p86,fall,0.5
hydNPD,p87,fall,0.5
hydNPD,p88,fall,0.5
hydNPD,p89,fall,0.5
hydNPD,p90,fall,0.5
hydNPD,p91,fall,0.5
hydNPD,p92,fall,0.5
hydNPD,p93,fall,0.5
hydNPD,p94,fall,0.5
hydNPD,p95,fall,0.5
hydNPD,p96,fall,0.5
hydNPD,p97,fall,0.5
hydNPD,p98,fall,0.5
hydNPD,p99,fall,0.5
hydNPD,p100,fall,0.5
hydNPD,p101,fall,0.5
hydNPD,p102,fall,0.5
hydNPD,p103,fall,0.5
hydNPD,p104,fall,0.5
hydNPD,p105,fall,0.5
hydNPD,p106,fall,0.5
hydNPD,p107,fall,0.5
hydNPD,p108,fall,0.5
hydNPD,p109,fall,0.5
hydNPD,p110,fall,0.5
hydNPD,p111,fall,0.5
hydNPD,p112,fall,0.5
hydNPD,p113,fall,0.5
hydNPD,p114,fall,0.5
hydNPD,p115,fall,0.5
hydNPD,p116,fall,0.5
hydNPD,p117,fall,0.5
hydNPD,p118,fall,0.5
hydNPD,p119,fall,0.5
hydNPD,p120,fall,0.5
hydNPD,p121,fall,0.5
hydNPD,p122,fall,0.5
hydNPD,p123,fall,0.5
hydNPD,p124,fall,0.5
hydNPD,p125,fall,0.5
hydNPD,p126,fall,0.5
hydNPD,p127,fall,0.5
hydNPD,p128,fall,0.5
hydNPD,p129,fall,0.5
hydNPD,p130,fall,0.5
hydNPD,p131,fall,0.5
hydNPD,p132,fall,0.5
hydNPD,p133,fall,0.5
hydNPD,p134,fall,0.5
hydNPD,p135,fall,0.5
hydNPD,p136,fall,0.5
hydNPD,p137,fall,0.5
hydNPD,p138,fall,0.5
hydNPD,p139,fall,0.5
hydNPD,p140,fall,0.5
hydNPD,p141,fall,0.5
hydNPD,p142,fall,0.5
hydNPD,p143,fall,0.5
hydNPD,p144,fall,0.5
hydNPD,p145,fall,0.5
hydNPD,p146,fall,0.5
hydNPD,p147,fall,0.5
hydNPD,p148,fall,0.5
hydNPD,p149,fall,0.5
hydNPD,p150,fall,0.5
hydNPD,p151,fall,0.5
hydNPD,p152,fall,0.5
hydNPD,p153,fall,0.5
hydNPD,p154,fall,0.5
hydNPD,p155,fall,0.5
hydNPD,p156,fall,0.5
hydNPD,p157,fall,0.5
hydNPD,p158,fall,0.5
hydNPD,p159,fall,0.5
hydNPD,p160,fall,0.5
hydNPD,p161,fall,0.5
hydNPD,p162,fall,0.5
hydNPD,p163,fall,0.5
hydNPD,p164,fall,0.5
hydNPD,p165,fall,0.5
hydNPD,p166,fall,0.5
hydNPD,p167,fall,0.5
hydNPD,p168,fall,0.5
hydNPD,p169,fall,0.5
hydNPD,p170,fall,0.5
hydNPD,p171,fall,0.5
hydNPD,p172,fall,0.5
hydNPD,p173,fall,0.5
hydNPD,p174,fall,0.5
hydNPD,p175,fall,0.5
hydNPD,p176,fall,0.5
hydNPD,p177,fall,0.5
hydNPD,p178,fall,0.5
hydNPD,p179,fall,0.5
hydNPD,p180,fall,0.5
hydNPD,p181,fall,0.5
hydNPD,p182,fall,0.5
hydNPD,p183,fall,0.5
hydNPD,p184,fall,0.5
hydNPD,p185,fall,0.5
hydNPD,p186,fall,0.5
hydNPD,p187,fall,0.5
hydNPD,p188,fall,0.5
hydNPD,p189,fall,0.5
hydNPD,p190,fall,0.5
hydNPD,p191,fall,0.5
hydNPD,p192,fall,0.5
hydNPD,p193,fall,0.5
hydNPD,p194,fall,0.5
hydNPD,p195,fall,0.5
hydNPD,p196,fall,0.5
hydNPD,p197,fall,0.5
hydNPD,p198,fall,0.5
hydNPD,p199,fall,0.5
hydNPD,p200,fall,0.5
hydNPD,p201,fall,0.5
hydNPD,p202,fall,0.5
hydNPD,p203,fall,0.5
hydNPD,p204,fall,0.5
hydNPD,p205,fall,0.5
hydNPD,p1,wint,0.5
hydNPD,p2,wint,0.5
hydNPD,p3,wint,0.5
hydNPD,p4,wint,0.5
hydNPD,p5,wint,0.5
hydNPD,p6,wint,0.5
hydNPD,p7,wint,0.5
hydNPD,p8,wint,0.5
hydNPD,p9,wint,0.5
hydNPD,p10,wint,0.5
hydNPD,p11,wint,0.5
hydNPD,p12,wint,0.5
hydNPD,p13,wint,0.5
hydNPD,p14,wint,0.5
hydNPD,p15,wint,0.5
hydNPD,p16,wint,0.5
hydNPD,p17,wint,0.5
hydNPD,p18,wint,0.5
hydNPD,p19,wint,0.5
hydNPD,p20,wint,0.5
hydNPD,p21,wint,0.5
hydNPD,p22,wint,0.5
hydNPD,p23,wint,0.5
hydNPD,p24,wint,0.5
hydNPD,p25,wint,0.5
hydNPD,p26,wint,0.5
hydNPD,p27,wint,0.5
hydNPD,p28,wint,0.5
hydNPD,p29,wint,0.5
hydNPD,p30,wint,0.5
hydNPD,p31,wint,0.5
hydNPD,p32,wint,0.5
hydNPD,p33,wint,0.5
hydNPD,p34,wint,0.5
hydNPD,p35,wint,0.5
hydNPD,p36,wint,0.5
hydNPD,p37,wint,0.5
hydNPD,p38,wint,0.5
hydNPD,p39,wint,0.5
hydNPD,p40,wint,0.5
hydNPD,p41,wint,0.5
hydNPD,p42,wint,0.5
hydNPD,p43,wint,0.5
hydNPD,p44,wint,0.5
hydNPD,p45,wint,0.5
hydNPD,p46,wint,0.5
hydNPD,p47,wint,0.5
hydNPD,p48,wint,0.5
hydNPD,p49,wint,0.5
hydNPD,p50,wint,0.5
hydNPD,p51,wint,0.5
hydNPD,p52,wint,0.5
hydNPD,p53,wint,0.5
hydNPD,p54,wint,0.5
hydNPD,p55,wint,0.5
hydNPD,p56,wint,0.5
hydNPD,p57,wint,0.5
hydNPD,p58,wint,0.5
hydNPD,p59,wint,0.5
hydNPD,p60,wint,0.5
hydNPD,p61,wint,0.5
hydNPD,p62,wint,0.5
hydNPD,p63,wint,0.5
hydNPD,p64,wint,0.5
hydNPD,p65,wint,0.5
hydNPD,p66,wint,0.5
hydNPD,p67,wint,0.5
hydNPD,p68,wint,0.5
hydNPD,p69,wint,0.5
hydNPD,p70,wint,0.5
hydNPD,p71,wint,0.5
hydNPD,p72,wint,0.5
hydNPD,p73,wint,0.5
hydNPD,p74,wint,0.5
hydNPD,p75,wint,0.5
hydNPD,p76,wint,0.5
hydNPD,p77,wint,0.5
hydNPD,p78,wint,0.5
hydNPD,p79,wint,0.5
hydNPD,p80,wint,0.5
hydNPD,p81,wint,0.5
hydNPD,p82,wint,0.5
hydNPD,p83,wint,0.5
hydNPD,p84,wint,0.5
hydNPD,p85,wint,0.5
hydNPD,p86,wint,0.5
hydNPD,p87,wint,0.5
hydNPD,p88,wint,0.5
hydNPD,p89,wint,0.5
hydNPD,p90,wint,0.5
hydNPD,p91,wint,0.5
hydNPD,p92,wint,0.5
hydNPD,p93,wint,0.5
hydNPD,p94,wint,0.5
hydNPD,p95,wint,0.5
hydNPD,p96,wint,0.5
hydNPD,p97,wint,0.5
hydNPD,p98,wint,0.5
hydNPD,p99,wint,0.5
hydNPD,p100,wint,0.5
hydNPD,p101,wint,0.5
hydNPD,p102,wint,0.5
hydNPD,p103,wint,0.5
hydNPD,p104,wint,0.5
hydNPD,p105,wint,0.5
hydNPD,p106,wint,0.5
hydNPD,p107,wint,0.5
hydNPD,p108,wint,0.5
hydNPD,p109,wint,0.5
