*wst,sc_cat,r,value
fsa,cost,p140,0.1
fsa,cost,p141,0.1
fsa,cost,p142,0.1
fsa,cost,p143,0.1
fsa,cost,p144,0.1
fsa,cost,p145,0.1
fsa,cost,p146,0.1
fsa,cost,p147,0.1
fsa,cost,p148,0.1
fsa,cost,p149,0.1
fsa,cost,p150,0.1
fsa,cost,p151,0.1
fsa,cost,p152,0.1
fsa,cost,p153,0.1
fsa,cost,p154,0.1
fsa,cost,p155,0.1
fsa,cost,p156,0.1
fsa,cost,p157,0.1
fsa,cost,p158,0.1
fsa,cost,p159,0.1
fsa,cost,p160,0.1
fsa,cost,p161,0.1
fsa,cost,p162,0.1
fsa,cost,p163,0.1
fsa,cost,p164,0.1
fsa,cost,p165,0.1
fsa,cost,p166,0.1
fsa,cost,p167,0.1
fsa,cost,p168,0.1
fsa,cost,p169,0.1
fsa,cost,p170,0.1
fsa,cost,p171,0.1
fsa,cost,p172,0.1
fsa,cost,p173,0.1
fsa,cost,p174,0.1
fsa,cost,p175,0.1
fsa,cost,p176,0.1
fsa,cost,p177,0.1
fsa,cost,p178,0.1
fsa,cost,p179,0.1
fsa,cost,p180,0.1
fsa,cost,p181,0.1
fsa,cost,p182,0.1
fsa,cost,p183,0.1
fsa,cost,p184,0.1
fsa,cost,p185,0.1
fsa,cost,p186,0.1
fsa,cost,p187,0.1
fsa,cost,p188,0.1
fsa,cost,p189,0.1
fsa,cost,p190,0.1
fsa,cost,p191,0.1
fsa,cost,p192,0.1
fsa,cost,p193,0.1
fsa,cost,p194,0.1
fsa,cost,p195,0.1
fsa,cost,p196,0.1
fsa,cost,p197,0.1
fsa,cost,p198,0.1
fsa,cost,p199,0.1
fsa,cost,p200,0.1
fsa,cost,p201,0.1
fsa,cost,p202,0.1
fsa,cost,p203,0.1
fsa,cost,p204,0.1
fsa,cost,p205,0.1
ww,cost,p1,633.4
ww,cost,p2,492.0
ww,cost,p3,621.0
ww,cost,p4,1015.0
ww,cost,p5,234.5
ww,cost,p6,157.0
ww,cost,p7,69.1
ww,cost,p8,38.6
ww,cost,p9,990.6
ww,cost,p10,408.4
ww,cost,p11,712.3
ww,cost,p12,144.6
ww,cost,p13,119.8
ww,cost,p14,499.4
ww,cost,p15,267.1
ww,cost,p16,276.9
ww,cost,p17,158.6
ww,cost,p18,429.2
ww,cost,p19,0.1
ww,cost,p20,282.8
ww,cost,p21,145.4
ww,cost,p22,0.1
ww,cost,p23,591.7
ww,cost,p24,401.5
ww,cost,p25,682.4
ww,cost,p26,234.8
ww,cost,p27,174.7
ww,cost,p28,448.6
ww,cost,p29,102.2
ww,cost,p30,602.5
ww,cost,p31,451.3
ww,cost,p32,807.6
ww,cost,p33,542.3
ww,cost,p34,491.1
ww,cost,p35,0.1
ww,cost,p36,1406.9
ww,cost,p37,2224.6
ww,cost,p38,2596.6
ww,cost,p39,814.8
ww,cost,p40,2240.1
ww,cost,p41,1683.2
ww,cost,p42,1423.7
ww,cost,p43,1798.8
ww,cost,p44,1968.2
ww,cost,p45,2012.9
ww,cost,p46,1842.2
ww,cost,p47,422.4
ww,cost,p48,1030.7
ww,cost,p49,335.5
ww,cost,p50,1555.8
ww,cost,p51,1608.3
ww,cost,p52,1051.4
ww,cost,p53,1436.8
ww,cost,p54,1695.1
ww,cost,p55,1964.8
ww,cost,p56,1589.4
ww,cost,p57,2132.1
ww,cost,p58,1332.3
ww,cost,p59,767.7
ww,cost,p60,1319.8
ww,cost,p61,379.3
ww,cost,p62,540.1
ww,cost,p63,2065.3
ww,cost,p64,1544.2
ww,cost,p65,1834.5
ww,cost,p66,1721.6
ww,cost,p67,1430.8
ww,cost,p68,1716.8
ww,cost,p69,1852.7
ww,cost,p70,2054.9
ww,cost,p71,2476.2
ww,cost,p72,1859.7
ww,cost,p73,2057.3
ww,cost,p74,924.6
ww,cost,p75,1254.4
ww,cost,p76,1453.8
ww,cost,p77,1653.1
ww,cost,p78,1582.5
ww,cost,p79,1593.8
ww,cost,p80,1512.8
ww,cost,p81,2051.6
ww,cost,p82,1749.7
ww,cost,p83,1774.1
ww,cost,p84,1844.0
ww,cost,p85,1584.8
ww,cost,p86,1269.7
ww,cost,p87,1471.5
ww,cost,p88,1348.2
ww,cost,p89,1293.8
ww,cost,p90,1461.6
ww,cost,p91,1078.4
ww,cost,p92,1312.6
ww,cost,p93,1686.8
ww,cost,p94,1737.0
ww,cost,p95,1019.0
ww,cost,p96,1400.1
ww,cost,p97,1093.0
ww,cost,p98,1773.9
ww,cost,p99,1591.4
ww,cost,p100,1652.9
ww,cost,p101,1258.2
ww,cost,p102,1459.9
ww,cost,p103,1393.5
ww,cost,p104,1082.8
ww,cost,p105,1408.1
ww,cost,p106,1500.8
ww,cost,p107,1506.1
ww,cost,p108,1507.7
ww,cost,p109,1637.8
ww,cost,p110,1437.5
ww,cost,p111,1188.1
ww,cost,p112,1523.8
ww,cost,p113,1571.5
ww,cost,p114,1617.9
ww,cost,p115,1425.9
ww,cost,p116,1358.9
ww,cost,p117,1680.4
ww,cost,p118,1400.8
ww,cost,p119,1692.0
ww,cost,p120,1439.1
ww,cost,p121,1301.0
ww,cost,p122,1377.5
ww,cost,p123,1071.8
ww,cost,p124,1823.1
ww,cost,p125,955.1
ww,cost,p126,1493.5
ww,cost,p127,1490.2
ww,cost,p128,1796.0
ww,cost,p129,1548.8
ww,cost,p130,1269.1
ww,cost,p131,1552.3
ww,cost,p132,1071.6
ww,cost,p133,1248.8
ww,cost,p134,1929.9
ww,cost,p137,0.1
ww,cost,p138,0.1
ww,cost,p139,0.1
ww,cost,p140,0.1
ww,cost,p141,0.1
ww,cost,p142,0.1
ww,cost,p143,0.1
ww,cost,p144,0.1
ww,cost,p145,0.1
ww,cost,p146,0.1
ww,cost,p147,0.1
ww,cost,p148,0.1
ww,cost,p149,0.1
ww,cost,p150,0.1
ww,cost,p151,0.1
ww,cost,p152,0.1
ww,cost,p153,0.1
ww,cost,p154,0.1
ww,cost,p155,0.1
ww,cost,p156,0.1
ww,cost,p157,0.1
ww,cost,p158,0.1
ww,cost,p159,0.1
ww,cost,p160,0.1
ww,cost,p161,0.1
ww,cost,p162,0.1
ww,cost,p163,0.1
ww,cost,p164,0.1
ww,cost,p165,0.1
ww,cost,p166,0.1
ww,cost,p167,0.1
ww,cost,p168,0.1
ww,cost,p169,0.1
ww,cost,p170,0.1
ww,cost,p171,0.1
ww,cost,p172,0.1
ww,cost,p173,0.1
ww,cost,p174,0.1
ww,cost,p175,0.1
ww,cost,p176,0.1
ww,cost,p177,0.1
ww,cost,p178,0.1
ww,cost,p179,0.1
ww,cost,p180,0.1
ww,cost,p181,0.1
ww,cost,p182,0.1
ww,cost,p183,0.1
ww,cost,p184,0.1
ww,cost,p185,0.1
ww,cost,p186,0.1
ww,cost,p187,0.1
ww,cost,p188,0.1
ww,cost,p189,0.1
ww,cost,p190,0.1
ww,cost,p191,0.1
ww,cost,p192,0.1
ww,cost,p193,0.1
ww,cost,p194,0.1
ww,cost,p195,0.1
ww,cost,p196,0.1
ww,cost,p197,0.1
ww,cost,p198,0.1
ww,cost,p199,0.1
ww,cost,p200,0.1
ww,cost,p201,0.1
ww,cost,p202,0.1
ww,cost,p203,0.1
ww,cost,p204,0.1
ww,cost,p205,0.1
sg,cost,p1,2234.2
sg,cost,p2,2474.2
sg,cost,p3,2350.3
sg,cost,p4,1495.5
sg,cost,p5,2495.3
sg,cost,p6,2627.0
sg,cost,p7,2430.1
sg,cost,p8,2501.3
sg,cost,p9,2405.0
sg,cost,p10,2368.4
sg,cost,p11,2409.3
sg,cost,p12,2311.5
sg,cost,p13,2401.9
sg,cost,p14,2424.8
sg,cost,p15,2189.7
sg,cost,p16,2329.1
sg,cost,p17,2189.4
sg,cost,p18,2423.4
sg,cost,p19,2401.7
sg,cost,p20,2390.2
sg,cost,p21,2474.5
sg,cost,p22,2389.8
sg,cost,p23,2523.8
sg,cost,p24,2438.9
sg,cost,p25,2474.3
sg,cost,p26,2356.6
sg,cost,p27,2599.4
sg,cost,p28,2146.9
sg,cost,p29,2312.7
sg,cost,p30,2442.5
sg,cost,p31,2439.8
sg,cost,p32,2510.9
sg,cost,p33,2394.5
sg,cost,p34,2381.4
sg,cost,p35,2380.7
sg,cost,p36,2403.6
sg,cost,p37,2337.8
sg,cost,p38,2227.7
sg,cost,p39,2422.6
sg,cost,p40,2206.8
sg,cost,p41,2271.1
sg,cost,p42,2394.2
sg,cost,p43,2283.9
sg,cost,p44,2240.7
sg,cost,p45,2456.2
sg,cost,p46,2297.1
sg,cost,p47,2436.5
sg,cost,p48,2407.8
sg,cost,p49,2331.9
sg,cost,p50,2452.3
sg,cost,p51,1950.3
sg,cost,p52,2550.9
sg,cost,p53,2438.2
sg,cost,p54,2433.8
sg,cost,p55,2458.4
sg,cost,p56,2297.5
sg,cost,p57,2272.4
sg,cost,p58,2612.5
sg,cost,p59,2069.0
sg,cost,p60,2475.7
sg,cost,p61,2507.9
sg,cost,p62,2503.1
sg,cost,p63,2487.9
sg,cost,p64,2515.6
sg,cost,p65,2273.1
sg,cost,p66,2789.8
sg,cost,p67,2738.5
sg,cost,p68,2832.4
sg,cost,p69,2670.6
sg,cost,p70,2414.3
sg,cost,p71,2453.8
sg,cost,p72,2241.7
sg,cost,p73,1843.2
sg,cost,p74,1757.3
sg,cost,p75,2042.7
sg,cost,p76,2430.2
sg,cost,p77,2532.7
sg,cost,p78,2695.1
sg,cost,p79,1888.7
sg,cost,p80,2274.7
sg,cost,p81,2317.5
sg,cost,p82,2185.6
sg,cost,p83,2343.6
sg,cost,p84,1479.8
sg,cost,p85,1976.2
sg,cost,p86,2943.1
sg,cost,p87,1328.9
sg,cost,p88,723.7
sg,cost,p89,1805.7
sg,cost,p90,994.2
sg,cost,p91,1358.9
sg,cost,p92,2265.5
sg,cost,p93,1788.1
sg,cost,p94,2313.3
sg,cost,p95,2507.2
sg,cost,p96,1792.3
sg,cost,p97,2461.7
sg,cost,p98,2055.9
sg,cost,p99,2247.3
sg,cost,p100,2279.0
sg,cost,p101,2388.6
sg,cost,p102,2496.8
sg,cost,p103,1906.0
sg,cost,p104,2108.1
sg,cost,p105,2340.8
sg,cost,p106,2406.9
sg,cost,p107,2456.6
sg,cost,p108,2309.6
sg,cost,p109,2457.0
sg,cost,p110,2359.7
sg,cost,p111,2370.9
sg,cost,p112,2346.0
sg,cost,p113,2421.4
sg,cost,p114,2482.6
sg,cost,p115,2360.4
sg,cost,p116,2349.1
sg,cost,p117,2287.9
sg,cost,p118,2173.4
sg,cost,p119,2584.8
sg,cost,p120,2331.3
sg,cost,p121,2397.9
sg,cost,p122,2379.1
sg,cost,p123,2227.8
sg,cost,p124,2828.7
sg,cost,p125,2088.9
sg,cost,p126,2043.6
sg,cost,p127,2373.4
sg,cost,p128,64.2
sg,cost,p129,2169.9
sg,cost,p130,1727.8
sg,cost,p131,1792.9
sg,cost,p132,2558.2
sg,cost,p133,274.7
sg,cost,p134,2459.7
sg,cost,p137,0.1
sg,cost,p138,0.1
sg,cost,p139,0.1
sg,cost,p140,0.1
sg,cost,p141,0.1
sg,cost,p142,0.1
sg,cost,p143,0.1
sg,cost,p144,0.1
sg,cost,p145,0.1
sg,cost,p146,0.1
sg,cost,p147,0.1
sg,cost,p148,0.1
sg,cost,p149,0.1
sg,cost,p150,0.1
sg,cost,p151,0.1
sg,cost,p152,0.1
sg,cost,p153,0.1
sg,cost,p154,0.1
sg,cost,p155,0.1
sg,cost,p156,0.1
fsl,cost,p1,0.1
fsl,cost,p2,0.1
fsl,cost,p3,0.1
fsl,cost,p4,0.1
fsl,cost,p5,0.1
fsl,cost,p6,0.1
fsl,cost,p7,0.1
fsl,cost,p8,0.1
fsl,cost,p9,0.1
fsl,cost,p10,0.1
fsl,cost,p11,0.1
fsl,cost,p12,0.1
fsl,cost,p13,0.1
fsl,cost,p14,0.1
fsl,cost,p15,0.1
fsl,cost,p16,0.1
fsl,cost,p17,0.1
fsl,cost,p18,0.1
fsl,cost,p19,0.1
fsl,cost,p20,0.1
fsl,cost,p21,0.1
fsl,cost,p22,0.1
fsl,cost,p23,0.1
fsl,cost,p24,0.1
fsl,cost,p25,0.1
fsl,cost,p26,0.1
fsl,cost,p27,0.1
fsl,cost,p28,0.1
fsl,cost,p29,0.1
fsl,cost,p30,0.1
fsl,cost,p31,0.1
fsl,cost,p32,0.1
fsl,cost,p33,0.1
fsl,cost,p34,0.1
fsl,cost,p35,0.1
fsl,cost,p36,0.1
fsl,cost,p37,0.1
fsl,cost,p38,0.1
fsl,cost,p39,0.1
fsl,cost,p40,0.1
fsl,cost,p41,0.1
fsl,cost,p42,0.1
fsl,cost,p43,0.1
fsl,cost,p44,0.1
fsl,cost,p45,0.1
fsl,cost,p46,0.1
fsl,cost,p47,0.1
fsl,cost,p48,0.1
fsl,cost,p49,0.1
fsl,cost,p50,0.1
fsl,cost,p51,0.1
fsl,cost,p52,0.1
fsl,cost,p53,0.1
fsl,cost,p54,0.1
fsl,cost,p55,0.1
fsl,cost,p56,0.1
fsl,cost,p57,0.1
fsl,cost,p58,0.1
fsl,cost,p59,0.1
fsl,cost,p60,0.1
fsl,cost,p61,0.1
fsl,cost,p62,0.1
fsl,cost,p63,0.1
fsl,cost,p64,0.1
fsl,cost,p65,0.1
fsl,cost,p66,0.1
fsl,cost,p67,0.1
fsl,cost,p68,0.1
fsl,cost,p69,0.1
fsl,cost,p70,0.1
fsl,cost,p71,0.1
fsl,cost,p72,0.1
fsl,cost,p73,0.1
fsl,cost,p74,0.1
fsl,cost,p75,0.1
fsl,cost,p76,0.1
fsl,cost,p77,0.1
fsl,cost,p78,0.1
fsl,cost,p79,0.1
fsl,cost,p80,0.1
fsl,cost,p81,0.1
fsl,cost,p82,0.1
fsl,cost,p83,0.1
fsl,cost,p84,0.1
fsl,cost,p85,0.1
fsl,cost,p86,0.1
fsl,cost,p87,0.1
fsl,cost,p88,0.1
fsl,cost,p89,0.1
fsl,cost,p90,0.1
fsl,cost,p91,0.1
fsl,cost,p92,0.1
fsl,cost,p93,0.1
fsl,cost,p94,0.1
fsl,cost,p95,0.1
fsl,cost,p96,0.1
fsl,cost,p97,0.1
fsl,cost,p98,0.1
fsl,cost,p99,0.1
fsl,cost,p100,0.1
fsl,cost,p101,0.1
fsl,cost,p102,0.1
fsl,cost,p103,0.1
fsl,cost,p104,0.1
fsl,cost,p105,0.1
fsl,cost,p106,0.1
fsl,cost,p107,0.1
fsl,cost,p108,0.1
fsl,cost,p109,0.1
fsl,cost,p110,0.1
fsl,cost,p111,0.1
fsl,cost,p112,0.1
fsl,cost,p113,0.1
fsl,cost,p114,0.1
fsl,cost,p115,0.1
fsl,cost,p116,0.1
fsl,cost,p117,0.1
fsl,cost,p118,0.1
fsl,cost,p119,0.1
fsl,cost,p120,0.1
fsl,cost,p121,0.1
fsl,cost,p122,0.1
fsl,cost,p123,0.1
fsl,cost,p124,0.1
fsl,cost,p125,0.1
fsl,cost,p126,0.1
fsl,cost,p127,0.1
fsl,cost,p128,0.1
fsl,cost,p129,0.1
fsl,cost,p130,0.1
fsl,cost,p131,0.1
fsl,cost,p132,0.1
fsl,cost,p133,0.1
fsl,cost,p134,0.1
fsl,cost,p137,0.1
fsl,cost,p138,0.1
fsl,cost,p139,0.1
fsl,cost,p140,0.1
fsl,cost,p141,0.1
fsl,cost,p142,0.1
fsl,cost,p143,0.1
fsl,cost,p144,0.1
fsl,cost,p145,0.1
fsl,cost,p146,0.1
fsl,cost,p147,0.1
fsl,cost,p148,0.1
fsl,cost,p149,0.1
fsl,cost,p150,0.1
fsl,cost,p151,0.1
fsl,cost,p152,0.1
fsl,cost,p153,0.1
fsl,cost,p154,0.1
fsl,cost,p155,0.1
fsl,cost,p156,0.1
fsl,cost,p157,0.1
fsl,cost,p158,0.1
fsl,cost,p159,0.1
fsl,cost,p160,0.1
fsl,cost,p161,0.1
fsl,cost,p162,0.1
fsl,cost,p163,0.1
fsl,cost,p164,0.1
fsl,cost,p165,0.1
fsl,cost,p166,0.1
fsl,cost,p167,0.1
fsl,cost,p168,0.1
fsl,cost,p169,0.1
fsl,cost,p170,0.1
fsl,cost,p171,0.1
fsl,cost,p172,0.1
fsl,cost,p173,0.1
fsl,cost,p174,0.1
fsl,cost,p175,0.1
fsl,cost,p176,0.1
fsl,cost,p177,0.1
fsl,cost,p178,0.1
fsl,cost,p179,0.1
fsl,cost,p180,0.1
fsl,cost,p181,0.1
fsl,cost,p182,0.1
fsl,cost,p183,0.1
fsl,cost,p184,0.1
fsl,cost,p185,0.1
fsl,cost,p186,0.1
fsl,cost,p187,0.1
fsl,cost,p188,0.1
fsl,cost,p189,0.1
fsl,cost,p190,0.1
fsl,cost,p191,0.1
fsl,cost,p192,0.1
fsl,cost,p193,0.1
fsl,cost,p194,0.1
fsl,cost,p195,0.1
fsl,cost,p196,0.1
fsl,cost,p197,0.1
fsl,cost,p198,0.1
fsl,cost,p199,0.1
fsl,cost,p200,0.1
fsl,cost,p201,0.1
fsl,cost,p202,0.1
fsl,cost,p203,0.1
fsl,cost,p204,0.1
fsl,cost,p205,0.1
ss,cost,p1,0.1
ss,cost,p2,0.1
ss,cost,p3,0.1
ss,cost,p4,0.1
ss,cost,p5,0.1
ss,cost,p6,0.1
ss,cost,p7,0.1
ss,cost,p8,0.1
ss,cost,p9,0.1
ss,cost,p10,0.1
ss,cost,p11,0.1
ss,cost,p12,0.1
ss,cost,p13,0.1
ss,cost,p14,0.1
ss,cost,p15,0.1
ss,cost,p16,0.1
ss,cost,p17,0.1
ss,cost,p18,0.1
ss,cost,p19,0.1
ss,cost,p20,0.1
ss,cost,p21,0.1
ss,cost,p22,0.1
ss,cost,p23,0.1
ss,cost,p24,0.1
ss,cost,p25,0.1
ss,cost,p26,0.1
ss,cost,p27,0.1
ss,cost,p28,0.1
ss,cost,p29,0.1
ss,cost,p30,0.1
ss,cost,p31,0.1
ss,cost,p32,0.1
ss,cost,p33,0.1
ss,cost,p34,0.1
ss,cost,p35,0.1
ss,cost,p36,0.1
ss,cost,p37,0.1
ss,cost,p38,0.1
ss,cost,p39,0.1
ss,cost,p40,0.1
ss,cost,p41,0.1
ss,cost,p42,0.1
ss,cost,p43,0.1
ss,cost,p44,0.1
ss,cost,p45,0.1
ss,cost,p46,0.1
ss,cost,p47,0.1
ss,cost,p48,0.1
ss,cost,p49,0.1
ss,cost,p50,0.1
ss,cost,p51,0.1
ss,cost,p52,0.1
ss,cost,p53,0.1
ss,cost,p54,0.1
ss,cost,p55,0.1
ss,cost,p56,0.1
ss,cost,p57,0.1
ss,cost,p58,0.1
ss,cost,p59,0.1
ss,cost,p60,0.1
ss,cost,p61,0.1
ss,cost,p62,0.1
ss,cost,p63,0.1
ss,cost,p64,0.1
ss,cost,p65,0.1
ss,cost,p66,0.1
ss,cost,p67,0.1
ss,cost,p68,0.1
ss,cost,p69,0.1
ss,cost,p70,0.1
ss,cost,p71,0.1
ss,cost,p72,0.1
ss,cost,p73,0.1
ss,cost,p74,0.1
ss,cost,p75,0.1
ss,cost,p76,0.1
ss,cost,p77,0.1
ss,cost,p78,0.1
ss,cost,p79,0.1
ss,cost,p80,0.1
ss,cost,p81,0.1
ss,cost,p82,0.1
ss,cost,p83,0.1
ss,cost,p84,0.1
ss,cost,p85,0.1
ss,cost,p86,0.1
ss,cost,p87,0.1
ss,cost,p88,0.1
ss,cost,p89,0.1
ss,cost,p90,0.1
ss,cost,p91,0.1
ss,cost,p92,0.1
ss,cost,p93,0.1
ss,cost,p94,0.1
ss,cost,p95,0.1
ss,cost,p96,0.1
ss,cost,p97,0.1
ss,cost,p98,0.1
ss,cost,p99,0.1
ss,cost,p100,0.1
ss,cost,p101,0.1
ss,cost,p102,0.1
ss,cost,p103,0.1
ss,cost,p104,0.1
ss,cost,p105,0.1
ss,cost,p106,0.1
ss,cost,p107,0.1
ss,cost,p108,0.1
ss,cost,p109,0.1
ss,cost,p110,0.1
ss,cost,p111,0.1
ss,cost,p112,0.1
ss,cost,p113,0.1
ss,cost,p114,0.1
ss,cost,p115,0.1
ss,cost,p116,0.1
ss,cost,p117,0.1
ss,cost,p118,0.1
ss,cost,p119,0.1
ss,cost,p120,0.1
ss,cost,p121,0.1
ss,cost,p122,0.1
ss,cost,p123,0.1
ss,cost,p124,0.1
ss,cost,p125,0.1
ss,cost,p126,0.1
ss,cost,p127,0.1
ss,cost,p128,0.1
ss,cost,p129,0.1
ss,cost,p130,0.1
ss,cost,p131,0.1
ss,cost,p132,0.1
ss,cost,p133,0.1
ss,cost,p134,0.1
ss,cost,p137,0.1
ss,cost,p138,0.1
ss,cost,p139,0.1
ss,cost,p140,0.1
ss,cost,p141,0.1
ss,cost,p142,0.1
ss,cost,p143,0.1
ss,cost,p144,0.1
ss,cost,p145,0.1
ss,cost,p146,0.1
ss,cost,p147,0.1
ss,cost,p148,0.1
ss,cost,p149,0.1
ss,cost,p150,0.1
ss,cost,p151,0.1
ss,cost,p152,0.1
ss,cost,p153,0.1
ss,cost,p154,0.1
ss,cost,p155,0.1
ss,cost,p156,0.1
ss,cost,p157,0.1
ss,cost,p158,0.1
ss,cost,p159,0.1
ss,cost,p160,0.1
ss,cost,p161,0.1
ss,cost,p162,0.1
ss,cost,p163,0.1
ss,cost,p164,0.1
ss,cost,p165,0.1
ss,cost,p166,0.1
ss,cost,p167,0.1
ss,cost,p168,0.1
ss,cost,p169,0.1
ss,cost,p170,0.1
ss,cost,p171,0.1
ss,cost,p172,0.1
ss,cost,p173,0.1
ss,cost,p174,0.1
ss,cost,p175,0.1
ss,cost,p176,0.1
ss,cost,p177,0.1
ss,cost,p178,0.1
ss,cost,p179,0.1
ss,cost,p180,0.1
ss,cost,p181,0.1
ss,cost,p182,0.1
ss,cost,p183,0.1
ss,cost,p184,0.1
ss,cost,p185,0.1
ss,cost,p186,0.1
ss,cost,p187,0.1
ss,cost,p188,0.1
ss,cost,p189,0.1
ss,cost,p190,0.1
ss,cost,p191,0.1
ss,cost,p192,0.1
ss,cost,p193,0.1
ss,cost,p194,0.1
ss,cost,p195,0.1
ss,cost,p196,0.1
ss,cost,p197,0.1
ss,cost,p198,0.1
ss,cost,p199,0.1
ss,cost,p200,0.1
ss,cost,p201,0.1
ss,cost,p202,0.1
ss,cost,p203,0.1
ss,cost,p204,0.1
ss,cost,p205,0.1
