i,szn,r,value
hydD,winter,p119,1
hydD,winter,p37,1
hydD,winter,p47,1
hydD,winter,p60,1
hydD,winter,p102,1
hydD,winter,p22,1
hydD,winter,p23,1
hydD,winter,p29,1
hydD,winter,p30,1
hydD,winter,p49,1
hydD,winter,p62,1
hydD,winter,p79,1
hydD,winter,p120,1
hydD,winter,p124,1
hydD,winter,p125,1
hydD,winter,p128,1
hydD,winter,p135,1
hydD,winter,p136,1
hydD,spring,p1,1
hydD,spring,p9,1
hydD,spring,p16,1
hydD,spring,p18,1
hydD,spring,p21,1
hydD,spring,p31,1
hydD,spring,p33,1
hydD,spring,p43,1
hydD,spring,p53,1
hydD,spring,p77,1
hydD,spring,p97,1
hydD,spring,p122,1
hydD,spring,p134,1
hydD,spring,p2,1
hydD,spring,p93,1
hydD,spring,p98,1
hydD,spring,p109,1
hydD,spring,p110,1
hydD,spring,p5,1
hydD,spring,p17,1
hydD,spring,p25,1
hydD,spring,p115,1
hydD,spring,p116,1
hydD,spring,p131,1
hydD,spring,p70,1
hydD,spring,p76,1
hydD,spring,p127,1
hydD,spring,p56,1
hydD,spring,p74,1
hydD,spring,p3,1
hydD,spring,p4,1
hydD,spring,p6,1
hydD,spring,p7,1
hydD,spring,p10,1
hydD,spring,p13,1
hydD,spring,p14,1
hydD,spring,p15,1
hydD,spring,p24,1
hydD,spring,p26,1
hydD,spring,p27,1
hydD,spring,p28,1
hydD,spring,p34,1
hydD,spring,p36,1
hydD,spring,p38,1
hydD,spring,p40,1
hydD,spring,p46,1
hydD,spring,p50,1
hydD,spring,p51,1
hydD,spring,p55,1
hydD,spring,p63,1
hydD,spring,p66,1
hydD,spring,p72,1
hydD,spring,p75,1
hydD,spring,p85,1
hydD,spring,p89,1
hydD,spring,p90,1
hydD,spring,p92,1
hydD,spring,p94,1
hydD,spring,p95,1
hydD,spring,p96,1
hydD,spring,p99,1
hydD,spring,p101,1
hydD,spring,p103,1
hydD,spring,p118,1
hydD,spring,p129,1
hydD,spring,p130,1
hydD,spring,p132,1
hydD,spring,p137,1
hydD,spring,p138,1
hydD,spring,p139,1
hydD,spring,p140,1
hydD,spring,p141,1
hydD,spring,p142,1
hydD,spring,p143,1
hydD,spring,p144,1
hydD,spring,p145,1
hydD,spring,p146,1
hydD,spring,p147,1
hydD,spring,p148,1
hydD,spring,p149,1
hydD,spring,p150,1
hydD,spring,p151,1
hydD,spring,p152,1
hydD,spring,p153,1
hydD,spring,p154,1
hydD,spring,p155,1
hydD,spring,p156,1
hydD,spring,p157,1
hydD,spring,p158,1
hydD,spring,p159,1
hydD,spring,p160,1
hydD,spring,p161,1
hydD,spring,p162,1
hydD,spring,p163,1
hydD,spring,p164,1
hydD,spring,p165,1
hydD,spring,p166,1
hydD,spring,p167,1
hydD,spring,p168,1
hydD,spring,p169,1
hydD,spring,p170,1
hydD,spring,p171,1
hydD,spring,p172,1
hydD,spring,p173,1
hydD,spring,p174,1
hydD,spring,p175,1
hydD,spring,p176,1
hydD,spring,p177,1
hydD,spring,p178,1
hydD,spring,p179,1
hydD,spring,p180,1
hydD,spring,p181,1
hydD,spring,p182,1
hydD,spring,p183,1
hydD,spring,p184,1
hydD,spring,p185,1
hydD,spring,p186,1
hydD,spring,p187,1
hydD,spring,p188,1
hydD,spring,p189,1
hydD,spring,p190,1
hydD,spring,p191,1
hydD,spring,p192,1
hydD,spring,p193,1
hydD,spring,p194,1
hydD,spring,p195,1
hydD,spring,p196,1
hydD,spring,p197,1
hydD,spring,p198,1
hydD,spring,p199,1
hydD,spring,p200,1
hydD,spring,p201,1
hydD,spring,p202,1
hydD,spring,p203,1
hydD,spring,p204,1
hydD,spring,p205,1
hydD,spring,p8,1
hydD,spring,p11,1
hydD,spring,p12,1
hydD,spring,p32,1
hydD,spring,p35,1
hydD,spring,p39,1
hydD,spring,p42,1
hydD,spring,p44,1
hydD,spring,p58,1
hydD,spring,p61,1
hydD,spring,p64,1
hydD,spring,p65,1
hydD,spring,p68,1
hydD,spring,p69,1
hydD,spring,p71,1
hydD,spring,p80,1
hydD,spring,p81,1
hydD,spring,p84,1
hydD,spring,p100,1
hydD,spring,p104,1
hydD,spring,p105,1
hydD,spring,p107,1
hydD,spring,p108,1
hydD,spring,p112,1
hydD,spring,p114,1
hydD,spring,p117,1
hydD,spring,p121,1
hydD,spring,p123,1
hydD,spring,p126,1
hydD,spring,p133,1
hydD,spring,p19,1
hydD,spring,p20,1
hydD,spring,p41,1
hydD,spring,p45,1
hydD,spring,p48,1
hydD,spring,p52,1
hydD,spring,p54,1
hydD,spring,p57,1
hydD,spring,p59,1
hydD,spring,p67,1
hydD,spring,p73,1
hydD,spring,p78,1
hydD,spring,p82,1
hydD,spring,p83,1
hydD,spring,p86,1
hydD,spring,p87,1
hydD,spring,p88,1
hydD,spring,p91,1
hydD,spring,p106,1
hydD,spring,p111,1
hydD,spring,p113,1
hydD,spring,p119,1
hydD,spring,p37,1
hydD,spring,p47,1
hydD,spring,p60,1
hydD,spring,p102,1
hydD,spring,p22,1
hydD,spring,p23,1
hydD,spring,p29,1
hydD,spring,p30,1
hydD,spring,p49,1
hydD,spring,p62,1
hydD,spring,p79,1
hydD,spring,p120,1
hydD,spring,p124,1
hydD,spring,p125,1
hydD,spring,p128,1
hydD,spring,p135,1
hydD,spring,p136,1
hydSD,summer,p1,1
hydSD,summer,p9,1
hydSD,summer,p16,1
hydSD,summer,p18,1
hydSD,summer,p21,1
hydSD,summer,p31,1
hydSD,summer,p33,1
hydSD,summer,p43,1
hydSD,summer,p53,1
hydSD,summer,p77,1
hydSD,summer,p97,1
hydSD,summer,p122,1
hydSD,summer,p134,1
hydSD,summer,p2,1
hydSD,summer,p93,1
hydSD,summer,p98,1
hydSD,summer,p109,1
hydSD,summer,p110,1
hydSD,summer,p5,1
hydSD,summer,p17,1
hydSD,summer,p25,1
hydSD,summer,p115,1
hydSD,summer,p116,1
hydSD,summer,p131,1
hydSD,summer,p70,1
hydSD,summer,p76,1
hydSD,summer,p127,1
hydSD,summer,p56,1
hydSD,summer,p74,1
hydSD,summer,p3,1
hydSD,summer,p4,1
hydSD,summer,p6,1
hydSD,summer,p7,1
hydSD,summer,p10,1
hydSD,summer,p13,1
hydSD,summer,p14,1
hydSD,summer,p15,1
hydSD,summer,p24,1
hydSD,summer,p26,1
hydSD,summer,p27,1
hydSD,summer,p28,1
hydSD,summer,p34,1
hydSD,summer,p36,1
hydSD,summer,p38,1
hydSD,summer,p40,1
hydSD,summer,p46,1
hydSD,summer,p50,1
hydSD,summer,p51,1
hydSD,summer,p55,1
hydSD,summer,p63,1
hydSD,summer,p66,1
hydSD,summer,p72,1
hydSD,summer,p75,1
hydSD,summer,p85,1
hydSD,summer,p89,1
hydSD,summer,p90,1
hydSD,summer,p92,1
hydSD,summer,p94,1
hydSD,summer,p95,1
hydSD,summer,p96,1
hydSD,summer,p99,1
hydSD,summer,p101,1
hydSD,summer,p103,1
hydSD,summer,p118,1
hydSD,summer,p129,1
hydSD,summer,p130,1
hydSD,summer,p132,1
hydSD,summer,p137,1
hydSD,summer,p138,1
hydSD,summer,p139,1
hydSD,summer,p140,1
hydSD,summer,p141,1
hydSD,summer,p142,1
hydSD,summer,p143,1
hydSD,summer,p144,1
hydSD,summer,p145,1
hydSD,summer,p146,1
hydSD,summer,p147,1
hydSD,summer,p148,1
hydSD,summer,p149,1
hydSD,summer,p150,1
hydSD,summer,p151,1
hydSD,summer,p152,1
hydSD,summer,p153,1
hydSD,summer,p154,1
hydSD,summer,p155,1
hydSD,summer,p156,1
hydSD,summer,p157,1
hydSD,summer,p158,1
hydSD,summer,p159,1
hydSD,summer,p160,1
hydSD,summer,p161,1
hydSD,summer,p162,1
hydSD,summer,p163,1
hydSD,summer,p164,1
hydSD,summer,p165,1
hydSD,summer,p166,1
hydSD,summer,p167,1
hydSD,summer,p168,1
hydSD,summer,p169,1
hydSD,summer,p170,1
hydSD,summer,p171,1
hydSD,summer,p172,1
hydSD,summer,p173,1
hydSD,summer,p174,1
hydSD,summer,p175,1
hydSD,summer,p176,1
hydSD,summer,p177,1
hydSD,summer,p178,1
hydSD,summer,p179,1
hydSD,summer,p180,1
hydSD,summer,p181,1
hydSD,summer,p182,1
hydSD,summer,p183,1
hydSD,summer,p184,1
hydSD,summer,p185,1
hydSD,summer,p186,1
hydSD,summer,p187,1
hydSD,summer,p188,1
hydSD,summer,p189,1
hydSD,summer,p190,1
hydSD,summer,p191,1
hydSD,summer,p192,1
hydSD,summer,p193,1
hydSD,summer,p194,1
hydSD,summer,p195,1
hydSD,summer,p196,1
hydSD,summer,p197,1
hydSD,summer,p198,1
hydSD,summer,p199,1
hydSD,summer,p200,1
hydSD,summer,p201,1
hydSD,summer,p202,1
hydSD,summer,p203,1
hydSD,summer,p204,1
hydSD,summer,p205,1
hydSD,summer,p8,1
hydSD,summer,p11,1
hydSD,summer,p12,1
hydSD,summer,p32,1
hydSD,summer,p35,1
hydSD,summer,p39,1
hydSD,summer,p42,1
hydSD,summer,p44,1
hydSD,summer,p58,1
hydSD,summer,p61,1
hydSD,summer,p64,1
hydSD,summer,p65,1
hydSD,summer,p68,1
hydSD,summer,p69,1
hydSD,summer,p71,1
hydSD,summer,p80,1
hydSD,summer,p81,1
hydSD,summer,p84,1
hydSD,summer,p100,1
hydSD,summer,p104,1
hydSD,summer,p105,1
hydSD,summer,p107,1
hydSD,summer,p108,1
hydSD,summer,p112,1
hydSD,summer,p114,1
hydSD,summer,p117,1
hydSD,summer,p121,1
hydSD,summer,p123,1
hydSD,summer,p126,1
hydSD,summer,p133,1
hydSD,summer,p19,1
hydSD,summer,p20,1
hydSD,summer,p41,1
hydSD,summer,p45,1
hydSD,summer,p48,1
hydSD,summer,p52,1
hydSD,summer,p54,1
hydSD,summer,p57,1
hydSD,summer,p59,1
hydSD,summer,p67,1
hydSD,summer,p73,1
hydSD,summer,p78,1
hydSD,summer,p82,1
hydSD,summer,p83,1
hydSD,summer,p86,1
hydSD,summer,p87,1
hydSD,summer,p88,1
hydSD,summer,p91,1
hydSD,summer,p106,1
hydSD,summer,p111,1
hydSD,summer,p113,1
hydSD,summer,p119,1
hydSD,summer,p37,1
hydSD,summer,p47,1
hydSD,summer,p60,1
hydSD,summer,p102,1
hydSD,summer,p22,1
hydSD,summer,p23,1
hydSD,summer,p29,1
hydSD,summer,p30,1
hydSD,summer,p49,1
hydSD,summer,p62,1
hydSD,summer,p79,1
hydSD,summer,p120,1
hydSD,summer,p124,1
hydSD,summer,p125,1
hydSD,summer,p128,1
hydSD,summer,p135,1
hydSD,summer,p136,1
hydSD,fall,p1,1
hydSD,fall,p9,1
hydSD,fall,p16,1
hydSD,fall,p18,1
hydSD,fall,p21,1
hydSD,fall,p31,1
hydSD,fall,p33,1
hydSD,fall,p43,1
hydSD,fall,p53,1
hydSD,fall,p77,1
hydSD,fall,p97,1
hydSD,fall,p122,1
hydSD,fall,p134,1
hydSD,fall,p2,1
hydSD,fall,p93,1
hydSD,fall,p98,1
hydSD,fall,p109,1
hydSD,fall,p110,1
hydSD,fall,p5,1
hydSD,fall,p17,1
hydSD,fall,p25,1
hydSD,fall,p115,1
hydSD,fall,p116,1
hydSD,fall,p131,1
hydSD,fall,p70,1
hydSD,fall,p76,1
hydSD,fall,p127,1
hydSD,fall,p56,1
hydSD,fall,p74,1
hydSD,fall,p3,1
hydSD,fall,p4,1
hydSD,fall,p6,1
hydSD,fall,p7,1
hydSD,fall,p10,1
hydSD,fall,p13,1
hydSD,fall,p14,1
hydSD,fall,p15,1
hydSD,fall,p24,1
hydSD,fall,p26,1
hydSD,fall,p27,1
hydSD,fall,p28,1
hydSD,fall,p34,1
hydSD,fall,p36,1
hydSD,fall,p38,1
hydSD,fall,p40,1
hydSD,fall,p46,1
hydSD,fall,p50,1
hydSD,fall,p51,1
hydSD,fall,p55,1
hydSD,fall,p63,1
hydSD,fall,p66,1
hydSD,fall,p72,1
hydSD,fall,p75,1
hydSD,fall,p85,1
hydSD,fall,p89,1
hydSD,fall,p90,1
hydSD,fall,p92,1
hydSD,fall,p94,1
hydSD,fall,p95,1
hydSD,fall,p96,1
hydSD,fall,p99,1
hydSD,fall,p101,1
hydSD,fall,p103,1
hydSD,fall,p118,1
hydSD,fall,p129,1
hydSD,fall,p130,1
hydSD,fall,p132,1
hydSD,fall,p137,1
hydSD,fall,p138,1
hydSD,fall,p139,1
hydSD,fall,p140,1
hydSD,fall,p141,1
hydSD,fall,p142,1
hydSD,fall,p143,1
hydSD,fall,p144,1
hydSD,fall,p145,1
hydSD,fall,p146,1
hydSD,fall,p147,1
hydSD,fall,p148,1
hydSD,fall,p149,1
hydSD,fall,p150,1
hydSD,fall,p151,1
hydSD,fall,p152,1
hydSD,fall,p153,1
hydSD,fall,p154,1
hydSD,fall,p155,1
hydSD,fall,p156,1
hydSD,fall,p157,1
hydSD,fall,p158,1
hydSD,fall,p159,1
hydSD,fall,p160,1
hydSD,fall,p161,1
hydSD,fall,p162,1
hydSD,fall,p163,1
hydSD,fall,p164,1
hydSD,fall,p165,1
hydSD,fall,p166,1
hydSD,fall,p167,1
hydSD,fall,p168,1
hydSD,fall,p169,1
hydSD,fall,p170,1
hydSD,fall,p171,1
hydSD,fall,p172,1
hydSD,fall,p173,1
hydSD,fall,p174,1
hydSD,fall,p175,1
hydSD,fall,p176,1
hydSD,fall,p177,1
hydSD,fall,p178,1
hydSD,fall,p179,1
hydSD,fall,p180,1
hydSD,fall,p181,1
hydSD,fall,p182,1
hydSD,fall,p183,1
hydSD,fall,p184,1
hydSD,fall,p185,1
hydSD,fall,p186,1
hydSD,fall,p187,1
hydSD,fall,p188,1
hydSD,fall,p189,1
hydSD,fall,p190,1
hydSD,fall,p191,1
hydSD,fall,p192,1
hydSD,fall,p193,1
hydSD,fall,p194,1
hydSD,fall,p195,1
hydSD,fall,p196,1
hydSD,fall,p197,1
hydSD,fall,p198,1
hydSD,fall,p199,1
hydSD,fall,p200,1
hydSD,fall,p201,1
hydSD,fall,p202,1
hydSD,fall,p203,1
hydSD,fall,p204,1
hydSD,fall,p205,1
hydSD,fall,p8,1
hydSD,fall,p11,1
hydSD,fall,p12,1
hydSD,fall,p32,1
hydSD,fall,p35,1
hydSD,fall,p39,1
hydSD,fall,p42,1
hydSD,fall,p44,1
hydSD,fall,p58,1
hydSD,fall,p61,1
hydSD,fall,p64,1
hydSD,fall,p65,1
hydSD,fall,p68,1
hydSD,fall,p69,1
hydSD,fall,p71,1
hydSD,fall,p80,1
hydSD,fall,p81,1
hydSD,fall,p84,1
hydSD,fall,p100,1
hydSD,fall,p104,1
hydSD,fall,p105,1
hydSD,fall,p107,1
hydSD,fall,p108,1
hydSD,fall,p112,1
hydSD,fall,p114,1
hydSD,fall,p117,1
hydSD,fall,p121,1
hydSD,fall,p123,1
hydSD,fall,p126,1
hydSD,fall,p133,1
hydSD,fall,p19,1
hydSD,fall,p20,1
hydSD,fall,p41,1
hydSD,fall,p45,1
hydSD,fall,p48,1
hydSD,fall,p52,1
hydSD,fall,p54,1
hydSD,fall,p57,1
hydSD,fall,p59,1
hydSD,fall,p67,1
hydSD,fall,p73,1
hydSD,fall,p78,1
hydSD,fall,p82,1
hydSD,fall,p83,1
hydSD,fall,p86,1
hydSD,fall,p87,1
hydSD,fall,p88,1
hydSD,fall,p91,1
hydSD,fall,p106,1
hydSD,fall,p111,1
hydSD,fall,p113,1
hydSD,fall,p119,1
hydSD,fall,p37,1
hydSD,fall,p47,1
hydSD,fall,p60,1
hydSD,fall,p102,1
hydSD,fall,p22,1
hydSD,fall,p23,1
hydSD,fall,p29,1
hydSD,fall,p30,1
hydSD,fall,p49,1
hydSD,fall,p62,1
hydSD,fall,p79,1
hydSD,fall,p120,1
hydSD,fall,p124,1
hydSD,fall,p125,1
hydSD,fall,p128,1
hydSD,fall,p135,1
hydSD,fall,p136,1
hydSD,winter,p1,1
hydSD,winter,p9,1
hydSD,winter,p16,1
hydSD,winter,p18,1
hydSD,winter,p21,1
hydSD,winter,p31,1
hydSD,winter,p33,1
hydSD,winter,p43,1
hydSD,winter,p53,1
hydSD,winter,p77,1
hydSD,winter,p97,1
hydSD,winter,p122,1
hydSD,winter,p134,1
hydSD,winter,p2,1
hydSD,winter,p93,1
hydSD,winter,p98,1
hydSD,winter,p109,1
hydSD,winter,p110,1
hydSD,winter,p5,1
hydSD,winter,p17,1
hydSD,winter,p25,1
hydSD,winter,p115,1
hydSD,winter,p116,1
hydSD,winter,p131,1
hydSD,winter,p70,1
hydSD,winter,p76,1
hydSD,winter,p127,1
hydSD,winter,p56,1
hydSD,winter,p74,1
hydSD,winter,p3,1
hydSD,winter,p4,1
hydSD,winter,p6,1
hydSD,winter,p7,1
hydSD,winter,p10,1
hydSD,winter,p13,1
hydSD,winter,p14,1
hydSD,winter,p15,1
hydSD,winter,p24,1
hydSD,winter,p26,1
hydSD,winter,p27,1
hydSD,winter,p28,1
hydSD,winter,p34,1
hydSD,winter,p36,1
hydSD,winter,p38,1
hydSD,winter,p40,1
hydSD,winter,p46,1
hydSD,winter,p50,1
hydSD,winter,p51,1
hydSD,winter,p55,1
hydSD,winter,p63,1
hydSD,winter,p66,1
hydSD,winter,p72,1
hydSD,winter,p75,1
hydSD,winter,p85,1
hydSD,winter,p89,1
hydSD,winter,p90,1
hydSD,winter,p92,1
hydSD,winter,p94,1
hydSD,winter,p95,1
hydSD,winter,p96,1
hydSD,winter,p99,1
hydSD,winter,p101,1
hydSD,winter,p103,1
hydSD,winter,p118,1
hydSD,winter,p129,1
hydSD,winter,p130,1
hydSD,winter,p132,1
hydSD,winter,p137,1
hydSD,winter,p138,1
hydSD,winter,p139,1
hydSD,winter,p140,1
hydSD,winter,p141,1
hydSD,winter,p142,1
hydSD,winter,p143,1
hydSD,winter,p144,1
hydSD,winter,p145,1
hydSD,winter,p146,1
hydSD,winter,p147,1
hydSD,winter,p148,1
hydSD,winter,p149,1
hydSD,winter,p150,1
hydSD,winter,p151,1
hydSD,winter,p152,1
hydSD,winter,p153,1
hydSD,winter,p154,1
hydSD,winter,p155,1
hydSD,winter,p156,1
hydSD,winter,p157,1
hydSD,winter,p158,1
hydSD,winter,p159,1
hydSD,winter,p160,1
hydSD,winter,p161,1
hydSD,winter,p162,1
hydSD,winter,p163,1
hydSD,winter,p164,1
hydSD,winter,p165,1
hydSD,winter,p166,1
hydSD,winter,p167,1
hydSD,winter,p168,1
hydSD,winter,p169,1
hydSD,winter,p170,1
hydSD,winter,p171,1
hydSD,winter,p172,1
hydSD,winter,p173,1
hydSD,winter,p174,1
hydSD,winter,p175,1
hydSD,winter,p176,1
hydSD,winter,p177,1
hydSD,winter,p178,1
hydSD,winter,p179,1
hydSD,winter,p180,1
hydSD,winter,p181,1
hydSD,winter,p182,1
hydSD,winter,p183,1
hydSD,winter,p184,1
hydSD,winter,p185,1
hydSD,winter,p186,1
hydSD,winter,p187,1
hydSD,winter,p188,1
hydSD,winter,p189,1
hydSD,winter,p190,1
hydSD,winter,p191,1
hydSD,winter,p192,1
hydSD,winter,p193,1
hydSD,winter,p194,1
hydSD,winter,p195,1
hydSD,winter,p196,1
hydSD,winter,p197,1
hydSD,winter,p198,1
hydSD,winter,p199,1
hydSD,winter,p200,1
hydSD,winter,p201,1
hydSD,winter,p202,1
hydSD,winter,p203,1
hydSD,winter,p204,1
hydSD,winter,p205,1
hydSD,winter,p8,1
hydSD,winter,p11,1
hydSD,winter,p12,1
hydSD,winter,p32,1
hydSD,winter,p35,1
hydSD,winter,p39,1
hydSD,winter,p42,1
hydSD,winter,p44,1
hydSD,winter,p58,1
hydSD,winter,p61,1
hydSD,winter,p64,1
hydSD,winter,p65,1
hydSD,winter,p68,1
hydSD,winter,p69,1
hydSD,winter,p71,1
hydSD,winter,p80,1
hydSD,winter,p81,1
hydSD,winter,p84,1
hydSD,winter,p100,1
hydSD,winter,p104,1
hydSD,winter,p105,1
hydSD,winter,p107,1
hydSD,winter,p108,1
hydSD,winter,p112,1
hydSD,winter,p114,1
hydSD,winter,p117,1
hydSD,winter,p121,1
hydSD,winter,p123,1
hydSD,winter,p126,1
hydSD,winter,p133,1
hydSD,winter,p19,1
hydSD,winter,p20,1
hydSD,winter,p41,1
hydSD,winter,p45,1
hydSD,winter,p48,1
hydSD,winter,p52,1
hydSD,winter,p54,1
hydSD,winter,p57,1
hydSD,winter,p59,1
hydSD,winter,p67,1
hydSD,winter,p73,1
hydSD,winter,p78,1
hydSD,winter,p82,1
hydSD,winter,p83,1
hydSD,winter,p86,1
hydSD,winter,p87,1
hydSD,winter,p88,1
hydSD,winter,p91,1
hydSD,winter,p106,1
hydSD,winter,p111,1
hydSD,winter,p113,1
hydSD,winter,p119,1
hydSD,winter,p37,1
hydSD,winter,p47,1
hydSD,winter,p60,1
hydSD,winter,p102,1
hydSD,winter,p22,1
hydSD,winter,p23,1
hydSD,winter,p29,1
hydSD,winter,p30,1
hydSD,winter,p49,1
hydSD,winter,p62,1
hydSD,winter,p79,1
hydSD,winter,p120,1
hydSD,winter,p124,1
hydSD,winter,p125,1
hydSD,winter,p128,1
hydSD,winter,p135,1
hydSD,winter,p136,1
hydSD,spring,p1,1
hydSD,spring,p9,1
hydSD,spring,p16,1
hydSD,spring,p18,1
hydSD,spring,p21,1
hydSD,spring,p31,1
hydSD,spring,p33,1
hydSD,spring,p43,1
hydSD,spring,p53,1
hydSD,spring,p77,1
hydSD,spring,p97,1
hydSD,spring,p122,1
hydSD,spring,p134,1
hydSD,spring,p2,1
hydSD,spring,p93,1
hydSD,spring,p98,1
hydSD,spring,p109,1
hydSD,spring,p110,1
hydSD,spring,p5,1
hydSD,spring,p17,1
hydSD,spring,p25,1
hydSD,spring,p115,1
hydSD,spring,p116,1
hydSD,spring,p131,1
hydSD,spring,p70,1
hydSD,spring,p76,1
hydSD,spring,p127,1
hydSD,spring,p56,1
hydSD,spring,p74,1
hydSD,spring,p3,1
hydSD,spring,p4,1
hydSD,spring,p6,1
hydSD,spring,p7,1
hydSD,spring,p10,1
hydSD,spring,p13,1
hydSD,spring,p14,1
hydSD,spring,p15,1
hydSD,spring,p24,1
hydSD,spring,p26,1
hydSD,spring,p27,1
hydSD,spring,p28,1
hydSD,spring,p34,1
hydSD,spring,p36,1
hydSD,spring,p38,1
hydSD,spring,p40,1
hydSD,spring,p46,1
hydSD,spring,p50,1
hydSD,spring,p51,1
hydSD,spring,p55,1
hydSD,spring,p63,1
hydSD,spring,p66,1
hydSD,spring,p72,1
hydSD,spring,p75,1
hydSD,spring,p85,1
hydSD,spring,p89,1
hydSD,spring,p90,1
hydSD,spring,p92,1
hydSD,spring,p94,1
hydSD,spring,p95,1
hydSD,spring,p96,1
hydSD,spring,p99,1
hydSD,spring,p101,1
hydSD,spring,p103,1
hydSD,spring,p118,1
hydSD,spring,p129,1
hydSD,spring,p130,1
hydSD,spring,p132,1
hydSD,spring,p137,1
hydSD,spring,p138,1
hydSD,spring,p139,1
hydSD,spring,p140,1
hydSD,spring,p141,1
hydSD,spring,p142,1
hydSD,spring,p143,1
hydSD,spring,p144,1
hydSD,spring,p145,1
hydSD,spring,p146,1
hydSD,spring,p147,1
hydSD,spring,p148,1
hydSD,spring,p149,1
hydSD,spring,p150,1
hydSD,spring,p151,1
hydSD,spring,p152,1
hydSD,spring,p153,1
hydSD,spring,p154,1
hydSD,spring,p155,1
hydSD,spring,p156,1
hydSD,spring,p157,1
hydSD,spring,p158,1
hydSD,spring,p159,1
hydSD,spring,p160,1
hydSD,spring,p161,1
hydSD,spring,p162,1
hydSD,spring,p163,1
hydSD,spring,p164,1
hydSD,spring,p165,1
hydSD,spring,p166,1
hydSD,spring,p167,1
hydSD,spring,p168,1
hydSD,spring,p169,1
hydSD,spring,p170,1
hydSD,spring,p171,1
hydSD,spring,p172,1
hydSD,spring,p173,1
hydSD,spring,p174,1
hydSD,spring,p175,1
hydSD,spring,p176,1
hydSD,spring,p177,1
hydSD,spring,p178,1
hydSD,spring,p179,1
hydSD,spring,p180,1
hydSD,spring,p181,1
hydSD,spring,p182,1
hydSD,spring,p183,1
hydSD,spring,p184,1
hydSD,spring,p185,1
hydSD,spring,p186,1
hydSD,spring,p187,1
hydSD,spring,p188,1
hydSD,spring,p189,1
hydSD,spring,p190,1
hydSD,spring,p191,1
hydSD,spring,p192,1
hydSD,spring,p193,1
hydSD,spring,p194,1
hydSD,spring,p195,1
hydSD,spring,p196,1
hydSD,spring,p197,1
hydSD,spring,p198,1
hydSD,spring,p199,1
hydSD,spring,p200,1
hydSD,spring,p201,1
hydSD,spring,p202,1
hydSD,spring,p203,1
hydSD,spring,p204,1
hydSD,spring,p205,1
hydSD,spring,p8,1
hydSD,spring,p11,1
hydSD,spring,p12,1
hydSD,spring,p32,1
hydSD,spring,p35,1
hydSD,spring,p39,1
hydSD,spring,p42,1
hydSD,spring,p44,1
hydSD,spring,p58,1
hydSD,spring,p61,1
hydSD,spring,p64,1
hydSD,spring,p65,1
hydSD,spring,p68,1
hydSD,spring,p69,1
hydSD,spring,p71,1
hydSD,spring,p80,1
hydSD,spring,p81,1
hydSD,spring,p84,1
hydSD,spring,p100,1
hydSD,spring,p104,1
hydSD,spring,p105,1
hydSD,spring,p107,1
hydSD,spring,p108,1
hydSD,spring,p112,1
hydSD,spring,p114,1
hydSD,spring,p117,1
hydSD,spring,p121,1
hydSD,spring,p123,1
hydSD,spring,p126,1
hydSD,spring,p133,1
hydSD,spring,p19,1
hydSD,spring,p20,1
hydSD,spring,p41,1
hydSD,spring,p45,1
hydSD,spring,p48,1
hydSD,spring,p52,1
hydSD,spring,p54,1
hydSD,spring,p57,1
hydSD,spring,p59,1
hydSD,spring,p67,1
hydSD,spring,p73,1
hydSD,spring,p78,1
hydSD,spring,p82,1
hydSD,spring,p83,1
hydSD,spring,p86,1
hydSD,spring,p87,1
hydSD,spring,p88,1
hydSD,spring,p91,1
hydSD,spring,p106,1
hydSD,spring,p111,1
hydSD,spring,p113,1
hydSD,spring,p119,1
hydSD,spring,p37,1
hydSD,spring,p47,1
hydSD,spring,p60,1
hydSD,spring,p102,1
hydSD,spring,p22,1
hydSD,spring,p23,1
hydSD,spring,p29,1
hydSD,spring,p30,1
hydSD,spring,p49,1
hydSD,spring,p62,1
hydSD,spring,p79,1
hydSD,spring,p120,1
hydSD,spring,p124,1
hydSD,spring,p125,1
hydSD,spring,p128,1
hydSD,spring,p135,1
hydSD,spring,p136,1
hydNPD,summer,p1,1
hydNPD,summer,p9,1
hydNPD,summer,p16,1
hydNPD,summer,p18,1
hydNPD,summer,p21,1
hydNPD,summer,p31,1
hydNPD,summer,p33,1
hydNPD,summer,p43,1
hydNPD,summer,p53,1
hydNPD,summer,p77,1
hydNPD,summer,p97,1
hydNPD,summer,p122,1
hydNPD,summer,p134,1
hydNPD,summer,p2,1
hydNPD,summer,p93,1
hydNPD,summer,p98,1
hydNPD,summer,p109,1
hydNPD,summer,p110,1
hydNPD,summer,p5,1
hydNPD,summer,p17,1
hydNPD,summer,p25,1
hydNPD,summer,p115,1
hydNPD,summer,p116,1
hydNPD,summer,p131,1
hydNPD,summer,p70,1
hydNPD,summer,p76,1
hydNPD,summer,p127,1
hydNPD,summer,p56,1
hydNPD,summer,p74,1
hydNPD,summer,p3,1
hydNPD,summer,p4,1
hydNPD,summer,p6,1
hydNPD,summer,p7,1
hydNPD,summer,p10,1
hydNPD,summer,p13,1
hydNPD,summer,p14,1
hydNPD,summer,p15,1
hydNPD,summer,p24,1
hydNPD,summer,p26,1
hydNPD,summer,p27,1
hydNPD,summer,p28,1
hydNPD,summer,p34,1
hydNPD,summer,p36,1
hydNPD,summer,p38,1
hydNPD,summer,p40,1
hydNPD,summer,p46,1
