region,class,bin,capacity,supply_curve_cost_per_mw,dist_km
i39036,7,1,0.7776,14215055.41,5.5
i39037,7,1,0.4617,17082145.5368,5.5
i39038,6,1,4.5441,4011655.0682,16.4621
i39039,7,1,91.2951,317617.3348,19.5231
i39040,7,1,5.2488,4715352.8663,22.9352
i39041,7,1,9.2826,1986186.6533,13.0495
i39042,7,1,7.1442,2335273.8484,11.8231
i39043,7,1,13.7295,1292547.0856,8.8557
i39044,7,1,13.851,992441.4372,5.5
i39069,8,1,0.5832,23900209.2524,5.7393
i39070,6,1,0.3402,82457278.8321,5.5
i39071,6,1,0.0,10462087.0759,11.2394
i39072,1,1,0.0,851697580.5906,5.7238
i39073,6,1,1.2393,13172268.5358,5.5
i39074,1,1,62.4267,327423.7175,5.5
i39075,9,1,0.5589,53640001.1769,14.6978
i39076,9,1,0.0,5787496.7614,7.6575
i39077,10,1,0.0,5575152.3582,5.5
i39078,6,1,0.0,1493117.5981,5.5
i39079,9,1,0.0,212546716.7559,5.5
i39081,8,1,0.0,160483407.3663,5.5
i39082,10,1,0.0,109389155.7914,5.5
i39088,7,1,0.5346,25332804.8905,5.8447
i39089,7,1,0.0243,463154282.4314,5.5
i39090,9,1,1.3365,9372748.7961,5.5
i39142,9,1,0.0,122585450.5852,12.8631
i39143,9,1,1.7496,13542692.6304,5.5
i39144,10,1,1.215,39316152.0921,13.3531
i39145,10,1,0.0,2912097.5478,5.5
i39146,10,1,0.0,2895658.7141,5.5
i39147,10,1,4.7628,4345083.9469,7.9237
i39148,10,1,4.4469,5945134.9365,5.9501
i39149,10,1,2.3085,12971379.1619,13.8915
i39150,10,1,0.1701,140946288.8897,10.8911
i39153,10,1,3.2562,2542359.7865,5.5566
i39154,10,1,0.3159,23015208.8574,5.5
i39155,10,1,1.8468,5293576.6276,7.0248
i39156,10,1,11.4939,972350.5844,6.6882
i39157,10,1,0.0,1832186.1724,5.5
i39183,10,1,6.7797,1382394.9308,5.5
i39190,10,1,11.0322,2214881.9714,24.4972
i39196,10,1,12.6117,1399222.9759,18.3373
i39198,10,1,22.1373,1701005.717,40.9773
i39204,9,1,6.9741,1335469.2912,5.5
i39210,10,1,16.4025,2738328.5902,49.072
i39212,10,1,13.3893,4281946.3338,84.4021
i39219,10,1,25.0533,1361563.9905,28.7773
i39220,10,1,13.9482,1564783.4999,12.551
i39221,10,1,20.0961,638472.4321,5.5
i39222,10,1,14.4099,1125805.4144,11.511
i39223,10,1,52.5123,351752.2254,10.8629
i39224,10,1,31.2255,495449.081,5.5
i39228,10,1,5.6133,2803428.1584,11.494
i39229,9,1,5.6133,4623673.7351,23.1009
i39231,9,1,13.2678,3216159.3357,32.8081
i39232,10,1,21.5541,1863971.9029,30.737
i39233,10,1,12.0528,2952493.7166,34.4909
i39234,10,1,19.8531,1829948.3479,33.5424
i39235,10,1,41.5044,848707.6681,39.5384
i39236,10,1,53.5572,628382.4068,31.9251
i39237,10,1,107.9163,281705.1221,26.6587
i39238,10,1,61.7706,446146.2554,23.7584
i39239,10,1,46.0728,682757.9898,25.7007
i39240,10,1,9.5742,1832106.7392,13.1678
i39241,10,1,6.318,2028886.7442,5.9193
i39242,10,1,14.4585,983828.1375,7.4301
i39243,9,1,16.0623,757775.9372,5.5
i39244,8,1,6.4638,2555410.8562,12.1676
i39247,10,1,12.879,1819134.9604,20.7485
i39248,8,1,9.1368,2390204.4508,17.7529
i39251,8,1,10.5219,1645328.0729,11.6574
i39252,8,1,21.6027,843942.704,9.7392
i39255,9,1,21.6027,828438.1446,9.5837
i39256,10,1,7.1928,4443884.5098,22.8494
i39262,10,1,37.8594,604471.3291,19.5898
i39263,10,1,24.4458,683961.0359,9.8031
i39266,8,1,20.9709,1161032.7477,15.5605
i39272,8,1,0.0,6046071.8836,12.2358
i39273,8,1,0.0,6862223.8727,5.5
i39274,6,1,0.0,934920.8127,5.5
i39276,6,1,36.0855,393814.6465,5.751
i39277,6,1,67.2138,217728.2516,6.1083
i39278,6,1,64.5894,215061.6457,5.5
i39279,5,1,183.7809,58089.1145,7.4647
i39280,3,1,78.7077,261901.0435,16.2011
i39281,3,1,69.0363,283931.3481,15.3693
i39282,3,1,72.2682,265795.9986,14.9565
i39283,3,1,127.7694,94712.814,5.5
i39284,3,1,69.498,212160.8597,7.5957
i39285,5,1,43.1811,366810.5486,9.3265
i39286,5,1,25.7337,640482.8784,5.5
i39287,5,1,43.3755,429495.0726,11.5701
i39288,5,1,71.4177,315189.0808,10.3782
i39289,5,1,66.8736,304148.2572,13.3829
i39290,6,1,34.263,359964.4737,5.5
i39291,6,1,33.048,511839.3892,5.5
i39292,6,1,38.8557,313214.0055,5.5
i39293,6,1,25.0533,510675.498,6.9673
i39294,5,1,31.0797,551540.1835,5.5
i39295,6,1,33.3639,368919.0222,5.5
i39296,6,1,25.8795,477046.8461,5.6312
i39297,6,1,23.3523,500866.2235,5.5
i39298,7,1,24.2757,471907.1812,5.5
i39299,7,1,16.4511,761533.12,8.0729
i39300,7,1,16.0623,834228.624,9.0523
i39303,6,1,10.5219,954392.8626,6.2921
i39305,4,1,27.5805,599378.1708,5.5
i39306,3,1,25.4907,612667.4033,9.5023
i39307,3,1,17.6418,736269.1579,8.164
i39313,5,1,22.7934,859937.2419,16.4759
i39315,5,1,8.5536,1733818.1324,12.1341
i39316,5,1,8.5293,2116185.6637,18.7456
i39317,6,1,10.3761,984521.3976,7.2256
i39318,6,1,29.5182,411873.5979,5.8074
i39319,6,1,7.8854,1695760.0711,5.5
i39320,5,1,8.7723,2124536.9589,10.9619
i39321,6,1,5.832,2330176.1326,6.5003
i39323,5,1,12.8547,953196.867,8.8919
i39324,4,1,8.4807,1514949.904,5.5
i39325,4,1,8.7237,1367894.1472,9.4846
i39337,6,1,18.8325,881080.9399,6.193
i39338,6,1,11.2995,1355688.1986,6.9146
i39339,5,1,27.8478,597003.0126,5.5
i39340,6,1,7.9218,1069230.4932,5.5
i39341,6,1,9.6957,1546932.3148,6.2473
i39342,6,1,54.2133,342493.6844,6.0673
i39343,5,1,377.7678,782.7619,7.0674
i39344,5,1,81.6723,221523.6011,5.5
i39345,5,1,388.4355,2005.7505,5.5
i39346,5,1,318.0627,26538.0424,8.0276
i39347,5,1,123.5169,134894.07,5.5
i39348,5,1,10.4733,1342451.8785,10.3474
i39349,6,1,9.4527,938458.769,5.5
i39350,6,1,7.4115,1578841.3906,8.6374
i39351,6,1,7.6545,1123060.0679,5.5
i39352,6,1,7.8246,1770863.1146,6.0657
i39353,6,1,8.1891,2006058.406,8.6757
i39354,6,1,12.2229,1149842.1508,5.5
i39355,6,1,8.6265,2037198.6918,9.6774
i39356,6,1,9.8415,1806590.2964,9.2764
i39357,7,1,10.2303,1170620.4834,8.614
i39358,6,1,15.3819,944479.5173,5.5491
i39359,6,1,11.0565,1218165.7216,5.5
i39360,6,1,9.347,1403245.104,5.5
i39361,6,1,14.2884,1227870.3524,13.0379
i39366,6,1,10.1088,844791.2005,5.5
i39367,7,1,19.3671,543454.888,5.5
i39369,7,1,13.1706,1742589.8053,17.2434
i39370,7,1,9.4284,1486854.7547,6.3218
i39371,7,1,14.7258,959550.3194,5.5
i39372,6,1,14.3127,839102.914,7.8157
i39373,6,1,15.2361,966172.7999,5.7829
i39374,6,1,56.8377,218278.0319,5.5
i39375,6,1,52.6095,275633.0694,7.8274
i39376,6,1,14.58,887368.9999,8.9548
i39377,7,1,20.9466,521360.9151,5.5
i39378,6,1,109.5969,15686.8062,5.5
i39379,7,1,46.9962,317733.7133,8.1858
i39380,8,1,1.5309,5307360.9603,7.0312
i39381,7,1,14.8716,874765.4932,9.0176
i39382,7,1,16.4307,914797.114,5.5
i39383,7,1,11.6883,1207263.1653,10.7777
i39384,7,1,7.4115,1714866.112,10.4268
i39385,6,1,12.5631,1265487.122,12.7901
i39386,7,1,92.2914,179945.2263,9.8921
i39387,7,1,45.7008,383325.1213,5.5
i39388,7,1,205.1795,85186.8564,21.0792
i39389,7,1,228.0069,67361.6197,16.2289
i39390,7,1,28.0665,586793.1231,9.9282
i39391,7,1,29.4516,557997.0122,5.5
i39392,7,1,54.4471,317548.1109,5.9012
i39393,7,1,18.7596,1286113.7064,17.475
i39394,7,1,10.264,1152044.4535,5.5
i39395,7,1,12.7818,1119909.8135,5.5
i39396,7,1,44.9064,553462.9341,13.5251
i39397,7,1,37.3005,526629.1222,8.042
i39398,7,1,8.8938,1516233.303,5.5
i39399,7,1,31.9302,528697.0966,5.5
i39400,7,1,28.1263,812690.8396,20.8806
i39401,7,1,25.2161,762284.9711,16.8115
i39402,7,1,11.1695,852593.6346,6.1248
i39412,7,1,8.4394,2382927.9405,18.4767
i39413,7,1,8.3152,2222530.7495,11.8529
i39414,7,1,4.1983,4917009.1137,18.4171
i39415,7,1,2.916,6133579.7381,13.4532
i39417,6,1,1.0935,7800669.398,5.5
i39418,6,1,7.0713,1732478.3413,5.5
i39419,7,1,11.9551,1310162.6596,7.4146
i39420,7,1,2.1384,7241134.1859,8.3647
i39421,7,1,6.0264,3234024.1023,11.5184
i39422,7,1,12.9276,1401136.5583,12.4312
i39423,7,1,7.533,1225751.18,5.5
i39424,7,1,12.9033,1045167.0984,5.6082
i39450,10,1,0.0,79249859.3984,5.5
i39451,6,1,0.0,6380898.5491,9.3302
i39452,8,1,0.0,39683564.3407,6.1584
i39453,6,1,0.0,7587283.7479,6.2329
i39454,3,1,3.3777,13876642.2553,12.754
i39455,10,1,0.0,52533285.0575,8.4584
i39456,8,1,0.0,4337170.2397,11.0812
i39457,8,1,0.0,2487791.8439,5.5
i39458,4,1,15.6249,3376260.4871,17.2204
i39459,9,1,0.0,24474741.7209,11.8412
i39460,8,1,0.0,55721769.9558,8.6565
i39462,10,1,0.0,318616472.8658,5.5
i39470,7,1,0.3645,31567262.9507,5.8884
i39471,7,1,1.0206,14371959.8272,5.5
i39483,7,1,1.005,10732649.1333,14.2222
i39523,10,1,0.0,58383607.9939,5.5
i39524,10,1,5.7834,4909460.8471,9.2993
i39525,10,1,0.0,19421801.3381,5.5
i39526,10,1,0.5103,21550080.3633,6.1829
i39527,10,1,0.7776,26310697.0274,8.1602
i39528,10,1,2.0412,9776978.4498,11.9259
i39529,10,1,3.3777,9989708.2605,18.146
i39530,10,1,0.0486,700056188.1335,18.8841
i39532,10,1,0.8505,9630468.828,5.5
i39537,10,1,0.0243,425172652.1,5.5
i39549,10,1,11.0079,1591638.2044,6.6701
i39575,10,1,15.9408,702384.9068,5.5
i39576,10,1,18.0063,964040.1533,13.1437
i39588,10,1,124.902,264346.4138,24.8832
i39589,10,1,126.5058,314529.7095,37.0445
i39590,10,1,8.0433,5628424.59,47.8098
i39591,10,1,7.8246,8303809.1605,70.1651
i39599,10,1,11.5425,2420653.6816,28.8944
i39600,10,1,9.0639,2142525.3402,14.4384
i39601,10,1,11.0322,931107.966,5.5
i39602,10,1,46.0971,372299.0074,10.0092
i39603,10,1,117.0045,126412.2236,8.231
i39604,10,1,53.9703,289703.7241,5.5
i39611,7,1,15.4548,1605116.339,18.3132
i39612,8,1,8.5536,2625535.5983,17.2412
i39613,10,1,68.9148,397463.1174,21.4787
i39614,10,1,93.7251,300274.6395,21.3359
i39615,10,1,37.1304,686833.0411,20.1057
i39616,10,1,23.4009,946805.6027,19.4667
i39617,10,1,13.7538,1433540.7276,14.8932
i39618,10,1,21.87,807021.8047,11.1574
i39619,10,1,92.3157,207292.0639,11.2756
i39620,10,1,18.0063,752166.5516,5.5
i39627,9,1,6.2694,2121233.1661,7.862
i39628,9,1,11.8827,1170714.8306,5.5
i39629,9,1,8.1162,1260545.7202,5.5
i39631,10,1,24.8103,574619.9855,5.5
i39632,9,1,12.7332,971663.9966,5.5
i39633,10,1,34.4088,417382.3613,5.5
i39634,9,1,55.9143,276662.2229,6.0055
i39635,10,1,41.6988,524905.3704,11.9631
i39636,10,1,28.6497,1010359.7335,23.5731
i39637,10,1,5.5647,4927746.0611,26.8184
i39639,10,1,15.2118,1930754.373,31.1779
i39643,10,1,20.0232,650271.4984,8.5921
i39644,9,1,16.0137,706787.587,7.5648
i39652,9,1,16.5726,582929.5439,5.5374
i39653,8,1,23.6097,398475.6123,7.3619
i39654,8,1,12.1562,681318.3079,8.1474
i39655,7,1,0.0,4926997.3845,16.6996
i39656,7,1,15.2847,900510.6221,9.0629
i39657,7,1,77.8329,179430.9744,5.5
i39658,7,1,0.0,314484.2707,8.2965
i39659,4,1,68.6803,13322.2724,5.9219
i39660,4,1,231.1659,65508.6042,14.2968
i39661,3,1,289.6074,54115.1871,27.3212
i39662,3,1,20.1447,1029629.5145,21.444
i39663,6,1,0.0,119498.5168,9.924
i39664,4,1,255.9792,5785.9568,7.183
i39665,4,1,81.4875,11875.5654,5.5
i39666,5,1,137.1216,33831.4113,5.5
i39667,5,1,54.2883,65183.5589,10.5146
i39668,6,1,78.6609,234117.5802,20.3874
i39669,6,1,91.3194,245761.4805,18.6664
i39670,6,1,68.1372,305483.0321,13.8792
i39671,7,1,42.2334,450669.2849,7.0264
i39672,6,1,56.3031,306783.1382,5.5
i39673,6,1,58.3686,354483.927,8.5575
i39674,6,1,54.4806,365990.3775,8.2028
i39675,5,1,37.9323,427552.3049,9.6801
i39676,6,1,63.7389,286956.485,6.0518
i39677,6,1,38.5641,403470.7155,8.6257
i39678,5,1,22.842,572489.5109,7.6383
i39679,5,1,79.1208,160364.6721,5.5
i39680,5,1,34.0929,436039.4927,8.4776
i39681,6,1,20.412,770488.4969,10.4475
i39682,5,1,11.6154,804661.4612,5.5
i39684,7,1,14.7258,995229.7362,5.5
i39685,6,1,24.9075,668924.4629,5.5
i39686,5,1,15.8193,956310.2388,5.5
i39687,4,1,8.2134,1674839.5964,5.5
i39693,5,1,12.5631,1201716.8541,6.0518
i39694,5,1,12.5631,1150471.3456,11.1739
i39698,5,1,10.4004,1306973.7046,5.5
i39700,5,1,6.1236,2161596.1101,11.0695
i39702,4,1,7.8489,1176264.6257,6.8411
i39703,4,1,6.3423,1437162.4395,6.9364
i39704,4,1,6.6825,1162410.4436,5.5
i39705,5,1,8.505,1022697.2425,5.8191
i39715,7,1,8.0433,1063798.0565,5.5
i39716,6,1,5.6619,1703634.8753,6.8667
i39717,6,1,19.5848,824845.6217,5.5
i39718,6,1,17.2615,907568.3361,6.2638
i39719,5,1,12.7332,733659.0259,5.5
i39720,6,1,7.4358,1095118.3847,5.5
i39721,6,1,13.7052,1097104.0433,5.5
i39722,6,1,39.8034,453094.2086,5.5864
i39723,6,1,142.3737,77142.1903,6.2574
i39724,5,1,41.0913,350011.6079,7.2746
i39725,5,1,336.4578,9474.7385,8.6965
i39726,5,1,151.0488,62657.1047,5.5
i39727,5,1,18.9783,827138.9323,5.5
i39728,5,1,19.6947,793388.2302,5.5
i39729,5,1,11.5425,1186187.387,9.8175
i39730,6,1,14.337,1006875.1109,10.0811
i39731,6,1,8.5293,1558167.6818,5.5
i39732,6,1,11.3238,1213483.9028,5.5
i39734,6,1,6.7797,2035364.7985,5.8782
i39735,6,1,13.3407,1103221.7306,5.5
i39736,6,1,15.0174,1004900.3647,10.2287
i39737,6,1,8.1648,1024689.0892,5.5
i39738,7,1,6.0264,1391767.0959,5.5
i39739,6,1,11.9233,750908.104,5.5
i39740,6,1,13.2192,1108405.8672,5.5
i39741,6,1,20.3391,805403.5853,5.5
i39742,6,1,11.0565,824906.4753,5.8628
i39745,6,1,9.7929,1322997.1029,9.8164
i39746,6,1,14.285,843860.5188,8.1629
i39747,6,1,11.7357,945045.2361,7.8322
i39748,6,1,5.5965,1888567.4008,8.6486
i39749,7,1,17.7147,1060973.1051,8.591
i39750,7,1,18.6867,893584.0353,6.9364
i39751,7,1,16.4754,889984.0972,5.5
i39752,7,1,12.2715,1117606.2558,5.5
i39754,6,1,6.7068,1768775.1873,9.5113
i39755,6,1,15.5435,1226752.0746,9.8559
i39756,7,1,25.6851,631311.0598,10.4938
i39757,7,1,24.0201,472785.668,5.5
i39758,6,1,56.5461,278139.144,9.1231
i39759,7,1,17.739,722585.219,7.3012
i39760,7,1,4.1796,2127968.8463,6.3591
i39761,7,1,12.6846,1025768.3372,9.5768
i39762,6,1,11.6655,1188945.5384,5.5
i39763,6,1,19.9226,798237.1236,5.5
i39764,7,1,8.4321,1660213.1937,5.9874
i39765,7,1,7.6545,1440666.6182,8.4265
i39766,6,1,155.3499,58026.3359,5.5
i39767,6,1,44.7415,235270.1071,9.4202
i39768,7,1,111.9015,137538.9943,9.5592
i39769,7,1,16.8885,1049174.2976,16.5979
i39770,7,1,5.8077,2087808.0263,5.5
i39771,7,1,24.8103,709111.7322,7.4082
i39772,7,1,5.5161,2182946.7948,5.5
i39773,7,1,8.0527,1588204.5067,14.6839
i39774,7,1,0.0,898181.9299,16.5851
i39775,7,1,0.0,1390686.0697,5.5
i39776,7,1,55.5498,325602.63,5.9912
i39777,7,1,62.1108,268344.4398,9.6529
i39778,7,1,19.5372,793598.1321,5.5
i39779,7,1,52.4151,385882.1487,8.9857
i39780,7,1,38.2317,465999.9152,11.3486
i39781,7,1,29.2358,447053.3628,6.7511
i39782,7,1,22.5013,538472.1777,6.6329
i39792,7,1,8.3835,1746573.8292,9.9229
i39793,7,1,4.9944,3242270.0757,8.8237
i39794,7,1,4.0581,3930678.6623,8.7274
i39795,7,1,0.9234,12196760.7415,5.5
i39797,7,1,2.3085,4982335.5196,8.5229
i39798,7,1,20.3634,792911.4117,6.1802
i39799,6,1,13.365,1040900.4673,5.5
i39800,7,1,3.2076,3563114.4238,5.5
i39801,7,1,6.0264,2066547.0029,5.5
i39802,7,1,6.3642,1883775.6999,5.5
i39821,9,1,0.0,158551196.2557,5.5
i39829,6,1,1.4337,20027960.1056,9.8702
i39830,6,1,0.0,56846166.1456,11.1776
i39831,6,1,0.0,15948390.9505,16.6123
i39832,7,1,0.0,43160962.518,5.5
i39833,2,1,0.0,1596352.6511,7.1766
i39834,1,1,24.5673,1333212.7439,7.0121
i39835,9,1,0.0,70358633.2879,5.5
i39836,9,1,0.0,25112703.6241,7.682
i39837,9,1,0.0,44348202.7836,6.7601
i39838,7,1,0.8262,72667717.1514,23.3261
i39839,9,1,0.0,166048270.1506,7.6884
i39840,8,1,0.0,80824251.5833,8.1693
i39841,10,1,0.0,87268825.7439,6.5519
i39855,8,1,0.0243,551148278.2077,5.5
i39863,7,1,0.0,19693265.6904,6.2857
i39903,9,1,0.1944,287371427.1225,5.5
i39904,10,1,1.7094,7144656.2006,7.5457
i39905,10,1,0.0972,106260659.2317,6.7729
i39906,10,1,1.1664,9881581.9212,5.5619
i39907,10,1,4.2525,5261018.7798,6.0774
i39908,10,1,0.7533,12416802.2731,5.5
i39909,10,1,0.5346,31364315.4514,5.5
i39925,10,1,0.0,158475070.7057,15.8949
i39926,10,1,0.0,227582528.2035,5.5
i39928,10,1,12.2715,856296.3795,5.5
i39929,10,1,50.8842,430144.8116,5.5
i39935,10,1,27.2646,990405.1153,10.5476
i39936,10,1,15.8922,1015293.4651,6.8012
i39946,10,1,30.375,654015.1892,16.7859
i39952,10,1,6.7797,1389420.8232,5.5
i39955,10,1,10.1088,975031.8916,5.5
i39968,10,1,71.0532,474097.2841,25.0094
i39969,10,1,124.2459,324420.1923,38.6916
i39970,10,1,27.4833,1985513.6254,49.7243
i39972,10,1,9.2097,7494801.7696,95.3424
i39973,10,1,7.2657,8504951.3221,83.8224
i39976,9,1,18.1278,2697696.9093,66.0527
i39977,9,1,10.3761,4476338.7279,52.7534
i39978,9,1,7.0713,5774930.6553,42.0935
i39980,10,1,27.0216,842215.0328,15.9876
i39981,10,1,7.0227,1378111.9929,5.5
i39982,10,1,24.6159,578896.9725,5.5
i39983,10,1,214.0101,46734.9982,5.5
i39984,10,1,42.1119,392073.4732,8.4084
i39985,10,1,0.0,20462937.9544,6.2921
i39990,7,1,6.0021,3495835.3531,16.395
i39991,9,1,54.0432,318396.2436,7.2485
i39992,9,1,38.1753,384798.883,5.5
i39993,10,1,81.7938,239871.8723,8.8339
i39994,10,1,50.6412,373188.0724,8.884
i39995,10,1,14.2155,929828.8799,7.6846
i39996,10,1,30.8124,488977.1308,6.7974
i39997,10,1,7.776,1301923.6687,5.5
i39999,10,1,21.9915,589817.6272,5.5
i40000,10,1,9.1368,1164773.0495,5.5
i40001,10,1,6.3909,1207364.9254,5.5
i40002,10,1,19.1241,658560.7356,5.5
i40004,7,1,7.0713,1713905.9014,5.5
i40010,9,1,12.7575,923827.6061,5.5
i40011,10,1,9.6471,1070867.0981,5.5
i40013,10,1,29.9862,557607.2005,7.5419
i40014,10,1,35.8911,527329.2708,8.8701
i40015,10,1,52.5609,383598.2398,14.7659
i40016,10,1,42.1119,593367.5344,15.3395
i40017,10,1,41.6988,511694.4076,14.3729
i40018,10,1,21.1896,1266012.7255,20.3598
i40019,10,1,15.4791,1299373.258,18.5395
i40022,9,1,21.8214,619238.7085,5.5
i40023,8,1,6.0259,1669315.9969,5.5
i40024,9,1,9.8415,1113932.5017,9.4021
i40025,9,1,13.9725,1283560.2863,19.5205
i40033,9,1,26.6085,504479.2719,5.5
i40034,9,1,39.5606,284422.8396,5.5
i40037,8,1,26.7057,490913.9026,5.5
i40038,7,1,22.1712,284757.1,7.3784
i40039,5,1,103.9311,116592.3298,6.5455
i40040,5,1,18.468,926872.9695,11.3321
i40041,4,1,2.2599,8719203.279,23.2632
i40042,7,1,55.0638,466277.9694,26.4639
i40043,7,1,184.9716,89979.4803,20.306
i40044,7,1,94.5513,190505.3835,10.6851
i40045,6,1,31.3416,276421.9908,9.5294
i40046,7,1,43.011,402837.4518,5.5
i40047,8,1,43.5213,463172.9129,16.2933
i40048,8,1,30.8853,512303.4473,8.9947
i40049,7,1,71.5635,255592.7542,6.0119
i40050,6,1,46.8261,365125.8617,5.5
i40051,5,1,20.0961,786450.5769,5.5
i40052,5,1,77.9058,263441.0293,8.4249
i40053,5,1,41.6016,427364.3945,11.5184
i40054,5,1,67.3839,186215.8614,5.5
i40055,5,1,21.4812,745617.2323,5.5
i40056,5,1,45.0765,456346.2759,8.8264
i40057,5,1,47.3607,361440.1828,5.5
i40058,5,1,47.5308,371812.3348,6.1184
i40059,5,1,93.6279,132866.4037,5.5
i40060,5,1,80.8947,222502.2869,5.5
i40061,5,1,128.8872,124189.2955,5.5
i40062,5,1,35.2836,479319.8006,5.5
i40065,6,1,50.2281,329233.6365,9.761
i40066,6,1,6.9984,1845917.5618,10.3447
i40067,6,1,10.5462,1311515.5297,5.5
i40068,5,1,9.8415,1407846.4144,5.5
i40070,4,1,14.2155,1145145.5907,6.7718
i40071,5,1,17.3745,974085.4012,6.4646
i40072,5,1,20.1447,604215.0358,6.2074
i40073,5,1,19.4886,784345.3789,5.5
i40074,5,1,19.683,541233.7882,5.5
i40075,5,1,31.3713,485087.2532,8.7556
i40076,5,1,9.1854,1496117.0677,5.5
i40077,5,1,22.2345,697114.3095,9.8537
i40078,5,1,13.365,717557.1074,5.5
i40082,4,1,7.7274,1182139.1558,6.7511
i40083,4,1,7.7517,1590243.7507,10.1801
i40084,4,1,7.9947,1002714.0109,5.5
i40085,5,1,8.5536,1869378.289,16.6251
i40087,4,1,11.0079,1304756.9469,5.5
i40095,7,1,7.4844,1102036.9981,5.5
i40096,7,1,6.1236,2111756.0727,5.5
i40097,6,1,12.0285,1165799.5785,5.5
i40098,6,1,25.4579,480134.7792,6.161
i40099,6,1,14.3127,961368.4707,9.5757
i40100,5,1,8.4564,1039730.854,5.5
i40101,6,1,19.9989,967924.9035,16.4684
i40102,6,1,17.496,755126.6064,8.1101
i40103,6,1,13.6323,715500.3094,5.5
i40104,5,1,10.9107,843825.1085,5.5
i40105,5,1,76.2291,238830.7366,5.5
i40106,5,1,8.2972,1000119.9123,5.5
i40107,6,1,7.2414,1173879.1968,5.5
i40108,5,1,17.3745,760166.8962,8.1501
i40109,5,1,22.0887,512679.0681,5.5
i40110,5,1,5.6862,1415327.68,5.5
i40111,6,1,18.2979,594567.4073,5.5
i40112,6,1,6.0993,1601685.0871,6.7718
i40114,6,1,16.4997,896098.4021,5.5
i40115,6,1,26.1711,634484.2877,5.5
i40117,6,1,6.8526,1447598.7819,6.733
i40121,6,1,5.6862,1369157.983,5.5
i40123,6,1,5.9778,2114357.0725,5.5
i40126,6,1,10.5705,820970.6861,5.5
i40129,7,1,10.6434,1486064.5136,7.1702
i40130,6,1,11.8341,882513.6153,6.9955
i40132,6,1,10.6677,1220197.4871,9.4564
i40134,7,1,7.8975,1068841.1846,5.5
i40135,7,1,6.1722,2305672.2881,5.5
i40136,7,1,17.253,855912.0997,5.5
i40137,7,1,15.8623,622426.925,5.5
i40138,6,1,14.7744,765966.8901,7.3028
i40139,8,1,4.9086,1496803.9206,5.5
i40140,7,1,15.4305,697864.6501,5.5
i40141,6,1,16.6455,871143.6373,5.5
i40142,6,1,12.1257,1148178.6878,5.5
i40143,6,1,208.1052,68474.5351,17.1421
i40144,7,1,8.4078,1629121.7846,5.6801
i40145,7,1,4.5441,1641313.6609,5.5
i40146,7,1,18.6138,725895.812,7.9855
i40147,7,1,13.0455,1088146.797,10.8256
i40148,7,1,12.5145,719080.975,5.5
i40149,7,1,10.0116,1131518.8324,8.5059
i40150,7,1,8.7237,1214531.3783,7.9595
i40151,7,1,6.0021,1419439.8687,6.1893
i40152,7,1,42.1362,341181.0057,7.682
i40153,7,1,7.2982,245088.6331,5.5
i40154,7,1,0.0,312998.2869,5.8474
i40155,7,1,22.5449,151398.0007,5.5
i40156,7,1,195.8094,45486.2441,7.9701
i40157,7,1,106.7013,114881.3317,5.5
i40158,7,1,32.2947,391128.3338,5.5
i40159,7,1,47.6766,363174.4494,5.5
i40160,7,1,31.4199,557237.2203,10.9758
i40161,7,1,30.2292,413456.3255,5.9411
i40162,7,1,15.1263,631244.4724,5.5
i40169,7,1,6.7554,2064394.746,10.301
i40170,7,1,11.2023,874910.1433,5.5
i40172,7,1,8.1347,1169588.6812,5.5
i40173,7,1,1.3851,7413681.8188,5.5
i40174,7,1,0.8748,8831769.6096,5.5
i40177,7,1,3.1989,3833718.4083,5.5
i40178,7,1,16.9614,1256828.2824,17.3221
i40179,7,1,9.1125,1332536.9101,7.0829
i40180,6,1,6.7554,1830730.1301,5.5
i40181,7,1,19.0755,768774.6048,5.5
i40182,7,1,5.8077,1526053.2461,5.5
i40198,7,1,13.8651,1260710.0032,5.9219
i40199,8,1,9.72,1672934.4207,5.5
i40201,9,1,0.0,108371848.5182,5.5
i40202,8,1,0.0,261745758.967,7.3811
i40205,9,1,0.972,16925696.7,5.5
i40207,8,1,0.0972,203588196.6956,5.5
i40210,9,1,0.0,686869705.9924,5.5
i40211,5,1,0.0,5802176.558,11.3693
i40212,3,1,5.9049,2486182.603,5.5
i40213,2,1,5.1516,3023965.0765,5.5
i40214,1,1,20.7522,1401510.7241,5.5
i40215,7,1,1.6767,13710066.0377,6.8411
i40216,8,1,0.0,6104851.9958,12.5804
i40217,8,1,0.0,60168681.1845,14.424
i40218,10,1,1.7739,30821667.0176,24.7751
i40219,9,1,0.0,65616749.2844,5.5
i40220,9,1,0.0,123255428.3813,5.5
i40221,10,1,0.0,508088020.4354,5.5
i40222,9,1,0.0,124850331.9784,5.5502
i40228,8,1,0.0486,309916792.3157,5.5
i40229,7,1,0.1215,165529191.4656,7.6357
i40230,7,1,0.0243,611782388.3052,5.5
i40232,8,1,0.2673,63851778.9013,8.0548
i40233,8,1,0.0243,665926695.6607,5.5
i40234,7,1,1.4823,18378390.9812,10.6222
i40235,8,1,0.2916,41092846.1415,5.5
i40243,7,1,0.0,6194248.8878,5.5
i40245,6,1,0.0,12298022.4239,5.5
i40284,10,1,0.0,40810408.36,11.7613
i40285,10,1,10.0116,1918597.0557,7.0674
