r,h,i,value
s42,H10,csp1_2,0.104597143
s42,H10,csp1_1,0.101780774
s42,H10,csp1_4,0.117519821
s42,H11,csp1_3,0.227263438
s42,H11,csp1_2,0.196766458
s42,H11,csp1_1,0.188576042
s42,H11,csp1_4,0.245933125
s42,H12,csp1_3,0.0047715
s42,H12,csp1_2,0.00416075
s42,H12,csp1_1,0.004359917
s42,H12,csp1_4,0.0051575
s42,H14,csp1_3,0.287988587
s42,H14,csp1_2,0.266258618
s42,H14,csp1_1,0.26765163
s42,H14,csp1_4,0.293771584
s42,H15,csp1_3,0.387633696
s42,H15,csp1_2,0.341571739
s42,H15,csp1_1,0.355926223
s42,H15,csp1_4,0.389242527
s42,H16,csp1_3,0.074816848
s42,H16,csp1_2,0.072728913
s42,H16,csp1_1,0.065024783
s42,H16,csp1_4,0.079474022
s42,H17,csp1_3,0.727292663
s42,H17,csp1_2,0.718406793
s42,H17,csp1_1,0.737336005
s42,H17,csp1_4,0.769538859
s42,H2,csp1_3,0.49190295
s42,H2,csp1_2,0.481718168
s42,H2,csp1_1,0.488865839
s42,H2,csp1_4,0.509962578
s42,H3,csp1_3,0.727292663
s42,H3,csp1_2,0.718406793
s42,H3,csp1_1,0.737336005
s42,H3,csp1_4,0.769538859
s42,H4,csp1_3,0.18904087
s42,H4,csp1_2,0.20713413
s42,H4,csp1_1,0.205397283
s42,H4,csp1_4,0.207199348
s42,H6,csp1_3,0.367541335
s42,H6,csp1_2,0.37181897
s42,H6,csp1_1,0.36991897
s42,H6,csp1_4,0.385051054
s42,H7,csp1_3,0.583179918
s42,H7,csp1_2,0.57164918
s42,H7,csp1_1,0.573026025
s42,H7,csp1_4,0.605513115
s42,H8,csp1_3,0.053839508
s42,H8,csp1_2,0.052691148
s42,H8,csp1_1,0.052737213
s42,H8,csp1_4,0.059453443
s43,H10,csp1_3,0.16764244
s43,H10,csp1_2,0.139907619
s43,H10,csp1_1,0.152461488
s43,H10,csp1_5,0.179177976
s43,H10,csp1_4,0.160869821
s43,H11,csp1_3,0.256647917
s43,H11,csp1_2,0.227918125
s43,H11,csp1_1,0.220854063
s43,H11,csp1_5,0.304580521
s43,H11,csp1_4,0.254577083
s43,H12,csp1_3,0.001938667
s43,H12,csp1_2,0.00234725
s43,H12,csp1_1,0.00140725
s43,H12,csp1_5,0.003479417
s43,H12,csp1_4,0.002275583
s43,H14,csp1_3,0.355459317
s43,H14,csp1_2,0.315662345
s43,H14,csp1_1,0.307311801
s43,H14,csp1_5,0.40265955
s43,H14,csp1_4,0.389452873
s43,H15,csp1_3,0.377879212
s43,H15,csp1_2,0.364377717
s43,H15,csp1_1,0.317468342
s43,H15,csp1_5,0.46387894
s43,H15,csp1_4,0.45102038
s43,H16,csp1_3,0.05671087
s43,H16,csp1_2,0.056972826
s43,H16,csp1_1,0.055795
s43,H16,csp1_5,0.06760163
s43,H16,csp1_4,0.05921913
s43,H17,csp1_3,0.612241168
s43,H17,csp1_2,0.502068886
s43,H17,csp1_1,0.520082745
s43,H17,csp1_5,0.715522011
s43,H17,csp1_4,0.695318071
s43,H2,csp1_3,0.552545419
s43,H2,csp1_2,0.506084006
s43,H2,csp1_1,0.534395963
s43,H2,csp1_5,0.567119798
s43,H2,csp1_4,0.561438354
s43,H3,csp1_3,0.612241168
s43,H3,csp1_2,0.502068886
s43,H3,csp1_1,0.520082745
s43,H3,csp1_5,0.715522011
s43,H3,csp1_4,0.695318071
s43,H4,csp1_3,0.134943043
s43,H4,csp1_2,0.104433478
s43,H4,csp1_1,0.119606413
s43,H4,csp1_5,0.16442837
s43,H4,csp1_4,0.149863587
s43,H6,csp1_3,0.39956007
s43,H6,csp1_2,0.385332904
s43,H6,csp1_1,0.393018033
s43,H6,csp1_5,0.445439227
s43,H6,csp1_4,0.420872482
s43,H7,csp1_3,0.573723156
s43,H7,csp1_2,0.519214139
s43,H7,csp1_1,0.52414877
s43,H7,csp1_5,0.633760656
s43,H7,csp1_4,0.602305533
s43,H8,csp1_3,0.033661967
s43,H8,csp1_2,0.031546557
s43,H8,csp1_1,0.036382787
s43,H8,csp1_5,0.03944918
s43,H8,csp1_4,0.034461639
s44,H10,csp1_3,0.112160357
s44,H10,csp1_2,0.116565893
s44,H10,csp1_5,0.139544762
s44,H10,csp1_4,0.136058929
s44,H11,csp1_3,0.194273542
s44,H11,csp1_2,0.241466771
s44,H11,csp1_5,0.264891458
s44,H11,csp1_4,0.233325208
s44,H12,csp1_3,0.0047095
s44,H12,csp1_2,0.005269417
s44,H12,csp1_5,0.0043065
s44,H12,csp1_4,0.00351825
s44,H14,csp1_3,0.321712733
s44,H14,csp1_2,0.295972904
s44,H14,csp1_5,0.400511879
s44,H14,csp1_4,0.358917469
s44,H15,csp1_3,0.417779212
s44,H15,csp1_2,0.403197826
s44,H15,csp1_5,0.524355978
s44,H15,csp1_4,0.43396644
s44,H16,csp1_3,0.082525435
s44,H16,csp1_2,0.080918152
s44,H16,csp1_5,0.07817163
s44,H16,csp1_4,0.071358043
s44,H17,csp1_3,0.668843071
s44,H17,csp1_2,0.67016875
s44,H17,csp1_5,0.707739674
s44,H17,csp1_4,0.681790217
s44,H2,csp1_3,0.508136879
s44,H2,csp1_2,0.504329814
s44,H2,csp1_5,0.519263898
s44,H2,csp1_4,0.555445885
s44,H3,csp1_3,0.668843071
s44,H3,csp1_2,0.67016875
s44,H3,csp1_5,0.707739674
s44,H3,csp1_4,0.681790217
s44,H4,csp1_3,0.169422826
s44,H4,csp1_2,0.167417065
s44,H4,csp1_5,0.168520761
s44,H4,csp1_4,0.169926957
s44,H6,csp1_3,0.384189344
s44,H6,csp1_2,0.374192506
s44,H6,csp1_5,0.415723419
s44,H6,csp1_4,0.427766042
s44,H7,csp1_3,0.590540574
s44,H7,csp1_2,0.584840574
s44,H7,csp1_5,0.624739754
s44,H7,csp1_4,0.648160246
s44,H8,csp1_3,0.056122295
s44,H8,csp1_2,0.053671311
s44,H8,csp1_5,0.047311148
s44,H8,csp1_4,0.054090984
s45,H10,csp1_3,0.135231071
s45,H10,csp1_5,0.1395525
s45,H10,csp1_4,0.148500952
s45,H11,csp1_3,0.210540625
s45,H11,csp1_5,0.266199063
s45,H11,csp1_4,0.238117708
s45,H12,csp1_3,0.002891417
s45,H12,csp1_5,0.002952333
s45,H12,csp1_4,0.002439
s45,H14,csp1_3,0.373494332
s45,H14,csp1_5,0.410533851
s45,H14,csp1_4,0.401789053
s45,H15,csp1_3,0.460173505
s45,H15,csp1_5,0.554313587
s45,H15,csp1_4,0.530450543
s45,H16,csp1_3,0.068407935
s45,H16,csp1_5,0.079577283
s45,H16,csp1_4,0.078107283
s45,H17,csp1_3,0.688317255
s45,H17,csp1_5,0.732791848
s45,H17,csp1_4,0.701332609
s45,H2,csp1_3,0.545647748
s45,H2,csp1_5,0.549704814
s45,H2,csp1_4,0.553851165
s45,H3,csp1_3,0.688317255
s45,H3,csp1_5,0.732791848
s45,H3,csp1_4,0.701332609
s45,H4,csp1_3,0.150019022
s45,H4,csp1_5,0.170952174
s45,H4,csp1_4,0.162117609
s45,H6,csp1_3,0.396179274
s45,H6,csp1_5,0.425364754
s45,H6,csp1_4,0.410668384
s45,H7,csp1_3,0.57406332
s45,H7,csp1_5,0.621202869
s45,H7,csp1_4,0.607619262
s45,H8,csp1_3,0.03878918
s45,H8,csp1_5,0.045488852
s45,H8,csp1_4,0.042389344
s46,H10,csp1_3,0.137675714
s46,H10,csp1_2,0.129104107
s46,H10,csp1_1,0.127559107
s46,H10,csp1_5,0.148249048
s46,H10,csp1_4,0.148664821
s46,H11,csp1_3,0.217311563
s46,H11,csp1_2,0.213820729
s46,H11,csp1_1,0.204472188
s46,H11,csp1_5,0.265367188
s46,H11,csp1_4,0.243651146
s46,H12,csp1_3,0.001776
s46,H12,csp1_2,0.0015405
s46,H12,csp1_1,0.002532167
s46,H12,csp1_5,0.003847667
s46,H12,csp1_4,0.003186167
s46,H14,csp1_3,0.345098214
s46,H14,csp1_2,0.323544565
s46,H14,csp1_1,0.30132927
s46,H14,csp1_5,0.396040839
s46,H14,csp1_4,0.389192081
s46,H15,csp1_3,0.419481522
s46,H15,csp1_2,0.416821875
s46,H15,csp1_1,0.382321739
s46,H15,csp1_5,0.4943375
s46,H15,csp1_4,0.460979755
s46,H16,csp1_3,0.068892065
s46,H16,csp1_2,0.067656739
s46,H16,csp1_1,0.061331848
s46,H16,csp1_5,0.088458696
s46,H16,csp1_4,0.08670913
s46,H17,csp1_3,0.668891033
s46,H17,csp1_2,0.652633832
s46,H17,csp1_1,0.595392527
s46,H17,csp1_5,0.694761549
s46,H17,csp1_4,0.680842799
s46,H2,csp1_3,0.542009472
s46,H2,csp1_2,0.575888665
s46,H2,csp1_1,0.556298991
s46,H2,csp1_5,0.539790916
s46,H2,csp1_4,0.538540761
s46,H3,csp1_3,0.668891033
s46,H3,csp1_2,0.652633832
s46,H3,csp1_1,0.595392527
s46,H3,csp1_5,0.694761549
s46,H3,csp1_4,0.680842799
s46,H4,csp1_3,0.15314087
s46,H4,csp1_2,0.143269348
s46,H4,csp1_1,0.136275543
s46,H4,csp1_5,0.169623696
s46,H4,csp1_4,0.163048587
s46,H6,csp1_3,0.417041452
s46,H6,csp1_2,0.399187002
s46,H6,csp1_1,0.392746956
s46,H6,csp1_5,0.422881967
s46,H6,csp1_4,0.433116042
s46,H7,csp1_3,0.589014344
s46,H7,csp1_2,0.528638115
s46,H7,csp1_1,0.512191189
s46,H7,csp1_5,0.63762541
s46,H7,csp1_4,0.634301844
s46,H8,csp1_3,0.040637541
s46,H8,csp1_2,0.031563115
s46,H8,csp1_1,0.03048459
s46,H8,csp1_5,0.05109
s46,H8,csp1_4,0.051492295
s47,H10,csp1_3,0.153235774
s47,H10,csp1_2,0.137309107
s47,H10,csp1_1,0.108197143
s47,H10,csp1_4,0.159443214
s47,H11,csp1_3,0.228181146
s47,H11,csp1_2,0.196525521
s47,H11,csp1_1,0.159714063
s47,H11,csp1_4,0.260541875
s47,H12,csp1_3,0.002272333
s47,H12,csp1_2,0.00149025
s47,H12,csp1_1,0.001130417
s47,H12,csp1_4,0.00302475
s47,H14,csp1_3,0.384511724
s47,H14,csp1_2,0.352394255
s47,H14,csp1_1,0.311493634
s47,H14,csp1_4,0.394006289
s47,H15,csp1_3,0.450575543
s47,H15,csp1_2,0.403179484
s47,H15,csp1_1,0.386141576
s47,H15,csp1_4,0.491270924
s47,H16,csp1_3,0.066502283
s47,H16,csp1_2,0.059719783
s47,H16,csp1_1,0.049747174
s47,H16,csp1_4,0.070835652
s47,H17,csp1_3,0.715008967
s47,H17,csp1_2,0.703745109
s47,H17,csp1_1,0.698183016
s47,H17,csp1_4,0.733469565
s47,H2,csp1_3,0.559399146
s47,H2,csp1_2,0.558987189
s47,H2,csp1_1,0.543325155
s47,H2,csp1_4,0.569150155
s47,H3,csp1_3,0.715008967
s47,H3,csp1_2,0.703745109
s47,H3,csp1_1,0.698183016
s47,H3,csp1_4,0.733469565
s47,H4,csp1_3,0.155484348
s47,H4,csp1_2,0.143791739
s47,H4,csp1_1,0.147117609
s47,H4,csp1_4,0.171844565
s47,H6,csp1_3,0.411760656
s47,H6,csp1_2,0.389977869
s47,H6,csp1_1,0.37956534
s47,H6,csp1_4,0.431688759
s47,H7,csp1_3,0.61852582
s47,H7,csp1_2,0.546465984
s47,H7,csp1_1,0.548503074
s47,H7,csp1_4,0.629828279
s47,H8,csp1_3,0.033603279
s47,H8,csp1_2,0.032482623
s47,H8,csp1_1,0.030249508
s47,H8,csp1_4,0.035185738
s48,H10,csp1_3,0.165834583
s48,H10,csp1_2,0.157539464
s48,H10,csp1_1,0.124757976
s48,H10,csp1_6,0.228072798
s48,H10,csp1_5,0.202180655
s48,H10,csp1_4,0.177537202
s48,H10,csp1_7,0.242308571
s48,H10,csp1_8,0.287684762
s48,H10,csp1_9,0.286123512
s48,H10,csp1_10,0.317773631
s48,H11,csp1_3,0.253304583
s48,H11,csp1_2,0.265236667
s48,H11,csp1_1,0.186870833
s48,H11,csp1_6,0.36202
s48,H11,csp1_5,0.308308333
s48,H11,csp1_4,0.265534063
s48,H11,csp1_7,0.378785521
s48,H11,csp1_8,0.451446667
s48,H11,csp1_9,0.457672188
s48,H11,csp1_10,0.504808125
s48,H12,csp1_3,0.001244833
s48,H12,csp1_2,0.002362583
s48,H12,csp1_1,0.002805
s48,H12,csp1_6,0.004380917
s48,H12,csp1_5,0.003773667
s48,H12,csp1_4,0.001877
s48,H12,csp1_7,0.005055333
s48,H12,csp1_8,0.00712575
s48,H12,csp1_9,0.006928667
s48,H12,csp1_10,0.007650417
s48,H14,csp1_3,0.353332376
s48,H14,csp1_2,0.36177663
s48,H14,csp1_1,0.365410404
s48,H14,csp1_6,0.441193168
s48,H14,csp1_5,0.438737578
s48,H14,csp1_4,0.39524472
s48,H14,csp1_7,0.486776708
s48,H14,csp1_8,0.504632065
s48,H14,csp1_9,0.518502096
s48,H14,csp1_10,0.565578649
s48,H15,csp1_3,0.425591576
s48,H15,csp1_2,0.470514674
s48,H15,csp1_1,0.469453397
s48,H15,csp1_6,0.565775951
s48,H15,csp1_5,0.546790625
s48,H15,csp1_4,0.524396603
s48,H15,csp1_7,0.611442527
s48,H15,csp1_8,0.660944022
s48,H15,csp1_9,0.68006413
s48,H15,csp1_10,0.730003804
s48,H16,csp1_3,0.067878913
s48,H16,csp1_2,0.066491739
s48,H16,csp1_1,0.067403478
s48,H16,csp1_6,0.078427717
s48,H16,csp1_5,0.076088913
s48,H16,csp1_4,0.065306739
s48,H16,csp1_7,0.085727065
s48,H16,csp1_8,0.1083225
s48,H16,csp1_9,0.115395543
s48,H16,csp1_10,0.121350652
s48,H17,csp1_3,0.688730299
s48,H17,csp1_2,0.723146739
s48,H17,csp1_1,0.692872554
s48,H17,csp1_6,0.707833016
s48,H17,csp1_5,0.730016984
s48,H17,csp1_4,0.753061005
s48,H17,csp1_7,0.733784375
s48,H17,csp1_8,0.635752174
s48,H17,csp1_9,0.656572011
s48,H17,csp1_10,0.650254755
s48,H2,csp1_3,0.583368711
s48,H2,csp1_2,0.543032065
s48,H2,csp1_1,0.565806211
s48,H2,csp1_6,0.588774224
s48,H2,csp1_5,0.589008463
s48,H2,csp1_4,0.586403183
s48,H2,csp1_7,0.579663354
s48,H2,csp1_8,0.579654425
s48,H2,csp1_9,0.597886646
s48,H2,csp1_10,0.585769798
s48,H3,csp1_3,0.688730299
s48,H3,csp1_2,0.723146739
s48,H3,csp1_1,0.692872554
s48,H3,csp1_6,0.707833016
s48,H3,csp1_5,0.730016984
s48,H3,csp1_4,0.753061005
s48,H3,csp1_7,0.733784375
s48,H3,csp1_8,0.635752174
s48,H3,csp1_9,0.656572011
s48,H3,csp1_10,0.650254755
s48,H4,csp1_3,0.152637065
s48,H4,csp1_2,0.154498152
s48,H4,csp1_1,0.151317935
s48,H4,csp1_6,0.147776413
s48,H4,csp1_5,0.155571739
s48,H4,csp1_4,0.165412065
s48,H4,csp1_7,0.14304837
s48,H4,csp1_8,0.136045109
s48,H4,csp1_9,0.142649457
s48,H4,csp1_10,0.153997935
s48,H6,csp1_3,0.420361593
s48,H6,csp1_2,0.39487096
s48,H6,csp1_1,0.263574941
s48,H6,csp1_6,0.462485246
s48,H6,csp1_5,0.455518852
s48,H6,csp1_4,0.429782319
s48,H6,csp1_7,0.493678923
s48,H6,csp1_8,0.508581616
s48,H6,csp1_9,0.516045082
s48,H6,csp1_10,0.509616628
s48,H7,csp1_3,0.540541803
s48,H7,csp1_2,0.57613791
s48,H7,csp1_1,0.430109836
s48,H7,csp1_6,0.618411475
s48,H7,csp1_5,0.618902869
s48,H7,csp1_4,0.642029303
s48,H7,csp1_7,0.647367623
s48,H7,csp1_8,0.678885451
s48,H7,csp1_9,0.688489344
s48,H7,csp1_10,0.714468443
s48,H8,csp1_3,0.036120164
s48,H8,csp1_2,0.039933115
s48,H8,csp1_1,0.029877049
s48,H8,csp1_6,0.040605738
s48,H8,csp1_5,0.044382295
s48,H8,csp1_4,0.03985082
s48,H8,csp1_7,0.04430459
s48,H8,csp1_8,0.050866066
s48,H8,csp1_9,0.051162951
s48,H8,csp1_10,0.050242787
s49,H10,csp1_3,0.145468929
s49,H10,csp1_2,0.148323274
s49,H10,csp1_1,0.144835238
s49,H10,csp1_5,0.225130714
s49,H10,csp1_4,0.220169345
s49,H11,csp1_3,0.268508021
s49,H11,csp1_2,0.231494375
s49,H11,csp1_1,0.250206563
s49,H11,csp1_5,0.319078438
s49,H11,csp1_4,0.322509063
s49,H12,csp1_3,0.002078083
s49,H12,csp1_2,0.00240675
s49,H12,csp1_1,0.001579083
s49,H12,csp1_5,0.002232
s49,H12,csp1_4,0.002652667
s49,H14,csp1_3,0.369820342
s49,H14,csp1_2,0.336525854
s49,H14,csp1_1,0.305730435
s49,H14,csp1_5,0.414493556
s49,H14,csp1_4,0.406092158
s49,H15,csp1_3,0.494246739
s49,H15,csp1_2,0.422671875
s49,H15,csp1_1,0.376163723
s49,H15,csp1_5,0.497260462
s49,H15,csp1_4,0.506022011
s49,H16,csp1_3,0.06769413
s49,H16,csp1_2,0.061941413
s49,H16,csp1_1,0.047673152
s49,H16,csp1_5,0.078561196
s49,H16,csp1_4,0.078724239
s49,H17,csp1_3,0.639594022
s49,H17,csp1_2,0.709
s49,H17,csp1_1,0.290525408
s49,H17,csp1_5,0.565142391
s49,H17,csp1_4,0.560200951
s49,H2,csp1_3,0.54274604
s49,H2,csp1_2,0.573342314
s49,H2,csp1_1,0.280119876
s49,H2,csp1_5,0.542814519
s49,H2,csp1_4,0.541706988
s49,H3,csp1_3,0.639594022
s49,H3,csp1_2,0.709
s49,H3,csp1_1,0.290525408
s49,H3,csp1_5,0.565142391
s49,H3,csp1_4,0.560200951
s49,H4,csp1_3,0.143917826
s49,H4,csp1_2,0.143790761
s49,H4,csp1_1,0.050639457
s49,H4,csp1_5,0.129325978
s49,H4,csp1_4,0.123837826
s49,H6,csp1_3,0.401116276
s49,H6,csp1_2,0.404579625
s49,H6,csp1_1,0.298524941
s49,H6,csp1_5,0.474581616
s49,H6,csp1_4,0.460666276
s49,H7,csp1_3,0.549430533
s49,H7,csp1_2,0.516028279
s49,H7,csp1_1,0.385535861
s49,H7,csp1_5,0.576782377
s49,H7,csp1_4,0.573557377
s49,H8,csp1_3,0.034512459
s49,H8,csp1_2,0.033921639
s49,H8,csp1_1,0.02280082
s49,H8,csp1_5,0.039121311
s49,H8,csp1_4,0.040833934
s5,H10,csp1_3,0.117869762
s5,H10,csp1_2,0.105448155
s5,H10,csp1_1,0.082551488
s5,H11,csp1_3,0.125624479
s5,H11,csp1_2,0.121943333
s5,H11,csp1_1,0.098049792
s5,H14,csp1_3,0.382684783
s5,H14,csp1_2,0.343120575
s5,H14,csp1_1,0.356991149
s5,H15,csp1_3,0.385500951
s5,H15,csp1_2,0.321624457
s5,H15,csp1_1,0.337012092
s5,H16,csp1_3,0.031673913
s5,H16,csp1_2,0.027200217
s5,H16,csp1_1,0.021494239
s5,H17,csp1_3,0.701540217
s5,H17,csp1_2,0.614537772
s5,H17,csp1_1,0.649761821
s5,H2,csp1_3,0.622649767
s5,H2,csp1_2,0.557745109
s5,H2,csp1_1,0.559926708
s5,H3,csp1_3,0.701540217
s5,H3,csp1_2,0.614537772
s5,H3,csp1_1,0.649761821
s5,H4,csp1_3,0.126752717
s5,H4,csp1_2,0.107878804
s5,H4,csp1_1,0.102523696
s5,H6,csp1_3,0.424583958
s5,H6,csp1_2,0.402754333
s5,H6,csp1_1,0.397889461
s5,H7,csp1_3,0.483602459
s5,H7,csp1_2,0.449887705
s5,H7,csp1_1,0.43453832
s5,H8,csp1_3,0.014414426
s5,H8,csp1_2,0.011580164
s5,H8,csp1_1,0.010893934
s50,H10,csp1_3,0.16412619
s50,H10,csp1_6,0.24843756
s50,H10,csp1_5,0.237812857
s50,H10,csp1_4,0.200018393
s50,H10,csp1_7,0.306931964
s50,H11,csp1_3,0.254415313
s50,H11,csp1_6,0.356974792
s50,H11,csp1_5,0.3594475
s50,H11,csp1_4,0.288149479
s50,H11,csp1_7,0.424406979
s50,H12,csp1_3,0.001844583
s50,H12,csp1_6,0.001506
s50,H12,csp1_5,0.002204583
s50,H12,csp1_4,0.00247725
s50,H12,csp1_7,0.0029605
s50,H14,csp1_3,0.38792927
s50,H14,csp1_6,0.510110792
s50,H14,csp1_5,0.485910637
s50,H14,csp1_4,0.434151165
s50,H14,csp1_7,0.535409472
s50,H15,csp1_3,0.438667663
s50,H15,csp1_6,0.583109511
s50,H15,csp1_5,0.588049049
s50,H15,csp1_4,0.491684375
s50,H15,csp1_7,0.603780707
s50,H16,csp1_3,0.066608804
s50,H16,csp1_6,0.072485761
s50,H16,csp1_5,0.066797174
s50,H16,csp1_4,0.06792163
s50,H16,csp1_7,0.072675
s50,H17,csp1_3,0.594196875
s50,H17,csp1_6,0.613667391
s50,H17,csp1_5,0.522089674
s50,H17,csp1_4,0.623998098
s50,H17,csp1_7,0.557999457
s50,H2,csp1_3,0.557953028
s50,H2,csp1_6,0.571797516
s50,H2,csp1_5,0.534874534
s50,H2,csp1_4,0.56440264
s50,H2,csp1_7,0.528080745
s50,H3,csp1_3,0.594196875
s50,H3,csp1_6,0.613667391
s50,H3,csp1_5,0.522089674
s50,H3,csp1_4,0.623998098
s50,H3,csp1_7,0.557999457
s50,H4,csp1_3,0.130827826
s50,H4,csp1_6,0.099928587
s50,H4,csp1_5,0.092938913
s50,H4,csp1_4,0.137367283
s50,H4,csp1_7,0.107324891
s50,H6,csp1_3,0.419100234
s50,H6,csp1_6,0.482189227
s50,H6,csp1_5,0.479414988
s50,H6,csp1_4,0.413342037
s50,H6,csp1_7,0.511667213
s50,H7,csp1_3,0.528155738
s50,H7,csp1_6,0.607221107
s50,H7,csp1_5,0.588727254
s50,H7,csp1_4,0.517698566
s50,H7,csp1_7,0.638788934
s50,H8,csp1_3,0.030937869
s50,H8,csp1_6,0.027714262
s50,H8,csp1_5,0.028860492
s50,H8,csp1_4,0.033929836
s50,H8,csp1_7,0.029362459
s51,H10,csp1_3,0.218516488
s51,H10,csp1_6,0.25167381
s51,H10,csp1_5,0.250510833
s51,H10,csp1_4,0.24436
s51,H10,csp1_7,0.264628452
s51,H10,csp1_8,0.286564583
s51,H10,csp1_9,0.300758214
s51,H10,csp1_10,0.314910119
s51,H11,csp1_3,0.307502604
s51,H11,csp1_6,0.381303021
s51,H11,csp1_5,0.395036771
s51,H11,csp1_4,0.351517083
s51,H11,csp1_7,0.395887917
s51,H11,csp1_8,0.436970104
s51,H11,csp1_9,0.460404896
s51,H11,csp1_10,0.527721563
s51,H12,csp1_3,0.001841167
s51,H12,csp1_6,0.003148083
s51,H12,csp1_5,0.00379925
s51,H12,csp1_4,0.00242675
s51,H12,csp1_7,0.003320833
s51,H12,csp1_8,0.003200083
s51,H12,csp1_9,0.003140583
s51,H12,csp1_10,0.007189083
s51,H14,csp1_3,0.405259705
s51,H14,csp1_6,0.493632531
s51,H14,csp1_5,0.42737663
s51,H14,csp1_4,0.406693245
s51,H14,csp1_7,0.496105357
s51,H14,csp1_8,0.534185559
s51,H14,csp1_9,0.538097671
s51,H14,csp1_10,0.566750388
s51,H15,csp1_3,0.487284103
s51,H15,csp1_6,0.606870245
s51,H15,csp1_5,0.568385054
s51,H15,csp1_4,0.52016481
s51,H15,csp1_7,0.633826902
s51,H15,csp1_8,0.646930027
s51,H15,csp1_9,0.668797826
s51,H15,csp1_10,0.772459375
s51,H16,csp1_3,0.075803152
s51,H16,csp1_6,0.08409337
s51,H16,csp1_5,0.082909783
s51,H16,csp1_4,0.072194348
s51,H16,csp1_7,0.088906848
s51,H16,csp1_8,0.086746739
s51,H16,csp1_9,0.094585
s51,H16,csp1_10,0.124646739
s51,H17,csp1_3,0.487840082
s51,H17,csp1_6,0.525343342
s51,H17,csp1_5,0.460411957
s51,H17,csp1_4,0.496325408
s51,H17,csp1_7,0.554722554
s51,H17,csp1_8,0.695252582
s51,H17,csp1_9,0.692344293
s51,H17,csp1_10,0.614838179
s51,H2,csp1_3,0.513058152
s51,H2,csp1_6,0.543367702
s51,H2,csp1_5,0.516158152
s51,H2,csp1_4,0.533569332
s51,H2,csp1_7,0.546857298
s51,H2,csp1_8,0.56638059
s51,H2,csp1_9,0.59735264
s51,H2,csp1_10,0.58106809
s51,H3,csp1_3,0.487840082
s51,H3,csp1_6,0.525343342
s51,H3,csp1_5,0.460411957
s51,H3,csp1_4,0.496325408
s51,H3,csp1_7,0.554722554
s51,H3,csp1_8,0.695252582
s51,H3,csp1_9,0.692344293
s51,H3,csp1_10,0.614838179
s51,H4,csp1_3,0.115840543
s51,H4,csp1_6,0.098237826
s51,H4,csp1_5,0.105758478
s51,H4,csp1_4,0.11426913
s51,H4,csp1_7,0.100205435
s51,H4,csp1_8,0.121891957
s51,H4,csp1_9,0.128395435
s51,H4,csp1_10,0.139193913
s51,H6,csp1_3,0.451619204
s51,H6,csp1_6,0.489878454
s51,H6,csp1_5,0.486194145
s51,H6,csp1_4,0.475026581
s51,H6,csp1_7,0.492166862
s51,H6,csp1_8,0.518835831
s51,H6,csp1_9,0.535103513
s51,H6,csp1_10,0.545938056
s51,H7,csp1_3,0.566363934
s51,H7,csp1_6,0.594191803
s51,H7,csp1_5,0.568917623
s51,H7,csp1_4,0.589344057
s51,H7,csp1_7,0.613555328
s51,H7,csp1_8,0.650842828
s51,H7,csp1_9,0.665826639
s51,H7,csp1_10,0.678081762
s51,H8,csp1_3,0.037237541
s51,H8,csp1_6,0.033429016
s51,H8,csp1_5,0.037741803
s51,H8,csp1_4,0.03911
s51,H8,csp1_7,0.033326557
s51,H8,csp1_8,0.032359672
s51,H8,csp1_9,0.034196557
s51,H8,csp1_10,0.043242131
s52,H10,csp1_6,0.248584702
s52,H10,csp1_7,0.258045952
s52,H10,csp1_8,0.271089107
s52,H10,csp1_9,0.314892202
s52,H10,csp1_10,0.353269286
s52,H11,csp1_6,0.36126125
s52,H11,csp1_7,0.390177292
s52,H11,csp1_8,0.409243021
s52,H11,csp1_9,0.457763542
s52,H11,csp1_10,0.504923021
s52,H12,csp1_6,0.0022055
s52,H12,csp1_7,0.002494667
s52,H12,csp1_8,0.003001
s52,H12,csp1_9,0.003047917
s52,H12,csp1_10,0.004321667
s52,H14,csp1_6,0.52485691
s52,H14,csp1_7,0.521733696
s52,H14,csp1_8,0.555018323
s52,H14,csp1_9,0.558887345
s52,H14,csp1_10,0.593082531
s52,H15,csp1_6,0.561328125
s52,H15,csp1_7,0.562340489
s52,H15,csp1_8,0.622131522
s52,H15,csp1_9,0.709920652
s52,H15,csp1_10,0.744127174
s52,H16,csp1_6,0.070378696
s52,H16,csp1_7,0.07574
s52,H16,csp1_8,0.086311739
s52,H16,csp1_9,0.081396196
s52,H16,csp1_10,0.101299565
s52,H17,csp1_6,0.634227038
s52,H17,csp1_7,0.689655842
s52,H17,csp1_8,0.755620652
s52,H17,csp1_9,0.743161141
s52,H17,csp1_10,0.725199864
s52,H2,csp1_6,0.585074146
s52,H2,csp1_7,0.582642081
s52,H2,csp1_8,0.59239705
s52,H2,csp1_9,0.584149301
s52,H2,csp1_10,0.598123292
s52,H3,csp1_6,0.634227038
s52,H3,csp1_7,0.689655842
s52,H3,csp1_8,0.755620652
s52,H3,csp1_9,0.743161141
s52,H3,csp1_10,0.725199864
s52,H4,csp1_6,0.111089022
s52,H4,csp1_7,0.111205978
s52,H4,csp1_8,0.125944457
s52,H4,csp1_9,0.128959348
s52,H4,csp1_10,0.126481304
s52,H6,csp1_6,0.50136452
s52,H6,csp1_7,0.529246721
s52,H6,csp1_8,0.5263863
s52,H6,csp1_9,0.571262881
