r,h,i,value
s313,H6,csp1_1,0.320230562
s313,H7,csp1_2,0.345264344
s313,H7,csp1_1,0.268667213
s313,H8,csp1_2,0.007377541
s313,H8,csp1_1,0.009771311
s32,H10,csp1_11,0.437788631
s32,H10,csp1_10,0.419115655
s32,H11,csp1_11,0.45307375
s32,H11,csp1_10,0.442408229
s32,H14,csp1_11,0.647943789
s32,H14,csp1_10,0.647288276
s32,H15,csp1_11,0.69797038
s32,H15,csp1_10,0.690995245
s32,H16,csp1_11,0.045730109
s32,H16,csp1_10,0.045689783
s32,H17,csp1_11,0.744838587
s32,H17,csp1_10,0.743038587
s32,H2,csp1_11,0.727001863
s32,H2,csp1_10,0.72574573
s32,H3,csp1_11,0.744838587
s32,H3,csp1_10,0.743038587
s32,H4,csp1_11,0.094587935
s32,H4,csp1_10,0.094952391
s32,H6,csp1_11,0.634982436
s32,H6,csp1_10,0.622318618
s32,H7,csp1_11,0.640490574
s32,H7,csp1_10,0.628879303
s32,H8,csp1_11,0.00830459
s32,H8,csp1_10,0.008321967
s33,H10,csp1_8,0.402085298
s33,H10,csp1_9,0.403457738
s33,H10,csp1_12,0.476044226
s33,H10,csp1_11,0.49493875
s33,H10,csp1_10,0.488419464
s33,H11,csp1_8,0.430158021
s33,H11,csp1_9,0.426735625
s33,H11,csp1_12,0.460597083
s33,H11,csp1_11,0.4883375
s33,H11,csp1_10,0.452400625
s33,H14,csp1_8,0.53917337
s33,H14,csp1_9,0.563267469
s33,H14,csp1_12,0.681202019
s33,H14,csp1_11,0.678149689
s33,H14,csp1_10,0.680444332
s33,H15,csp1_8,0.630984511
s33,H15,csp1_9,0.639503125
s33,H15,csp1_12,0.745661277
s33,H15,csp1_11,0.714135598
s33,H15,csp1_10,0.697946603
s33,H16,csp1_8,0.035197826
s33,H16,csp1_9,0.038608478
s33,H16,csp1_12,0.042741739
s33,H16,csp1_11,0.028501304
s33,H16,csp1_10,0.023181522
s33,H17,csp1_8,0.721226359
s33,H17,csp1_9,0.737374457
s33,H17,csp1_12,0.75575163
s33,H17,csp1_11,0.674878261
s33,H17,csp1_10,0.647262772
s33,H2,csp1_8,0.707669876
s33,H2,csp1_9,0.716465062
s33,H2,csp1_12,0.74219146
s33,H2,csp1_11,0.667482453
s33,H2,csp1_10,0.612612655
s33,H3,csp1_8,0.721226359
s33,H3,csp1_9,0.737374457
s33,H3,csp1_12,0.75575163
s33,H3,csp1_11,0.674878261
s33,H3,csp1_10,0.647262772
s33,H4,csp1_8,0.085722283
s33,H4,csp1_9,0.086744457
s33,H4,csp1_12,0.088987935
s33,H4,csp1_11,0.057709348
s33,H4,csp1_10,0.050948696
s33,H6,csp1_8,0.588058548
s33,H6,csp1_9,0.590552576
s33,H6,csp1_12,0.651782787
s33,H6,csp1_11,0.622665222
s33,H6,csp1_10,0.585544028
s33,H7,csp1_8,0.622928689
s33,H7,csp1_9,0.623251434
s33,H7,csp1_12,0.645840369
s33,H7,csp1_11,0.591716598
s33,H7,csp1_10,0.533372746
s33,H8,csp1_8,0.006177869
s33,H8,csp1_9,0.006642951
s33,H8,csp1_12,0.006862131
s33,H8,csp1_11,0.000552459
s33,H8,csp1_10,0.000470328
s34,H10,csp1_2,0.209608512
s34,H10,csp1_6,0.241273512
s34,H10,csp1_5,0.177851131
s34,H10,csp1_4,0.119746012
s34,H10,csp1_7,0.258205298
s34,H10,csp1_8,0.25942381
s34,H10,csp1_9,0.316999107
s34,H10,csp1_10,0.330977917
s34,H11,csp1_2,0.235127604
s34,H11,csp1_6,0.276678958
s34,H11,csp1_5,0.183094688
s34,H11,csp1_4,0.1330325
s34,H11,csp1_7,0.288849688
s34,H11,csp1_8,0.290810104
s34,H11,csp1_9,0.333247292
s34,H11,csp1_10,0.358100313
s34,H14,csp1_2,0.312981444
s34,H14,csp1_6,0.436825543
s34,H14,csp1_5,0.417329736
s34,H14,csp1_4,0.372869953
s34,H14,csp1_7,0.462481755
s34,H14,csp1_8,0.506472826
s34,H14,csp1_9,0.538822904
s34,H14,csp1_10,0.543816071
s34,H15,csp1_2,0.317419837
s34,H15,csp1_6,0.468190625
s34,H15,csp1_5,0.431463995
s34,H15,csp1_4,0.404076223
s34,H15,csp1_7,0.491574457
s34,H15,csp1_8,0.549945109
s34,H15,csp1_9,0.563156386
s34,H15,csp1_10,0.589502717
s34,H16,csp1_2,0.021466304
s34,H16,csp1_6,0.041886196
s34,H16,csp1_5,0.039063261
s34,H16,csp1_4,0.032036304
s34,H16,csp1_7,0.041672065
s34,H16,csp1_8,0.040121848
s34,H16,csp1_9,0.038268152
s34,H16,csp1_10,0.045213043
s34,H17,csp1_2,0.439401359
s34,H17,csp1_6,0.785119293
s34,H17,csp1_5,0.758408152
s34,H17,csp1_4,0.731520516
s34,H17,csp1_7,0.784034647
s34,H17,csp1_8,0.774784511
s34,H17,csp1_9,0.727637772
s34,H17,csp1_10,0.762776766
s34,H2,csp1_2,0.419706755
s34,H2,csp1_6,0.72197368
s34,H2,csp1_5,0.7142375
s34,H2,csp1_4,0.695530435
s34,H2,csp1_7,0.72616646
s34,H2,csp1_8,0.740447283
s34,H2,csp1_9,0.755052484
s34,H2,csp1_10,0.773250543
s34,H3,csp1_2,0.439401359
s34,H3,csp1_6,0.785119293
s34,H3,csp1_5,0.758408152
s34,H3,csp1_4,0.731520516
s34,H3,csp1_7,0.784034647
s34,H3,csp1_8,0.774784511
s34,H3,csp1_9,0.727637772
s34,H3,csp1_10,0.762776766
s34,H4,csp1_2,0.052495978
s34,H4,csp1_6,0.119656413
s34,H4,csp1_5,0.13182413
s34,H4,csp1_4,0.105764348
s34,H4,csp1_7,0.119817717
s34,H4,csp1_8,0.115436304
s34,H4,csp1_9,0.10149587
s34,H4,csp1_10,0.109024783
s34,H6,csp1_2,0.463313349
s34,H6,csp1_6,0.584010656
s34,H6,csp1_5,0.569324005
s34,H6,csp1_4,0.491011007
s34,H6,csp1_7,0.567040281
s34,H6,csp1_8,0.589613466
s34,H6,csp1_9,0.596216628
s34,H6,csp1_10,0.62814192
s34,H7,csp1_2,0.54243709
s34,H7,csp1_6,0.625650615
s34,H7,csp1_5,0.600553074
s34,H7,csp1_4,0.543198156
s34,H7,csp1_7,0.635487705
s34,H7,csp1_8,0.67165082
s34,H7,csp1_9,0.63131209
s34,H7,csp1_10,0.684881967
s34,H8,csp1_2,0.01006377
s34,H8,csp1_6,0.01454377
s34,H8,csp1_5,0.016238852
s34,H8,csp1_4,0.011990492
s34,H8,csp1_7,0.014551148
s34,H8,csp1_8,0.012557541
s34,H8,csp1_9,0.014349016
s34,H8,csp1_10,0.015771311
s35,H10,csp1_3,0.164223631
s35,H10,csp1_2,0.115885774
s35,H10,csp1_1,0.106572798
s35,H10,csp1_6,0.243024226
s35,H10,csp1_5,0.225413512
s35,H10,csp1_4,0.207657381
s35,H10,csp1_7,0.255837381
s35,H10,csp1_8,0.275273929
s35,H10,csp1_9,0.289362143
s35,H11,csp1_3,0.145710833
s35,H11,csp1_2,0.103251979
s35,H11,csp1_1,0.115149271
s35,H11,csp1_6,0.233139271
s35,H11,csp1_5,0.20792875
s35,H11,csp1_4,0.225946042
s35,H11,csp1_7,0.257597708
s35,H11,csp1_8,0.289039792
s35,H11,csp1_9,0.304448958
s35,H14,csp1_3,0.404778494
s35,H14,csp1_2,0.393621196
s35,H14,csp1_1,0.435981522
s35,H14,csp1_6,0.468610016
s35,H14,csp1_5,0.46099837
s35,H14,csp1_4,0.429399534
s35,H14,csp1_7,0.49349146
s35,H14,csp1_8,0.538520963
s35,H14,csp1_9,0.543686102
s35,H15,csp1_3,0.342152582
s35,H15,csp1_2,0.290539946
s35,H15,csp1_1,0.357473505
s35,H15,csp1_6,0.425451087
s35,H15,csp1_5,0.433071603
s35,H15,csp1_4,0.420425
s35,H15,csp1_7,0.488192527
s35,H15,csp1_8,0.528349457
s35,H15,csp1_9,0.554364674
s35,H16,csp1_3,0.01757587
s35,H16,csp1_2,0.0169475
s35,H16,csp1_1,0.019215543
s35,H16,csp1_6,0.028606304
s35,H16,csp1_5,0.026334891
s35,H16,csp1_4,0.025727283
s35,H16,csp1_7,0.034233152
s35,H16,csp1_8,0.038906087
s35,H16,csp1_9,0.039494457
s35,H17,csp1_3,0.483134103
s35,H17,csp1_2,0.466441033
s35,H17,csp1_1,0.525944293
s35,H17,csp1_6,0.720117935
s35,H17,csp1_5,0.697626902
s35,H17,csp1_4,0.73448587
s35,H17,csp1_7,0.743606386
s35,H17,csp1_8,0.795858288
s35,H17,csp1_9,0.799011549
s35,H2,csp1_3,0.607400854
s35,H2,csp1_2,0.644142624
s35,H2,csp1_1,0.687774612
s35,H2,csp1_6,0.72376382
s35,H2,csp1_5,0.722008385
s35,H2,csp1_4,0.721932686
s35,H2,csp1_7,0.732022748
s35,H2,csp1_8,0.752570807
s35,H2,csp1_9,0.749266149
s35,H3,csp1_3,0.483134103
s35,H3,csp1_2,0.466441033
s35,H3,csp1_1,0.525944293
s35,H3,csp1_6,0.720117935
s35,H3,csp1_5,0.697626902
s35,H3,csp1_4,0.73448587
s35,H3,csp1_7,0.743606386
s35,H3,csp1_8,0.795858288
s35,H3,csp1_9,0.799011549
s35,H4,csp1_3,0.047064891
s35,H4,csp1_2,0.048484565
s35,H4,csp1_1,0.058692717
s35,H4,csp1_6,0.097635
s35,H4,csp1_5,0.091346413
s35,H4,csp1_4,0.100517174
s35,H4,csp1_7,0.091900435
s35,H4,csp1_8,0.113657717
s35,H4,csp1_9,0.106603261
s35,H6,csp1_3,0.414898244
s35,H6,csp1_2,0.328061358
s35,H6,csp1_1,0.349373185
s35,H6,csp1_6,0.576092974
s35,H6,csp1_5,0.56805644
s35,H6,csp1_4,0.54442541
s35,H6,csp1_7,0.566046136
s35,H6,csp1_8,0.59408548
s35,H6,csp1_9,0.597000937
s35,H7,csp1_3,0.427389139
s35,H7,csp1_2,0.396345902
s35,H7,csp1_1,0.392573566
s35,H7,csp1_6,0.569861066
s35,H7,csp1_5,0.567554303
s35,H7,csp1_4,0.546052664
s35,H7,csp1_7,0.571632582
s35,H7,csp1_8,0.633995697
s35,H7,csp1_9,0.629118852
s35,H8,csp1_3,0.004310984
s35,H8,csp1_2,0.003786557
s35,H8,csp1_1,0.003193607
s35,H8,csp1_6,0.010332131
s35,H8,csp1_5,0.008958689
s35,H8,csp1_4,0.011198197
s35,H8,csp1_7,0.009610328
s35,H8,csp1_8,0.011682459
s35,H8,csp1_9,0.01198377
s36,H1,csp1_3,0.001223913
s36,H1,csp1_2,0.000701019
s36,H1,csp1_4,0.001033696
s36,H10,csp1_3,0.205797083
s36,H10,csp1_2,0.118339524
s36,H10,csp1_6,0.31371494
s36,H10,csp1_5,0.242534167
s36,H10,csp1_4,0.23320375
s36,H10,csp1_7,0.359024048
s36,H10,csp1_8,0.358657857
s36,H11,csp1_3,0.169055625
s36,H11,csp1_2,0.106413229
s36,H11,csp1_6,0.257591875
s36,H11,csp1_5,0.202591563
s36,H11,csp1_4,0.19105375
s36,H11,csp1_7,0.308004375
s36,H11,csp1_8,0.308196354
s36,H14,csp1_3,0.465919332
s36,H14,csp1_2,0.457860792
s36,H14,csp1_6,0.544925311
s36,H14,csp1_5,0.495555901
s36,H14,csp1_4,0.489825621
s36,H14,csp1_7,0.568779969
s36,H14,csp1_8,0.589893556
s36,H15,csp1_3,0.344456522
s36,H15,csp1_2,0.353462772
s36,H15,csp1_6,0.424678125
s36,H15,csp1_5,0.411477038
s36,H15,csp1_4,0.387519429
s36,H15,csp1_7,0.535258696
s36,H15,csp1_8,0.56542894
s36,H16,csp1_3,0.0200575
s36,H16,csp1_2,0.019883913
s36,H16,csp1_6,0.020384891
s36,H16,csp1_5,0.022824565
s36,H16,csp1_4,0.022079348
s36,H16,csp1_7,0.027838152
s36,H16,csp1_8,0.030496848
s36,H17,csp1_3,0.52184769
s36,H17,csp1_2,0.46726875
s36,H17,csp1_6,0.512608288
s36,H17,csp1_5,0.543834239
s36,H17,csp1_4,0.567582609
s36,H17,csp1_7,0.648961141
s36,H17,csp1_8,0.644857745
s36,H2,csp1_3,0.664500155
s36,H2,csp1_2,0.644742857
s36,H2,csp1_6,0.673374534
s36,H2,csp1_5,0.689680435
s36,H2,csp1_4,0.69831545
s36,H2,csp1_7,0.704589053
s36,H2,csp1_8,0.704217935
s36,H3,csp1_3,0.52184769
s36,H3,csp1_2,0.46726875
s36,H3,csp1_6,0.512608288
s36,H3,csp1_5,0.543834239
s36,H3,csp1_4,0.567582609
s36,H3,csp1_7,0.648961141
s36,H3,csp1_8,0.644857745
s36,H4,csp1_3,0.064291522
s36,H4,csp1_2,0.058877065
s36,H4,csp1_6,0.066341196
s36,H4,csp1_5,0.066045652
s36,H4,csp1_4,0.070124565
s36,H4,csp1_7,0.077231304
s36,H4,csp1_8,0.071010435
s36,H6,csp1_3,0.504221311
s36,H6,csp1_2,0.394274941
s36,H6,csp1_6,0.555221897
s36,H6,csp1_5,0.538176581
s36,H6,csp1_4,0.537055269
s36,H6,csp1_7,0.599343091
s36,H6,csp1_8,0.599508548
s36,H7,csp1_3,0.413314139
s36,H7,csp1_2,0.35585082
s36,H7,csp1_6,0.443983607
s36,H7,csp1_5,0.455968033
s36,H7,csp1_4,0.482321311
s36,H7,csp1_7,0.46570082
s36,H7,csp1_8,0.444709631
s36,H8,csp1_3,0.004614918
s36,H8,csp1_2,0.003160328
s36,H8,csp1_6,0.005469016
s36,H8,csp1_5,0.00606082
s36,H8,csp1_4,0.005504098
s36,H8,csp1_7,0.00484082
s36,H8,csp1_8,0.004496066
s37,H10,csp1_6,0.23914494
s37,H10,csp1_5,0.163124405
s37,H10,csp1_4,0.161925357
s37,H10,csp1_7,0.264314048
s37,H10,csp1_8,0.282678274
s37,H10,csp1_9,0.303439107
s37,H10,csp1_12,0.405515417
s37,H10,csp1_11,0.396938393
s37,H10,csp1_10,0.35852881
s37,H11,csp1_6,0.225295208
s37,H11,csp1_5,0.164720521
s37,H11,csp1_4,0.149577396
s37,H11,csp1_7,0.252146667
s37,H11,csp1_8,0.30868625
s37,H11,csp1_9,0.318367292
s37,H11,csp1_12,0.426750208
s37,H11,csp1_11,0.418145104
s37,H11,csp1_10,0.359323958
s37,H14,csp1_6,0.491471894
s37,H14,csp1_5,0.452839519
s37,H14,csp1_4,0.420083385
s37,H14,csp1_7,0.492528028
s37,H14,csp1_8,0.538021817
s37,H14,csp1_9,0.56218191
s37,H14,csp1_12,0.659568168
s37,H14,csp1_11,0.651180435
s37,H14,csp1_10,0.621385404
s37,H15,csp1_6,0.485205435
s37,H15,csp1_5,0.43763913
s37,H15,csp1_4,0.431372011
s37,H15,csp1_7,0.506429076
s37,H15,csp1_8,0.561155571
s37,H15,csp1_9,0.574170516
s37,H15,csp1_12,0.650134239
s37,H15,csp1_11,0.644863723
s37,H15,csp1_10,0.589694701
s37,H16,csp1_6,0.028647174
s37,H16,csp1_5,0.025410543
s37,H16,csp1_4,0.023161522
s37,H16,csp1_7,0.034855217
s37,H16,csp1_8,0.038212609
s37,H16,csp1_9,0.040978913
s37,H16,csp1_12,0.041519457
s37,H16,csp1_11,0.042442717
s37,H16,csp1_10,0.040125761
s37,H17,csp1_6,0.702249728
s37,H17,csp1_5,0.692767527
s37,H17,csp1_4,0.695244022
s37,H17,csp1_7,0.731861685
s37,H17,csp1_8,0.789477038
s37,H17,csp1_9,0.7722375
s37,H17,csp1_12,0.788270109
s37,H17,csp1_11,0.762024049
s37,H17,csp1_10,0.724654755
s37,H2,csp1_6,0.712107609
s37,H2,csp1_5,0.704510637
s37,H2,csp1_4,0.684113509
s37,H2,csp1_7,0.732921817
s37,H2,csp1_8,0.739176087
s37,H2,csp1_9,0.747312578
s37,H2,csp1_12,0.775679425
s37,H2,csp1_11,0.757232531
s37,H2,csp1_10,0.766376398
s37,H3,csp1_6,0.702249728
s37,H3,csp1_5,0.692767527
s37,H3,csp1_4,0.695244022
s37,H3,csp1_7,0.731861685
s37,H3,csp1_8,0.789477038
s37,H3,csp1_9,0.7722375
s37,H3,csp1_12,0.788270109
s37,H3,csp1_11,0.762024049
s37,H3,csp1_10,0.724654755
s37,H4,csp1_6,0.087043804
s37,H4,csp1_5,0.080858804
s37,H4,csp1_4,0.07649663
s37,H4,csp1_7,0.090536848
s37,H4,csp1_8,0.108407391
s37,H4,csp1_9,0.104298152
s37,H4,csp1_12,0.109229891
s37,H4,csp1_11,0.1016775
s37,H4,csp1_10,0.094527717
s37,H6,csp1_6,0.550492037
s37,H6,csp1_5,0.512997541
s37,H6,csp1_4,0.488738993
s37,H6,csp1_7,0.560414637
s37,H6,csp1_8,0.599003981
s37,H6,csp1_9,0.613656323
s37,H6,csp1_12,0.648140047
s37,H6,csp1_11,0.637411827
s37,H6,csp1_10,0.631954801
s37,H7,csp1_6,0.563830943
s37,H7,csp1_5,0.533154303
s37,H7,csp1_4,0.540032377
s37,H7,csp1_7,0.570362705
s37,H7,csp1_8,0.63957582
s37,H7,csp1_9,0.626286066
s37,H7,csp1_12,0.626734016
s37,H7,csp1_11,0.604535041
s37,H7,csp1_10,0.617119877
s37,H8,csp1_6,0.008332295
s37,H8,csp1_5,0.007841148
s37,H8,csp1_4,0.007114426
s37,H8,csp1_7,0.009279508
s37,H8,csp1_8,0.012343607
s37,H8,csp1_9,0.012013607
s37,H8,csp1_12,0.008717213
s37,H8,csp1_11,0.008772951
s37,H8,csp1_10,0.009673115
s38,H10,csp1_3,0.195610714
s38,H10,csp1_6,0.214724762
s38,H10,csp1_5,0.211614167
s38,H10,csp1_4,0.144297024
s38,H10,csp1_7,0.343721548
s38,H10,csp1_8,0.364053393
s38,H10,csp1_9,0.377547083
s38,H10,csp1_12,0.403428631
s38,H10,csp1_11,0.409329048
s38,H10,csp1_10,0.377835417
s38,H11,csp1_3,0.193948229
s38,H11,csp1_6,0.197821667
s38,H11,csp1_5,0.237845521
s38,H11,csp1_4,0.176287604
s38,H11,csp1_7,0.308406875
s38,H11,csp1_8,0.325415313
s38,H11,csp1_9,0.357196667
s38,H11,csp1_12,0.403856042
s38,H11,csp1_11,0.398770625
s38,H11,csp1_10,0.378947813
s38,H14,csp1_3,0.414512578
s38,H14,csp1_6,0.539481599
s38,H14,csp1_5,0.465085093
s38,H14,csp1_4,0.510426786
s38,H14,csp1_7,0.572193556
s38,H14,csp1_8,0.609598292
s38,H14,csp1_9,0.619424146
s38,H14,csp1_12,0.667699068
s38,H14,csp1_11,0.660530435
s38,H14,csp1_10,0.655404969
s38,H15,csp1_3,0.373171467
s38,H15,csp1_6,0.467395109
s38,H15,csp1_5,0.447026495
s38,H15,csp1_4,0.433731114
s38,H15,csp1_7,0.494614946
s38,H15,csp1_8,0.529911549
s38,H15,csp1_9,0.56552106
s38,H15,csp1_12,0.676867663
s38,H15,csp1_11,0.658598913
s38,H15,csp1_10,0.61643288
s38,H16,csp1_3,0.013682283
s38,H16,csp1_6,0.026030435
s38,H16,csp1_5,0.018972283
s38,H16,csp1_4,0.025847826
s38,H16,csp1_7,0.028098261
s38,H16,csp1_8,0.027871848
s38,H16,csp1_9,0.032756957
s38,H16,csp1_12,0.040978913
s38,H16,csp1_11,0.041740435
s38,H16,csp1_10,0.039305435
s38,H17,csp1_3,0.51455856
s38,H17,csp1_6,0.660096196
s38,H17,csp1_5,0.575908288
s38,H17,csp1_4,0.639943478
s38,H17,csp1_7,0.582500815
s38,H17,csp1_8,0.676206793
s38,H17,csp1_9,0.664279212
s38,H17,csp1_12,0.792064674
s38,H17,csp1_11,0.763334647
s38,H17,csp1_10,0.694538723
s38,H2,csp1_3,0.595220885
s38,H2,csp1_6,0.715114596
s38,H2,csp1_5,0.670128183
s38,H2,csp1_4,0.71264146
s38,H2,csp1_7,0.705931366
s38,H2,csp1_8,0.734509161
s38,H2,csp1_9,0.754475854
s38,H2,csp1_12,0.762065761
s38,H2,csp1_11,0.765911879
s38,H2,csp1_10,0.758510637
s38,H3,csp1_3,0.51455856
s38,H3,csp1_6,0.660096196
s38,H3,csp1_5,0.575908288
s38,H3,csp1_4,0.639943478
s38,H3,csp1_7,0.582500815
s38,H3,csp1_8,0.676206793
s38,H3,csp1_9,0.664279212
s38,H3,csp1_12,0.792064674
s38,H3,csp1_11,0.763334647
s38,H3,csp1_10,0.694538723
s38,H4,csp1_3,0.053567717
s38,H4,csp1_6,0.076600109
s38,H4,csp1_5,0.062564457
s38,H4,csp1_4,0.070956522
s38,H4,csp1_7,0.074566304
s38,H4,csp1_8,0.081761848
s38,H4,csp1_9,0.083118478
s38,H4,csp1_12,0.10582337
s38,H4,csp1_11,0.102984239
s38,H4,csp1_10,0.097025652
s38,H6,csp1_3,0.525791218
s38,H6,csp1_6,0.555756674
s38,H6,csp1_5,0.510299415
s38,H6,csp1_4,0.458393091
s38,H6,csp1_7,0.571585714
s38,H6,csp1_8,0.614316276
s38,H6,csp1_9,0.62145808
s38,H6,csp1_12,0.632785831
s38,H6,csp1_11,0.636251639
s38,H6,csp1_10,0.617547658
s38,H7,csp1_3,0.470942213
s38,H7,csp1_6,0.468730943
s38,H7,csp1_5,0.467376434
s38,H7,csp1_4,0.442491598
s38,H7,csp1_7,0.507887705
s38,H7,csp1_8,0.519755533
s38,H7,csp1_9,0.551661066
s38,H7,csp1_12,0.62972377
s38,H7,csp1_11,0.596691803
s38,H7,csp1_10,0.59303627
s38,H8,csp1_3,0.004411311
s38,H8,csp1_6,0.005414098
s38,H8,csp1_5,0.00481623
s38,H8,csp1_4,0.005047213
s38,H8,csp1_7,0.005201148
s38,H8,csp1_8,0.005508361
s38,H8,csp1_9,0.006729672
s38,H8,csp1_12,0.007111475
s38,H8,csp1_11,0.006503934
s38,H8,csp1_10,0.006731148
s39,H10,csp1_7,0.362657738
s39,H10,csp1_8,0.371753452
s39,H10,csp1_9,0.407687738
s39,H10,csp1_12,0.436879583
s39,H10,csp1_11,0.430183631
s39,H10,csp1_10,0.423263274
s39,H11,csp1_7,0.295503646
s39,H11,csp1_8,0.324926042
s39,H11,csp1_9,0.352568229
s39,H11,csp1_12,0.402131771
s39,H11,csp1_11,0.413221042
s39,H11,csp1_10,0.380450417
s39,H14,csp1_7,0.600188354
s39,H14,csp1_8,0.61082205
s39,H14,csp1_9,0.647266925
s39,H14,csp1_12,0.682284394
s39,H14,csp1_11,0.664033618
s39,H14,csp1_10,0.664549379
s39,H15,csp1_7,0.507343614
s39,H15,csp1_8,0.530126495
s39,H15,csp1_9,0.589023234
s39,H15,csp1_12,0.686027989
s39,H15,csp1_11,0.658717527
s39,H15,csp1_10,0.650794973
s39,H16,csp1_7,0.028997826
s39,H16,csp1_8,0.027708152
s39,H16,csp1_9,0.029311848
s39,H16,csp1_12,0.040829348
s39,H16,csp1_11,0.037016087
s39,H16,csp1_10,0.035443804
s39,H17,csp1_7,0.587164538
s39,H17,csp1_8,0.594277038
s39,H17,csp1_9,0.641375408
s39,H17,csp1_12,0.672438723
s39,H17,csp1_11,0.685838451
s39,H17,csp1_10,0.643427717
s39,H2,csp1_7,0.683263354
s39,H2,csp1_8,0.700247981
s39,H2,csp1_9,0.712219488
s39,H2,csp1_12,0.73718222
s39,H2,csp1_11,0.730654581
s39,H2,csp1_10,0.722676708
s39,H3,csp1_7,0.587164538
s39,H3,csp1_8,0.594277038
s39,H3,csp1_9,0.641375408
s39,H3,csp1_12,0.672438723
s39,H3,csp1_11,0.685838451
s39,H3,csp1_10,0.643427717
s39,H4,csp1_7,0.066559674
s39,H4,csp1_8,0.067940109
s39,H4,csp1_9,0.072514457
s39,H4,csp1_12,0.089896304
s39,H4,csp1_11,0.087942717
s39,H4,csp1_10,0.082584348
s39,H6,csp1_7,0.572183607
s39,H6,csp1_8,0.590127986
s39,H6,csp1_9,0.618223536
s39,H6,csp1_12,0.632766042
s39,H6,csp1_11,0.635413583
s39,H6,csp1_10,0.622321194
s39,H7,csp1_7,0.471268852
s39,H7,csp1_8,0.47503709
s39,H7,csp1_9,0.522218443
s39,H7,csp1_12,0.579478689
s39,H7,csp1_11,0.577394467
s39,H7,csp1_10,0.546018443
s39,H8,csp1_7,0.004368033
s39,H8,csp1_8,0.004372951
s39,H8,csp1_9,0.003737705
s39,H8,csp1_12,0.005200984
s39,H8,csp1_11,0.005056885
s39,H8,csp1_10,0.004387705
s4,H10,csp1_3,0.111823512
s4,H10,csp1_2,0.112698095
s4,H10,csp1_1,0.105605238
s4,H11,csp1_3,0.1239075
s4,H11,csp1_2,0.117822292
s4,H11,csp1_1,0.110662813
s4,H14,csp1_3,0.355493323
s4,H14,csp1_2,0.341006444
s4,H14,csp1_1,0.334353261
s4,H15,csp1_3,0.363416576
s4,H15,csp1_2,0.339838315
s4,H15,csp1_1,0.337680299
s4,H16,csp1_3,0.033702609
s4,H16,csp1_2,0.030124022
s4,H16,csp1_1,0.030006196
s4,H17,csp1_3,0.673970109
s4,H17,csp1_2,0.610366033
s4,H17,csp1_1,0.606719158
s4,H2,csp1_3,0.584521894
s4,H2,csp1_2,0.552456289
s4,H2,csp1_1,0.548197205
s4,H3,csp1_3,0.673970109
s4,H3,csp1_2,0.610366033
s4,H3,csp1_1,0.606719158
s4,H4,csp1_3,0.118798261
s4,H4,csp1_2,0.109181957
s4,H4,csp1_1,0.107658478
s4,H6,csp1_3,0.383587237
s4,H6,csp1_2,0.369609719
s4,H6,csp1_1,0.36556733
s4,H7,csp1_3,0.438934631
s4,H7,csp1_2,0.429052254
s4,H7,csp1_1,0.423573566
s4,H8,csp1_3,0.01190623
s4,H8,csp1_2,0.011315574
s4,H8,csp1_1,0.011275902
s40,H10,csp1_8,0.390807798
s40,H10,csp1_9,0.410898036
s40,H10,csp1_12,0.451422321
s40,H10,csp1_11,0.445724702
s40,H10,csp1_10,0.426692798
s40,H11,csp1_8,0.342972604
s40,H11,csp1_9,0.381372604
s40,H11,csp1_12,0.449763646
s40,H11,csp1_11,0.421133958
s40,H11,csp1_10,0.385758438
s40,H14,csp1_8,0.624012112
s40,H14,csp1_9,0.642257531
s40,H14,csp1_12,0.694801087
s40,H14,csp1_11,0.677060404
s40,H14,csp1_10,0.654840606
s40,H15,csp1_8,0.605992799
s40,H15,csp1_9,0.644251495
s40,H15,csp1_12,0.710280571
s40,H15,csp1_11,0.677302717
s40,H15,csp1_10,0.649939946
s40,H16,csp1_8,0.026159022
s40,H16,csp1_9,0.02766663
s40,H16,csp1_12,0.038398043
s40,H16,csp1_11,0.0360175
s40,H16,csp1_10,0.029284674
s40,H17,csp1_8,0.652677038
s40,H17,csp1_9,0.678190897
s40,H17,csp1_12,0.666906114
s40,H17,csp1_11,0.659388043
s40,H17,csp1_10,0.672499728
s40,H2,csp1_8,0.659223525
s40,H2,csp1_9,0.695557686
s40,H2,csp1_12,0.697239829
s40,H2,csp1_11,0.708150932
s40,H2,csp1_10,0.706006211
s40,H3,csp1_8,0.652677038
s40,H3,csp1_9,0.678190897
s40,H3,csp1_12,0.666906114
s40,H3,csp1_11,0.659388043
s40,H3,csp1_10,0.672499728
s40,H4,csp1_8,0.056524022
s40,H4,csp1_9,0.062587065
s40,H4,csp1_12,0.078317174
s40,H4,csp1_11,0.077308043
s40,H4,csp1_10,0.064653043
s40,H6,csp1_8,0.587061358
s40,H6,csp1_9,0.568280679
s40,H6,csp1_12,0.662206323
s40,H6,csp1_11,0.631087002
s40,H6,csp1_10,0.598652693
s40,H7,csp1_8,0.533330738
s40,H7,csp1_9,0.5286625
s40,H7,csp1_12,0.57586373
s40,H7,csp1_11,0.584084631
s40,H7,csp1_10,0.544354303
s40,H8,csp1_8,0.002689672
s40,H8,csp1_9,0.003314918
s40,H8,csp1_12,0.003750164
s40,H8,csp1_11,0.00466918
s40,H8,csp1_10,0.003488852
s42,H10,csp1_3,0.111898631
