r,i,h,value
p73,dupv_3,H2,0.506706543
p73,dupv_3,H3,0.520472147
p73,dupv_3,H4,0.121527875
p73,dupv_3,H6,0.359101606
p73,dupv_3,H7,0.391642851
p73,dupv_3,H8,0.025176712
p74,dupv_2,H10,0.123614929
p74,dupv_2,H11,0.239996579
p74,dupv_2,H12,0.012229454
p74,dupv_2,H14,0.358092271
p74,dupv_2,H15,0.48850301
p74,dupv_2,H16,0.13662366
p74,dupv_2,H17,0.529332799
p74,dupv_2,H2,0.439183082
p74,dupv_2,H3,0.529332799
p74,dupv_2,H4,0.209793883
p74,dupv_2,H6,0.271557233
p74,dupv_2,H7,0.372916929
p74,dupv_2,H8,0.061453425
p75,dupv_2,H1,0.013791367
p75,dupv_3,H1,0.013794515
p75,dupv_2,H10,0.186572107
p75,dupv_3,H10,0.187025461
p75,dupv_2,H11,0.227790773
p75,dupv_3,H11,0.227942362
p75,dupv_2,H14,0.470265712
p75,dupv_3,H14,0.470565016
p75,dupv_2,H15,0.516915125
p75,dupv_3,H15,0.525650017
p75,dupv_2,H16,0.066003642
p75,dupv_3,H16,0.06632
p75,dupv_2,H17,0.562369815
p75,dupv_3,H17,0.562064074
p75,dupv_2,H2,0.542941271
p75,dupv_3,H2,0.54109059
p75,dupv_2,H3,0.562369815
p75,dupv_3,H3,0.562064074
p75,dupv_2,H4,0.115386481
p75,dupv_3,H4,0.113834107
p75,dupv_2,H6,0.372068302
p75,dupv_3,H6,0.369186239
p75,dupv_2,H7,0.38078012
p75,dupv_3,H7,0.371635419
p75,dupv_2,H8,0.016750123
p75,dupv_3,H8,0.015645336
p76,dupv_2,H1,0.01276133
p76,dupv_3,H1,0.012178389
p76,dupv_2,H10,0.187712794
p76,dupv_3,H10,0.190336457
p76,dupv_2,H11,0.234613775
p76,dupv_3,H11,0.24432759
p76,dupv_2,H14,0.465541928
p76,dupv_3,H14,0.458533755
p76,dupv_2,H15,0.50641145
p76,dupv_3,H15,0.483984982
p76,dupv_2,H16,0.066271013
p76,dupv_3,H16,0.063314486
p76,dupv_2,H17,0.565263849
p76,dupv_3,H17,0.577512413
p76,dupv_2,H2,0.538052996
p76,dupv_3,H2,0.543783834
p76,dupv_2,H3,0.565263849
p76,dupv_3,H3,0.577512413
p76,dupv_2,H4,0.120580976
p76,dupv_3,H4,0.121812757
p76,dupv_2,H6,0.369027549
p76,dupv_3,H6,0.373989966
p76,dupv_2,H7,0.382665163
p76,dupv_3,H7,0.361438366
p76,dupv_2,H8,0.017613583
p76,dupv_3,H8,0.016150949
p77,dupv_2,H10,0.20213902
p77,dupv_3,H10,0.199356906
p77,dupv_2,H11,0.251053408
p77,dupv_3,H11,0.246862358
p77,dupv_2,H14,0.44000676
p77,dupv_3,H14,0.437964856
p77,dupv_2,H15,0.492559921
p77,dupv_3,H15,0.495116451
p77,dupv_2,H16,0.071566916
p77,dupv_3,H16,0.074267747
p77,dupv_2,H17,0.554463016
p77,dupv_3,H17,0.565796215
p77,dupv_2,H2,0.505645776
p77,dupv_3,H2,0.510539038
p77,dupv_2,H3,0.554463016
p77,dupv_3,H3,0.565796215
p77,dupv_2,H4,0.133974678
p77,dupv_3,H4,0.130677071
p77,dupv_2,H6,0.372407013
p77,dupv_3,H6,0.378467312
p77,dupv_2,H7,0.423604422
p77,dupv_3,H7,0.408100939
p77,dupv_2,H8,0.023799526
p77,dupv_3,H8,0.023511419
p78,dupv_2,H1,0.011180542
p78,dupv_3,H1,0.010988685
p78,dupv_2,H10,0.200500288
p78,dupv_3,H10,0.20882231
p78,dupv_2,H11,0.251466162
p78,dupv_3,H11,0.256742899
p78,dupv_2,H14,0.440340482
p78,dupv_3,H14,0.453593567
p78,dupv_2,H15,0.471303056
p78,dupv_3,H15,0.479330751
p78,dupv_2,H16,0.062149433
p78,dupv_3,H16,0.065488016
p78,dupv_2,H17,0.549687461
p78,dupv_3,H17,0.572880215
p78,dupv_2,H2,0.527298252
p78,dupv_3,H2,0.539797395
p78,dupv_2,H3,0.549687461
p78,dupv_3,H3,0.572880215
p78,dupv_2,H4,0.115709706
p78,dupv_3,H4,0.121066615
p78,dupv_2,H6,0.376081909
p78,dupv_3,H6,0.386494279
p78,dupv_2,H7,0.377092894
p78,dupv_3,H7,0.387123798
p78,dupv_2,H8,0.016249861
p78,dupv_3,H8,0.016586304
p79,dupv_2,H1,0.013795087
p79,dupv_3,H1,0.013104771
p79,dupv_2,H10,0.195142399
p79,dupv_3,H10,0.208717763
p79,dupv_2,H11,0.23697074
p79,dupv_3,H11,0.240642748
p79,dupv_2,H14,0.465516257
p79,dupv_3,H14,0.477128852
p79,dupv_2,H15,0.4916168
p79,dupv_3,H15,0.497106278
p79,dupv_2,H16,0.062634615
p79,dupv_3,H16,0.058550119
p79,dupv_2,H17,0.564916187
p79,dupv_3,H17,0.569581292
p79,dupv_2,H2,0.552281332
p79,dupv_3,H2,0.549346339
p79,dupv_2,H3,0.564916187
p79,dupv_3,H3,0.569581292
p79,dupv_2,H4,0.116731231
p79,dupv_3,H4,0.117148654
p79,dupv_2,H6,0.372707747
p79,dupv_3,H6,0.38581735
p79,dupv_2,H7,0.372618507
p79,dupv_3,H7,0.374398897
p79,dupv_2,H8,0.015330644
p79,dupv_3,H8,0.015209981
p80,dupv_2,H1,0.012322604
p80,dupv_3,H1,0.011892819
p80,dupv_2,H10,0.205086793
p80,dupv_3,H10,0.204414753
p80,dupv_2,H11,0.237655628
p80,dupv_3,H11,0.235915985
p80,dupv_2,H14,0.462304525
p80,dupv_3,H14,0.464935145
p80,dupv_2,H15,0.487829004
p80,dupv_3,H15,0.49905118
p80,dupv_2,H16,0.057520812
p80,dupv_3,H16,0.05972616
p80,dupv_2,H17,0.563035237
p80,dupv_3,H17,0.549955003
p80,dupv_2,H2,0.542020468
p80,dupv_3,H2,0.537115924
p80,dupv_2,H3,0.563035237
p80,dupv_3,H3,0.549955003
p80,dupv_2,H4,0.11391045
p80,dupv_3,H4,0.110044681
p80,dupv_2,H6,0.385463473
p80,dupv_3,H6,0.393052102
p80,dupv_2,H7,0.382935102
p80,dupv_3,H7,0.384062761
p80,dupv_2,H8,0.015518285
p80,dupv_3,H8,0.014842812
p81,dupv_3,H10,0.238159517
p81,dupv_3,H11,0.287100779
p81,dupv_3,H14,0.487543169
p81,dupv_3,H15,0.528695705
p81,dupv_3,H16,0.068399561
p81,dupv_3,H17,0.570011219
p81,dupv_3,H2,0.543119905
p81,dupv_3,H3,0.570011219
p81,dupv_3,H4,0.113873137
p81,dupv_3,H6,0.377750927
p81,dupv_3,H7,0.40384082
p81,dupv_3,H8,0.01724089
p82,dupv_3,H10,0.220778624
p82,dupv_3,H11,0.254478949
p82,dupv_3,H14,0.472846298
p82,dupv_3,H15,0.545603795
p82,dupv_3,H16,0.068550186
p82,dupv_3,H17,0.575448047
p82,dupv_3,H2,0.521509287
p82,dupv_3,H3,0.575448047
p82,dupv_3,H4,0.12084125
p82,dupv_3,H6,0.394066015
p82,dupv_3,H7,0.407598822
p82,dupv_3,H8,0.018135422
p83,dupv_3,H10,0.228768512
p83,dupv_3,H11,0.25455913
p83,dupv_3,H14,0.489729616
p83,dupv_3,H15,0.531393875
p83,dupv_3,H16,0.061522898
p83,dupv_3,H17,0.565890069
p83,dupv_3,H2,0.537209124
p83,dupv_3,H3,0.565890069
p83,dupv_3,H4,0.109466675
p83,dupv_3,H6,0.385422167
p83,dupv_3,H7,0.392842149
p83,dupv_3,H8,0.01454193
p84,dupv_3,H10,0.252545252
p84,dupv_4,H10,0.249834467
p84,dupv_3,H11,0.337255718
p84,dupv_4,H11,0.303064478
p84,dupv_3,H14,0.449438059
p84,dupv_4,H14,0.459917453
p84,dupv_3,H15,0.520554985
p84,dupv_4,H15,0.540003437
p84,dupv_3,H16,0.083364522
p84,dupv_4,H16,0.071189896
p84,dupv_3,H17,0.53301601
p84,dupv_4,H17,0.541536439
p84,dupv_3,H2,0.498933392
p84,dupv_4,H2,0.511092108
p84,dupv_3,H3,0.53301601
p84,dupv_4,H3,0.541536439
p84,dupv_3,H4,0.126654954
p84,dupv_4,H4,0.103166645
p84,dupv_3,H6,0.344482908
p84,dupv_4,H6,0.382058362
p84,dupv_3,H7,0.415666356
p84,dupv_4,H7,0.412586331
p84,dupv_3,H8,0.028723423
p84,dupv_4,H8,0.019157177
p85,dupv_3,H10,0.249380486
p85,dupv_4,H10,0.25185115
p85,dupv_3,H11,0.342442291
p85,dupv_4,H11,0.343286117
p85,dupv_3,H14,0.430861439
p85,dupv_4,H14,0.438143489
p85,dupv_3,H15,0.524443646
p85,dupv_4,H15,0.542536074
p85,dupv_3,H16,0.078192346
p85,dupv_4,H16,0.077911928
p85,dupv_3,H17,0.522966298
p85,dupv_4,H17,0.541030828
p85,dupv_3,H2,0.479162745
p85,dupv_4,H2,0.474306845
p85,dupv_3,H3,0.522966298
p85,dupv_4,H3,0.541030828
p85,dupv_3,H4,0.114247295
p85,dupv_4,H4,0.110279088
p85,dupv_3,H6,0.358919242
p85,dupv_4,H6,0.375039637
p85,dupv_3,H7,0.424073525
p85,dupv_4,H7,0.447912754
p85,dupv_3,H8,0.028875677
p85,dupv_4,H8,0.025993564
p86,dupv_4,H10,0.272861195
p86,dupv_4,H11,0.369094818
p86,dupv_4,H14,0.460617109
p86,dupv_4,H15,0.545937293
p86,dupv_4,H16,0.074822746
p86,dupv_4,H17,0.54201172
p86,dupv_4,H2,0.488186252
p86,dupv_4,H3,0.54201172
p86,dupv_4,H4,0.096037606
p86,dupv_4,H6,0.413817533
p86,dupv_4,H7,0.490469922
p86,dupv_4,H8,0.029102503
p87,dupv_4,H10,0.273128394
p87,dupv_5,H10,0.294364144
p87,dupv_4,H11,0.345846443
p87,dupv_5,H11,0.356219589
p87,dupv_4,H14,0.461564973
p87,dupv_5,H14,0.50424025
p87,dupv_4,H15,0.515399577
p87,dupv_5,H15,0.571755823
p87,dupv_4,H16,0.059797238
p87,dupv_5,H16,0.054228928
p87,dupv_4,H17,0.518448985
p87,dupv_5,H17,0.494867222
p87,dupv_4,H2,0.469207889
p87,dupv_5,H2,0.478209731
p87,dupv_4,H3,0.518448985
p87,dupv_5,H3,0.494867222
p87,dupv_4,H4,0.0811578
p87,dupv_5,H4,0.065701935
p87,dupv_4,H6,0.424120534
p87,dupv_5,H6,0.481926781
p87,dupv_4,H7,0.468956355
p87,dupv_5,H7,0.516357107
p87,dupv_4,H8,0.022606184
p87,dupv_5,H8,0.018510014
p88,dupv_4,H10,0.267787239
p88,dupv_4,H11,0.330422735
p88,dupv_4,H14,0.468699538
p88,dupv_4,H15,0.512205668
p88,dupv_4,H16,0.051014302
p88,dupv_4,H17,0.504783163
p88,dupv_4,H2,0.464598479
p88,dupv_4,H3,0.504783163
p88,dupv_4,H4,0.076161888
p88,dupv_4,H6,0.410643243
p88,dupv_4,H7,0.448822909
p88,dupv_4,H8,0.01783126
p89,dupv_4,H10,0.266653258
p89,dupv_4,H11,0.303229997
p89,dupv_4,H14,0.475214076
p89,dupv_4,H15,0.509147104
p89,dupv_4,H16,0.046866054
p89,dupv_4,H17,0.512882106
p89,dupv_4,H2,0.50283407
p89,dupv_4,H3,0.512882106
p89,dupv_4,H4,0.072793776
p89,dupv_4,H6,0.388938373
p89,dupv_4,H7,0.436039964
p89,dupv_4,H8,0.014540549
p90,dupv_4,H10,0.273646181
p90,dupv_5,H10,0.302068469
p90,dupv_4,H11,0.310648601
p90,dupv_5,H11,0.348371449
p90,dupv_4,H14,0.470375509
p90,dupv_5,H14,0.498993645
p90,dupv_4,H15,0.518589051
p90,dupv_5,H15,0.558401894
p90,dupv_4,H16,0.047731345
p90,dupv_5,H16,0.051857503
p90,dupv_4,H17,0.474101089
p90,dupv_5,H17,0.465276062
p90,dupv_4,H2,0.487152382
p90,dupv_5,H2,0.485792393
p90,dupv_4,H3,0.474101089
p90,dupv_5,H3,0.465276062
p90,dupv_4,H4,0.057297736
p90,dupv_5,H4,0.058726955
p90,dupv_4,H6,0.438815679
p90,dupv_5,H6,0.472811673
p90,dupv_4,H7,0.451616811
p90,dupv_5,H7,0.495217485
p90,dupv_4,H8,0.01377255
p90,dupv_5,H8,0.016122984
p91,dupv_4,H10,0.294179243
p91,dupv_5,H10,0.313091937
p91,dupv_4,H11,0.337692713
p91,dupv_5,H11,0.332976918
p91,dupv_4,H14,0.494096623
p91,dupv_5,H14,0.541942392
p91,dupv_4,H15,0.532121675
p91,dupv_5,H15,0.588676359
p91,dupv_4,H16,0.050534958
p91,dupv_5,H16,0.045914463
p91,dupv_4,H17,0.441774561
p91,dupv_5,H17,0.472569375
p91,dupv_4,H2,0.464428184
p91,dupv_5,H2,0.480367727
p91,dupv_4,H3,0.441774561
p91,dupv_5,H3,0.472569375
p91,dupv_4,H4,0.055327596
p91,dupv_5,H4,0.052804173
p91,dupv_4,H6,0.473829162
p91,dupv_5,H6,0.467475281
p91,dupv_4,H7,0.492332739
p91,dupv_5,H7,0.464829588
p91,dupv_4,H8,0.014526394
p92,dupv_3,H10,0.248618252
p92,dupv_4,H10,0.259556728
p92,dupv_3,H11,0.280055003
p92,dupv_4,H11,0.322577336
p92,dupv_3,H14,0.484713968
p92,dupv_4,H14,0.478205888
p92,dupv_3,H15,0.481917897
p92,dupv_4,H15,0.556017192
p92,dupv_3,H16,0.042812805
p92,dupv_4,H16,0.063495099
p92,dupv_3,H17,0.523763345
p92,dupv_4,H17,0.551290424
p92,dupv_3,H2,0.508372294
p92,dupv_4,H2,0.497207715
p92,dupv_3,H3,0.523763345
p92,dupv_4,H3,0.551290424
p92,dupv_3,H4,0.08010068
p92,dupv_4,H4,0.098786966
p92,dupv_3,H6,0.382777214
p92,dupv_4,H6,0.40976373
p92,dupv_3,H7,0.409092442
p92,dupv_4,H7,0.464256048
p92,dupv_3,H8,0.014145933
p92,dupv_4,H8,0.019634998
p93,dupv_3,H1,0.010539586
p93,dupv_3,H10,0.253781336
p93,dupv_3,H11,0.26890099
p93,dupv_3,H14,0.500890435
p93,dupv_3,H15,0.513140063
p93,dupv_3,H16,0.045445878
p93,dupv_3,H17,0.543938739
p93,dupv_3,H2,0.541124192
p93,dupv_3,H3,0.543938739
p93,dupv_3,H4,0.079745063
p93,dupv_3,H6,0.390080891
p93,dupv_3,H7,0.414151373
p93,dupv_3,H8,0.012551933
p94,dupv_4,H10,0.232935446
p94,dupv_5,H10,0.263752619
p94,dupv_4,H11,0.352757413
p94,dupv_5,H11,0.39015767
p94,dupv_4,H12,0.022274548
p94,dupv_5,H12,0.021772969
p94,dupv_4,H14,0.404938508
p94,dupv_5,H14,0.477829899
p94,dupv_4,H15,0.538604493
p94,dupv_5,H15,0.575461496
p94,dupv_4,H16,0.119199142
p94,dupv_5,H16,0.108484982
p94,dupv_4,H17,0.522582296
p94,dupv_5,H17,0.529082139
p94,dupv_4,H2,0.422446922
p94,dupv_5,H2,0.44557417
p94,dupv_4,H3,0.522582296
p94,dupv_5,H3,0.529082139
p94,dupv_4,H4,0.132790396
p94,dupv_5,H4,0.115508377
p94,dupv_4,H6,0.3580872
p94,dupv_5,H6,0.401355266
p94,dupv_4,H7,0.455985251
p94,dupv_5,H7,0.513776178
p94,dupv_4,H8,0.055363633
p94,dupv_5,H8,0.056221569
p95,dupv_4,H10,0.243127546
p95,dupv_4,H11,0.360239856
p95,dupv_4,H12,0.017311847
p95,dupv_4,H14,0.401132747
p95,dupv_4,H15,0.529564287
p95,dupv_4,H16,0.100389128
p95,dupv_4,H17,0.5136823
p95,dupv_4,H2,0.43576402
p95,dupv_4,H3,0.5136823
p95,dupv_4,H4,0.118062818
p95,dupv_4,H6,0.355971089
p95,dupv_4,H7,0.451774761
p95,dupv_4,H8,0.043306783
p96,dupv_4,H10,0.259762627
p96,dupv_4,H11,0.372368222
p96,dupv_4,H12,0.012925751
p96,dupv_4,H14,0.441432152
p96,dupv_4,H15,0.529913809
p96,dupv_4,H16,0.087339826
p96,dupv_4,H17,0.529704353
p96,dupv_4,H2,0.465369344
p96,dupv_4,H3,0.529704353
p96,dupv_4,H4,0.112300733
p96,dupv_4,H6,0.39066374
p96,dupv_4,H7,0.476061516
p96,dupv_4,H8,0.038130511
p97,dupv_3,H10,0.238747003
p97,dupv_4,H10,0.241847211
p97,dupv_3,H11,0.337556481
p97,dupv_4,H11,0.350914115
p97,dupv_3,H12,0.010700674
p97,dupv_4,H12,0.011958395
p97,dupv_3,H14,0.403947151
p97,dupv_4,H14,0.406269964
p97,dupv_3,H15,0.500303764
p97,dupv_4,H15,0.532210379
p97,dupv_3,H16,0.083893655
p97,dupv_4,H16,0.091737017
p97,dupv_3,H17,0.496052705
p97,dupv_4,H17,0.525150844
p97,dupv_3,H2,0.467704012
p97,dupv_4,H2,0.454685155
p97,dupv_3,H3,0.496052705
p97,dupv_4,H3,0.525150844
p97,dupv_3,H4,0.114888824
p97,dupv_4,H4,0.110874376
p97,dupv_3,H6,0.344912246
p97,dupv_4,H6,0.357488445
p97,dupv_3,H7,0.410981584
p97,dupv_4,H7,0.434931293
p97,dupv_3,H8,0.031212646
p97,dupv_4,H8,0.036885209
p98,dupv_3,H10,0.26403016
p98,dupv_4,H10,0.253521032
p98,dupv_3,H11,0.318701199
p98,dupv_4,H11,0.339100771
p98,dupv_3,H14,0.443686701
p98,dupv_4,H14,0.408997872
p98,dupv_3,H15,0.5093361
p98,dupv_4,H15,0.501368638
p98,dupv_3,H16,0.066270097
p98,dupv_4,H16,0.075136815
p98,dupv_3,H17,0.513376701
p98,dupv_4,H17,0.495816496
p98,dupv_3,H2,0.490729639
p98,dupv_4,H2,0.44717321
p98,dupv_3,H3,0.513376701
p98,dupv_4,H3,0.495816496
p98,dupv_3,H4,0.097091407
p98,dupv_4,H4,0.101149807
p98,dupv_3,H6,0.377515296
p98,dupv_4,H6,0.361091209
p98,dupv_3,H7,0.404766079
p98,dupv_4,H7,0.427024514
p98,dupv_3,H8,0.022535236
p98,dupv_4,H8,0.030853073
p99,dupv_3,H10,0.250165221
p99,dupv_4,H10,0.265450833
p99,dupv_3,H11,0.316622841
p99,dupv_4,H11,0.328499255
p99,dupv_3,H14,0.422610268
p99,dupv_4,H14,0.458605454
p99,dupv_3,H15,0.489556296
p99,dupv_4,H15,0.531173689
p99,dupv_3,H16,0.070345322
p99,dupv_4,H16,0.069885664
p99,dupv_3,H17,0.498316655
p99,dupv_4,H17,0.515808759
p99,dupv_3,H2,0.464096424
p99,dupv_4,H2,0.482999246
p99,dupv_3,H3,0.498316655
p99,dupv_4,H3,0.515808759
p99,dupv_3,H4,0.100079524
p99,dupv_4,H4,0.097470373
p99,dupv_3,H6,0.353242537
p99,dupv_4,H6,0.375073051
p99,dupv_3,H7,0.403490611
p99,dupv_4,H7,0.433383296
p99,dupv_3,H8,0.023870992
p99,dupv_4,H8,0.024254215
p100,dupv_3,H10,0.216395637
p100,dupv_3,H11,0.287631996
p100,dupv_3,H14,0.41486941
p100,dupv_3,H15,0.484551971
p100,dupv_3,H16,0.069700245
p100,dupv_3,H17,0.49824698
p100,dupv_3,H2,0.464269008
p100,dupv_3,H3,0.49824698
p100,dupv_3,H4,0.112071248
p100,dupv_3,H6,0.3391459
p100,dupv_3,H7,0.391982055
p100,dupv_3,H8,0.026094721
p101,dupv_4,H10,0.265775821
p101,dupv_5,H10,0.306980777
p101,dupv_6,H10,0.343353716
p101,dupv_4,H11,0.390956085
p101,dupv_5,H11,0.433442112
p101,dupv_6,H11,0.457323494
p101,dupv_4,H12,0.020843784
p101,dupv_5,H12,0.025657398
p101,dupv_6,H12,0.024824036
p101,dupv_4,H14,0.453817166
p101,dupv_5,H14,0.486924287
p101,dupv_6,H14,0.473208062
p101,dupv_4,H15,0.552577345
p101,dupv_5,H15,0.587580581
p101,dupv_6,H15,0.599768198
p101,dupv_4,H16,0.093429371
p101,dupv_5,H16,0.104228687
p101,dupv_6,H16,0.091704625
p101,dupv_4,H17,0.463878691
p101,dupv_5,H17,0.472972118
p101,dupv_6,H17,0.554679625
p101,dupv_4,H2,0.435104587
p101,dupv_5,H2,0.460483113
p101,dupv_6,H2,0.443291253
p101,dupv_4,H3,0.463878691
p101,dupv_5,H3,0.472972118
p101,dupv_6,H3,0.554679625
p101,dupv_4,H4,0.097006137
p101,dupv_5,H4,0.085321042
p101,dupv_6,H4,0.096565823
p101,dupv_4,H6,0.373976772
p101,dupv_5,H6,0.40526049
p101,dupv_6,H6,0.431009792
p101,dupv_4,H7,0.445521926
p101,dupv_5,H7,0.447389275
p101,dupv_6,H7,0.515681935
p101,dupv_4,H8,0.043336819
p101,dupv_5,H8,0.038700685
p101,dupv_6,H8,0.041487682
p102,dupv_5,H10,0.325383331
p102,dupv_5,H11,0.432771373
p102,dupv_5,H12,0.019753929
p102,dupv_5,H14,0.490911707
p102,dupv_5,H15,0.595842482
p102,dupv_5,H16,0.089892321
p102,dupv_5,H17,0.527042238
p102,dupv_5,H2,0.464890262
p102,dupv_5,H3,0.527042238
p102,dupv_5,H4,0.092513604
p102,dupv_5,H6,0.42729433
p102,dupv_5,H7,0.448824419
p102,dupv_5,H8,0.031356786
p103,dupv_2,H10,0.156468592
p103,dupv_3,H10,0.163795905
p103,dupv_2,H11,0.250816154
p103,dupv_3,H11,0.255139377
p103,dupv_2,H14,0.406380251
p103,dupv_3,H14,0.412428297
p103,dupv_2,H15,0.516582629
p103,dupv_3,H15,0.53126554
p103,dupv_2,H16,0.114311849
p103,dupv_3,H16,0.108931934
p103,dupv_2,H17,0.582603296
p103,dupv_3,H17,0.571879149
p103,dupv_2,H2,0.493820129
p103,dupv_3,H2,0.497082221
p103,dupv_2,H3,0.582603296
p103,dupv_3,H3,0.571879149
p103,dupv_2,H4,0.18257658
p103,dupv_3,H4,0.178588228
p103,dupv_2,H6,0.312919048
p103,dupv_3,H6,0.308173397
p103,dupv_2,H7,0.407874156
p103,dupv_3,H7,0.400148415
p103,dupv_2,H8,0.045435051
p103,dupv_3,H8,0.042518069
p104,dupv_2,H10,0.154107177
p104,dupv_3,H10,0.146649806
p104,dupv_2,H11,0.255922875
p104,dupv_3,H11,0.259955426
p104,dupv_2,H12,0.011251656
p104,dupv_3,H12,0.011336686
p104,dupv_2,H14,0.40224461
p104,dupv_3,H14,0.407139752
p104,dupv_2,H15,0.540930106
p104,dupv_3,H15,0.567756139
p104,dupv_2,H16,0.134800253
p104,dupv_3,H16,0.142842769
p104,dupv_2,H17,0.588065591
p104,dupv_3,H17,0.612005031
p104,dupv_2,H2,0.493916681
p104,dupv_3,H2,0.490948742
p104,dupv_2,H3,0.588065591
p104,dupv_3,H3,0.612005031
p104,dupv_2,H4,0.191525592
p104,dupv_3,H4,0.208250437
p104,dupv_2,H6,0.298460766
p104,dupv_3,H6,0.291117263
p104,dupv_2,H7,0.402687052
p104,dupv_3,H7,0.40889371
p104,dupv_2,H8,0.054860437
p104,dupv_3,H8,0.052859737
p105,dupv_2,H10,0.152354621
p105,dupv_3,H10,0.164642693
p105,dupv_2,H11,0.264865148
p105,dupv_3,H11,0.276013567
p105,dupv_2,H12,0.013575276
p105,dupv_3,H12,0.014544212
p105,dupv_2,H14,0.409625748
p105,dupv_3,H14,0.41513642
p105,dupv_2,H15,0.54977874
p105,dupv_3,H15,0.568866797
p105,dupv_2,H16,0.136020474
p105,dupv_3,H16,0.137566438
p105,dupv_2,H17,0.589507886
p105,dupv_3,H17,0.57224541
p105,dupv_2,H2,0.485793865
p105,dupv_3,H2,0.493112869
p105,dupv_2,H3,0.589507886
p105,dupv_3,H3,0.57224541
p105,dupv_2,H4,0.201389455
p105,dupv_3,H4,0.197786821
p105,dupv_2,H6,0.309165485
p105,dupv_3,H6,0.308584486
p105,dupv_2,H7,0.408925214
p105,dupv_3,H7,0.414365642
p105,dupv_2,H8,0.055175301
p105,dupv_3,H8,0.053763936
p106,dupv_3,H10,0.180758043
p106,dupv_3,H11,0.290603869
p106,dupv_3,H12,0.015510251
p106,dupv_3,H14,0.417772354
p106,dupv_3,H15,0.570088334
p106,dupv_3,H16,0.133105724
p106,dupv_3,H17,0.57828943
p106,dupv_3,H2,0.488529131
p106,dupv_3,H3,0.57828943
p106,dupv_3,H4,0.187157473
p106,dupv_3,H6,0.305267413
p106,dupv_3,H7,0.410521976
p106,dupv_3,H8,0.054800709
p107,dupv_3,H10,0.183669024
p107,dupv_3,H11,0.295978995
p107,dupv_3,H12,0.017577203
p107,dupv_3,H14,0.409197762
p107,dupv_3,H15,0.550759775
p107,dupv_3,H16,0.131621108
p107,dupv_3,H17,0.555175651
p107,dupv_3,H2,0.467993832
p107,dupv_3,H3,0.555175651
p107,dupv_3,H4,0.175883735
p107,dupv_3,H6,0.296276593
p107,dupv_3,H7,0.419144276
p107,dupv_3,H8,0.058651582
p108,dupv_3,H10,0.242674443
p108,dupv_3,H11,0.256265978
p108,dupv_3,H14,0.500080819
p108,dupv_3,H15,0.513632082
p108,dupv_3,H16,0.049761117
p108,dupv_3,H17,0.548164044
p108,dupv_3,H2,0.551445063
p108,dupv_3,H3,0.548164044
p108,dupv_3,H4,0.087644624
p108,dupv_3,H6,0.38861039
p108,dupv_3,H7,0.419442914
p108,dupv_3,H8,0.013877332
p109,dupv_3,H10,0.187136151
p109,dupv_3,H11,0.305490437
p109,dupv_3,H12,0.015661532
p109,dupv_3,H14,0.40611463
p109,dupv_3,H15,0.531417195
p109,dupv_3,H16,0.120342105
p109,dupv_3,H17,0.553445211
p109,dupv_3,H2,0.462552242
p109,dupv_3,H3,0.553445211
p109,dupv_3,H4,0.167374121
p109,dupv_3,H6,0.3066844
p109,dupv_3,H7,0.424589883
p109,dupv_3,H8,0.055692652
p110,dupv_3,H10,0.188168718
p110,dupv_3,H11,0.287700002
p110,dupv_3,H14,0.371889269
p110,dupv_3,H15,0.505060434
p110,dupv_3,H16,0.101915864
p110,dupv_3,H17,0.51642196
p110,dupv_3,H2,0.445260641
p110,dupv_3,H3,0.51642196
p110,dupv_3,H4,0.139363863
p110,dupv_3,H6,0.305627331
p110,dupv_3,H7,0.383998244
p110,dupv_3,H8,0.036745384
p111,dupv_2,H10,0.151267775
p111,dupv_3,H10,0.173245577
p111,dupv_2,H11,0.223278998
p111,dupv_3,H11,0.268531563
p111,dupv_2,H14,0.378417297
p111,dupv_3,H14,0.409320966
p111,dupv_2,H15,0.501413133
p111,dupv_3,H15,0.530113965
p111,dupv_2,H16,0.099341165
p111,dupv_3,H16,0.111739782
p111,dupv_2,H17,0.524190124
p111,dupv_3,H17,0.575026704
p111,dupv_2,H2,0.45377915
p111,dupv_3,H2,0.494890379
p111,dupv_2,H3,0.524190124
p111,dupv_3,H3,0.575026704
p111,dupv_2,H4,0.15203855
p111,dupv_3,H4,0.175064798
p111,dupv_2,H6,0.286899961
p111,dupv_3,H6,0.308853901
p111,dupv_2,H7,0.356087702
p111,dupv_3,H7,0.395126598
p111,dupv_2,H8,0.032003432
p111,dupv_3,H8,0.040125169
p112,dupv_2,H10,0.166508132
p112,dupv_3,H10,0.173973902
p112,dupv_2,H11,0.253237177
p112,dupv_3,H11,0.267824188
p112,dupv_2,H14,0.413489636
p112,dupv_3,H14,0.400701573
p112,dupv_2,H15,0.522687167
p112,dupv_3,H15,0.511115756
p112,dupv_2,H16,0.102553501
p112,dupv_3,H16,0.101218938
p112,dupv_2,H17,0.564490838
p112,dupv_3,H17,0.560717636
p112,dupv_2,H2,0.487402061
p112,dupv_3,H2,0.476747549
p112,dupv_2,H3,0.564490838
p112,dupv_3,H3,0.560717636
p112,dupv_2,H4,0.158094673
p112,dupv_3,H4,0.15777305
p112,dupv_2,H6,0.308403478
p112,dupv_3,H6,0.309630951
p112,dupv_2,H7,0.384131811
p112,dupv_3,H7,0.366162625
p112,dupv_2,H8,0.039432951
