i,region,cap_cost_mult_for_ratebase
coal-CCS_mod,p64,0.982370997
coal-CCS_mod,p65,0.983159594
coal-CCS_mod,p67,0.965063827
coal-CCS_mod,p68,1.075204865
coal-CCS_mod,p70,1.04765024
coal-CCS_mod,p71,1.064564726
coal-CCS_mod,p72,1.070617448
coal-CCS_mod,p73,1.065469514
coal-CCS_mod,p84,1.046065516
coal-CCS_mod,p74,1.075523316
coal-CCS_mod,p75,1.073123098
coal-CCS_mod,p76,1.074822939
coal-CCS_mod,p77,1.071659945
coal-CCS_mod,p78,1.089446943
coal-CCS_mod,p79,1.104132272
coal-CCS_mod,p80,1.124218358
coal-CCS_mod,p81,1.070222612
coal-CCS_mod,p82,1.079936445
coal-CCS_mod,p83,1.07699938
coal-CCS_mod,p103,1.071658869
coal-CCS_mod,p104,1.088414129
coal-CCS_mod,p105,1.086391534
coal-CCS_mod,p106,1.065787965
coal-CCS_mod,p107,1.039194073
coal-CCS_mod,p111,1.088317303
coal-CCS_mod,p112,1.066146223
coal-CCS_mod,p113,1.044531356
coal-CCS_mod,p114,1.034063353
coal-CCS_mod,p108,1.024879912
coal-CCS_mod,p109,1.014661506
coal-CCS_mod,p110,1.021999867
coal-CCS_mod,p118,1.025163936
coal-CCS_mod,p117,1.048022484
coal-CCS_mod,p116,1.089963351
coal-CCS_mod,p115,1.121130674
coal-CCS_mod,p121,1.165616998
coal-CCS_mod,p120,1.167241528
coal-CCS_mod,p119,1.139527678
coal-CCS_mod,p66,0.973132689
coal-CCS_mod,p85,1.003891189
coal-CCS_mod,p86,0.991776063
coal-CCS_mod,p87,0.987412422
coal-CCS_mod,p88,0.989949272
coal-CCS_mod,p89,0.979259644
coal-CCS_mod,p90,0.977403806
coal-CCS_mod,p91,0.97998369
coal-CCS_mod,p94,0.976847593
coal-CCS_mod,p92,0.991091823
coal-CCS_mod,p93,1.015877214
coal-CCS_mod,p97,0.978483958
coal-CCS_mod,p98,1.06233772
coal-CCS_mod,p95,0.953823365
coal-CCS_mod,p96,0.981782508
coal-CCS_mod,p99,1.117225345
coal-CCS_mod,p100,1.165122107
coal-CCS_mod,p101,1.007367255
coal-CCS_mod,p102,1.009891195
coal-CCS_mod,p124,1.182518573
coal-CCS_mod,p123,1.179441647
coal-CCS_mod,p125,1.211340547
coal-CCS_mod,p122,1.135364146
coal-CCS_mod,p126,1.225369608
coal-CCS_mod,p127,1.113954766
coal-CCS_mod,p128,1.259409446
coal-CCS_mod,p132,1.228532602
coal-CCS_mod,p133,1.13710702
coal-CCS_mod,p131,1.202583142
coal-CCS_mod,p129,1.068351712
coal-CCS_mod,p130,1.08543403
coal-CCS_mod,p134,1.095762173
coal-CCS_max,p2,1.103841793
coal-CCS_max,p1,1.117031692
coal-CCS_max,p3,1.06129092
coal-CCS_max,p4,1.079645966
coal-CCS_max,p5,1.096461474
coal-CCS_max,p6,1.130426002
coal-CCS_max,p7,1.081754629
coal-CCS_max,p9,1.183357735
coal-CCS_max,p8,1.145982768
coal-CCS_max,p10,1.145885941
coal-CCS_max,p11,1.156461529
coal-CCS_max,p12,1.112889676
coal-CCS_max,p13,1.109877301
coal-CCS_max,p14,1.049690048
coal-CCS_max,p15,1.040368899
coal-CCS_max,p16,1.036068734
coal-CCS_max,p25,1.050282841
coal-CCS_max,p26,1.025247852
coal-CCS_max,p27,1.094654049
coal-CCS_max,p28,1.043541576
coal-CCS_max,p29,1.038513061
coal-CCS_max,p30,1.034149421
coal-CCS_max,p17,1.041992354
coal-CCS_max,p18,1.033141351
coal-CCS_max,p20,1.024875609
coal-CCS_max,p19,1.025358665
coal-CCS_max,p21,1.025796535
coal-CCS_max,p22,1.014317235
coal-CCS_max,p23,0.998522707
coal-CCS_max,p24,1.033800846
coal-CCS_max,p33,1.021860006
coal-CCS_max,p34,1.018802446
coal-CCS_max,p31,1.027791158
coal-CCS_max,p59,1.033049904
coal-CCS_max,p32,0.985294077
coal-CCS_max,p35,1.01196543
coal-CCS_max,p36,1.005727662
coal-CCS_max,p37,1.020787386
coal-CCS_max,p38,1.018825039
coal-CCS_max,p39,1.026041828
coal-CCS_max,p40,1.030488309
coal-CCS_max,p41,1.037169327
coal-CCS_max,p42,1.05924896
coal-CCS_max,p43,1.089619079
coal-CCS_max,p44,1.070548594
coal-CCS_max,p46,1.095514727
coal-CCS_max,p45,1.04628714
coal-CCS_max,p69,1.035234952
coal-CCS_max,p52,1.022195671
coal-CCS_max,p53,1.026448499
coal-CCS_max,p54,1.060820774
coal-CCS_max,p55,1.044747602
coal-CCS_max,p47,1.020633539
coal-CCS_max,p48,1.016217183
coal-CCS_max,p57,0.994109577
coal-CCS_max,p49,1.017093999
coal-CCS_max,p50,1.011660965
coal-CCS_max,p51,1.017280121
coal-CCS_max,p56,1.011367259
coal-CCS_max,p58,0.973849204
coal-CCS_max,p61,1.011673875
coal-CCS_max,p62,1.011574897
coal-CCS_max,p60,1.010687323
coal-CCS_max,p63,0.994185963
coal-CCS_max,p64,0.982370997
coal-CCS_max,p65,0.983159594
coal-CCS_max,p67,0.965063827
coal-CCS_max,p68,1.075204865
coal-CCS_max,p70,1.04765024
coal-CCS_max,p71,1.064564726
coal-CCS_max,p72,1.070617448
coal-CCS_max,p73,1.065469514
coal-CCS_max,p84,1.046065516
coal-CCS_max,p74,1.075523316
coal-CCS_max,p75,1.073123098
coal-CCS_max,p76,1.074822939
coal-CCS_max,p77,1.071659945
coal-CCS_max,p78,1.089446943
coal-CCS_max,p79,1.104132272
coal-CCS_max,p80,1.124218358
coal-CCS_max,p81,1.070222612
coal-CCS_max,p82,1.079936445
coal-CCS_max,p83,1.07699938
coal-CCS_max,p103,1.071658869
coal-CCS_max,p104,1.088414129
coal-CCS_max,p105,1.086391534
coal-CCS_max,p106,1.065787965
coal-CCS_max,p107,1.039194073
coal-CCS_max,p111,1.088317303
coal-CCS_max,p112,1.066146223
coal-CCS_max,p113,1.044531356
coal-CCS_max,p114,1.034063353
coal-CCS_max,p108,1.024879912
coal-CCS_max,p109,1.014661506
coal-CCS_max,p110,1.021999867
coal-CCS_max,p118,1.025163936
coal-CCS_max,p117,1.048022484
coal-CCS_max,p116,1.089963351
coal-CCS_max,p115,1.121130674
coal-CCS_max,p121,1.165616998
coal-CCS_max,p120,1.167241528
coal-CCS_max,p119,1.139527678
coal-CCS_max,p66,0.973132689
coal-CCS_max,p85,1.003891189
coal-CCS_max,p86,0.991776063
coal-CCS_max,p87,0.987412422
coal-CCS_max,p88,0.989949272
coal-CCS_max,p89,0.979259644
coal-CCS_max,p90,0.977403806
coal-CCS_max,p91,0.97998369
coal-CCS_max,p94,0.976847593
coal-CCS_max,p92,0.991091823
coal-CCS_max,p93,1.015877214
coal-CCS_max,p97,0.978483958
coal-CCS_max,p98,1.06233772
coal-CCS_max,p95,0.953823365
coal-CCS_max,p96,0.981782508
coal-CCS_max,p99,1.117225345
coal-CCS_max,p100,1.165122107
coal-CCS_max,p101,1.007367255
coal-CCS_max,p102,1.009891195
coal-CCS_max,p124,1.182518573
coal-CCS_max,p123,1.179441647
coal-CCS_max,p125,1.211340547
coal-CCS_max,p122,1.135364146
coal-CCS_max,p126,1.225369608
coal-CCS_max,p127,1.113954766
coal-CCS_max,p128,1.259409446
coal-CCS_max,p132,1.228532602
coal-CCS_max,p133,1.13710702
coal-CCS_max,p131,1.202583142
coal-CCS_max,p129,1.068351712
coal-CCS_max,p130,1.08543403
coal-CCS_max,p134,1.095762173
Coal-IGCC,p2,1.117171552
Coal-IGCC,p1,1.132018258
Coal-IGCC,p3,1.064447458
Coal-IGCC,p4,1.087284489
Coal-IGCC,p5,1.110479776
Coal-IGCC,p6,1.152523925
Coal-IGCC,p7,1.096924089
Coal-IGCC,p9,1.216859648
Coal-IGCC,p8,1.172125879
Coal-IGCC,p10,1.17155568
Coal-IGCC,p11,1.186574521
Coal-IGCC,p12,1.131641711
Coal-IGCC,p13,1.12023772
Coal-IGCC,p14,1.050848737
Coal-IGCC,p15,1.048288218
Coal-IGCC,p16,1.043033775
Coal-IGCC,p25,1.057756758
Coal-IGCC,p26,1.029968674
Coal-IGCC,p27,1.104874607
Coal-IGCC,p28,1.045236037
Coal-IGCC,p29,1.039291975
Coal-IGCC,p30,1.034018167
Coal-IGCC,p17,1.046366753
Coal-IGCC,p18,1.03727476
Coal-IGCC,p20,1.029188685
Coal-IGCC,p19,1.029954688
Coal-IGCC,p21,1.031641618
Coal-IGCC,p22,1.01982235
Coal-IGCC,p23,1.002779838
Coal-IGCC,p24,1.046729314
Coal-IGCC,p33,1.026389327
Coal-IGCC,p34,1.019013312
Coal-IGCC,p31,1.024744356
Coal-IGCC,p59,1.032302189
Coal-IGCC,p32,0.987962181
Coal-IGCC,p35,1.016165542
Coal-IGCC,p36,1.010326914
Coal-IGCC,p37,1.025634082
Coal-IGCC,p38,1.022298953
Coal-IGCC,p39,1.035026237
Coal-IGCC,p40,1.032315099
Coal-IGCC,p41,1.035064968
Coal-IGCC,p42,1.064332343
Coal-IGCC,p43,1.094901494
Coal-IGCC,p44,1.07441842
Coal-IGCC,p46,1.10109838
Coal-IGCC,p45,1.046346312
Coal-IGCC,p69,1.034867011
Coal-IGCC,p52,1.023623322
Coal-IGCC,p53,1.025816976
Coal-IGCC,p54,1.061733093
Coal-IGCC,p55,1.045102631
Coal-IGCC,p47,1.017445801
Coal-IGCC,p48,1.014123582
Coal-IGCC,p57,0.989033725
Coal-IGCC,p49,1.016273127
Coal-IGCC,p50,1.009341437
Coal-IGCC,p51,1.015314546
Coal-IGCC,p56,1.009177908
Coal-IGCC,p58,0.964955166
Coal-IGCC,p61,1.008091301
Coal-IGCC,p62,1.00775994
Coal-IGCC,p60,1.007429654
Coal-IGCC,p63,0.988228991
Coal-IGCC,p64,0.973855659
Coal-IGCC,p65,0.9747002
Coal-IGCC,p67,0.953265
Coal-IGCC,p68,1.078537842
Coal-IGCC,p70,1.049160731
Coal-IGCC,p71,1.067616907
Coal-IGCC,p72,1.073627671
Coal-IGCC,p73,1.068144073
Coal-IGCC,p84,1.046890691
Coal-IGCC,p74,1.080872433
Coal-IGCC,p75,1.079065008
Coal-IGCC,p76,1.081087603
Coal-IGCC,p77,1.076224769
Coal-IGCC,p78,1.096816504
Coal-IGCC,p79,1.113352291
Coal-IGCC,p80,1.136171032
Coal-IGCC,p81,1.074280711
Coal-IGCC,p82,1.086036505
Coal-IGCC,p83,1.082561515
Coal-IGCC,p103,1.073688995
Coal-IGCC,p104,1.094116125
Coal-IGCC,p105,1.094040815
Coal-IGCC,p106,1.072939128
Coal-IGCC,p107,1.040475408
Coal-IGCC,p111,1.098946683
Coal-IGCC,p112,1.076267803
Coal-IGCC,p113,1.049370521
Coal-IGCC,p114,1.037830973
Coal-IGCC,p108,1.0229294
Coal-IGCC,p109,1.013195125
Coal-IGCC,p110,1.026830425
Coal-IGCC,p118,1.033270453
Coal-IGCC,p117,1.062875644
Coal-IGCC,p116,1.115719157
Coal-IGCC,p115,1.149802029
Coal-IGCC,p121,1.212190467
Coal-IGCC,p120,1.211587992
Coal-IGCC,p119,1.16687574
Coal-IGCC,p66,0.963402717
Coal-IGCC,p85,1.00127903
Coal-IGCC,p86,0.988540987
Coal-IGCC,p87,0.983444694
Coal-IGCC,p88,0.984822856
Coal-IGCC,p89,0.970657162
Coal-IGCC,p90,0.96949417
Coal-IGCC,p91,0.975437156
Coal-IGCC,p94,0.968998204
Coal-IGCC,p92,0.984332269
Coal-IGCC,p93,1.012755103
Coal-IGCC,p97,0.9727981
Coal-IGCC,p98,1.079635208
Coal-IGCC,p95,0.942145032
Coal-IGCC,p96,0.976891702
Coal-IGCC,p99,1.151910691
Coal-IGCC,p100,1.21429913
Coal-IGCC,p101,0.991466218
Coal-IGCC,p102,0.991719043
Coal-IGCC,p124,1.230372302
Coal-IGCC,p123,1.230361544
Coal-IGCC,p125,1.263863457
Coal-IGCC,p122,1.161227537
Coal-IGCC,p126,1.260743497
Coal-IGCC,p127,1.13675199
Coal-IGCC,p128,1.302432616
Coal-IGCC,p132,1.281754813
Coal-IGCC,p133,1.164261429
Coal-IGCC,p131,1.249802121
Coal-IGCC,p129,1.101819198
Coal-IGCC,p130,1.114869237
Coal-IGCC,p134,1.120937021
coal-new,p2,1.117171552
coal-new,p1,1.132018258
coal-new,p3,1.064447458
coal-new,p4,1.087284489
coal-new,p5,1.110479776
coal-new,p6,1.152523925
coal-new,p7,1.096924089
coal-new,p9,1.216859648
coal-new,p8,1.172125879
coal-new,p10,1.17155568
coal-new,p11,1.186574521
coal-new,p12,1.131641711
coal-new,p13,1.12023772
coal-new,p14,1.050848737
coal-new,p15,1.048288218
coal-new,p16,1.043033775
coal-new,p25,1.057756758
coal-new,p26,1.029968674
coal-new,p27,1.104874607
coal-new,p28,1.045236037
coal-new,p29,1.039291975
coal-new,p30,1.034018167
coal-new,p17,1.046366753
coal-new,p18,1.03727476
coal-new,p20,1.029188685
coal-new,p19,1.029954688
coal-new,p21,1.031641618
coal-new,p22,1.01982235
coal-new,p23,1.002779838
coal-new,p24,1.046729314
coal-new,p33,1.026389327
coal-new,p34,1.019013312
coal-new,p31,1.024744356
coal-new,p59,1.032302189
coal-new,p32,0.987962181
coal-new,p35,1.016165542
coal-new,p36,1.010326914
coal-new,p37,1.025634082
coal-new,p38,1.022298953
coal-new,p39,1.035026237
coal-new,p40,1.032315099
coal-new,p41,1.035064968
coal-new,p42,1.064332343
coal-new,p43,1.094901494
coal-new,p44,1.07441842
coal-new,p46,1.10109838
coal-new,p45,1.046346312
coal-new,p69,1.034867011
coal-new,p52,1.023623322
coal-new,p53,1.025816976
coal-new,p54,1.061733093
coal-new,p55,1.045102631
coal-new,p47,1.017445801
coal-new,p48,1.014123582
coal-new,p57,0.989033725
coal-new,p49,1.016273127
coal-new,p50,1.009341437
coal-new,p51,1.015314546
coal-new,p56,1.009177908
coal-new,p58,0.964955166
coal-new,p61,1.008091301
coal-new,p62,1.00775994
coal-new,p60,1.007429654
coal-new,p63,0.988228991
coal-new,p64,0.973855659
coal-new,p65,0.9747002
coal-new,p67,0.953265
coal-new,p68,1.078537842
coal-new,p70,1.049160731
coal-new,p71,1.067616907
coal-new,p72,1.073627671
coal-new,p73,1.068144073
coal-new,p84,1.046890691
coal-new,p74,1.080872433
coal-new,p75,1.079065008
coal-new,p76,1.081087603
coal-new,p77,1.076224769
coal-new,p78,1.096816504
coal-new,p79,1.113352291
coal-new,p80,1.136171032
coal-new,p81,1.074280711
coal-new,p82,1.086036505
coal-new,p83,1.082561515
coal-new,p103,1.073688995
coal-new,p104,1.094116125
coal-new,p105,1.094040815
coal-new,p106,1.072939128
coal-new,p107,1.040475408
coal-new,p111,1.098946683
coal-new,p112,1.076267803
coal-new,p113,1.049370521
coal-new,p114,1.037830973
coal-new,p108,1.0229294
coal-new,p109,1.013195125
coal-new,p110,1.026830425
coal-new,p118,1.033270453
coal-new,p117,1.062875644
coal-new,p116,1.115719157
coal-new,p115,1.149802029
coal-new,p121,1.212190467
coal-new,p120,1.211587992
coal-new,p119,1.16687574
coal-new,p66,0.963402717
coal-new,p85,1.00127903
coal-new,p86,0.988540987
coal-new,p87,0.983444694
coal-new,p88,0.984822856
coal-new,p89,0.970657162
coal-new,p90,0.96949417
coal-new,p91,0.975437156
coal-new,p94,0.968998204
coal-new,p92,0.984332269
coal-new,p93,1.012755103
coal-new,p97,0.9727981
coal-new,p98,1.079635208
coal-new,p95,0.942145032
coal-new,p96,0.976891702
coal-new,p99,1.151910691
coal-new,p100,1.21429913
coal-new,p101,0.991466218
coal-new,p102,0.991719043
coal-new,p124,1.230372302
coal-new,p123,1.230361544
coal-new,p125,1.263863457
coal-new,p122,1.161227537
coal-new,p126,1.260743497
coal-new,p127,1.13675199
coal-new,p128,1.302432616
coal-new,p132,1.281754813
coal-new,p133,1.164261429
coal-new,p131,1.249802121
coal-new,p129,1.101819198
coal-new,p130,1.114869237
coal-new,p134,1.120937021
CoalOldScr,p2,1.075848222
CoalOldScr,p1,1.075848222
CoalOldScr,p3,1.075848222
CoalOldScr,p4,1.075848222
CoalOldScr,p5,1.075848222
CoalOldScr,p6,1.075848222
CoalOldScr,p7,1.075848222
CoalOldScr,p9,1.075848222
CoalOldScr,p8,1.075848222
CoalOldScr,p10,1.075848222
CoalOldScr,p11,1.075848222
CoalOldScr,p12,1.075848222
CoalOldScr,p13,1.075848222
CoalOldScr,p14,1.075848222
CoalOldScr,p15,1.075848222
CoalOldScr,p16,1.075848222
CoalOldScr,p25,1.075848222
CoalOldScr,p26,1.075848222
CoalOldScr,p27,1.075848222
CoalOldScr,p28,1.075848222
CoalOldScr,p29,1.075848222
CoalOldScr,p30,1.075848222
CoalOldScr,p17,1.075848222
CoalOldScr,p18,1.075848222
CoalOldScr,p20,1.075848222
CoalOldScr,p19,1.075848222
CoalOldScr,p21,1.075848222
CoalOldScr,p22,1.075848222
CoalOldScr,p23,1.075848222
CoalOldScr,p24,1.075848222
CoalOldScr,p33,1.075848222
CoalOldScr,p34,1.075848222
CoalOldScr,p31,1.075848222
CoalOldScr,p59,1.075848222
CoalOldScr,p32,1.075848222
CoalOldScr,p35,1.075848222
CoalOldScr,p36,1.075848222
CoalOldScr,p37,1.075848222
CoalOldScr,p38,1.075848222
CoalOldScr,p39,1.075848222
CoalOldScr,p40,1.075848222
CoalOldScr,p41,1.075848222
CoalOldScr,p42,1.075848222
CoalOldScr,p43,1.075848222
CoalOldScr,p44,1.075848222
CoalOldScr,p46,1.075848222
CoalOldScr,p45,1.075848222
CoalOldScr,p69,1.075848222
CoalOldScr,p52,1.075848222
CoalOldScr,p53,1.075848222
CoalOldScr,p54,1.075848222
CoalOldScr,p55,1.075848222
CoalOldScr,p47,1.075848222
CoalOldScr,p48,1.075848222
CoalOldScr,p57,1.075848222
CoalOldScr,p49,1.075848222
CoalOldScr,p50,1.075848222
CoalOldScr,p51,1.075848222
CoalOldScr,p56,1.075848222
CoalOldScr,p58,1.075848222
CoalOldScr,p61,1.075848222
CoalOldScr,p62,1.075848222
CoalOldScr,p60,1.075848222
CoalOldScr,p63,1.075848222
CoalOldScr,p64,1.075848222
CoalOldScr,p65,1.075848222
CoalOldScr,p67,1.075848222
CoalOldScr,p68,1.075848222
CoalOldScr,p70,1.075848222
CoalOldScr,p71,1.075848222
CoalOldScr,p72,1.075848222
CoalOldScr,p73,1.075848222
CoalOldScr,p84,1.075848222
CoalOldScr,p74,1.075848222
CoalOldScr,p75,1.075848222
CoalOldScr,p76,1.075848222
CoalOldScr,p77,1.075848222
CoalOldScr,p78,1.075848222
CoalOldScr,p79,1.075848222
CoalOldScr,p80,1.075848222
CoalOldScr,p81,1.075848222
CoalOldScr,p82,1.075848222
CoalOldScr,p83,1.075848222
CoalOldScr,p103,1.075848222
CoalOldScr,p104,1.075848222
CoalOldScr,p105,1.075848222
CoalOldScr,p106,1.075848222
CoalOldScr,p107,1.075848222
CoalOldScr,p111,1.075848222
CoalOldScr,p112,1.075848222
CoalOldScr,p113,1.075848222
CoalOldScr,p114,1.075848222
CoalOldScr,p108,1.075848222
CoalOldScr,p109,1.075848222
CoalOldScr,p110,1.075848222
CoalOldScr,p118,1.075848222
CoalOldScr,p117,1.075848222
CoalOldScr,p116,1.075848222
CoalOldScr,p115,1.075848222
CoalOldScr,p121,1.075848222
CoalOldScr,p120,1.075848222
CoalOldScr,p119,1.075848222
CoalOldScr,p66,1.075848222
CoalOldScr,p85,1.075848222
CoalOldScr,p86,1.075848222
CoalOldScr,p87,1.075848222
CoalOldScr,p88,1.075848222
CoalOldScr,p89,1.075848222
CoalOldScr,p90,1.075848222
CoalOldScr,p91,1.075848222
CoalOldScr,p94,1.075848222
CoalOldScr,p92,1.075848222
CoalOldScr,p93,1.075848222
CoalOldScr,p97,1.075848222
CoalOldScr,p98,1.075848222
CoalOldScr,p95,1.075848222
CoalOldScr,p96,1.075848222
CoalOldScr,p99,1.075848222
CoalOldScr,p100,1.075848222
CoalOldScr,p101,1.075848222
CoalOldScr,p102,1.075848222
CoalOldScr,p124,1.075848222
CoalOldScr,p123,1.075848222
CoalOldScr,p125,1.075848222
CoalOldScr,p122,1.075848222
CoalOldScr,p126,1.075848222
CoalOldScr,p127,1.075848222
CoalOldScr,p128,1.075848222
CoalOldScr,p132,1.075848222
CoalOldScr,p133,1.075848222
CoalOldScr,p131,1.075848222
CoalOldScr,p129,1.075848222
CoalOldScr,p130,1.075848222
CoalOldScr,p134,1.075848222
CoalOldUns,p2,1.075848222
CoalOldUns,p1,1.075848222
CoalOldUns,p3,1.075848222
CoalOldUns,p4,1.075848222
CoalOldUns,p5,1.075848222
CoalOldUns,p6,1.075848222
CoalOldUns,p7,1.075848222
CoalOldUns,p9,1.075848222
CoalOldUns,p8,1.075848222
CoalOldUns,p10,1.075848222
CoalOldUns,p11,1.075848222
CoalOldUns,p12,1.075848222
CoalOldUns,p13,1.075848222
CoalOldUns,p14,1.075848222
CoalOldUns,p15,1.075848222
CoalOldUns,p16,1.075848222
CoalOldUns,p25,1.075848222
CoalOldUns,p26,1.075848222
CoalOldUns,p27,1.075848222
CoalOldUns,p28,1.075848222
CoalOldUns,p29,1.075848222
CoalOldUns,p30,1.075848222
CoalOldUns,p17,1.075848222
CoalOldUns,p18,1.075848222
CoalOldUns,p20,1.075848222
CoalOldUns,p19,1.075848222
CoalOldUns,p21,1.075848222
CoalOldUns,p22,1.075848222
CoalOldUns,p23,1.075848222
CoalOldUns,p24,1.075848222
CoalOldUns,p33,1.075848222
CoalOldUns,p34,1.075848222
CoalOldUns,p31,1.075848222
CoalOldUns,p59,1.075848222
CoalOldUns,p32,1.075848222
CoalOldUns,p35,1.075848222
CoalOldUns,p36,1.075848222
CoalOldUns,p37,1.075848222
CoalOldUns,p38,1.075848222
CoalOldUns,p39,1.075848222
CoalOldUns,p40,1.075848222
CoalOldUns,p41,1.075848222
CoalOldUns,p42,1.075848222
CoalOldUns,p43,1.075848222
CoalOldUns,p44,1.075848222
CoalOldUns,p46,1.075848222
CoalOldUns,p45,1.075848222
CoalOldUns,p69,1.075848222
CoalOldUns,p52,1.075848222
CoalOldUns,p53,1.075848222
CoalOldUns,p54,1.075848222
CoalOldUns,p55,1.075848222
CoalOldUns,p47,1.075848222
CoalOldUns,p48,1.075848222
CoalOldUns,p57,1.075848222
CoalOldUns,p49,1.075848222
CoalOldUns,p50,1.075848222
CoalOldUns,p51,1.075848222
CoalOldUns,p56,1.075848222
CoalOldUns,p58,1.075848222
CoalOldUns,p61,1.075848222
CoalOldUns,p62,1.075848222
CoalOldUns,p60,1.075848222
CoalOldUns,p63,1.075848222
CoalOldUns,p64,1.075848222
CoalOldUns,p65,1.075848222
CoalOldUns,p67,1.075848222
CoalOldUns,p68,1.075848222
CoalOldUns,p70,1.075848222
CoalOldUns,p71,1.075848222
CoalOldUns,p72,1.075848222
CoalOldUns,p73,1.075848222
CoalOldUns,p84,1.075848222
CoalOldUns,p74,1.075848222
CoalOldUns,p75,1.075848222
CoalOldUns,p76,1.075848222
CoalOldUns,p77,1.075848222
CoalOldUns,p78,1.075848222
CoalOldUns,p79,1.075848222
CoalOldUns,p80,1.075848222
CoalOldUns,p81,1.075848222
CoalOldUns,p82,1.075848222
CoalOldUns,p83,1.075848222
CoalOldUns,p103,1.075848222
CoalOldUns,p104,1.075848222
CoalOldUns,p105,1.075848222
CoalOldUns,p106,1.075848222
CoalOldUns,p107,1.075848222
CoalOldUns,p111,1.075848222
CoalOldUns,p112,1.075848222
CoalOldUns,p113,1.075848222
CoalOldUns,p114,1.075848222
CoalOldUns,p108,1.075848222
CoalOldUns,p109,1.075848222
CoalOldUns,p110,1.075848222
CoalOldUns,p118,1.075848222
CoalOldUns,p117,1.075848222
CoalOldUns,p116,1.075848222
CoalOldUns,p115,1.075848222
CoalOldUns,p121,1.075848222
CoalOldUns,p120,1.075848222
CoalOldUns,p119,1.075848222
CoalOldUns,p66,1.075848222
CoalOldUns,p85,1.075848222
CoalOldUns,p86,1.075848222
CoalOldUns,p87,1.075848222
CoalOldUns,p88,1.075848222
