region,class,sc_point_gid,capacity,supply_curve_cost_per_mw,trans_cap_cost_per_mw,reinforcement_cost_per_mw,dist_km,reinforcement_dist_km,trans_adder_per_mw
p10,3,60852,3.223,26237683.705,23748061.062,0,68.418,467.091,21258438.417999998
p10,3,61234,43.688,3012436.234,522813.59,0,21.647,467.091,-1966809.0539999998
p10,3,61990,35.288,3673634.625,1517173.911,0,53.088,378.447,-639286.8039999998
p10,3,62362,589.204,1746343.369,75437.648,0,6.018,226.93,-1595468.072
p10,3,62365,2.209,7577220.554,5779008.171,0,5.612,270.481,3980795.788
p10,3,62741,1810.745,1823711.409,78404.433,0,9.185,242.551,-1666902.543
p10,3,62745,7.881,3832214.876,2034002.493,0,9.743,270.481,235790.1100000001
p10,3,63126,413.001,2034135.442,235923.059,0,23.531,270.481,-1562289.324
p10,3,63133,1440.928,2240405.732,86258.661,0,12.994,377.907,-2067888.41
p10,3,63506,1282.524,2029522.203,231309.82,0,35.572,270.481,-1566902.5629999998
p10,3,63507,766.521,2012908.483,214696.1,0,40.697,270.481,-1583516.2829999998
p10,3,63513,1088.64,2234125.972,79978.901,0,11.016,377.907,-2074168.17
p10,3,63888,20.735,3877461.277,2008608.516,0,35.316,278.613,139755.75399999996
p10,3,64267,20.971,3021017.276,1152164.514,0,18.813,278.613,-716688.2480000001
p10,3,64641,1060.24,1465176.249,12582.013,0,0.562,170.819,-1440012.223
p10,3,64647,36.29,2418785.398,549932.636,0,17.12,278.613,-1318920.1260000002
p10,3,65021,277.503,1612732.276,263394.475,0,29.292,183.061,-1085943.326
p10,3,65402,911.827,1714925.13,83711.25,0,9.508,221.143,-1547502.63
p10,3,65409,8.649,3015369.985,843839.641,0,4.389,366.025,-1327690.7040000004
p10,3,65410,1.193,11661541.793,9530517.87,0,5.841,356.409,7399493.946999999
p10,3,65411,43.371,3062657.167,931633.244,0,31.689,356.409,-1199390.679
p10,3,65782,1458.942,1666884.487,21504.6,0,2.983,226.268,-1623875.288
p10,3,65789,7.205,4538321.566,2407297.643,0,14.25,356.409,276273.7200000002
p10,3,65790,49.249,2516757.128,385733.205,0,14.101,356.409,-1745290.7179999999
p10,3,65791,93.726,2429340.169,298316.246,0,23.516,356.409,-1832707.677
p10,3,66541,59.208,2142555.938,435481.22,0,25.893,248.482,-1271593.499
p10,3,66551,1992.167,2097255.134,17648.463,0,1.468,333.406,-2061958.208
p10,4,43732,2428.755,3240440.587,326117.882,0,30.5,616.566,-2588204.8219999997
p10,4,44112,1148.904,2691082.92,570521.726,0,84.211,514.02,-1550039.467
p10,4,44113,1556.303,2609904.862,489343.668,0,72.767,514.02,-1631217.525
p10,4,45250,427.037,2612735.479,228508.123,0,11.227,549.291,-2155719.2339999997
p10,4,45252,2056.853,2649885.526,267622.116,0,22.926,548.947,-2114641.293
p10,4,45630,1264.117,2451106.052,70438.003,0,5.05,548.655,-2310230.046
p10,4,45632,1504.96,2283023.544,162462.351,0,19.946,514.02,-1958098.842
p10,4,46011,1026.153,2390719.726,136738.981,0,7.564,526.271,-2117241.7649999997
p10,4,46015,40.122,3432842.609,1218390.865,0,26.798,518.548,-996060.879
p10,4,46016,999.538,2776160.921,333866.582,0,31.934,550.168,-2108427.757
p10,4,46395,207.47,2651414.079,436962.335,0,13.65,518.548,-1777489.409
p10,4,46396,45.806,3195524.864,753230.525,0,27.773,550.168,-1689063.8140000002
p10,4,46776,679.006,2697390.339,326754.864,0,11.649,537.65,-2043880.611
p10,4,46777,995.888,2481273.054,38978.715,0,3.191,550.168,-2403315.6240000003
p10,4,47157,19.588,3202647.996,760353.657,0,10.106,550.168,-1681940.682
p10,4,47536,190.055,2624440.302,253804.827,0,20.508,537.65,-2116830.648
p10,4,47537,16.677,6320392.023,4376591.266,0,46.813,453.378,2432790.508
p10,4,47538,145.239,3260608.653,818314.314,0,37.248,550.168,-1623980.0250000001
p10,4,47916,86.914,2501156.872,557356.114,0,30.481,453.378,-1386444.6439999999
p10,4,47917,35.306,3989047.516,2045246.758,0,46.871,453.378,101446.0
p10,4,47918,13.687,8801563.446,6359269.107,0,51.721,550.168,3916974.7679999997
p10,4,47919,471.942,3231557.17,789262.831,0,46.156,550.168,-1653031.5080000001
p10,4,48295,1405.963,2137530.598,193729.841,0,22.414,453.378,-1750070.917
p10,4,48296,126.992,2515159.475,571358.717,0,35.067,453.378,-1372442.041
p10,4,48297,0.15,463204437.001,461260636.243,0,44.835,453.378,459316835.48499995
p10,4,48298,2.319,47419103.888,44976809.549,0,61.282,550.168,42534515.21
p10,4,48299,28.531,5809777.114,3367482.775,0,61.027,550.168,925188.4359999998
p10,4,48676,0.685,102646367.899,100702567.142,0,44.606,453.378,98758766.384
p10,4,48679,0.499,230598159.365,228155865.027,0,74.073,550.168,225713570.68800002
p10,4,49059,0.168,765340151.144,762897856.805,0,86.562,550.168,760455562.466
p10,4,49060,2.52,62641846.101,60199551.762,0,103.922,550.168,57757257.423
p10,4,49440,2.008,102535039.174,100092744.835,0,149.094,550.168,97650450.49599999
p10,4,49816,135.95,2640557.249,854514.323,0,59.959,358.985,-931528.603
p10,4,49820,1.318,178768701.658,176326407.319,0,185.985,550.168,173884112.98000002
p10,4,49821,0.956,227082668.849,224640374.51,0,170.494,550.168,222198080.171
p10,4,50195,170.867,2090320.134,304277.208,0,28.832,358.985,-1481765.7179999999
p10,4,50196,7.415,10939713.723,9153670.797,0,47.843,358.985,7367627.871
p10,4,50201,1.24,184785911.247,182343616.908,0,179.278,550.168,179901322.569
p10,4,50202,3.256,65845253.481,63402959.142,0,167.842,550.168,60960664.802999996
p10,4,50575,19.915,3659702.233,1873659.307,0,32.184,358.985,87616.38100000005
p10,4,50576,35.795,3397919.549,1611876.623,0,42.861,358.985,-174166.30300000007
p10,4,50581,2.545,92004179.76,89561885.421,0,184.068,550.168,87119591.082
p10,4,50582,2.86,78445622.516,76003328.177,0,175.86,550.168,73561033.838
p10,4,50583,30.737,9183767.728,6741473.389,0,174.0,550.168,4299179.050000001
p10,4,50955,17.872,3935859.409,2150187.64,0,34.233,358.895,364515.87100000004
p10,4,50959,0.165,717262286.03,715737905.676,0,100.319,323.213,714213525.322
p10,4,50960,1.649,83879035.3,82354654.946,0,110.837,323.213,80830274.592
p10,4,50962,3.249,70673838.536,68558496.216,0,208.675,367.575,66443153.896000005
p10,4,51334,25.806,2764501.779,978830.009,0,21.665,358.895,-806841.7600000001
p10,4,51336,116.358,2464573.633,678901.864,0,47.107,358.895,-1106769.9050000003
p10,4,51337,21.38,5169794.178,3380337.309,0,47.62,324.523,1590880.44
p10,4,51338,2.704,35141314.514,33616934.16,0,83.922,323.213,32092553.805999998
p10,4,51339,3.681,30619355.138,29094974.784,0,92.178,323.213,27570594.430000003
p10,4,51340,6.765,18693813.485,17169433.132,0,95.089,323.213,15645052.777999999
p10,4,51342,60.036,5665233.234,3549890.914,0,193.841,367.575,1434548.594
p10,4,51343,4.613,47331267.294,45215924.975,0,186.833,367.575,43100582.655
p10,4,51717,441.482,2314273.905,524817.036,0,38.463,324.523,-1264639.833
p10,4,51718,20.924,5248403.906,3724023.553,0,70.156,323.213,2199643.199
p10,4,51719,0.744,119679472.871,118155092.518,0,74.927,323.213,116630712.164
p10,4,51720,1.497,70032291.391,68507911.038,0,83.056,323.213,66983530.684
p10,4,51722,9.609,23743807.818,21628465.498,0,187.501,367.575,19513123.178
p10,4,51723,91.264,4200970.354,2085628.034,0,175.893,367.575,-29714.285999999847
p10,4,51725,17.208,11196244.963,9080902.644,0,150.968,367.575,6965560.323999999
p10,4,52097,1036.364,2073186.611,283729.742,0,32.779,324.523,-1505727.1269999999
p10,4,52098,30.352,3678599.013,2154218.659,0,58.54,323.213,629838.3049999999
p10,4,52099,8.316,10745460.361,9221080.007,0,65.998,323.213,7696699.652999999
p10,4,52102,0.978,209432969.953,207317627.633,0,183.149,367.575,205202285.313
p10,4,52103,89.813,4170511.289,2055168.969,0,171.682,367.575,-60173.35099999979
p10,4,52104,35.53,6760376.32,4645034.001,0,158.864,367.575,2529691.6810000003
p10,4,52105,18.544,10272227.091,8156884.771,0,145.501,367.575,6041542.450999999
p10,4,52473,34.487,2399248.655,679879.375,0,19.392,318.5,-1039489.905
p10,4,52477,183.164,2160012.649,370555.78,0,32.437,324.523,-1418901.089
p10,4,52478,20.973,4018338.218,2493957.864,0,42.154,323.213,969577.51
p10,4,52479,18.325,4971428.024,3447047.67,0,52.954,323.213,1922667.3159999999
p10,4,52480,10.885,9975017.25,8450636.896,0,56.231,323.213,6926256.541999999
p10,4,52481,1.54,145434488.38,143319146.061,0,199.441,367.575,141203803.741
p10,4,52482,1.25,166839117.1,164723774.78,0,185.382,367.575,162608432.46
p10,4,52483,0.961,196887478.999,194772136.679,0,173.195,367.575,192656794.359
p10,4,52484,6.548,28188350.38,26073008.06,0,161.842,367.575,23957665.74
p10,4,52485,0.26,606392079.904,604276737.584,0,151.28,367.575,602161395.2639999
p10,4,52486,4.897,29890616.681,27775274.362,0,125.247,367.575,25659932.042
p10,4,52854,240.156,2012138.213,236203.346,0,13.3,321.217,-1539731.522
p10,4,52857,29.798,3064804.364,1540424.011,0,30.166,323.213,16043.65699999989
p10,4,52859,10.74,6225909.368,4701529.014,0,37.203,323.213,3177148.66
p10,4,52861,1.114,91065269.094,89540888.74,0,61.009,323.213,88016508.38599999
p10,4,52862,0.697,308891004.373,306775662.053,0,189.645,367.575,304660319.733
p10,4,52866,0.301,421582454.325,419467112.006,0,115.55,367.575,417351769.686
p10,4,53239,8.019,7160856.822,5636476.469,0,31.894,323.213,4112096.1149999993
p10,4,53241,5.453,18790870.706,17266490.353,0,68.293,323.213,15742109.999
p10,4,53242,2.816,36578821.941,35054441.587,0,74.813,323.213,33530061.233
p10,4,53245,0.733,160925710.106,158992050.637,0,103.807,302.198,157058391.167
p10,4,53246,23.655,6984983.392,5051323.923,0,102.813,302.198,3117664.4530000007
p10,4,53617,70.489,1593104.578,68724.224,0,2.766,323.213,-1455656.1300000001
p10,4,53618,409.168,1683715.19,159334.836,0,15.18,323.213,-1365045.5180000002
p10,4,53620,14.537,6155082.398,4630702.044,0,50.507,323.213,3106321.6899999995
p10,4,53622,1.572,61534778.061,60010397.707,0,70.927,323.213,58486017.353
p10,4,53623,2.203,63082216.203,61148556.733,0,112.875,302.198,59214897.263000004
p10,4,53624,4.465,28022393.904,26088734.434,0,101.355,302.198,24155074.964
p10,4,53625,33.276,4981225.124,3047565.654,0,88.205,302.198,1113906.1840000001
p10,4,53626,20.604,7614505.976,5680846.506,0,102.642,302.198,3747187.0360000003
p10,4,53628,171.736,2785612.954,670270.634,0,77.133,367.575,-1445071.6859999998
p10,4,53994,1.212,10783670.836,9494227.146,0,8.524,281.91,8204783.455
p10,4,53997,15.086,2585788.557,1110004.538,0,12.668,320.624,-365779.48
p10,4,53998,842.613,1742108.964,217728.611,0,23.748,323.213,-1306651.743
p10,4,54000,57.575,2523630.304,999249.95,0,43.374,323.213,-525130.4040000001
p10,4,54004,2.831,33681395.349,31747735.879,0,78.06,302.198,29814076.409
p10,4,54005,10.209,10395921.756,8462262.286,0,75.321,302.198,6528602.816000001
p10,4,54008,41.712,4083124.497,1967782.178,0,74.834,367.575,-147560.14199999976
p10,4,54374,25.087,2221057.349,931613.659,0,20.46,281.91,-357830.0320000001
p10,4,54375,2.761,12349103.494,10873319.476,0,22.254,320.624,9397535.458
p10,4,54376,128.712,1726547.688,237669.859,0,19.051,314.82,-1251207.97
p10,4,54377,887.887,1618854.094,143070.075,0,17.044,320.624,-1332713.943
p10,4,54378,476.95,1757664.59,281880.572,0,24.979,320.624,-1193903.446
p10,4,54385,22.999,5017846.709,3084187.24,0,64.303,302.198,1150527.7700000003
p10,4,54389,86.396,2777687.467,662345.148,0,48.952,367.575,-1452997.1719999998
p10,4,54753,37.962,1813721.426,625614.717,0,14.151,244.033,-562491.9920000001
p10,4,54754,10.837,2405603.809,1217497.1,0,6.778,244.033,29390.39100000006
p10,4,54755,3.597,9983582.15,8795475.441,0,20.112,244.033,7607368.732
p10,4,54756,636.915,1472820.137,284713.428,0,37.097,244.033,-903393.281
p10,4,54757,497.67,1741162.849,265378.83,0,28.788,320.624,-1210405.1879999998
p10,4,54763,14.895,7035456.5,5216898.574,0,56.925,259.876,3398340.647
p10,4,54764,32.801,3752285.685,1818626.215,0,55.899,302.198,-115033.25499999989
p10,4,54768,1.04,75156010.454,73040668.134,0,61.21,367.575,70925325.81400001
p10,4,54769,124.474,2692519.487,577177.168,0,42.777,367.575,-1538165.1519999998
p10,4,55134,77.119,1332335.554,144228.845,0,5.338,244.033,-1043877.8640000001
p10,4,55136,154.507,1514481.145,326374.436,0,27.822,244.033,-861732.273
p10,4,55137,337.125,1512167.096,324060.387,0,39.342,244.033,-864046.322
p10,4,55138,341.095,1433721.55,374096.17,0,55.05,219.647,-685529.21
p10,4,55144,197.835,2400590.143,466930.673,0,46.53,302.198,-1466728.797
p10,4,55145,20.398,3845921.603,1912262.134,0,37.077,302.198,-21397.335999999894
p10,4,55150,60.885,2663402.663,548060.344,0,23.767,367.575,-1567281.9759999998
p10,4,55514,12.801,3006870.789,1818764.08,0,17.604,244.033,630657.371
p10,4,55517,103.971,1644738.836,585113.456,0,36.649,219.647,-474511.9239999999
p10,4,55518,755.824,1317810.513,258185.133,0,43.741,219.647,-801440.2469999999
p10,4,55519,501.222,2076871.113,258313.186,0,24.687,259.876,-1560244.741
p10,4,55520,21.551,3073594.46,1255036.533,0,19.83,259.876,-563521.3939999999
p10,4,55524,60.287,2621535.984,687876.515,0,32.325,302.198,-1245782.955
p10,4,55525,5.312,7047652.956,5113993.486,0,24.886,302.198,3180334.016
p10,4,55529,52.697,2826824.948,711482.629,0,24.47,367.575,-1403859.6909999999
p10,4,55530,45.69,2316263.587,200921.267,0,4.936,367.575,-1914421.0529999998
p10,4,55531,59.734,2458992.765,343650.446,0,14.105,367.575,-1771691.8739999998
p10,4,55898,288.549,1376390.69,316765.31,0,39.433,219.647,-742860.0699999998
p10,4,55899,596.532,1984317.256,165759.329,0,18.039,259.876,-1652798.598
p10,4,55900,330.885,1919644.275,101086.349,0,7.447,259.876,-1717471.578
p10,4,55903,127.284,2285639.461,467081.535,0,37.915,259.876,-1351476.392
p10,4,55909,39.23,2515051.187,423338.507,0,8.775,357.323,-1668374.173
p10,4,55910,142.354,2224696.574,110002.437,0,5.674,361.228,-2004691.7000000002
p10,4,55911,8.369,4185277.941,2069935.621,0,12.569,367.575,-45406.69899999979
p10,4,56279,35.002,2563060.908,744502.981,0,17.723,259.876,-1074054.946
p10,4,56280,232.247,1962081.59,143523.664,0,7.468,259.876,-1675034.2629999998
p10,4,56281,186.432,1950990.862,132432.935,0,10.607,259.876,-1686124.9919999999
p10,4,56282,114.835,2110705.727,310893.58,0,20.655,255.217,-1488918.5659999999
p10,4,56283,109.743,2214301.996,414489.85,0,25.13,255.217,-1385322.296
p10,4,56289,2.409,14633710.959,12519016.822,0,15.374,361.228,10404322.685
p10,4,56290,44.098,2739266.277,624572.139,0,16.34,361.228,-1490121.9980000001
p10,4,56291,8.465,5147464.769,3032122.449,0,24.0,367.575,916780.1290000002
p10,4,56661,23.248,2815255.039,1015442.893,0,16.991,255.217,-784369.2529999999
p10,4,56662,34.209,2215342.531,415530.384,0,8.911,255.217,-1384281.7619999999
p10,4,56663,71.107,2172753.885,357367.787,0,18.633,258.532,-1458018.311
p10,4,56669,51.386,2967188.06,852493.922,0,28.662,361.228,-1262200.215
p10,4,56670,7.955,18016187.303,15900844.984,0,107.598,367.575,13785502.663999999
p10,4,56671,34.334,5049877.875,2934535.556,0,86.265,367.575,819193.236
p10,4,56672,41.754,3765442.676,1650100.356,0,59.924,367.575,-465241.9639999999
p10,4,57042,42.975,1916263.132,100877.034,0,1.707,258.532,-1714509.064
p10,4,57043,149.118,1983305.78,183493.634,0,13.068,255.217,-1616318.5119999999
p10,4,57044,51.45,2354507.611,554695.465,0,23.473,255.217,-1245116.6809999999
p10,4,57045,2.546,19407087.679,17607275.532,0,39.824,255.217,15807463.386000002
p10,4,57047,9.647,10234456.633,8434644.487,0,68.811,255.217,6634832.341
p10,4,57049,14.652,10856054.725,8740712.405,0,109.456,367.575,6625370.084999999
p10,4,57050,162.88,3062008.517,946666.197,0,99.773,367.575,-1168676.1229999997
p10,4,57051,150.56,2902015.148,786672.828,0,77.57,367.575,-1328669.4919999999
p10,4,57052,95.005,2890819.119,775476.799,0,65.701,367.575,-1339865.5209999997
p10,4,57053,7.044,12956004.207,10840661.888,0,66.364,367.575,8725319.568
p10,4,57424,16.83,3994043.408,2194231.262,0,31.07,255.217,394419.11600000015
p10,4,57425,0.994,50157533.092,48357720.945,0,41.219,255.217,46557908.799
p10,4,57428,5.254,18357569.313,16557757.167,0,80.598,255.217,14757945.021
p10,4,57429,3.844,36351233.497,34235891.177,0,111.786,367.575,32120548.857
p10,4,57430,78.749,3640213.876,1524871.557,0,103.631,367.575,-590470.7629999998
p10,4,57431,107.275,3282383.509,1167041.19,0,83.732,367.575,-948301.1299999999
p10,4,57432,19.893,6983624.772,4868282.452,0,87.496,367.575,2752940.1319999998
p10,4,57808,9.955,10803123.484,9003311.338,0,80.567,255.217,7203499.192
p10,4,57809,3.541,23990565.312,21623353.813,0,64.484,435.3,19256142.315
p10,4,57810,4.736,26278554.82,24163212.501,0,101.553,367.575,22047870.180999998
p10,4,57811,2.903,40105636.399,37990294.08,0,97.595,367.575,35874951.76
p10,4,57813,44.369,3001118.905,633907.406,0,25.795,435.3,-1733304.0920000002
p10,4,58184,1.467,25701513.722,23978080.267,0,29.438,243.779,22254646.812
p10,4,58187,23.073,6277599.556,4554166.101,0,77.386,243.779,2830732.6459999997
p10,4,58188,17.919,7929797.142,5562585.643,0,80.28,435.3,3195374.145
p10,4,58189,20.658,5264386.987,2897175.489,0,51.315,435.3,529963.9909999999
p10,4,58192,2.925,9587925.309,7220713.811,0,15.966,435.3,4853502.312999999
p10,4,58564,87.927,2202030.898,478597.443,0,33.226,243.779,-1244836.012
p10,4,58567,79.424,2849648.549,1126215.094,0,69.504,243.779,-597218.361
p10,4,58568,3.754,24149549.367,21782337.868,0,68.163,435.3,19415126.37
p10,4,58569,3.571,27434165.895,25066954.396,0,75.243,435.3,22699742.898000002
p10,4,58570,9.11,6218195.157,3850983.658,0,30.024,435.3,1483772.1599999997
p10,4,58572,4.052,5126582.854,2759371.356,0,6.164,435.3,392159.858
p10,4,58573,118.771,2498997.831,131786.332,0,6.791,435.3,-2235425.166
p10,4,58574,152.553,2598549.063,231337.565,0,19.784,435.3,-2135873.933
p10,4,58944,47.358,2813891.703,1090458.248,0,41.393,243.779,-632975.2070000002
p10,4,58948,21.876,5636073.111,3268861.613,0,60.854,435.3,901650.1149999998
p10,4,58949,0.769,72942980.895,70575769.396,0,47.527,435.3,68208557.898
p10,4,58950,1.529,28800810.817,26433599.319,0,35.837,435.3,24066387.821
p10,4,58953,15.199,3522742.722,1155531.224,0,14.266,435.3,-1211680.2740000002
p10,4,58954,136.957,2657540.691,290329.192,0,24.371,435.3,-2076882.306
p10,4,59328,212.824,3011943.016,644731.517,0,63.28,435.3,-1722479.9810000001
p10,4,59329,27.021,4499217.644,2132006.145,0,53.447,435.3,-235205.35300000012
p10,4,59330,2.395,26236185.199,23868973.7,0,48.572,435.3,21501762.202
p10,4,59334,77.706,2783163.851,415952.353,0,30.988,435.3,-1951259.145
p10,4,59335,35.35,3709541.168,1342329.67,0,42.078,435.3,-1024881.8280000002
p10,4,59708,95.806,3138151.164,770939.666,0,70.349,435.3,-1596271.8320000002
p10,4,59709,12.205,8223831.874,5856620.375,0,65.489,435.3,3489408.877
p10,4,59710,2.092,44488915.465,42121703.967,0,76.333,435.3,39754492.469
p10,4,60096,515.442,3033330.663,73830.871,0,4.916,525.047,-2885668.9220000003
p10,4,60468,66.556,3011811.622,1173511.272,0,77.474,302.026,-664789.078
p10,4,60475,7.338,5501270.895,2541771.102,0,13.326,525.047,-417728.6910000001
p10,4,60476,944.426,3105670.507,146170.714,0,8.147,525.047,-2813329.079
p10,4,60849,17.641,5642841.597,3804541.247,0,64.954,302.026,1966240.8969999999
p10,4,60856,15.221,4789397.781,2150544.316,0,24.945,489.682,-488309.14899999974
p10,4,61227,0.486,127995460.376,126095919.981,0,53.271,254.166,124196379.58500001
p10,4,61228,8.681,8789626.766,6951326.416,0,56.987,302.026,5113026.066
p10,4,61229,44.475,3077475.468,1239175.118,0,52.539,302.026,-599125.2320000001
p10,4,61230,31.886,3893055.182,2054754.832,0,59.5,302.026,216454.48199999984
p10,4,61231,2.54,26070834.405,23581211.761,0,58.369,467.091,21091589.117
p10,4,61232,0.168,336938716.14,334449093.496,0,52.058,467.091,331959470.852
p10,4,61233,12.202,5310572.886,2820950.242,0,33.518,467.091,331327.59800000023
p10,4,61235,123.509,2745506.486,255883.843,0,11.445,467.091,-2233738.801
p10,4,61236,221.447,2711916.928,222294.284,0,10.976,467.091,-2267328.36
p10,4,61608,2.111,23921675.83,22083375.48,0,41.476,302.026,20245075.13
p10,4,61609,8.776,6940810.577,5102510.227,0,41.925,302.026,3264209.877
p10,4,61610,2.861,26310254.045,24471953.695,0,61.1,302.026,22633653.345
p10,4,61611,8.578,9584623.969,7095001.326,0,57.629,467.091,4605378.682
p10,4,61612,26.252,4210439.731,1720817.088,0,44.731,467.091,-768805.5559999999
p10,4,61613,34.472,3484248.209,994625.566,0,31.698,467.091,-1494997.0779999997
p10,4,61614,23.083,3365385.917,875763.274,0,19.454,467.091,-1613859.3699999999
p10,4,61615,508.227,2581329.075,91706.432,0,7.71,467.091,-2397916.212
p10,4,61988,70.174,2308306.511,470006.162,0,29.203,302.026,-1368294.188
p10,4,61989,36.08,2699852.69,861552.34,0,30.243,302.026,-976748.0100000001
p10,4,61991,14.174,6187292.456,4030831.741,0,53.95,378.447,1874371.026
p10,4,61992,0.321,147700147.278,145543686.564,0,46.427,378.447,143387225.849
